,Network,PFL,Type1,Type2,MISA,MISSA,uMISSA
42,EMT_RACIPE_137,67,13473,7555,1876,357,64
43,EMT_RACIPE_138,76,18316,12182,5027,430,25
44,EMT_RACIPE_139,69,15494,8055,2964,130,0
45,EMT_RACIPE_14,71,17546,9423,3567,292,44
46,EMT_RACIPE_140,70,11832,7759,2142,264,0
47,EMT_RACIPE_141,75,18430,12282,3413,343,69
48,EMT_RACIPE_142,69,13167,7854,3154,210,38
49,EMT_RACIPE_143,74,16847,10214,3565,75,22
50,EMT_RACIPE_144,72,16849,9767,3515,365,40
51,EMT_RACIPE_145,69,13019,9333,2757,166,41
52,EMT_RACIPE_146,77,17947,10365,3409,223,0
53,EMT_RACIPE_147,69,13607,7968,1738,290,0
54,EMT_RACIPE_148,71,13165,8260,2699,423,15
55,EMT_RACIPE_149,80,17604,10131,2568,23,23
56,EMT_RACIPE_15,71,15915,9619,4044,233,64
57,EMT_RACIPE_150,63,11821,6628,2009,244,35
58,EMT_RACIPE_151,75,16612,11620,4516,455,22
59,EMT_RACIPE_152,75,16543,11259,3963,158,39
60,EMT_RACIPE_153,80,17864,13892,6385,102,25
61,EMT_RACIPE_154,68,13033,7877,2580,442,36
62,EMT_RACIPE_155,75,19010,11914,4192,158,71
63,EMT_RACIPE_156,67,12744,7185,2850,82,0
64,EMT_RACIPE_157,81,19301,9351,2540,260,0
65,EMT_RACIPE_158,77,17220,10921,4001,418,0
66,EMT_RACIPE_159,72,15196,10523,2267,281,61
67,EMT_RACIPE_16,76,17614,11206,4938,210,81
68,EMT_RACIPE_160,72,13700,6955,2586,67,36
69,EMT_RACIPE_161,71,13727,10142,3606,300,57
70,EMT_RACIPE_162,73,17107,11145,4843,333,96
71,EMT_RACIPE_163,69,13750,6907,2283,203,104
72,EMT_RACIPE_164,70,12254,10477,2744,220,60
73,EMT_RACIPE_165,72,18336,8714,3835,308,79
74,EMT_RACIPE_166,73,16739,10804,3463,222,70
75,EMT_RACIPE_167,69,14724,8916,2390,257,57
76,EMT_RACIPE_168,88,22888,15689,5318,347,120
77,EMT_RACIPE_169,72,15890,7525,2766,180,22
78,EMT_RACIPE_17,68,12009,6865,2305,97,63
79,EMT_RACIPE_170,72,15929,9678,3813,137,44
80,EMT_RACIPE_171,71,17750,9058,3991,288,97
81,EMT_RACIPE_172,77,18287,11675,2946,385,102
82,EMT_RACIPE_173,77,19067,10627,4685,113,113
83,EMT_RACIPE_174,67,12190,7534,3120,235,57
84,EMT_RACIPE_175,76,17939,10815,2983,663,53
85,EMT_RACIPE_176,59,7697,6665,1846,180,46
86,EMT_RACIPE_177,61,7859,6987,2637,231,77
87,EMT_RACIPE_178,70,16561,8851,3312,359,59
88,EMT_RACIPE_179,73,16319,9898,3612,180,20
89,EMT_RACIPE_18,70,14004,9141,3755,206,62
90,EMT_RACIPE_180,69,15352,9823,3200,373,67
91,EMT_RACIPE_181,76,18335,10976,3729,304,125
92,EMT_RACIPE_182,68,14393,8859,2918,432,25
93,EMT_RACIPE_183,74,15718,11457,4861,414,95
94,EMT_RACIPE_184,75,17807,11876,4192,173,80
95,EMT_RACIPE_185,71,15934,9649,4215,273,76
96,EMT_RACIPE_186,72,15479,8732,3660,330,36
97,EMT_RACIPE_187,69,14918,8006,4098,119,77
98,EMT_RACIPE_188,79,18167,12914,5264,389,36
99,EMT_RACIPE_189,74,18168,11400,3341,323,100
100,EMT_RACIPE_19,75,16780,11135,3269,205,36
101,EMT_RACIPE_190,86,20263,12455,5576,307,58
102,EMT_RACIPE_191,83,17643,12380,4004,137,102
103,EMT_RACIPE_192,80,18977,10980,4236,334,37
104,EMT_RACIPE_193,82,19704,12527,5546,222,100
105,EMT_RACIPE_194,82,20130,13971,5245,469,46
106,EMT_RACIPE_195,65,13281,6923,2682,76,0
107,EMT_RACIPE_196,74,12936,10542,4685,208,58
108,EMT_RACIPE_197,71,17045,10437,3212,371,38
109,EMT_RACIPE_198,68,14547,8378,3064,243,62
110,EMT_RACIPE_199,84,22453,15479,4744,369,72
111,EMT_RACIPE_2,66,13410,5928,1654,324,60
112,EMT_RACIPE_20,73,16022,10485,4497,330,78
113,EMT_RACIPE_200,72,13626,9834,3323,526,23
114,EMT_RACIPE_201,70,13010,9276,3618,163,37
115,EMT_RACIPE_202,66,14885,7311,2870,119,92
116,EMT_RACIPE_203,71,16747,9425,3927,182,0
117,EMT_RACIPE_204,75,18038,10582,3724,165,24
118,EMT_RACIPE_205,66,11634,7242,2137,24,24
119,EMT_RACIPE_206,83,21331,15206,4565,292,24
120,EMT_RACIPE_207,70,15358,9391,2986,291,29
121,EMT_RACIPE_208,77,21594,11281,4104,412,82
122,EMT_RACIPE_209,71,15034,9584,3605,348,58
123,EMT_RACIPE_21,77,18335,12898,4150,594,71
124,EMT_RACIPE_210,68,13021,8984,2001,367,51
125,EMT_RACIPE_211,73,16607,11186,4073,181,86
126,EMT_RACIPE_212,59,7776,7002,3005,150,80
127,EMT_RACIPE_213,74,15869,10402,4792,286,0
128,EMT_RACIPE_214,74,17721,10154,3895,424,76
129,EMT_RACIPE_215,75,19321,9912,3125,484,33
130,EMT_RACIPE_216,81,19548,15319,5489,429,108
131,EMT_RACIPE_217,67,13503,8694,2317,176,60
132,EMT_RACIPE_218,75,16859,11673,3828,95,66
133,EMT_RACIPE_219,74,18172,9401,2672,83,39
134,EMT_RACIPE_22,51,5751,3028,1406,177,0
135,EMT_RACIPE_220,71,16950,7789,3260,282,81
136,EMT_RACIPE_221,76,18226,10712,4521,331,109
137,EMT_RACIPE_222,72,13486,8180,2267,42,42
138,EMT_RACIPE_223,70,12594,7908,3161,186,22
139,EMT_RACIPE_224,76,19474,11399,4122,136,49
140,EMT_RACIPE_225,71,16085,8796,3584,271,0
141,EMT_RACIPE_226,72,15520,9614,3499,367,72
142,EMT_RACIPE_227,83,17675,13763,5238,423,20
143,EMT_RACIPE_228,73,17073,9656,2706,297,0
144,EMT_RACIPE_229,74,16325,11177,4953,93,61
145,EMT_RACIPE_23,77,18924,12204,4547,233,66
146,EMT_RACIPE_230,73,15121,7852,3022,154,45
147,EMT_RACIPE_231,79,20258,12245,5408,531,48
148,EMT_RACIPE_232,76,16599,11155,3272,94,47
149,EMT_RACIPE_233,76,17947,10856,3910,160,107
150,EMT_RACIPE_234,77,23193,11454,4125,298,82
151,EMT_RACIPE_235,71,17262,9544,4130,271,32
152,EMT_RACIPE_236,73,17631,9334,3920,232,81
153,EMT_RACIPE_237,72,16952,10152,3971,252,64
154,EMT_RACIPE_238,68,13222,8979,2924,365,48
155,EMT_RACIPE_239,72,13238,10330,4945,196,49
156,EMT_RACIPE_24,75,16946,11622,5811,314,23
157,EMT_RACIPE_240,77,18263,11469,4162,605,64
158,EMT_RACIPE_241,76,19677,8782,2655,219,35
159,EMT_RACIPE_242,73,17162,12373,4698,161,76
160,EMT_RACIPE_243,78,19805,11928,5404,371,105
161,EMT_RACIPE_244,73,16056,10964,4265,207,57
162,EMT_RACIPE_245,73,15684,11185,4594,272,83
163,EMT_RACIPE_246,73,18243,9720,3674,179,35
164,EMT_RACIPE_247,65,13944,6760,2498,383,35
165,EMT_RACIPE_248,61,9958,5552,2125,123,57
166,EMT_RACIPE_249,66,13680,7256,2628,166,46
167,EMT_RACIPE_25,77,18064,14074,6067,192,62
168,EMT_RACIPE_250,83,21017,15122,5858,375,51
169,EMT_RACIPE_251,76,15555,12349,3394,489,38
170,EMT_RACIPE_252,76,16536,10343,3516,342,60
171,EMT_RACIPE_253,75,18742,9662,3114,443,0
172,EMT_RACIPE_254,76,17539,10802,3492,130,46
173,EMT_RACIPE_255,74,17680,10342,2789,287,108
174,EMT_RACIPE_256,71,12604,8907,3589,187,0
175,EMT_RACIPE_257,71,14928,8858,2535,194,20
176,EMT_RACIPE_258,81,20607,12459,5163,221,91
177,EMT_RACIPE_259,77,19974,12399,5120,457,79
178,EMT_RACIPE_26,76,17355,11522,3433,204,25
179,EMT_RACIPE_260,77,17055,11086,5232,138,90
180,EMT_RACIPE_261,82,20154,12251,3006,391,87
181,EMT_RACIPE_262,69,14413,9562,3313,61,61
182,EMT_RACIPE_263,78,17728,11209,3284,266,67
183,EMT_RACIPE_264,66,13362,7408,3458,157,20
184,EMT_RACIPE_265,65,14582,5773,2312,88,0
185,EMT_RACIPE_266,75,18873,9984,3565,189,0
186,EMT_RACIPE_267,68,14872,6980,3095,178,43
187,EMT_RACIPE_268,77,17706,10873,4346,367,0
188,EMT_RACIPE_269,66,11931,7062,2730,143,19
189,EMT_RACIPE_27,64,12695,6846,2900,203,29
190,EMT_RACIPE_270,64,13957,5751,2264,173,87
191,EMT_RACIPE_271,73,15448,9416,3904,166,61
192,EMT_RACIPE_272,82,21227,15759,4687,357,98
193,EMT_RACIPE_273,83,20221,10433,4064,220,61
194,EMT_RACIPE_274,77,18925,11580,3389,39,39
195,EMT_RACIPE_275,62,10929,6468,2324,232,0
196,EMT_RACIPE_276,72,16403,9312,3949,170,43
197,EMT_RACIPE_277,74,16252,11548,4440,298,79
198,EMT_RACIPE_278,69,15123,7697,2756,138,38
199,EMT_RACIPE_279,73,15421,10918,4764,245,59
200,EMT_RACIPE_28,66,12075,7164,2824,482,35
201,EMT_RACIPE_280,79,19466,12570,5058,216,24
202,EMT_RACIPE_281,70,15147,8029,2648,187,26
203,EMT_RACIPE_282,71,15464,9329,3772,118,67
204,EMT_RACIPE_283,80,20720,12702,4142,588,0
205,EMT_RACIPE_284,69,15373,8492,3546,103,78
206,EMT_RACIPE_285,67,13643,8029,3096,292,65
207,EMT_RACIPE_286,69,15046,9836,3810,91,61
208,EMT_RACIPE_287,66,12141,6877,2361,216,24
209,EMT_RACIPE_288,68,13633,6864,2237,332,49
210,EMT_RACIPE_289,73,16401,11456,3563,278,60
211,EMT_RACIPE_29,75,17216,11373,4032,202,59
212,EMT_RACIPE_290,70,14680,8793,3782,215,62
213,EMT_RACIPE_291,77,20048,11135,4350,86,86
214,EMT_RACIPE_292,80,21180,14137,5923,247,110
215,EMT_RACIPE_293,74,14766,9310,2730,313,56
216,EMT_RACIPE_294,62,12389,6206,2854,205,54
217,EMT_RACIPE_295,73,16935,10412,3817,245,68
218,EMT_RACIPE_296,73,16735,9271,2790,292,0
219,EMT_RACIPE_297,70,14418,8514,3548,238,33
220,EMT_RACIPE_298,76,19046,9155,3280,282,47
221,EMT_RACIPE_299,70,11691,8048,3250,186,61
222,EMT_RACIPE_3,74,15806,10460,4046,90,54
223,EMT_RACIPE_30,72,18028,9937,4199,177,48
224,EMT_RACIPE_300,83,19018,13194,5599,164,76
225,EMT_RACIPE_301,67,13255,7417,2811,347,63
226,EMT_RACIPE_302,72,16815,10142,4297,132,64
227,EMT_RACIPE_303,70,15525,8428,3359,152,21
228,EMT_RACIPE_304,68,14375,6921,2439,394,17
229,EMT_RACIPE_305,73,19161,9878,4112,163,80
230,EMT_RACIPE_306,58,10736,4209,1456,212,25
231,EMT_RACIPE_307,81,19542,13322,4899,360,110
232,EMT_RACIPE_308,71,15245,10569,4727,412,35
233,EMT_RACIPE_309,56,5964,6223,3409,168,73
234,EMT_RACIPE_31,62,13158,5531,1557,289,0
235,EMT_RACIPE_310,74,16207,10072,2673,629,30
236,EMT_RACIPE_311,63,10996,6999,2408,231,30
237,EMT_RACIPE_312,71,15283,10761,4662,295,93
238,EMT_RACIPE_313,72,13982,10465,3300,83,42
239,EMT_RACIPE_314,75,17071,11602,3499,626,68
240,EMT_RACIPE_315,77,18842,13066,4496,219,73
241,EMT_RACIPE_316,82,19504,13544,4876,234,44
242,EMT_RACIPE_317,71,13840,9008,4072,92,36
243,EMT_RACIPE_318,71,15482,9203,2091,230,94
244,EMT_RACIPE_319,72,16922,9936,2985,414,35
245,EMT_RACIPE_32,71,13814,10132,3887,166,43
246,EMT_RACIPE_320,73,16925,9804,4210,354,45
247,EMT_RACIPE_321,72,14523,9606,3935,245,81
248,EMT_RACIPE_322,85,21241,14573,5683,422,44
249,EMT_RACIPE_323,67,10534,8042,3173,142,117
250,EMT_RACIPE_324,62,8705,7099,2193,181,45
251,EMT_RACIPE_325,68,13945,8023,2801,177,0
252,EMT_RACIPE_326,80,18112,15577,5401,340,94
253,EMT_RACIPE_327,71,16179,9699,3194,334,24
254,EMT_RACIPE_328,75,19095,10173,3277,235,91
255,EMT_RACIPE_329,78,18673,12369,3950,325,121
256,EMT_RACIPE_33,73,17480,9645,3158,205,60
257,EMT_RACIPE_330,71,16213,9397,3249,167,42
258,EMT_RACIPE_331,72,11474,11806,4010,170,89
259,EMT_RACIPE_332,76,17132,11376,3898,219,0
260,EMT_RACIPE_333,70,15047,8143,3064,273,36
261,EMT_RACIPE_334,71,16043,9679,3323,529,82
262,EMT_RACIPE_335,72,15992,9209,4156,270,59
263,EMT_RACIPE_336,82,17869,13581,4424,331,80
264,EMT_RACIPE_337,66,11126,7421,3287,265,17
265,EMT_RACIPE_338,80,20404,12449,4882,279,70
266,EMT_RACIPE_339,83,19474,16611,6482,347,110
267,EMT_RACIPE_34,71,15003,9128,2279,526,22
268,EMT_RACIPE_340,68,12434,6029,1823,280,33
269,EMT_RACIPE_341,67,13066,7030,1914,278,19
270,EMT_RACIPE_342,67,12225,7602,2670,204,0
271,EMT_RACIPE_343,67,14931,7121,2621,305,29
272,EMT_RACIPE_344,67,13233,8854,3275,412,66
273,EMT_RACIPE_345,78,17539,13773,6219,192,127
274,EMT_RACIPE_346,77,18048,10694,3077,368,0
275,EMT_RACIPE_347,72,13481,11626,5598,400,21
276,EMT_RACIPE_348,66,12973,5977,2023,258,17
277,EMT_RACIPE_349,80,20692,14432,4507,435,76
278,EMT_RACIPE_35,75,18968,11232,4788,254,44
279,EMT_RACIPE_350,59,10181,5513,1496,151,50
280,EMT_RACIPE_351,74,16670,10546,4265,213,45
281,EMT_RACIPE_352,73,15322,10229,4055,148,56
282,EMT_RACIPE_353,83,19151,10186,1547,560,49
283,EMT_RACIPE_354,76,17726,11871,4419,196,26
284,EMT_RACIPE_355,60,8965,4726,1581,199,0
285,EMT_RACIPE_356,72,16419,9092,3265,543,39
286,EMT_RACIPE_357,66,13732,7866,2744,136,58
287,EMT_RACIPE_358,74,16523,10326,3701,287,43
288,EMT_RACIPE_359,72,15984,9631,4008,131,91
289,EMT_RACIPE_36,67,12593,7022,2859,286,0
290,EMT_RACIPE_360,78,18398,10104,2821,273,21
291,EMT_RACIPE_361,73,14739,11728,4824,223,55
292,EMT_RACIPE_362,69,14813,8752,2830,232,63
293,EMT_RACIPE_363,65,11756,8412,2952,357,48
294,EMT_RACIPE_364,70,15023,8931,2889,269,0
295,EMT_RACIPE_365,80,17156,13674,5043,186,66
296,EMT_RACIPE_366,77,19947,13178,5467,172,48
297,EMT_RACIPE_367,71,16098,8827,4510,151,71
298,EMT_RACIPE_368,73,17675,8845,2661,183,83
299,EMT_RACIPE_369,72,15652,10153,3826,305,96
300,EMT_RACIPE_37,73,14888,9438,3721,480,0
301,EMT_RACIPE_370,74,17836,11929,4621,201,37
302,EMT_RACIPE_371,83,21903,15342,5695,201,91
303,EMT_RACIPE_372,79,18452,13081,5295,216,66
304,EMT_RACIPE_373,77,19828,10188,3871,226,88
305,EMT_RACIPE_374,78,17380,13007,5451,147,60
306,EMT_RACIPE_375,64,13021,6318,1600,348,36
307,EMT_RACIPE_376,74,17715,9781,3978,268,57
308,EMT_RACIPE_377,64,10309,7464,2387,226,0
309,EMT_RACIPE_378,74,14959,9534,4092,291,51
310,EMT_RACIPE_379,72,14278,10576,4094,385,69
311,EMT_RACIPE_38,72,15824,7834,3081,301,0
312,EMT_RACIPE_380,75,17053,12263,6008,245,22
313,EMT_RACIPE_381,71,14645,10010,4607,221,40
314,EMT_RACIPE_382,60,9041,4854,1940,165,0
315,EMT_RACIPE_383,75,17891,12569,4207,316,71
316,EMT_RACIPE_384,66,11995,7562,2052,485,0
317,EMT_RACIPE_385,82,20715,16259,6597,264,132
318,EMT_RACIPE_386,80,18948,10471,4215,202,54
319,EMT_RACIPE_387,83,21474,12914,6096,211,121
320,EMT_RACIPE_388,71,16360,8447,3357,214,42
321,EMT_RACIPE_389,80,21008,10747,4095,205,0
322,EMT_RACIPE_39,73,16534,10783,4485,172,33
323,EMT_RACIPE_390,80,20648,12858,4140,454,24
324,EMT_RACIPE_391,75,15976,11680,4905,379,74
325,EMT_RACIPE_392,70,14800,8042,2448,169,68
326,EMT_RACIPE_393,78,21307,12991,5310,125,73
327,EMT_RACIPE_394,79,20746,12211,4643,162,117
328,EMT_RACIPE_395,73,17182,9257,3032,259,39
329,EMT_RACIPE_396,75,19094,9618,3886,361,32
330,EMT_RACIPE_397,73,14962,10474,4109,211,58
331,EMT_RACIPE_398,77,18646,11491,5033,150,40
332,EMT_RACIPE_399,75,16979,10228,4139,119,26
333,EMT_RACIPE_4,83,22715,15663,7300,186,54
334,EMT_RACIPE_40,80,21382,12842,4742,124,25
335,EMT_RACIPE_400,73,16615,9725,3844,362,61
336,EMT_RACIPE_401,74,16990,9797,4921,220,84
337,EMT_RACIPE_402,78,19042,11416,4278,157,0
338,EMT_RACIPE_403,71,14106,9753,4746,94,48
339,EMT_RACIPE_404,93,23293,15790,4401,814,23
340,EMT_RACIPE_405,69,12907,10515,4072,183,82
341,EMT_RACIPE_406,72,15895,10273,3114,235,41
342,EMT_RACIPE_407,77,18108,12658,4631,173,90
343,EMT_RACIPE_408,62,9977,6369,1589,383,15
344,EMT_RACIPE_409,65,12213,6433,2482,44,23
345,EMT_RACIPE_41,72,18422,9419,2815,501,20
346,EMT_RACIPE_410,72,14464,9791,3751,386,37
347,EMT_RACIPE_411,90,23168,18073,6600,318,26
348,EMT_RACIPE_412,69,13517,9156,2495,436,57
349,EMT_RACIPE_413,70,15042,7767,2129,255,0
350,EMT_RACIPE_414,70,14845,9422,3493,235,72
351,EMT_RACIPE_415,72,14318,9226,5461,253,73
352,EMT_RACIPE_416,72,16051,8300,3766,140,64
353,EMT_RACIPE_417,68,13213,8122,2458,366,15
354,EMT_RACIPE_418,65,12543,6515,2268,82,48
355,EMT_RACIPE_419,74,15827,11031,5129,288,91
356,EMT_RACIPE_42,71,16342,8697,3349,282,23
357,EMT_RACIPE_420,70,15394,6385,2211,248,38
358,EMT_RACIPE_421,68,12622,6939,2632,249,48
359,EMT_RACIPE_422,77,17143,10081,3611,379,23
360,EMT_RACIPE_423,70,16907,8872,3124,134,42
361,EMT_RACIPE_424,81,20402,12041,4691,628,118
362,EMT_RACIPE_425,76,17212,12260,4767,125,62
363,EMT_RACIPE_426,79,20611,14779,6412,319,62
364,EMT_RACIPE_427,71,15531,7387,1994,303,22
365,EMT_RACIPE_428,81,22340,12578,4151,384,71
366,EMT_RACIPE_429,83,20125,15311,7102,359,88
367,EMT_RACIPE_43,74,17642,10110,4337,136,45
368,EMT_RACIPE_430,86,19817,13358,5590,139,47
369,EMT_RACIPE_431,79,18898,13651,4913,422,67
370,EMT_RACIPE_432,58,8057,6166,2033,316,0
371,EMT_RACIPE_433,71,16377,8204,3280,135,84
372,EMT_RACIPE_434,71,15301,9482,4427,204,33
373,EMT_RACIPE_435,80,18573,12830,4660,304,105
374,EMT_RACIPE_436,63,12682,7501,2353,336,58
375,EMT_RACIPE_437,78,18058,11185,5517,462,87
376,EMT_RACIPE_438,77,18851,11667,3695,147,50
377,EMT_RACIPE_439,76,15697,10781,2713,542,60
378,EMT_RACIPE_44,71,14931,8813,3423,366,20
379,EMT_RACIPE_440,66,11138,6018,2055,172,66
380,EMT_RACIPE_441,68,12862,7047,3112,218,39
381,EMT_RACIPE_442,79,20196,13094,4619,304,94
382,EMT_RACIPE_443,68,14736,6964,2293,135,34
383,EMT_RACIPE_444,77,19030,11770,3529,304,70
384,EMT_RACIPE_445,78,16939,11078,3975,410,39
385,EMT_RACIPE_446,83,20947,16625,7974,321,86
386,EMT_RACIPE_447,74,14101,8859,2542,232,0
387,EMT_RACIPE_448,72,18074,10177,4134,271,87
388,EMT_RACIPE_449,77,15159,13155,4596,89,53
389,EMT_RACIPE_45,73,12639,8391,2580,339,84
390,EMT_RACIPE_450,70,12491,9556,3511,351,0
391,EMT_RACIPE_451,68,10468,9137,3847,277,51
392,EMT_RACIPE_452,74,16171,10359,4025,243,92
393,EMT_RACIPE_453,74,14964,9657,2102,388,21
394,EMT_RACIPE_454,61,8829,5628,2477,119,56
395,EMT_RACIPE_455,78,18001,13861,6055,690,35
396,EMT_RACIPE_456,64,10689,5430,2393,201,0
397,EMT_RACIPE_457,76,20180,9561,3216,230,0
398,EMT_RACIPE_458,83,20253,15430,6522,444,70
399,EMT_RACIPE_459,71,15916,9729,3236,350,24
400,EMT_RACIPE_46,76,16913,12258,4215,119,23
401,EMT_RACIPE_460,80,20302,13582,5898,480,127
402,EMT_RACIPE_461,92,24048,15703,5858,308,80
403,EMT_RACIPE_462,76,18830,12639,5363,369,123
404,EMT_RACIPE_463,67,11739,8169,3715,56,56
405,EMT_RACIPE_464,75,17201,9709,3614,50,50
406,EMT_RACIPE_465,76,17712,11772,4432,276,27
407,EMT_RACIPE_466,74,18671,8683,2977,462,38
408,EMT_RACIPE_467,75,16291,11331,4202,328,96
409,EMT_RACIPE_468,71,15317,9481,3800,400,16
410,EMT_RACIPE_469,62,11701,6770,2479,31,0
411,EMT_RACIPE_47,71,14031,9894,4734,225,96
412,EMT_RACIPE_470,75,17506,9282,3858,389,0
413,EMT_RACIPE_471,76,15381,11696,5311,421,49
414,EMT_RACIPE_472,73,15570,8939,3130,130,27
415,EMT_RACIPE_473,59,10128,4947,1379,180,46
416,EMT_RACIPE_474,79,17399,9386,3134,660,0
417,EMT_RACIPE_475,68,9724,5302,2037,169,0
418,EMT_RACIPE_476,69,14600,8616,3148,195,0
419,EMT_RACIPE_477,70,14846,8529,3558,215,98
420,EMT_RACIPE_478,71,15675,8500,2922,180,0
421,EMT_RACIPE_479,71,15507,10487,3834,149,65
422,EMT_RACIPE_48,68,16384,7413,2413,181,32
423,EMT_RACIPE_480,92,26499,19154,7725,308,105
424,EMT_RACIPE_481,74,15503,7090,2876,82,0
425,EMT_RACIPE_482,72,16039,9120,3596,212,58
426,EMT_RACIPE_483,73,16657,9358,4128,476,32
427,EMT_RACIPE_484,71,16666,9177,3392,126,99
428,EMT_RACIPE_485,76,16619,11756,4282,505,22
429,EMT_RACIPE_486,65,12442,7252,2945,77,32
430,EMT_RACIPE_487,68,11601,7010,2970,250,0
431,EMT_RACIPE_488,63,9759,7622,3321,140,33
432,EMT_RACIPE_489,73,16632,10585,4582,199,20
433,EMT_RACIPE_49,69,12641,9198,3853,64,40
434,EMT_RACIPE_490,76,17320,11301,4077,263,42
435,EMT_RACIPE_491,77,20241,12469,5146,204,106
436,EMT_RACIPE_492,75,16641,11269,4115,658,108
437,EMT_RACIPE_493,71,11219,10114,3757,106,0
438,EMT_RACIPE_494,77,17990,8307,3124,261,29
439,EMT_RACIPE_495,84,18998,13106,4564,488,73
440,EMT_RACIPE_496,69,12577,7825,3055,85,36
441,EMT_RACIPE_497,65,11086,7935,2597,135,24
442,EMT_RACIPE_498,74,18072,10512,3859,434,77
443,EMT_RACIPE_499,74,15128,11253,3993,387,51
444,EMT_RACIPE_5,70,15553,9008,4059,262,57
445,EMT_RACIPE_50,73,16007,10171,3574,269,0
446,EMT_RACIPE_500,50,4760,4734,1951,0,0
447,EMT_RACIPE_51,75,15143,11735,4603,165,60
448,EMT_RACIPE_52,66,12529,7003,2979,178,24
449,EMT_RACIPE_53,73,17502,11329,5259,341,115
450,EMT_RACIPE_54,69,15341,8406,2784,249,38
451,EMT_RACIPE_55,75,16850,12120,4228,277,57
452,EMT_RACIPE_56,88,22779,15274,5035,137,52
453,EMT_RACIPE_57,76,16579,10832,3770,130,0
454,EMT_RACIPE_58,83,21634,15100,6213,305,78
455,EMT_RACIPE_59,80,19072,12549,5322,278,75
456,EMT_RACIPE_6,72,16083,9989,3630,41,41
457,EMT_RACIPE_60,68,13993,8726,3056,176,58
458,EMT_RACIPE_61,79,19941,11988,3718,388,87
459,EMT_RACIPE_62,76,18692,9927,3585,132,48
460,EMT_RACIPE_63,73,15450,10864,3772,235,60
461,EMT_RACIPE_64,81,20888,13143,4999,335,114
462,EMT_RACIPE_65,79,19846,12380,2579,799,65
463,EMT_RACIPE_66,74,19303,9161,2482,427,29
464,EMT_RACIPE_67,81,16197,9034,2871,185,16
465,EMT_RACIPE_68,83,23118,14956,6269,283,70
466,EMT_RACIPE_69,73,12753,10534,4852,210,90
467,EMT_RACIPE_7,74,17149,11745,4748,272,43
468,EMT_RACIPE_70,75,17576,12852,4340,365,36
469,EMT_RACIPE_71,74,17442,9828,3700,233,99
470,EMT_RACIPE_72,65,10745,6373,2613,190,20
471,EMT_RACIPE_73,77,18041,12762,3833,541,75
472,EMT_RACIPE_74,70,12908,9485,2792,218,82
473,EMT_RACIPE_75,72,14385,9762,3725,317,65
474,EMT_RACIPE_76,75,15514,12956,4726,309,118
475,EMT_RACIPE_77,85,20547,13801,6658,522,61
476,EMT_RACIPE_78,91,23541,16554,6771,351,80
477,EMT_RACIPE_79,70,16565,8642,3675,107,82
478,EMT_RACIPE_8,84,23030,12327,3906,267,125
479,EMT_RACIPE_80,75,16972,9729,2422,345,21
