"EdgeList","Nature","Cycles","Edge_count"
"RAS,PI3K;PI3K,AKT;AKT,IKK;IKK,NFB;NFB,Csn;Csn,TrCP;TrCP,SNAI1;SMAD,SNAI1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;cateninnuc,TCFLEF;TCFLEF,RAS","N","RAS,PI3K,AKT,IKK,NFB,Csn,TrCP,SNAI1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF",16
"TGFR,CDC42;CDC42,PAK1;PAK1,SNAI1;SMAD,SNAI1;TGFR,SMAD","N","TGFR,CDC42,PAK1,SNAI1,SMAD",5
"ERK,cfos;cfos,EGR1;EGR1,SNAI1;SMAD,SNAI1;ERK,SMAD","P","ERK,cfos,EGR1,SNAI1,SMAD",5
"TWIST1,TGF;SNAI1,TGF;SNAI1,TWIST1","N","TWIST1,TGF,SNAI1",3
"GLI,TGF;SNAI1,TGF;GLI,SNAI1","N","GLI,TGF,SNAI1",3
"TGF,TGFR;SNAI1,TGF;SMAD,SNAI1;TGFR,SMAD","P","TGFR,TGF,SNAI1,SMAD",4
"TWIST1,FOXC2;SNAI1,FOXC2;SNAI1,TWIST1","P","TWIST1,FOXC2,SNAI1",3
"FOXC2,Ecadherin;SNAI1,FOXC2;SNAI1,Ecadherin","P","Ecadherin,FOXC2,SNAI1",3
"Destcompl,GSK3;GSK3,SNAI1;SMAD,SNAI1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;cateninnuc,Destcompl","N","Destcompl,GSK3,SNAI1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc",10
"GSK3,Destcompl;GSK3,SNAI1;SMAD,SNAI1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;cateninnuc,Destcompl","P","Destcompl,GSK3,SNAI1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc",10
"Destcompl,GSK3;GSK3,SNAI1;SMAD,SNAI1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;Destcompl,cateninnuc","N","Destcompl,GSK3,SNAI1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc",10
"GSK3,Destcompl;GSK3,SNAI1;SMAD,SNAI1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;Destcompl,cateninnuc","P","Destcompl,GSK3,SNAI1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc",10
"GSK3,RAS;GSK3,SNAI1;SMAD,SNAI1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;cateninnuc,TCFLEF;TCFLEF,RAS","N","RAS,GSK3,SNAI1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF",11
"ERK,GSK3;GSK3,SNAI1;SMAD,SNAI1;ERK,SMAD","N","ERK,GSK3,SNAI1,SMAD",4
"GLI,Wnt;Wnt,Frizzled;Frizzled,DSH;DSH,GSK3;GSK3,SNAI1;GLI,SNAI1","P","GLI,Wnt,Frizzled,DSH,GSK3,SNAI1",6
"Csl,HEY1;Csl,SNAI1;SMAD,SNAI1;SMAD,HEY1","N","HEY1,Csl,SNAI1,SMAD",4
"Jagged,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,SNAI1;SMAD,SNAI1;SMAD,Jagged","P","Jagged,NOTCH,NOTCHic,Csl,SNAI1,SMAD",6
"RAS,DELTA;DELTA,NOTCH;NOTCH,NOTCHic;NOTCHic,Csl;Csl,SNAI1;SMAD,SNAI1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;cateninnuc,TCFLEF;TCFLEF,RAS","N","RAS,DELTA,NOTCH,NOTCHic,Csl,SNAI1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF",14
"HEY1,Ecadherin;SMAD,HEY1;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;Ecadherin,cateninnuc","N","Ecadherin,HEY1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc",9
"ERK,SNAI2;ERK,SMAD;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;cateninnuc,SNAI2","N","SNAI2,ERK,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc",9
"ZEB1,Ecadherin;ZEB1,SMAD;SMAD,SHH;SHH,Patched;Patched,SMO;SMO,FUS;FUS,SUFU;SUFU,cateninnuc;Ecadherin,cateninnuc","N","Ecadherin,ZEB1,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc",9
"cateninmemb,Ecadherin;Ecadherin,cateninnuc;cateninnuc,cateninmemb","P","cateninmemb,Ecadherin,cateninnuc",3
"Ecadherin,cateninmemb;Ecadherin,cateninnuc;cateninnuc,cateninmemb","P","cateninmemb,Ecadherin,cateninnuc",3
"cateninmemb,Ecadherin;Ecadherin,cateninnuc;cateninmemb,cateninnuc","P","cateninmemb,Ecadherin,cateninnuc",3
"Ecadherin,cateninmemb;Ecadherin,cateninnuc;cateninmemb,cateninnuc","P","cateninmemb,Ecadherin,cateninnuc",3
"TWIST1,Ecadherin;Ecadherin,cateninnuc;cateninnuc,TCFLEF;TCFLEF,TWIST1","N","TWIST1,Ecadherin,cateninnuc,TCFLEF",4
"SNAI2,Ecadherin;Ecadherin,cateninnuc;cateninnuc,SNAI2","N","SNAI2,Ecadherin,cateninnuc",3
"TWIST1,SNAI2;cateninnuc,SNAI2;cateninnuc,TCFLEF;TCFLEF,TWIST1","N","TWIST1,SNAI2,cateninnuc,TCFLEF",4
"SNAI2,SNAI2","P","SNAI2",1
"AXIN2,Destcompl;Destcompl,cateninnuc;cateninnuc,TCFLEF;TCFLEF,AXIN2","N","AXIN2,Destcompl,cateninnuc,TCFLEF",4
"AXIN2,Destcompl;cateninnuc,Destcompl;cateninnuc,TCFLEF;TCFLEF,AXIN2","N","AXIN2,Destcompl,cateninnuc,TCFLEF",4
"Destcompl,Destcompl","P","Destcompl",1
"AXIN2,AXIN2","N","AXIN2",1
