"","miR101","TWIST1","ZEB2","CDH1","SNAI1","miR200b","TGFbeta","ZEB1","miR141","OVOL2","miR34a","miR200c","miR205","NP63","CLDN7","GRHL2","GSC","miR200a","TCF3","FOXC2","KLF8","TWIST2","SNAI2"
"OVOL2",0.0871649924632563,0.0845998714732685,0.00237449533416176,0.0902631809469015,0.090826650082335,0.0364306438875119,0.0195741252215495,0.00405347093771568,0.00398377070307181,-0.0748803434912372,-0.0605374678085506,0.00288646080518639,-0.0315518699836478,-0.0319029973726645,-0.00398377070307181,-0.040166102512692,-0.0192372369940363,-0.00227671245140372,-0.0842383866880013,-0.111012849882553,-0.0874227159424136,-0.0881239192951747,-0.0986984304641684
"miR141",-0.0247921258186742,0.047185034298896,0.00246789058828603,-0.0702770955644986,0.0457414687432011,-0.0164465291356336,0.0987885900066979,-0.000880827383392255,-0.000999343322781731,-0.0171854727581949,-0.0852177759617007,0.000779906823099131,0.0124828685326259,0.0117542387121176,0.000999343322781731,0.00644550830153363,-0.0981454666542754,0.00220825084304927,-0.0465476206307356,-0.0815044225909316,0.024295025570124,0.0446870322131506,-0.0342580630500373
"miR101",0.00588560547220064,0.0163276255084168,0.00385931667405049,0.097875966123354,-0.000360223750835214,0.0598810122360659,0.026120765145708,0.0969752501758307,0.0969146061627791,0.053052345751139,0.0290039088662199,0.0498293413147824,-0.0702764171285201,-0.070649081415734,-0.0969146061627791,-0.10485381388258,-0.0258767788626001,-0.0465782437574562,-0.0159096994256827,-0.0849172997233144,-0.106083654226753,-0.0447613694761446,-0.108599371177019
"FOXC2",-0.0756908175347725,-0.0480726918648219,0.00427757680276346,-0.137520395043093,0.0453566783748178,-0.0275937504800712,-0.00454225289047568,-0.0192062381316477,-0.0193052871758032,-0.0288253750875772,-0.00757515096738208,-0.0107255166769347,0.0259932430751879,0.0250444764717723,0.0193052871758032,0.0225744843208884,0.00520985311192356,0.0141957161604987,0.0489514660874447,-0.0432630326067214,0.0749222845939786,0.145278146599003,0.0878561462729965
"GRHL2",-0.0194064385979932,0.00138253730669248,0.00718070227061346,-0.0313467167298005,0.0615732949971033,-0.10348635759523,0.0545761889338222,-0.0945713139916688,-0.0945841970159916,0.0527118222525476,-0.0974262570594581,-0.0939637838728372,0.0585287777675112,0.0582562887451741,0.0945841970159916,0.0806606914475879,-0.0543871614001049,0.0967028818629283,-0.00122934926114071,-0.0656758215509766,0.0192699889303141,0.0448559390985247,0.0151615127366301
"miR200c",-0.0399178712473325,-0.0920345895871799,0.00723265501981985,-0.0673799072379449,-0.0214200941559135,-0.0464594795679603,-0.102076941452351,-0.0187115570959892,-0.0186970494951223,-0.0244947250225052,-0.0248733551914741,-0.00736069952609349,0.023477405393538,0.0232108335079862,0.0186970494951223,0.0233172038003929,0.10213261820901,0.0141924384165288,0.0923200207657296,0.0944519053677318,0.0396062830480602,0.0998855029425206,0.120597794752529
"TCF3",-0.00443978607617881,-0.119009960140856,0.0154925155697239,-0.150198972917137,-0.0447890265741342,-0.0312655984148424,-0.0187871485647371,-0.0421761016751601,-0.0424942818309587,-0.0253891590173926,-0.00897210634975549,-0.0127409116705241,0.0338405797101449,0.0316440479182374,0.0424942818309587,0.0455167330831317,0.0204909731070609,0.0296455895091748,0.121575303800101,0.0822536052421306,0.00257717245674802,0.0362018339347973,0.0372822829356651
"KLF8",-0.00443978607617881,-0.119009960140856,0.0154925155697239,-0.150198972917137,-0.0447890265741342,-0.0312655984148424,-0.0187871485647371,-0.0421761016751601,-0.0424942818309587,-0.0253891590173926,-0.00897210634975549,-0.0127409116705241,0.0338405797101449,0.0316440479182374,0.0424942818309587,0.0455167330831317,0.0204909731070609,0.0296455895091748,0.121575303800101,0.0822536052421306,0.00257717245674802,0.0362018339347973,0.0372822829356651
"CLDN7",-0.00443978607617881,-0.119009960140856,0.0154925155697239,-0.150198972917137,-0.0447890265741342,-0.0312655984148424,-0.0187871485647371,-0.0421761016751601,-0.0424942818309587,-0.0253891590173926,-0.00897210634975549,-0.0127409116705241,0.0338405797101449,0.0316440479182374,0.0424942818309587,0.0455167330831317,0.0204909731070609,0.0296455895091748,0.121575303800101,0.0822536052421306,0.00257717245674802,0.0362018339347973,0.0372822829356651
"SNAI2",-0.00414458223426246,-0.119719475001255,0.0157119928711728,-0.0501448651531875,-0.0445867998882603,-0.0310563582361655,-0.0195393371025783,-0.0423062286984136,-0.04238626997023,-0.0250355358811784,-0.00873812148165342,-0.0128501003359053,0.0330821578309236,0.0324392018611995,0.04238626997023,0.045334117562195,0.020008581958767,0.0294113048887439,0.120247675944309,0.0825952341533721,0.00362777740612608,0.0363511120927627,-0.0624043922015684
"miR200a",-0.0622344539501216,-0.124998292934312,0.035636237605199,-0.159117290477152,-0.0387650455604641,-0.107046010703215,-0.13769275614935,-0.0312222273664726,-0.0313715440584717,-0.0311118425450834,-0.0290454451195013,-0.00169858841744321,0.0327490134712447,0.0312171137022737,0.0313715440584717,0.0352113438507191,0.138699482810562,0.034006224036604,0.126354460761929,0.130951595024869,0.0610187196466023,0.133864771077102,0.163651151731783
"miR34a",0.026042599312801,0.0919132221486059,0.0748029875305948,-0.00287486708247334,-0.0159313896773013,0.0490126200370589,0.0291460245735263,0.0835596030885175,0.0836007717061325,0.0587118847728195,0.0564699335780152,0.119590775827393,-0.0702629438930205,-0.0698296174979555,-0.0836007717061325,-0.0888078483898363,-0.0293789349271759,-0.0603482454862142,-0.0923423120842818,0.0345171460050286,-0.0256978313349276,-0.196008751553651,-0.0330595520851201
"GSC",-0.0880576725370893,-0.0296383569082071,0.079143556418332,-0.0569876475298995,0.0879874228080631,-0.0898164147773816,-0.0645453846856173,-0.10807179762014,-0.108086277258149,-0.0742570241457431,-0.102951821527591,-0.0140858310702888,0.0907390061911427,0.0905493473854185,0.108086277258149,0.11509295911975,0.0646829060014213,0.0954976683689852,0.0297293995864591,0.0924250343679323,0.0879251602602166,0.0428763508978432,-0.0370271449447731
