"","miR200c","SNAI2","ZEB1","KLF8","NP63","miR205","SNAI1","TWIST1","FOXC2","TCF3","OVOL2","miR34a","ZEB2","miR101","miR141","CLDN7","GRHL2","GSC","TGFbeta","miR200a","CDH1","TWIST2","miR200b"
"miR101",0.0462032163824435,0.124545876655912,0.0236343532441332,0.104488832339076,0.00279589198424547,0.00147319620427486,-0.166299237774167,-0.206460198005859,0.0527080500235679,0.207406260443798,0.0114804353041328,-0.108934161850382,-0.0570683308994473,-0.205045761387113,-0.0234751627098727,-0.0234751627098727,-0.0206564828585943,-0.0253797487859229,-0.0257872310319382,-0.0186009277320117,-0.0242877821334211,-0.0792133587013865,-0.061293292698363
"OVOL2",-0.0108675959944631,0.0385278624558697,-0.0150234327251164,0.0561398151469734,-0.0277983761945498,-0.0281127702567156,-0.0573162164844982,-0.0525959165492164,-0.040903681957091,0.0530868884217436,-0.0677018308987865,0.020845596743742,0.00367451796307241,-0.0561705226253411,0.0148482989971321,0.0148482989971321,0.0224511248499108,0.0272840547800802,0.0274349311028315,-0.0079434524635455,0.0418605594537573,-0.0454374453552735,0.0222077539968543
"miR34a",-0.154261953020993,-0.120933476092455,-0.172998183770128,-0.0858086488710686,-0.129619525781147,-0.130419949646267,0.0260827543421659,0.0958855342503545,-0.0174920643939349,-0.0948706775034074,0.0967232604578202,0.125367351232449,0.0263116619236751,0.0858547459823163,0.172993900330145,0.172993900330145,0.181785580947545,0.138180232582758,0.138042658591483,-0.132390061564604,-0.0380134348728145,0.257637995224648,0.144924142696657
"TGFbeta",-0.015814446024916,-0.107967826935637,0.00566965062553603,-0.00334465435231949,0.0046495262447003,0.00432246164944274,-0.105467176334377,-0.0803788042391287,-0.044437969482674,0.0805875488219799,-0.00305836879423245,-0.104729842710718,0.043672494941045,0.00326086572125953,-0.00559811679964284,-0.00559811679964284,-0.00624438293715114,0.201566276774483,0.101455504977417,0.0220576313236509,0.0164503593079592,0.0704509352077732,0.113355225983246
"FOXC2",-0.0382774628731077,-0.00565766473491856,-0.028847662796111,-0.00884198911593616,-0.0314792643635171,-0.0355860683754445,0.0378194844262755,0.0505694895935173,-0.100322021129968,-0.0470149605263699,0.0355428919699591,0.0223527468338473,0.0573091258108092,0.00828912466186841,0.0291261053880502,0.0291261053880502,0.0319390031383051,0.0302253652742768,0.0290041453569941,0.000683845674697888,-0.0802983289984378,0.0848533808012844,0.0440934387982005
"NP63",-0.00284631112902609,0.228332245293006,0.0282551308123371,0.171193208779935,0.0357783041852501,0.137755948209326,0.170091747173224,-0.0360423777274034,-0.125858487295901,0.0339218795786319,0.0706645824418103,0.0198589683831143,0.0676586467585772,-0.171585225886136,-0.0285214681480816,-0.0285214681480816,-0.149404706890459,-0.0244320531550463,-0.0235111829498189,0.0371897274764925,-0.0580873286828899,-0.213290555073794,-0.130480133161839
"CDH1",-0.100934611041299,-0.19489109495838,-0.0947575023076378,-0.112178818894447,-0.0756233812518289,-0.0791672949652341,-0.214874848622413,-0.0221295839580768,0.111727488985436,0.0262464498279307,0.063793527803688,-0.0256709381768206,0.112160672455973,0.11263496719117,0.0949708792789683,0.0949708792789683,0.101336372997723,0.25871802394374,0.257631623387241,0.00534479252876264,0.0704788427179021,0.199844490385663,0.267148134918779
"ZEB2",-0.263501534614289,-0.173730471402282,-0.124843716771796,-0.121473535152083,-0.0908626742752912,-0.0884455686043894,-0.0663257807903987,-0.0227835614094831,-0.00629345495898847,0.0207815155231759,0.0667263047900834,0.0978562863127985,0.119551588323582,0.122021428596255,0.124528745703472,0.124528745703472,0.132192045652017,0.135100354167137,0.136134291194891,0.150954782653711,0.167622671721423,0.18511459478308,0.287067983831713
"TWIST2",-0.0997670954878225,0.230494375176494,-0.0541613710780989,0.196605969452172,-0.0494985683925535,-0.0507189781626783,-0.131673277764518,-0.103698087985978,0.0555776961397865,0.104166862475527,0.0455258606216441,-0.0495387963910833,0.149464843081554,-0.197388081676586,0.0543730555896157,0.0543730555896157,0.059223730156651,0.0166010535437813,0.0161887223580631,0.0471026514479723,-0.155627537870617,-0.202106370320817,-0.0145815152886549
"miR200c",-0.0904326144940782,0.0789888456208664,-0.00928666356286545,-0.0089058667460098,0.00634990081188302,0.00745528556397116,0.0815416423110043,0.0622031282671278,0.0574338484113929,-0.0632516811458417,-0.0149677696791554,0.00432696230226461,0.16425946958546,0.009158019045999,0.00926099626902404,0.00926099626902404,0.00377152146234326,-0.0869065776248036,-0.0866577366103504,0.0792603083243765,0.0963033800728591,-0.057375987071568,0.0273533158156692
"miR205",-0.0981600505653883,-0.0352898236275952,-0.0147321894204662,-0.0180472326713215,0.00402384284070045,0.00585715965766606,-0.0733656537850208,-0.0727645840240733,0.0986393420497823,0.0710060073591913,-0.0152328490893874,0.00874073609596269,0.174077952351652,0.0183739114372017,0.0146266006700159,0.0146266006700159,0.00974655723043713,0.0324332912957597,0.0329633658870944,0.0803305208403172,0.100531668076039,-0.0480595469324756,0.0979286647157088
"miR200b",-0.144813798786993,-0.135217328097816,-0.0473406669515667,-0.019636117710572,-0.0421278779557449,-0.0449108884409057,-0.105420261310801,-0.0712739309290407,-0.059979504330922,0.073529280914991,0.0401460385846116,0.0339175951120737,0.243041941981146,0.0192722979634447,0.0475069463768871,0.0475069463768871,0.0501964160508725,0.166295446777481,0.165527334787662,0.091493036131754,0.023950195849684,0.109831659819933,0.181205355202281
"miR141",-0.144813798786993,-0.135217328097816,-0.0473406669515667,-0.019636117710572,-0.0421278779557449,-0.0449108884409057,-0.105420261310801,-0.0712739309290407,-0.059979504330922,0.073529280914991,0.0401460385846116,0.0339175951120737,0.243041941981146,0.0192722979634447,0.0475069463768871,0.0475069463768871,0.0501964160508725,0.166295446777481,0.165527334787662,0.091493036131754,0.023950195849684,0.109831659819933,0.181205355202281
