"","miR101","KLF8","ZEB2","TCF3","miR34a","NP63","miR205","ZEB1","miR141","miR200c","CDH1","FOXC2","GSC","TGFbeta","miR200a","miR200b","CLDN7","GRHL2","OVOL2","SNAI1","TWIST1","SNAI2","TWIST2"
"miR200b",0.0221122874594746,0.0222203527308986,-0.00800489358462643,0.15638936743971,0.0284437788831166,-0.0156034961582355,-0.0181234890496518,-0.00582338935293342,-0.00629633714119387,4.63722873309292e-05,0.0554852635364251,0.138751916397948,0.0885724818207252,0.0877191503054085,0.00648315174165433,-0.0425624468558884,0.00629633714119387,0.0111166215463844,0.0219010336833155,-0.254095550911747,-0.155488706363353,0.146049803795459,0.1008939531886
"TGFbeta",0.0266784030215253,0.0267621916525853,0.00046867758751082,0.165698635104656,0.181711503323637,0.0137435622292708,0.0138144262249099,0.0198969856272203,0.0199510219705209,0.0112497075789021,0.153750644477308,0.158031076486959,-0.0167177195985468,-0.116639962140999,-0.0115906725344607,-0.138757371987831,-0.0199510219705209,-0.020343904848337,-0.00903885326301009,-0.246243211949699,-0.165405938896093,0.191573987132952,0.103030738334038
"miR141",-0.0221122874594746,-0.0222203527308986,0.00800489358462643,-0.15638936743971,-0.0284437788831166,0.0156034961582355,0.0181234890496518,0.00582338935293342,0.00629633714119387,-4.63722873309292e-05,-0.0554852635364251,-0.138751916397948,-0.0885724818207252,-0.0877191503054085,-0.00648315174165433,0.0425624468558884,-0.00629633714119387,-0.0111166215463844,-0.0219010336833155,0.254095550911747,0.155488706363353,-0.146049803795459,-0.1008939531886
"GRHL2",0.00910500709696536,0.00922737163765818,0.00802129511142541,-0.0141954879292534,-0.0238256639370439,-0.0341419893857688,-0.0393852335671736,-0.0262038535870286,-0.0272657204901024,-0.0222508083165157,0.00740456578892945,0.0279972231144507,-0.0783883483120284,-0.0801672027275674,0.0186385699030157,0.0679680714784055,0.0272657204901024,0.0326129853887889,-0.0592918672185322,-0.0104110455672957,0.015565509317773,-0.00692868026412064,0.0155133568934146
"miR200a",-0.00441276131726286,-0.00442897110797645,0.00856632228604981,0.103944717916828,0.118475084050769,0.0230795638703492,0.0254929280075448,0.0178984664218675,0.0183718605978469,0.00677568845121308,0.0414396736348584,0.0601022052464343,0.0859928038505208,0.0868779506553567,-0.0137453925120195,-0.0412487159085393,-0.0183718605978469,-0.022723505896514,-0.0264775455102993,-0.119982586216163,-0.104481565159385,0.115993218016458,0.00674369844071599
"ZEB1",-0.00657261376571128,-0.00651603564013724,0.017157599128953,-0.040412129955723,-0.00665959135889333,0.0288303462106481,0.0259018486821965,-0.0792404424870088,0.0201497831267874,0.00763338919429257,0.0547045546772349,-0.135450327693866,0.00432518540038399,0.00334344131245924,-0.0192945099842511,0.00247494723896376,-0.0201497831267874,-0.0230633387211354,-0.0309707647256953,0.169846642352168,0.0411050094619938,-0.0543149174882887,-0.116263676938275
"FOXC2",-0.00651603564013724,-0.00664098643006586,0.0173095468104888,-0.0418880199962818,-0.0058358892858792,0.0259018486821965,0.0314995716423483,0.0201497831267874,0.021272480661614,0.0083914294648729,0.054829118838657,-0.136172590830069,0.00238968752259282,0.00432518540038399,-0.0198423955809915,0.00196796317006181,-0.021272480661614,-0.0246848745909592,-0.0327647346152047,0.170088375275059,0.040412129955723,-0.0543538584382322,-0.115881997548962
"SNAI1",-0.0981855204710023,-0.0982307567761009,0.0473675627670515,-0.202399494292318,-0.143187943485887,0.0364680929822544,0.0377275882040137,0.0282496488566333,0.028476417081286,-0.0216817279818237,-0.165545086587082,-0.2209433820203,-0.00171607950218292,-0.00130137657584392,-0.0360202210943636,0.050210997290357,-0.028476417081286,-0.0296235816938764,-0.0425182660586385,0.0991280296451454,0.201972862233091,-0.105542374450021,0.00997710361079652
"CLDN7",0.136397130899418,0.136203419082997,0.055088368557894,0.0523299759336839,-0.0165995588857483,0.0430227444081428,0.0433695652173913,0.0571854027845952,0.0575255263994143,-0.000115293606652084,-0.0124556937460991,-0.0684491481443109,0.17541749610671,0.175290615555686,-0.0565141416186071,0.190913693657478,-0.0575255263994143,-0.0618251758745719,-0.0317483249725907,0.120526186583889,-0.0530560165919608,-0.173336897507142,-0.165857735825112
"CDH1",0.136348604484873,0.136397130899418,0.0551128614438239,0.0530560165919608,-0.0167426052433642,0.0433565913521592,0.0430227444081428,0.0572672240292407,0.0571854027845952,-0.000253289063417046,-0.112350519355589,-0.0680847297202713,0.175290615555686,0.175194455807747,-0.0562572577683215,0.190929964162011,-0.0571854027845952,-0.0614842999858598,-0.0314104792632312,0.120448148221873,-0.0532631879067018,-0.173268806873271,-0.165738420833534
"miR34a",-0.13567969653369,-0.135748842200562,0.0769808659516131,-0.10841455931816,-0.0299255377616249,0.0948558481515806,0.0957130396667092,0.120330082324167,0.120493804919075,0.0820100465352168,0.0204481162330666,-0.17082864409186,-0.0723333748704451,-0.0720497793621152,-0.142984755287021,-0.0890143981628364,-0.120493804919075,-0.130262890084495,-0.0737515716670674,0.204521179757121,0.108201195331796,0.0930792699495689,-0.00208795379038044
"GSC",0.146216213100366,0.146216213100366,0.0780346149378203,0.301502103643248,0.119828314774888,0.073120819688361,0.0752530444436245,0.0859715032339961,0.0864249572309795,0.00291496550393124,0.0605821920720945,0.111794412355938,-0.0376116789986603,-0.0368543949529665,-0.0835057569528742,0.00111459927755508,-0.0864249572309795,-0.0895987015842331,-0.063974383704891,-0.168660958788077,-0.30197808115411,-0.00980819405915344,-0.0630699804961905
"miR101",-0.113269939523089,-0.0133815911699508,0.0864997284443619,-0.22472527675894,-0.0568102921649125,0.0632137561266273,0.0639538359082775,0.0843183203588366,0.0844405971460222,-0.00350214808134557,-0.0891978279914624,-0.246881212628036,-0.0288389899119128,-0.0286100955638425,-0.0852656690307796,0.0229851906749493,-0.0844405971460222,-0.0929966379746855,-0.0494601247350208,0.246165362975272,0.22427461495171,-0.102909648763922,-0.0208693127815068
