"","FOXC2","miR101","TWIST2","ZEB2","TCF3","miR141","CLDN7","GRHL2","OVOL2","SNAI2","miR200c","GSC","CDH1","NP63","miR205","TGFbeta","miR200b","miR200a","ZEB1","TWIST1","miR34a","KLF8","SNAI1"
"ZEB1",-0.149429897772817,-0.0638068124943676,-0.153059702692173,-0.00389319110167793,-0.148061767622201,-0.194071175927002,-0.194071175927002,-0.195150075231231,-0.130399134759069,-0.0284594612072105,-0.197686966598104,0.0355994098978521,-0.0372486913109566,0,0,-0.0356700735184364,0.203484111672467,0.197686966598104,0.0941028961924348,0.148528695095204,0.222250012574545,0.0636135651303939,0.156140394045214
"GRHL2",0.164403877675085,0.112279197505628,0.102566185190468,-0.00276506833260075,0.114797455777218,0.221416331640326,0.221416331640326,0.157943958700002,0.169570501629569,0.0658968892116194,0.214971169847715,0.0523588574732426,-0.0351743514206,0.0255409753580788,-0.0256364332958402,-0.0521576346147693,-0.19848501343161,-0.214971169847715,-0.221525728168897,-0.11592468856524,-0.254150585805309,-0.111625119421205,-0.180584708262125
"miR141",0.164765889958154,0.0472211526003828,-0.0607541746519625,-0.000412748691460907,0.00640891710117625,-0.14720291028131,-0.14720291028131,-0.153309612965912,-0.0985850054483286,-0.0719341717928833,-0.0702354490070599,0.134684700566268,0.00639916691426126,0,0,-0.134509716473913,0.10829608460168,0.0702354490070599,0.147117427033125,-0.00749296401245596,0.0402539488651107,-0.0466934338582626,-0.184091877543735
"miR200c",-0.164765889958154,-0.0472211526003828,0.0607541746519625,0.000412748691460907,-0.00640891710117625,0.14720291028131,0.14720291028131,0.153309612965912,0.0985850054483286,0.0719341717928833,0.0702354490070599,-0.134684700566268,-0.00639916691426126,0,0,0.134509716473913,-0.10829608460168,-0.0702354490070599,-0.147117427033125,0.00749296401245596,-0.0402539488651107,0.0466934338582626,0.184091877543735
"miR200b",0.253708086116115,0.106082275242709,0.0923849256661468,0.00345813589601119,0.13417478140979,0.246698598996085,0.246698598996085,0.241212649722714,0.164585671639187,-0.0441829538633176,0.1277884260017,0.0900644664356648,0.0423909664957702,0,0,-0.0897519948421733,-0.0621766817598342,-0.1277884260017,-0.246869342298595,-0.136051528381705,-0.283332089777207,-0.105070063867038,-0.303786928175628
"FOXC2",0.148918435477115,0.0636135651303939,0.152945198875379,0.00384952507359538,0.14730692309764,0.193989981216987,0.193989981216987,0.1950779314271,0.130348122663059,0.0284341795443241,0.197604388173324,-0.0354680609111932,0.0373369197257281,0,0,0.0355994098978521,-0.203427856104619,-0.197604388173324,-0.194071175927002,-0.148061767622201,-0.222029257972942,-0.0631531300277802,-0.155809427680084
"miR205",-0.176804136240412,-0.0770917246035245,-0.162614832667581,0.0050390902603261,-0.150007265286699,-0.210882130796256,-0.210882130796256,-0.209331210622321,-0.141744378685252,-0.0341930911849682,-0.103767095358149,0.0140246493240983,-0.0298937853620238,0,0,-0.014288099570091,0.103749413488041,0.103767095358149,0.210974055120177,0.151353997299384,0.242675506256577,0.0765297369947881,0.188215127651618
"OVOL2",0.155181565504905,0.0932940706750991,0.0881890416854552,0.0170339174252896,0.0664866534299318,0.103791720333402,0.103791720333402,0.0306245254932143,-0.023329420351846,0.0507134424624935,0.108284148946471,-0.00656884663132508,-0.0816668387936405,-0.0240834337367673,0.0241428552949085,0.00659778181651027,-0.0523587142295185,-0.108284148946471,-0.103855442380279,-0.0668571303740366,-0.15580699776356,-0.092915710673783,-0.179860063341757
"miR200a",0.197445695071368,0.0733713071746071,0.067083764454607,0.0219794093076759,0.111437896576519,0.222162098615649,0.222162098615649,0.21979241057655,0.14691027069753,-0.0611719255489285,0.12231984218068,0.0659296463052827,-0.026469176228661,0,0,-0.0658569256435247,-0.0925977992976717,-0.12231984218068,-0.222285971207666,-0.112172918834235,-0.246331466272721,-0.072683291613208,-0.243640660605352
"KLF8",0.125634032974784,0.0565529357272803,0.00598167743284366,0.0300413744893167,0.160613839617316,-0.0168266078171024,-0.0168266078171024,-0.0173102917925057,-0.0227795028347672,0.010944923269665,0.00636842464300557,-0.00925214977317354,-0.0187154531289963,0,0,0.00963279142624586,-0.0104875670092932,-0.00636842464300557,0.0167863781422313,-0.163033975144905,-0.0385105406281145,-0.0564486293645921,-0.129067382640689
"CDH1",0.12713352517862,0.057287302134061,0.00647999298590373,0.0300859070091894,0.163033975144905,-0.0167863781422313,-0.0167863781422313,-0.0172745809851169,-0.022753873160264,0.0110842471820481,0.00647245198733608,-0.00963279142624586,-0.118922959358921,0,0,0.00969212403667613,-0.0106576677385077,-0.00647245198733608,0.0166820961637615,-0.163782979128969,-0.0389661697671874,-0.0565529357272803,-0.129605436610377
"SNAI2",0.127593087512331,0.0575613127476367,0.00670895305676875,0.0301601223955613,0.163782979128969,-0.0166820961637615,-0.0166820961637615,-0.0171818814315009,-0.0226883436820803,-0.0889661896734967,0.00655171197875735,-0.00969212403667613,-0.119012269820563,0,0,0.00977442501696267,-0.0107554270183799,-0.00655171197875735,0.0166359910200386,-0.164288510503652,-0.0391922940432436,-0.057287302134061,-0.129994150115611
"miR101",0.378542937029333,0.260247363917741,0.134947402396587,0.128059933797425,0.369641468273044,0.211876117365738,0.211876117365738,0.210623024999164,0.157899063948853,0.09570807035933,0.168536013416359,-0.0741497872193704,-0.0957004809970794,0,0,0.0743317288806571,-0.173329555222694,-0.168536013416359,-0.212013225569159,-0.370938894153908,-0.256792584984344,-0.359484410997518,-0.390587028374573
