"","CDH1","miR200c","TWIST2","SNAI2","miR101","TGFbeta","FOXC2","NP63","miR205","OVOL2","TWIST1","ZEB1","CLDN7","miR141","TCF3","GRHL2","miR34a","SNAI1","GSC","KLF8","ZEB2","miR200b","miR200a"
"CLDN7",0.258232606034733,0.0763673855622717,0.115216509070241,0.123369072879525,0.0210842540047444,-0.0324958518985646,0.142493077622875,-0.0884790986009885,-0.088768115942029,-0.0903889414062715,0.202579510983203,-0.0805260609701871,-0.0802737111914503,0.0802737111914503,-0.200643402561131,0.0868784202969095,-0.000782149963756956,-0.139285781739168,0.0325321034845715,-0.0217845967256504,-0.0707225010256977,-0.0123850287540499,0.00569277640990048
"SNAI2",0.158360091899511,0.0762234272474507,0.115755353596955,0.0234305086181482,0.0215243434823069,-0.033178957527584,0.143027374156617,-0.0899597181892815,-0.0897888058428991,-0.0904623814666064,0.203597742373926,-0.0805796871495662,-0.0804009225960234,0.0804009225960234,-0.203201024927426,0.0871041876094843,-0.00081771360655517,-0.139853178909709,0.0329725587340905,-0.0216956868280112,-0.0706676851311392,-0.0120137291207811,0.00598424429844838
"CDH1",0.158392736413077,0.0763567705271359,0.115855195201627,0.123290506763519,0.0216956868280112,-0.0329725587340905,0.142654377581056,-0.0897888058428991,-0.0884790986009885,-0.0905450494236997,0.203201024927426,-0.0804009225960234,-0.0805260609701871,0.0805260609701871,-0.202579510983203,0.0870699600819953,-0.000628507579650996,-0.139639008009345,0.0324958518985646,-0.0210842540047444,-0.0705777703361116,-0.0120818057150155,0.0059963664147834
"TWIST2",0.19524559103175,0.112494892062504,0.172646863206687,0.196541119794898,0.00469030057319241,-0.0681247223720567,0.290474541845918,-0.152984301131553,-0.152835387176432,-0.140440915068531,0.379131149003213,-0.160964144370775,-0.160913671551303,0.160913671551303,-0.378747865302032,0.171700065763449,-0.0209063730346435,-0.27792331566067,0.0680289392839117,-0.00470159774976728,-0.0587206336494763,-0.00823763471158149,0.0525310437480139
"OVOL2",-0.0152153404937235,0.0298683685830252,0.0806145010630412,0.0816288346106763,0.0597786254191276,-0.00760507172512219,0.106889053317326,0.013347001543026,0.0138537053751763,-0.087631451624091,0.0336703584994841,-0.0254567901944377,-0.0256139893591218,0.0256139893591218,-0.0336757537947866,-0.0152478937856218,0.0175623386470112,-0.116563413533936,0.00749415351524564,-0.0594156191569954,-0.0375916027511935,-0.0188310025568896,0.00345294988972924
"FOXC2",0.0657298073596056,0.00706705117003191,-0.094364611704677,-0.0254419550821781,-0.0301733282822784,-0.0151783992665733,0.0579225031948119,-0.0568072149636719,-0.0573900287343415,-0.0681693680703629,-0.00678872234034628,0.000928718850653197,0.000743798961350068,-0.000743798961350068,0.0066816921465653,0.0118481210256076,0.00180385777051006,-0.0514340224378397,0.0156050120910107,0.0302571993604497,-0.0234467723730195,-0.00956967599232892,-0.00745173717547909
"TGFbeta",0.0154523762027423,0.0257980952748677,-0.0319051474799465,-0.0257819453975227,-0.0443431335884743,0.0679861451887524,0.0522473804758146,-0.0734788716993106,-0.0737105424542847,-0.0751610551052251,-0.0509360157702448,-0.06779701221942,-0.0676441665626554,0.0676441665626554,0.0509065192531028,0.0712459836200066,-0.0516483047820068,-0.0543711299532467,-0.168031757105191,0.0440529894858782,0.0130625228291364,-0.0911394986167167,0.0376841611758802
"ZEB1",-0.0656548512834311,-0.00686233579363252,0.0944512847326668,0.0255273855354388,0.0300388633864336,0.0153615758364377,-0.0576502187758317,0.0572440467834213,0.0568072149636719,0.0680222075211415,0.00683619630478288,-0.100954803997298,-0.000928718850653197,0.000928718850653197,-0.00678872234034628,-0.0116188472606453,-0.00176594423782493,0.0515751906877312,-0.0151783992665733,-0.0301733282822784,0.023522998618574,0.00941869220384986,0.00746212128877471
"GRHL2",-0.0473481383562718,-0.126856450252548,-0.0166816515042336,-0.0782148061581145,-0.060550010973671,-0.0382967887907548,-0.0941902056482668,-0.176333918138738,-0.175690010958565,-0.0282289524780121,-0.0391411860690887,0.102829098598272,0.102879975626529,-0.102879975626529,0.0389128491710021,0.0224476209418258,-0.0854925103574376,0.0982862891426729,0.0379325920469065,0.0606952638457164,0.0833603386799588,0.0729545152791866,-0.0751058870635548
"ZEB2",-0.207342782108668,-0.18476989493445,-0.114013966262237,-0.0973870263857787,-0.0797805227609338,-0.0683917132146047,-0.0553699168527166,-0.0250660911080216,-0.0248879070361282,-0.0246585319376182,-0.0234154634856664,-0.0209867018163227,-0.020984001362892,0.020984001362892,0.0232514678372341,0.0251145805908553,0.0392088143706579,0.0519359597060649,0.0682765576314064,0.0798391901170248,0.0856754191893191,0.176195161093667,0.199846787243387
"miR34a",-0.0341161862052509,0.0207429061328936,-0.196307223130372,-0.0938568786683115,-0.0778333933741727,-0.026872449109251,0.0435829680422146,-0.0644557925358835,-0.0648550583409434,-0.0685121984366032,-0.0620316251812441,-0.0500018544297928,-0.0500058999008879,0.0500058999008879,0.0618843961574434,0.057291775419899,-0.0152436657893989,-0.0458647264444747,0.0270444165983447,0.0777056659617572,0.123030753757634,-0.0448641636354886,0.119648888194435
"TWIST1",-0.0787197667121277,-0.0111986312757666,0.105461048334138,0.100447480520278,-0.0407029932351242,-0.0796944701786233,0.349377263440822,-0.144177545505076,-0.144106840814999,-0.132969101629602,0.234304563106358,-0.148803718880511,-0.148805569893694,0.148805569893694,-0.334179570254642,0.16075137423928,0.00193574146909459,-0.239678293720408,0.079653420947748,0.0407478072569337,0.200485844615718,0.0364616561748428,0.169243041460452
"GSC",-0.0367794280330358,-0.117048464905611,0.115645132552874,0.128204653606142,-0.0921062114210608,-0.0241971832243062,0.157086644567413,0.0409254192397867,0.0412396015038148,0.0495841033100577,0.365385684233966,0.022932066501448,0.023029804058009,-0.023029804058009,-0.365118945159088,-0.0278971678441952,-0.088352875667899,-0.233186146214784,0.0239710370605397,0.0920516475423485,0.247274719255614,0.143674357585971,0.10630861990166
