"","TWIST2","ZEB2","miR101","OVOL2","SNAI1","NP63","FOXC2","TCF3","TWIST1","miR200c","ZEB1","miR141","miR200a","TGFbeta","GRHL2","GSC","CLDN7","miR200b","miR34a","miR205","CDH1","KLF8","SNAI2"
"TGFbeta",0.123479669496296,-0.00962214287740238,0.0828399909785781,0.0854915001974997,-0.0988939794308915,0.0814127346159591,0.014204900173012,0.035408164297431,0.0353832057060031,-0.0347065525112992,0.080483074011955,0.0803895825608476,0.0432013761202685,0.105150895227038,0.0755573121141628,-0.205219964700503,-0.0803895825608476,-0.114193517982852,-0.137879093476702,-0.0813609493883766,-0.017467868109056,-0.0828753068478679,-0.0713209851531556
"miR141",-0.0891634091173579,-0.000216957231659104,-0.0756282630722783,-0.0877929338664356,0.0692771210181267,-0.0635871039849525,-0.0223002789459387,-0.0169374219953691,-0.0169211538971098,0.0100820534171028,-0.0174815358216363,-0.0176268350241646,-0.00905791341164722,-0.109104261116928,-0.00415761388010646,0.108995180124291,0.0176268350241646,0.0369908523068856,0.112180705515565,0.0636759612801364,0.0430391680894532,0.0756895000594185,0.0778705024997813
"miR200a",0.0663081879927028,0.00430704400451366,0.0647056574575441,0.0680717447725217,-0.0807292457305736,0.0470062309705842,0.0184153603186507,0.0140158091778977,0.0139285530145068,-0.00316250203285548,0.00135369935182812,0.00135213699481169,-0.00126028951624612,0.113045901333036,-0.00652629625471054,-0.113140210941253,-0.00135213699481169,-0.0586664514244837,-0.0980558573773705,-0.0475073861154216,-0.0924572000752682,-0.0646624313489745,-0.0557661668415076
"miR205",0.0322304633223282,0.00796551513821537,-0.0548621405139806,0.0607105179675922,0.0744026929828044,0.041131436804118,0.0907666395052493,-0.0100071192109434,-0.0101183172670367,-0.0026108981469072,-0.00255340921310597,-0.00261365691189233,-0.00475186955785875,0.0016387224577629,-0.00852898601494429,-0.0018355166174201,0.00261365691189233,0.00998397634299088,0.00889058642172635,-0.0419638617372267,-0.0830026867492404,0.0549585170081292,0.0538760444686088
"miR200c",-0.0299234827535337,0.00988154438589115,-0.113393818120905,0.0710362309234732,0.129817434489125,0.0483695551313199,0.0129095892560881,-0.0249317520784655,-0.024933230996489,-0.00466978923439561,0.000430578280946721,0.0004924029800256,-0.00436441614736261,-0.109007503937831,-0.00816624230646443,0.109023411582591,-0.0004924029800256,0.0304668854494707,0.00372273261926097,-0.0486503441841011,-0.0344857307069048,0.11338481268162,0.10561949281743
"ZEB1",0.038025598829823,0.0139574338181344,-0.0540847865953227,0.0714792861760171,0.0784171857639847,0.0480351838758359,0.0909286179708055,-0.0107667786316214,-0.0107962245082972,-0.0060161374516377,-0.0978082839872483,0.00219471535017085,-0.00286331115516491,0.00269710093933748,-0.00884064514950693,-0.00267949220540545,-0.00219471535017085,0.00571879821149356,0.00343362030953024,-0.0478081462853082,-0.126594325772184,0.0541105039251291,0.0479605655680408
"miR200b",-0.0527787038781888,0.0139716311587457,-0.124316423735639,0.0513150418295594,0.118365309776678,0.0317886821169516,0.00902467062880007,-0.0278533648959368,-0.027925831879092,0.00224976214985175,-0.0156972581888615,-0.0157822950493274,-0.014682619075256,-0.105065863721723,-0.0188501524412814,0.104878380765628,0.0157822950493274,0.00879128633187254,0.0178475807574556,-0.0324817690193863,-0.0839037626927198,0.124411881392064,0.127723828475704
"GSC",0.0167189050390801,0.0141283399109576,0.000578902525484319,-0.102024893252521,0.0180770692503997,-0.0975824310555397,-0.0604800028929755,0.0936576379750139,0.0935889566563326,0.0371212880540239,-0.0997266676247846,-0.0997281155885855,-0.0626097177287404,-0.000604976263960614,-0.091413059393794,0.000614755557528895,0.0997281155885855,0.00366921141828253,0.0700159523996843,0.0976667238580838,0.0163833734005596,-0.000632492049219606,-0.109960750144124
"GRHL2",-0.0384808635674673,0.0271032915678579,-0.102686497976925,-0.106943928161855,-0.00879795120415209,0.00708252387753694,0.0265297705090853,-0.0359491649601425,-0.0359607263220709,-0.107518380665428,0.100288331242705,0.100212998303868,0.0906233972949779,0.123117117348748,0.033453566847799,-0.12318973496434,-0.100212998303868,-0.0527971733402664,-0.10037532761802,-0.00717103941982481,0.0159878839326919,0.102701463424348,0.105612121658525
"TWIST2",-0.110783339020338,0.0305092072597748,-0.0823749447535054,0.0473977545454555,0.0344225516862843,0.031786912333466,0.0307072091906877,0.0100792583174408,0.0100037414543828,-0.0188657080185393,0.010326657982088,0.0103822964632543,-0.00698025181686806,-0.00552171248388406,0.00722236622780378,0.00551925650726495,-0.0103822964632543,0.0146230712367046,0.0206851689358067,-0.0320659120424847,-0.0957992366939168,0.0823853729164976,0.106529570063123
"SNAI2",-0.158754384927767,0.0425152299190951,-0.188575792885844,0.0330421950777043,0.0376977950452743,0.0326234230842603,-0.0307770588279092,-0.131717795969734,-0.1316973933582,-0.037880981622357,0.0341932150190771,0.0342197811799583,-0.00487251588270586,-0.186734434124727,0.0325148835903751,0.186792604974668,-0.0342197811799583,0.160293085292063,-0.00472871612983871,-0.0325393233582626,0.155996489415946,0.188448846196517,0.05746176266484
"TCF3",-0.15876834116327,0.0425650150979799,-0.18851678317688,0.0330089247623754,0.0377016936596196,0.0325906844265728,-0.0309374684513224,-0.131940309593844,-0.131988712304396,-0.0378267089220042,0.0343561499210342,0.0341403725739984,-0.00491023802871459,-0.186954235189289,0.0325752120660494,0.186899857810278,-0.0341403725739984,0.16034978108262,-0.00475354897008828,-0.0313768115942029,0.0561047068541894,0.188859504082855,0.157245098935312
"KLF8",-0.15876834116327,0.0425650150979799,-0.18851678317688,0.0330089247623754,0.0377016936596196,0.0325906844265728,-0.0309374684513224,-0.131940309593844,-0.131988712304396,-0.0378267089220042,0.0343561499210342,0.0341403725739984,-0.00491023802871459,-0.186954235189289,0.0325752120660494,0.186899857810278,-0.0341403725739984,0.16034978108262,-0.00475354897008828,-0.0313768115942029,0.0561047068541894,0.188859504082855,0.157245098935312
