"","SNAI2","miR101","KLF8","ZEB2","ZEB1","TWIST1","NP63","miR200b","SNAI1","miR200c","GSC","TGFbeta","FOXC2","CDH1","miR200a","GRHL2","miR205","OVOL2","TCF3","miR141","CLDN7","miR34a","TWIST2"
"miR200c",0.210613105526838,0.145824661093135,0.145601326198859,0.00706969537803311,0.26483971042662,0.136432077264977,0.187827053492335,-0.0350559178901115,0.0164273032410691,-0.140096528567754,-0.173423815918008,-0.17334882273557,-0.0402329661406111,0.00127453936354994,-0.134191804110471,-0.234400092206573,-0.187859042118601,-0.174871090281138,-0.135989880775928,-0.264873859087122,-0.264873859087122,-0.237369225740579,-0.21642552637462
"OVOL2",-0.170945428850565,-0.156356258359855,-0.156322260794519,0.0140446428678438,-0.102296229313999,-0.0787842816287798,-0.0410557295857337,-0.0349645214616269,-0.0527845930061208,0.0958685690056992,0.0254734256667757,0.025309459617393,0.0445408940844972,0.107305007409813,0.107444765490848,0.02647316524296,0.0413333903210485,-0.023586622281188,0.0786745772909624,0.102393374865208,0.102393374865208,0.124422598469751,0.177024517576118
"GSC",0.116148263674845,0.12009658286621,0.120071249636808,0.0438113797095398,-0.139503915066605,-0.108682202558051,-0.123983249850589,0.0609730403193117,0.0277929175876484,0.0470850650488514,0.0662814032613071,0.0663400790227168,0.0454451786861849,-0.0744892012617252,0.0998463434038474,0.124087192807787,0.123818495736526,0.124286134314892,0.108455394482406,0.139436584749863,0.139436584749863,0.0573400088758899,-0.0426080550549487
"miR34a",-0.129096470206718,-0.0263910528329456,-0.026377607842165,0.0498897070044003,0.0824775617458834,-0.104835240241832,0.0830715789329586,-0.119362666732874,0.0771671263960695,-0.109776042307491,-0.0597011126267741,-0.0597427468609757,-0.139038508086042,0.0593294161437303,-0.068719110112622,-0.0732925021759042,-0.0830015654979481,-0.0895731506296196,0.104848624698541,-0.0824335375016131,-0.0824335375016131,-0.0838091352069526,0.180912919456853
"miR205",0.0858517442200995,0.0480141300961232,0.0477450268981759,0.0518328089918663,0.301167023773322,0.145584138069975,0.206367655488441,-0.139036346650483,-0.0874520353080704,-0.18068179507531,-0.094793732922755,-0.0948794336051863,0.0901488635202354,0.0747624447922255,-0.137700283357777,-0.257150391833004,-0.206060451048842,-0.191607538362612,-0.144995200217334,-0.301065782794949,-0.301065782794949,-0.277850102958232,-0.20744531263325
"TWIST2",-0.132749503859895,-0.0479624202136353,-0.0478772568825324,0.0717829007264356,-0.167590609319329,-0.199338049201291,-0.145705925903392,-0.0109253897697461,0.0211375521626151,0.0509081827173334,0.0495915802479643,0.0495612898696621,-0.0741383724950679,0.0852201537839331,0.121840241753631,0.152238404558534,0.145704214248736,0.142333871816311,0.199105799226225,0.167602985383805,0.167602985383805,0.0799394013936219,0.143899318475568
"FOXC2",0.0642558023801323,0.0245583077556239,0.0242348050255347,0.119795186635718,0.321230147048479,0.147914682870338,0.212098915374718,-0.269851177103267,-0.0878966502419911,-0.319749402676134,-0.132941594699718,-0.133196693971329,0.0906391057131662,0.178709814600071,-0.237110369360596,-0.26272858161071,-0.211516101604048,-0.197643391725063,-0.147311933884308,-0.321029073237812,-0.321029073237812,-0.28836039578632,-0.196083264704754
"ZEB1",0.0643592055795208,0.0247052639259461,0.0245583077556239,0.119817398256939,0.22129549624861,0.148174888270351,0.212340322433,-0.269856819759008,-0.0879023158573713,-0.31985769414336,-0.133196693971329,-0.133284737640989,0.0906911302795718,0.178704266327379,-0.237235967683314,-0.262842274202561,-0.212098915374718,-0.19775049041878,-0.147914682870338,-0.321230147048479,-0.321230147048479,-0.288503488796776,-0.196339307961751
"NP63",-0.319111073909058,-0.282246429028596,-0.281898273976235,0.137135877588989,-0.154539798261178,-0.18789649765962,-0.259323721558716,-0.125621175902355,0.00632234285648614,0.0511464814865978,0.0436148304765284,0.0435241127797309,-0.0496888014925881,0.144296066651492,0.147361957747395,0.15739046272711,0.159415080114176,0.160417399123722,0.187526251951104,0.15463717254826,0.15463717254826,0.139983785031798,0.325175370817529
"TGFbeta",-0.263752718496976,-0.149295215809474,-0.149075703445457,0.139134954522287,0.0363074295387803,-0.113187474310783,0.0282327307082065,-0.211854360231621,-0.0265952601632171,-0.0871664475545822,-0.0148560871982664,-0.115004217326892,0.0333141733233223,0.157069921714853,0.045911606841413,-0.0320884305334663,-0.0279083916512427,-0.0257393446047258,0.113364453413635,-0.0361731106282902,-0.0361731106282902,0.0361855128038455,0.226401240885563
"TCF3",-0.373081206650426,-0.310134658512486,-0.308897883069184,0.156229896672302,0.0930606638187454,-0.153101043753824,0.0734793080338443,-0.339511095247144,-0.0109986635318096,-0.122387148260533,-0.230671523276642,-0.231668441891832,-0.0582419664707633,0.38642525566359,0.0267940457333925,-0.0834261667633732,-0.0713405797101449,-0.0695920647561191,0.153730278990997,-0.0921280668103703,-0.0921280668103703,-0.0552119411504616,0.334787298814625
"KLF8",-0.373081206650426,-0.310134658512486,-0.308897883069184,0.156229896672302,0.0930606638187454,-0.153101043753824,0.0734793080338443,-0.339511095247144,-0.0109986635318096,-0.122387148260533,-0.230671523276642,-0.231668441891832,-0.0582419664707633,0.38642525566359,0.0267940457333925,-0.0834261667633732,-0.0713405797101449,-0.0695920647561191,0.153730278990997,-0.0921280668103703,-0.0921280668103703,-0.0552119411504616,0.334787298814625
"CDH1",-0.373275003069906,-0.310467873225695,-0.310134658512486,0.156652955611092,0.0935852823873549,-0.15287262409911,0.0747633347415999,-0.340462180193969,-0.0112451004644912,-0.123497480935734,-0.231668441891832,-0.232353835839905,-0.0586063848948029,0.287025033944605,0.0268216448247455,-0.0840137718667722,-0.0734793080338443,-0.0701163080982286,0.153101043753824,-0.0930606638187454,-0.0930606638187454,-0.0559324709517861,0.334871521161621
