"","miR200b","miR200c","CDH1","KLF8","miR101","GSC","miR141","GRHL2","SNAI1","NP63","FOXC2","TWIST1","TCF3","miR205","CLDN7","ZEB1","miR34a","OVOL2","TGFbeta","ZEB2","SNAI2","TWIST2","miR200a"
"SNAI2",-0.0136078639125793,-0.00226023633694177,-0.00135323948342655,-0.0397748656959986,-0.0397727846027309,0.0139197953017925,-0.0362641090137016,-0.0360438367927159,0.0488228056730032,-0.00978958392839934,0.00935846874231414,0.116587060706458,-0.116618798102178,0.0098601191824619,0.0362641090137016,0.0362587957815254,0.00284998805070778,0.0492288539988611,-0.0138943724858925,-0.0320451664054758,-0.0695983974800986,0.00635538241175617,-0.0330750268077667
"OVOL2",-0.0224880065878755,0.0846745154471418,0.165334298575712,-0.135937931067946,-0.135910513676546,0.205879180311554,0.088420960553775,0.131344260285085,0.124360880726503,-0.23525661561524,0.0304280938152131,0.116173239402557,-0.116036558588227,0.235203676408895,-0.088420960553775,-0.088395824991574,-0.131168134313222,0.0609200791643542,-0.205898470435011,0.0220594085794313,0.115695429996886,0.0898690959594542,0.101128379664502
"CDH1",0.0135797944163784,0.00220335563721591,0.00130211694331383,0.0398104517333316,0.0397748656959986,-0.0139504845830496,0.0361774747546652,0.0359810863256528,-0.0489185369486336,0.0098601191824619,-0.00924007733778471,-0.116618798102178,0.116103525857822,-0.00973171651168635,-0.0361774747546652,-0.0362641090137016,-0.00280614762983974,-0.049199617770133,0.0139197953017925,0.0320751380038183,-0.0303249294525037,-0.00642369508863721,0.0330312006948632
"KLF8",0.0137706030604537,0.00232861305181796,0.101123036224338,0.0399743617318415,0.0398104517333316,-0.0136967234810014,0.0361665030251549,0.0359778398886174,-0.0488528204332518,0.00973171651168635,-0.00968813277717775,-0.116103525857822,0.116442344831684,-0.00967391304347826,-0.0361665030251549,-0.0361774747546652,-0.00295449200070067,-0.0493184462610111,0.0139504845830496,0.0320907243857737,-0.0303615936399729,-0.00673251036095613,0.0328932052380982
"CLDN7",0.0137706030604537,0.00232861305181796,0.101123036224338,0.0399743617318415,0.0398104517333316,-0.0136967234810014,0.0361665030251549,0.0359778398886174,-0.0488528204332518,0.00973171651168635,-0.00968813277717775,-0.116103525857822,0.116442344831684,-0.00967391304347826,-0.0361665030251549,-0.0361774747546652,-0.00295449200070067,-0.0493184462610111,0.0139504845830496,0.0320907243857737,-0.0303615936399729,-0.00673251036095613,0.0328932052380982
"TGFbeta",0.0868340553591948,-0.0170696798627593,0.00451182627198341,0.0638873597375106,0.0639032865020922,-0.20386330209237,0.00213502624631922,0.00244633571336822,-0.0275733642619512,0.000571126249522055,-0.0793245426278922,-0.0855237599973856,0.0854806497031011,-0.000524792098527234,-0.00213502624631922,-0.00215097983338892,0.0619565024752422,-0.00307943539699051,0.103819427772748,0.041971474020286,-0.0969095818038078,-0.0735039089842004,0.019392497268381
"FOXC2",-0.00965171252035233,-0.0253729341048899,-0.0127522200478879,0.0449871512397738,0.0449957095130565,-0.0397621208300965,-0.00359366429865157,-0.0118947590142022,0.0545311373495545,0.0519734994420359,-0.0952636748904719,-0.0345250374099259,0.0347672636379566,-0.0520954837196179,0.00359366429865157,0.00364085075316341,0.00488949020445978,-0.129865626063536,0.0398001143386342,0.0684845421879299,-0.0742185266545908,-0.133159060945417,0.0204977848369761
"ZEB2",-0.211005045889895,-0.201751885988473,-0.18983469803477,-0.0817224375044619,-0.0816995671792061,-0.0545937736180221,-0.032626713947435,-0.0313616066756573,-0.0188019566656829,-0.0135665044124934,-0.013156409707874,-0.00720307004658981,0.00723067327454376,0.013574251546054,0.032626713947435,0.0326367792738584,0.040722463017433,0.0530095662472281,0.0545882313707024,0.0759519943274272,0.0825814464135345,0.103481860294062,0.173984724445306
"SNAI1",-0.0963522848572477,-0.0943320708597338,-0.113759532275826,-0.121476402158942,-0.121484825470926,0.0166578264358275,-0.097830372563122,-0.0961760891402253,-0.0656663136143583,-0.0177695530112462,-0.0358024917481443,0.0340681634054008,-0.0340983086646756,0.0178148850377103,0.097830372563122,0.0978168606668625,-0.0173676262723275,0.128252727713862,-0.0166669986887865,0.0894708857155875,0.104936059382798,0.0247745654575337,-0.00315544798231709
"miR200b",-0.0712682929872297,-0.0949880323513072,-0.0564920042304495,0.0540063699453948,0.0539361275189692,-0.104065976952879,-0.00466635133919144,0.00125410605033507,-0.0646094784749417,-0.0533102657301173,-0.0557605523763712,-0.0712742842397582,0.0711101243391414,0.0533600258154203,0.00466635133919144,0.00462193576115283,0.0982616398945438,0.140004054136235,0.104070521994238,0.182705083625889,-0.0489382831050582,0.0389013641666324,0.0898481206036323
"miR200a",-0.0712682929872297,-0.0949880323513072,-0.0564920042304495,0.0540063699453948,0.0539361275189692,-0.104065976952879,-0.00466635133919144,0.00125410605033507,-0.0646094784749417,-0.0533102657301173,-0.0557605523763712,-0.0712742842397582,0.0711101243391414,0.0533600258154203,0.00466635133919144,0.00462193576115283,0.0982616398945438,0.140004054136235,0.104070521994238,0.182705083625889,-0.0489382831050582,0.0389013641666324,0.0898481206036323
"miR200c",-0.103941167941759,-0.108507350935357,-0.0732487954444306,-0.0710671045152168,-0.0710076686159336,0.0665819887489407,-0.0104590480111692,-0.0138608321499135,0.0594190517657887,0.0487795186235964,0.0506596120582107,0.0682100310239869,-0.0680458711233702,-0.04881506154167,0.0104590480111692,0.0104967677734231,-0.0837490087874088,-0.121362691450712,-0.0665922150920004,0.205168609882096,0.0773462488260742,-0.0127043334370991,0.0965581859745729
"miR205",-0.112396472186722,-0.117957253937261,-0.106358470691343,0.0200948951359646,0.0200936434931835,-0.0449015828807499,-0.0117128841318392,-0.0166933310522058,0.0616821264619684,0.0485047922314022,-0.100373552865641,-0.0265090794574597,0.0266861726579045,-0.0485840707964602,0.0117128841318392,0.011742697426084,0.0138192343250542,-0.119464386563032,0.0449253886258697,0.226590831192601,-0.0327995742127735,-0.105943074248129,0.104278276603219
