"","miR200a","GSC","TGFbeta","miR200b","SNAI1","miR141","CLDN7","TCF3","NP63","FOXC2","miR101","KLF8","TWIST2","SNAI2","OVOL2","miR205","GRHL2","TWIST1","ZEB1","miR34a","ZEB2","CDH1","miR200c"
"SNAI2",0.0864155908498523,0.0341820723404749,0.0341040803120359,-0.0171513936698903,-0.0150040122790603,0.100108858336803,0.100108858336803,-0.0631217250503741,0.0980446656489267,-0.0440588700137746,0.0184321357829455,-0.0180804310207104,-0.00713040050168784,-0.12223068339327,-0.102919820975702,-0.0981721716851168,-0.0907229928315254,0.0637995451446795,-0.100046984891137,-0.0575748229149906,-0.0685453849049364,-0.122263528350635,-0.0864155908498523
"TGFbeta",0.130053106661844,0.236447913031094,0.13587494048078,0.0341282955095235,0.10400326920391,0.20094711518432,0.20094711518432,0.0653667672613164,0.180059228825609,0.0384237419320062,-0.0882239197510797,0.0882869343413809,0.150501738917692,0.0728121587185195,-0.176427845243043,-0.179925677449212,-0.18411429541105,-0.0652692018584621,-0.200661837600483,-0.21958491426222,-0.0510750872750897,-0.143695497518558,-0.130053106661844
"OVOL2",-0.24898137477418,-0.277685401492974,-0.27686488231308,0.0658890986308505,-0.0797494155221862,-0.298014753067892,-0.298014753067892,-0.0160111208382674,-0.377455676805113,0.0261157752258728,0.116491635010771,-0.116856834664215,-0.156219659647999,-0.105148135174538,0.348398849777355,0.37772685518863,0.0916712567324168,0.0154194367867603,0.297606198281198,0.264767106216754,-0.0268225008118375,-0.0217791424085818,0.24898137477418
"TWIST2",-0.00650150647044416,-0.016913692701732,-0.0168042652990364,-0.0530743556883311,-0.253429403350315,0.00800516073610941,0.00800516073610941,-0.24482078604583,0.0297421954479826,-0.248712894069132,0.175255108196762,-0.175449767239283,-0.154058616577457,-0.135739632449967,-0.0413580653123271,-0.0303909125628175,-0.0122555558063129,0.244491646510615,-0.00790453795102138,0.116356925717955,0.0256014480002882,-0.0433297613088764,0.00650150647044416
"GRHL2",0.228793674662033,0.15675822090361,0.155938362480244,-0.156538573071284,-0.0361549808492324,0.273881524895761,0.273881524895761,-0.0449261765395251,0.175622062144001,-0.0751376105416048,-0.0654758145042768,0.0658904454299337,0.106999849070516,0.0688735102804372,-0.289689882279328,-0.176123650216966,-0.155684310932689,0.0456978974482481,-0.273409656835399,-0.248126307404513,0.0555433538987748,-0.0510159538933116,-0.228793674662033
"TCF3",-0.0871857154795583,-0.0358107091635428,-0.0343968973092742,0.017133496460892,0.0143434936991317,-0.10063484273151,-0.10063484273151,0.0619747749353775,-0.097530158331239,0.0433580481001723,-0.0183877649794953,0.0170913859003715,0.00741578277788245,0.0219703559307275,0.10316330062849,0.0979347826086956,0.0912160874899414,-0.0636688698046902,0.100375178466433,0.0581607534863724,0.0692846206247603,0.0226564076382364,0.0871857154795583
"CLDN7",-0.0871857154795583,-0.0358107091635428,-0.0343968973092742,0.017133496460892,0.0143434936991317,-0.10063484273151,-0.10063484273151,0.0619747749353775,-0.097530158331239,0.0433580481001723,-0.0183877649794953,0.0170913859003715,0.00741578277788245,0.0219703559307275,0.10316330062849,0.0979347826086956,0.0912160874899414,-0.0636688698046902,0.100375178466433,0.0581607534863724,0.0692846206247603,0.0226564076382364,0.0871857154795583
"NP63",-0.0849743502793186,-0.0243510911252037,-0.0245308148641421,-0.0973137900987577,0.00819366561049318,-0.0244393804334587,-0.0244393804334587,0.0539974812543597,0.0140298116061013,0.0323331168401591,-0.0394698711038634,0.0395822676168302,0.0329515504710515,0.0522279736697902,-0.125392378688793,-0.114368375664571,0.104767785314578,-0.0538336755772589,0.0244600767105039,0.0165804922094735,0.192418575971806,0.140432852673549,0.0849743502793186
"ZEB2",-0.317336145240151,-0.254183221494476,-0.254103782616226,-0.203301965647763,-0.122215240269232,-0.121492750008356,-0.121492750008356,-0.109331253616524,-0.0933426293758061,-0.0234395625731421,-0.0160792569442756,0.0156725628995095,0.0211762718812282,0.0389765258234224,0.087268070368601,0.0921418236739159,0.105870668669457,0.10891071032005,0.121551914488065,0.134592393645471,0.203644124732481,0.279371176403814,0.317336145240151
"GSC",-0.0293142511522175,-0.0499282967846603,-0.0501104361273695,-0.15053065294393,-0.164637715119701,0.13234776827818,0.13234776827818,-0.0441253834214362,0.123985733450003,-0.180289294904215,0.121176807154691,-0.121150499570312,0.00289501383063081,0.000685306421159885,-0.124422618850316,-0.12480950402032,-0.123014046265063,0.0444560120950881,-0.132130815035345,-0.0044310416947641,0.215025564277483,0.0549854252871335,0.0293142511522175
"miR101",-0.271900388520531,-0.118739762216287,-0.118089132127999,0.0145460217774436,-0.216179560220847,-0.292355118394326,-0.292355118394326,-0.183391075140057,-0.229038746499348,-0.208686512416117,0.183989673727991,-0.284405709031179,-0.120860737992213,-0.0678078912551875,0.215772317686872,0.228815672806298,0.25823380885092,0.182870577120568,0.292114519864285,0.272268212805247,0.242581851394241,0.139466232330795,0.271900388520531
"TWIST1",-0.231623425003491,-0.108827931729395,-0.108341921369948,-0.0299822990569002,-0.214870317569033,-0.214374335844307,-0.214374335844307,-0.199593521322725,-0.181786974405367,-0.295402023440782,0.125293954218712,-0.125560846615266,-0.155139821088967,-0.0886147980343762,0.177816675867782,0.181472731338355,0.189208240449593,0.0993623253943879,0.214196515177868,0.213368226443772,0.258043562278082,0.0661162780439562,0.231623425003491
"miR141",-0.0790683533203799,-0.18812703322733,-0.188188391285688,-0.215668003970148,-0.185230522757339,0.145794461438761,0.145794461438761,-0.152770171457436,0.107313400759776,-0.0898922858063741,0.135972516535705,-0.136242679714265,-0.02428805661052,-0.110115373117704,-0.103264757725163,-0.108539631433314,-0.138378450982875,0.152733198506847,-0.145493372922308,-0.0386184580187466,0.31197289193926,0.0748830278790205,0.0790683533203799
