"","KLF8","ZEB2","TWIST2","miR141","CLDN7","GRHL2","CDH1","miR205","miR200c","OVOL2","TCF3","FOXC2","SNAI1","TGFbeta","GSC","miR200b","TWIST1","miR200a","NP63","ZEB1","miR34a","SNAI2","miR101"
"KLF8",-0.0315743823440233,0.00715855233575947,-0.0604904308149212,-0.031694207444099,-0.031694207444099,-0.0288033147194074,-0.110530755446442,-0.0228985507246377,-0.0190728377696657,-0.0216706958213402,-0.0710972457438274,0.0325447117201888,-0.000287174155319406,-0.00234250601283594,-0.00319441828399781,0.00242176022185924,0.073517381271417,0.0190728377696657,0.0248638686437128,0.032253765649124,0.0205960738419881,0.0503723352824406,0.0276852451066518
"FOXC2",-0.0714793737542105,0.00942341787433944,0.0442841485291174,-0.259282801745893,-0.259282801745893,-0.225564982572203,-0.180161126590833,-0.123391863618429,-0.242448578216894,-0.0908501471788988,-0.0139421526972761,0.0808074210339625,0.0787122350532505,-0.0659224181641776,-0.065773700716473,0.202388958038308,0.0137787908225578,0.242448578216894,0.123202110297746,0.259314684485428,0.241839786716858,0.122615035073678,0.0718747659798751
"ZEB1",-0.0718747659798751,0.00950141095340019,0.0444869157046899,-0.259314684485428,-0.259314684485428,-0.225614463401214,-0.180094656108187,-0.123202110297746,-0.242429787916644,-0.0907996692409627,-0.0137787908225578,0.080656752484502,0.0787651141301329,-0.0658883441205949,-0.0659224181641776,0.202446923501835,0.0138587153449637,0.242429787916644,0.123391787272111,0.159349131421241,0.241909498696311,0.122785536525276,0.071778509688314
"miR200c",-0.044101215996598,0.0113261750290128,-0.0569314365261217,0.241221750781151,0.241221750781151,0.220572042776641,0.031712424238376,0.119560724308756,0.118654892149415,0.0869717057863208,-0.0451646599216439,-0.0742415298283868,-0.0722723523190213,-0.0527382790093476,-0.0529803024617611,-0.0995936008537578,0.0456630552955883,-0.118654892149415,-0.119187523668983,-0.241154123041726,-0.135816205400782,0.029882166743114,0.0431214242023542
"miR200a",-0.044101215996598,0.0113261750290128,-0.0569314365261217,0.241221750781151,0.241221750781151,0.220572042776641,0.031712424238376,0.119560724308756,0.118654892149415,0.0869717057863208,-0.0451646599216439,-0.0742415298283868,-0.0722723523190213,-0.0527382790093476,-0.0529803024617611,-0.0995936008537578,0.0456630552955883,-0.118654892149415,-0.119187523668983,-0.241154123041726,-0.135816205400782,0.029882166743114,0.0431214242023542
"miR34a",-0.0281965425784754,0.0114939970276964,0.0129644543971761,-0.145014660818458,-0.145014660818458,-0.134413689261719,-0.0680456458111656,-0.10384939146878,-0.131555606711169,-0.0860772347398937,0.0184066799211151,0.0652684007532518,0.0275580746347984,-0.0152305681705635,-0.0151841067787733,0.023812621885233,-0.0183523547732956,0.131555606711169,0.103764239993767,0.145048690369435,0.0595219059423899,0.0961404151338699,0.0281792561617575
"miR200b",-0.0880377337190996,0.0124254145344056,0.00689772189947113,-0.207781919166773,-0.207781919166773,-0.1942813864521,-0.0728855576558659,-0.0995182835001556,-0.110214746023258,-0.0709799686828259,-0.0530040959983697,-0.0473106443103678,-0.0195966290334936,-0.126304211535434,-0.126362160812772,0.0322791845332265,0.0534137562908997,0.110214746023258,0.0996355751297984,0.207893292902659,0.19117896932311,0.12264648572662,0.0874019497055555
"NP63",-0.0209687837623691,0.0874952977173273,-0.0221977933371424,-0.00494455969768897,-0.00494455969768897,0.0764470685055766,-0.0713972434011877,-0.0989627848663403,-0.0313289819312312,-0.0701834481215479,-0.0710137027392066,0.0414617209110925,0.00478714674978955,0.0839779688592782,0.0842792200788321,-0.0641633870473355,0.0704415048260461,0.0313289819312312,-0.00163373276048691,0.00482207845156952,0.00284273543068142,0.0324970796847044,0.0221695074862575
"miR101",-0.147272837786437,0.101137640761398,0.042648678695535,-0.137419885848123,-0.137419885848123,-0.123424948578894,-0.0671073493311872,-0.0900127138288788,-0.122481155706173,-0.0750553616374945,0.0110239588363616,-0.0850001696950546,0.00222766285794881,-0.0412644317268483,-0.0411311196340161,0.119018309369926,-0.0114942620782895,0.122481155706173,0.0897450253972181,0.137342762483699,0.0961178954610866,-0.0270275398783908,0.0480411074517484
"TWIST2",-0.00610560475421331,0.119159653311322,0.0561050738292609,0.135427332986237,0.135427332986237,0.127408031115189,-0.130172590752514,0.0983725447865414,0.00721723928719324,0.0816671142863735,0.162869002236836,-0.0741133132629266,-0.0240005219943764,0.00326938193048011,0.00322544723762727,0.00916148964253654,-0.162886100394509,-0.00721723928719324,-0.0982715571618046,-0.135441430937945,-0.0549946595558075,-0.0529208709416972,0.00607866533315015
