"","ZEB2","TWIST2","SNAI2","miR101","OVOL2","miR205","miR200b","miR200c","TCF3","TWIST1","GRHL2","FOXC2","ZEB1","CDH1","miR141","CLDN7","GSC","TGFbeta","miR200a","NP63","miR34a","KLF8","SNAI1"
"miR141",-0.0155904502048191,-0.0127667377913514,-0.0882419276728359,-0.0707572077498206,0.0649999963846339,0.0457718695686825,-1.02323180880857e-05,0.00472236897197416,0.0236404550605723,0.0235591145692757,0.00463801917422456,-0.0287562594366706,-0.00331540880923873,0.0209374500918938,-0.00333750500132829,-0.00333750500132829,-0.0905766961146215,-0.0906107839248206,-0.00472236897197416,-0.0458251839457928,0.0177425548574794,0.0709913491712391,-0.0368192337416164
"TGFbeta",0.0125066543138917,0.0778785737015773,0.0183116769800172,0.0520605341122876,0.00252942566708222,0.00264776535710508,-0.0770553439673784,-0.0069665801252751,0.0130628976992135,0.0131967665077811,-0.00279555294149187,0.0130257770374892,-0.00267890034907062,-0.0849262121099724,-0.00269039379351869,-0.00269039379351869,0.194962737543146,0.09510652367973,0.0069665801252751,-0.0026940995080999,0.0940535413635851,-0.0518271723877652,0.0833622987885191
"miR200c",0.0126278507364623,-0.081812949442858,-0.0711457965470803,-0.0882347410463762,-0.0730020777068713,-0.0534556354101689,0.0281590189771912,0.00139097215209132,-0.051729572727566,-0.0515683706629964,0.00188045360961878,0.0209370002092697,0.0122668803195366,0.105868606066531,0.012267549901115,0.012267549901115,-0.108583260520203,-0.108407140167508,-0.00139097215209132,0.0533738866985997,-0.111816237560803,0.0882869725942311,-0.124431748404737
"miR200a",0.0155904502048191,0.0127667377913514,0.0882419276728359,0.0707572077498206,-0.0649999963846339,-0.0457718695686825,1.02323180880857e-05,-0.00472236897197416,-0.0236404550605723,-0.0235591145692757,-0.00463801917422456,0.0287562594366706,0.00331540880923873,-0.0209374500918938,0.00333750500132829,0.00333750500132829,0.0905766961146215,0.0906107839248206,0.00472236897197416,0.0458251839457928,-0.0177425548574794,-0.0709913491712391,0.0368192337416164
"KLF8",0.0271829738441878,0.0315707714221989,0.0485129566819463,-0.00591062816543785,0.0118895885732825,0.00728260869565217,-0.0256978581384029,-0.012222917381987,0.0104363133969159,0.00830659413263715,0.00210946917922489,0.0634283547568664,0.00187680669424624,-0.180381820179075,0.00175611766963299,0.00175611766963299,0.0158220535642839,0.0145351222610394,0.012222917381987,-0.00653116360894697,-0.0336232300842354,0.0051208799907992,-0.0864491952857835
"CLDN7",0.0271829738441878,0.0315707714221989,0.0485129566819463,-0.00591062816543785,0.0118895885732825,0.00728260869565217,-0.0256978581384029,-0.012222917381987,0.0104363133969159,0.00830659413263715,0.00210946917922489,0.0634283547568664,0.00187680669424624,-0.180381820179075,0.00175611766963299,0.00175611766963299,0.0158220535642839,0.0145351222610394,0.012222917381987,-0.00653116360894697,-0.0336232300842354,0.0051208799907992,-0.0864491952857835
"SNAI2",0.0272875780001775,0.031707372118301,-0.0517290636010696,-0.00544716050572497,0.0117533531654973,0.00647980254063675,-0.0257354229009872,-0.0120875852159793,0.00836502706756411,0.00841716707481837,0.0022134846162587,0.0639207663899828,0.00195119026186751,-0.0805979562442921,0.0019746713201948,0.0019746713201948,0.0148522448340287,0.0148923180862101,0.0120875852159793,-0.00641740596973525,-0.0336433701504834,0.00498862628908316,-0.0870027614161487
"ZEB1",0.0330177576056212,-0.0667949937252068,0.0188701549885902,-0.017732333259445,-0.0707495790671276,-0.0511650666639144,-0.00365384524203934,-0.000757698648904643,-0.0937044692735684,-0.0938673229996736,0.00177230235767738,0.110005438026048,-0.0843758266662117,0.0843683641524376,0.0156142664314041,0.0156142664314041,-0.0162793752110251,-0.0164085821548121,0.000757698648904643,0.0512656529381988,-0.0291708968741641,0.0177044115870838,-0.124902830367961
"FOXC2",0.0330202816534872,-0.0668164631908556,0.0188089278334483,-0.0177044115870838,-0.070764268414146,-0.0511921742811548,-0.00359314394542544,-0.000694899487545412,-0.0939354291654115,-0.0937044692735684,0.00178854415651326,0.109952062172203,0.0156142664314041,0.0843153835877105,0.0156359466942879,0.0156359466942879,-0.0164801980418672,-0.0162793752110251,0.000694899487545412,0.0511650666639144,-0.0291323718328873,0.0175315344667716,-0.124966568540989
"NP63",0.0487295650610955,-0.00942659908568014,-0.0217849919957622,0.00872714417940694,0.0679193159931883,0.0657703361860322,0.0694225285237389,-0.0148222607522067,-0.00449989082738854,-0.00445725647307461,-0.0608296088717341,-0.0525975935028696,-0.00349985728111898,0.083973108885645,-0.00345541117795652,-0.00345541117795652,-0.0787871721636153,-0.0789514910106447,0.0148222607522067,-0.165678977630572,0.0247732293345814,-0.0090122475293713,0.0832462494675959
"GRHL2",0.0572274210119576,-0.042198705540414,-0.0112457582807341,-0.0152594703858519,-0.0929394183784301,-0.184308328518917,0.0898236897381663,0.0784701907482686,-0.0354895362489215,-0.0354635231845825,-0.034152789336894,0.0401813662305335,0.0940579071079831,0.0959664514225266,0.0940498279232383,0.0940498279232383,0.0431221813196699,0.0431482349680122,-0.0784701907482686,0.184355189688363,-0.0993241073002178,0.0154276115892499,-0.0211180023462991
"miR101",0.109032303111575,0.00698217881010637,0.109757571174556,-0.1057450935594,0.0351634877311212,0.0163453887790462,-0.0786491612219061,-0.0427652179714653,-0.226713344062185,-0.227207653502077,0.0185098348440117,0.26263751596368,0.0188569301905731,0.0614096505422752,0.0187840914575056,0.0187840914575056,0.0452226230185072,0.0450440351205622,0.0427652179714653,-0.0161590566354393,-0.12384084839556,0.00583946578472383,-0.236988767333894
"GSC",0.171797570534893,-0.0128466323318153,0.135212761065883,-0.11716517553117,-0.149056164050178,-0.153014308669565,-0.0204564464321154,0.0148234563193533,-0.373565651866241,-0.37394898945888,0.159932718525037,0.425749236507426,0.177222477490293,0.0670396782480052,0.177150803282148,0.177150803282148,-0.0010117279994975,-0.00102456332230587,-0.0148234563193533,0.153202051729777,-0.216899625495948,0.117093073262872,-0.322391375190629
