"","miR200b","CDH1","miR141","TWIST2","NP63","miR205","OVOL2","miR34a","GSC","TGFbeta","SNAI1","FOXC2","TCF3","TWIST1","GRHL2","CLDN7","ZEB1","SNAI2","KLF8","miR101","miR200c","miR200a","ZEB2"
"SNAI1",0.0686199269395876,-0.056366554296952,0.0709435143203647,0.0536548218416013,0.0734756563220419,0.0734793318917552,0.0786304619038698,-0.0172381784247317,-0.0365763893186561,-0.0366171765711761,-0.0981584143355706,-0.0160764263290471,-0.0182259951059923,-0.0182183310570241,-0.0667277067217801,-0.0709435143203647,-0.0708719398756071,-0.0695186202457411,-0.0864266501072811,-0.0862054601740748,-0.00483422271960047,-0.00483422271960047,-0.0673725065349135
"miR34a",0.134967011336784,-0.04949924140724,0.204797921328982,-0.0337625500103506,0.173639728999488,0.173887614404525,0.16602563154677,0.0638164411232088,-0.155419642555475,-0.155218108726151,0.0976576074957691,-0.108262714070288,-0.0367468034730119,-0.0365885519554507,-0.188628151492769,-0.204797921328982,-0.204773410533524,-0.0690903468983039,-0.0809920309666871,-0.0810640577030116,0.15203368075707,0.15203368075707,-0.0259538986098948
"KLF8",0.0211019271309105,0.137518327491666,-0.026889337388504,0.0899279865745696,-0.0282600318337941,-0.0279710144927536,-0.0310299552011452,-0.00699734791607117,0.0101260687311876,0.010307326661222,-0.0206779759905097,0.0342864371555074,-0.0860379712986897,-0.0862315821408969,0.0240668463043538,0.026889337388504,0.0267247614458496,-0.0769896490045452,-0.0380287398040648,-0.0380436407130202,-0.0240766210940539,-0.0240766210940539,-0.0206511763411999
"CLDN7",0.0211019271309105,0.137518327491666,-0.026889337388504,0.0899279865745696,-0.0282600318337941,-0.0279710144927536,-0.0310299552011452,-0.00699734791607117,0.0101260687311876,0.010307326661222,-0.0206779759905097,0.0342864371555074,-0.0860379712986897,-0.0862315821408969,0.0240668463043538,0.026889337388504,0.0267247614458496,-0.0769896490045452,-0.0380287398040648,-0.0380436407130202,-0.0240766210940539,-0.0240766210940539,-0.0206511763411999
"CDH1",0.0212690695865734,0.0375988664393539,-0.0267247614458496,0.0901455609709761,-0.0282857123679492,-0.0282600318337941,-0.030911126710267,-0.00671125520083939,0.010307326661222,0.010297096900803,-0.0204520754688849,0.0345194259839917,-0.0862315821408969,-0.0859925383161957,0.0238882922674093,0.0267247614458496,0.0267857262948012,-0.076829374127894,-0.0380436407130202,-0.0380015844870812,-0.0240192999043208,-0.0240192999043208,-0.0205665645534419
"SNAI2",-0.0211706650309264,-0.0375046285039654,0.0267857262948012,-0.0899496312054162,0.0281419289654371,0.0282857123679492,0.0309514525429955,0.00681854886243748,-0.010297096900803,-0.0101837714672147,0.0204774553884706,-0.0343475674935458,0.0859925383161957,0.0861648270358185,-0.0239396335586428,-0.0267857262948012,-0.0267533327179847,-0.0230731447746181,0.0380015844870812,0.0379717554835781,0.0240192999043208,0.0240192999043208,0.020643158638095
"TCF3",-0.0211019271309105,-0.137518327491666,0.026889337388504,-0.0899279865745696,0.0282600318337941,0.0279710144927536,0.0310299552011452,0.00699734791607117,-0.0101260687311876,-0.010307326661222,0.0206779759905097,-0.0342864371555074,0.0860379712986897,0.0862315821408969,-0.0240668463043538,-0.026889337388504,-0.0267247614458496,0.0769896490045452,0.0380287398040648,0.0380436407130202,0.0240766210940539,0.0240766210940539,0.0206511763411999
"OVOL2",-0.19319114657828,-0.0893691402304316,-0.267181610108701,-0.0968690458291067,0.0820005101634472,0.0820080729072106,0.0686386260094259,-0.184408486667333,-0.0460704569930117,-0.0460456554057101,-0.0924837977871318,-0.00676377959367778,0.0365981188600533,0.0366916373119632,0.238887448718695,0.267181610108701,0.267103214328215,0.139455719809326,0.144742532518277,0.144602155474311,-0.215630773341631,-0.215630773341631,0.0662663499953062
"ZEB1",-0.239062487992002,0.213526371568625,-0.24704790656411,0.160310490618214,-0.172360061032776,-0.172201996887472,-0.167592138581412,-0.237499612755471,0.194995504270458,0.195091780594943,-0.0656163307216742,0.126036382624878,0.00912084930381868,0.00925125247195464,0.206477732022094,0.24704790656411,0.147071992152475,-0.0333631934960691,-0.0101703490566716,-0.0100711536417041,-0.198769610390581,-0.198769610390581,0.0953016071169831
"GRHL2",-0.194652287156075,0.0522589253371644,-0.243729810442141,0.0477668213022187,-0.0767409721592068,-0.0770238747747543,0.0464915946619415,-0.225398927484421,0.0500826493231899,0.0498636878105262,-0.0789076387417089,0.0447621823418345,0.00668094202746124,0.00654509602480213,0.122391749954498,0.243729810442141,0.243664085182461,0.0126084632569987,0.0224017462806348,0.0223885414740852,-0.195468706599465,-0.195468706599465,0.102034218010971
"ZEB2",-0.298469363776914,-0.211657103844623,-0.0898844836558848,-0.0755002278085191,-0.0709112488717267,-0.0708260304025603,-0.0670900425113005,-0.0621121635504634,-0.0324909383793647,-0.0324693851953437,-0.0321657354127087,-0.00197874772408918,0.00622922574295284,0.00626657128665524,0.0798897735341617,0.0898844836558848,0.0899068237706295,0.0911509589288064,0.106831686163535,0.106870466280273,0.228848173042007,0.228848173042007,0.237723376350255
"miR200a",-0.191242319932379,0.0682680092364736,-0.260029117034727,0.102849314065548,-0.189421764950557,-0.189204953150308,-0.180272501006611,-0.151841318240468,0.00521538525845125,0.00537673422672686,-0.0710630406613467,0.00715920740200061,-0.0447031279030608,-0.0445419258384912,0.230045920215849,0.260029117034727,0.259970417049681,-0.0847299172738354,0.000994863291090759,0.000841770823240177,0.00832329443203563,0.00832329443203563,0.299816179730479
