"","miR101","KLF8","OVOL2","ZEB2","miR34a","miR205","miR200b","miR200a","GRHL2","TCF3","CDH1","ZEB1","TWIST1","miR141","CLDN7","GSC","TGFbeta","miR200c","NP63","FOXC2","SNAI1","SNAI2","TWIST2"
"miR101",0.170261753654981,0.269987941282915,-0.145727438565272,-0.00645684695953727,-0.064509873474183,-0.0343010404350298,0.102367136509779,0.048154866824837,-0.0963596617358552,0.0230508920543146,0.104287081506658,0.0917107277994152,-0.0235910315085009,0.091919356387794,0.091919356387794,0.0594731649807441,0.0601447560899175,-0.048154866824837,0.0342301817325313,0.109690505539931,0.0310518053598725,-0.189891859599718,-0.042232313773305
"miR200a",-0.0194322992462595,-0.0194413046855448,0.0969433698133566,-0.00464446871424158,-0.023131906880656,0.039207875518956,-0.05914919391806,0.0119566513892537,-0.0115641153414158,0.0916436437208366,-0.054088734842794,0.0194519404758111,-0.0907932658572815,0.0189839029524595,0.0189839029524595,-0.129708966117229,-0.13078159587816,-0.0119566513892537,-0.0389732922596704,0.146932572327952,0.0951553813557925,0.127879098911825,0.0539251986982597
"miR141",-0.0113520028602792,-0.0112943680488531,0.158552101347263,-0.00374552291519176,0.118415705326777,0.0541286692555396,0.0252627100777396,-0.00872831929244387,0.0217171704137366,-0.0682469720099011,0.00153182013365191,-0.0192211944190356,0.0682839449604904,-0.0190928579498285,-0.0190928579498285,0.0747448622735652,0.0747755413027444,0.00872831929244387,-0.0543063838459074,-0.141655990247243,-0.124686538243822,-0.0944767389247161,-0.102522219866747
"miR205",0.0108822093752336,0.0109385333003854,-0.144745184751453,0.0038124101444545,-0.00896091179310001,-0.0507570535039988,0.00259160949432063,0.00390056713362158,-0.0148968639992524,-0.0173480873888283,-0.00741043422952867,0.00938760748438049,0.0173563242818723,0.00932052757232971,0.00932052757232971,0.0292190641349164,0.0291539950982555,-0.00390056713362158,0.0508561517103212,0.0729273452343318,0.0763110722375679,0.00260962064174939,0.0854113741836269
"ZEB1",0.0368694224476367,0.036729079304979,-0.126938538958264,0.00745740148348694,0.00290728644608263,-0.0442724436764082,0.00170379472891683,0.00161256390818933,-0.0129465340010778,-0.023834524477043,0.0535897557071906,-0.0939864116130886,0.0240442512313261,0.00562067518500962,0.00562067518500962,0.0464977477518486,0.0460991500473871,-0.00161256390818933,0.0446834104541987,0.0518881946279259,0.0544827308302266,-0.033362915783331,0.0487423752618497
"miR200c",0.0320470768527257,0.0318597637155909,-0.128374678777261,0.00792289483073037,-0.0988413612204856,-0.046293953201549,0.00424927714951538,-0.00123833478511365,-0.00904209132235884,0.0687121823870493,0.061532175853546,0.00386512664015571,-0.0696483374959716,0.00417291097239317,0.00417291097239317,-0.0764376620101971,-0.0753332169597471,0.00123833478511365,0.0462726274507049,0.132376540140565,0.114246334441347,0.0573026332854182,0.0682713761787068
"GRHL2",0.160959343550924,0.160458441222476,0.121253784562309,0.0176946263835585,-0.00724515381415253,0.026872374619736,0.119766723657949,-0.00337166437476593,0.00116237379672673,0.0723288178101149,0.137168457889019,0.00528209554736164,-0.0731959199547476,0.00551202477807041,0.00551202477807041,-0.0788325554924463,-0.0778231152024193,0.00337166437476593,-0.0268185710548159,0.0962762053245462,0.0753231161718819,-0.166769009440881,-0.101194210310868
"OVOL2",0.183686446079861,0.183165515643266,0.253721701161564,0.0204190505787457,0.0365491856149351,0.237636618649286,0.0478713747912402,-0.0843339759491768,0.108186156972416,0.145181472138593,0.20912094149438,-0.0628019469270799,-0.145138309776173,-0.0630330582314254,-0.0630330582314254,-0.241522725948437,-0.241627443761488,0.0843339759491768,-0.237382726537227,0.161710964548453,0.10812375625887,-0.190519315603919,-0.172696372461068
"KLF8",0.338293513673973,0.336311692782899,-0.0591699418930949,0.0264141342423963,-0.00989656534008657,-0.0108333333333333,0.288465707055597,0.00989447392479503,-0.0457751611807349,0.151476810173218,0.38618593598339,0.044578962455459,-0.152493267094806,0.0448532556932164,0.0448532556932164,0.239173828473646,0.240569514534911,-0.00989447392479503,0.0108911368015414,0.0014829957654401,-0.0466782250921871,-0.450927475096872,-0.399708688615096
"CLDN7",0.338293513673973,0.336311692782899,-0.0591699418930949,0.0264141342423963,-0.00989656534008657,-0.0108333333333333,0.288465707055597,0.00989447392479503,-0.0457751611807349,0.151476810173218,0.38618593598339,0.044578962455459,-0.152493267094806,0.0448532556932164,0.0448532556932164,0.239173828473646,0.240569514534911,-0.00989447392479503,0.0108911368015414,0.0014829957654401,-0.0466782250921871,-0.450927475096872,-0.399708688615096
"CDH1",0.339396680831295,0.338293513673973,-0.0591955715675981,0.0264720265182307,-0.00957338653213955,-0.0108911368015414,0.288715681170704,0.00942953538584847,-0.045538171277154,0.152493267094806,0.286527989631804,0.0446623880382349,-0.153008539339162,0.044578962455459,0.044578962455459,0.240569514534911,0.2411771623038,-0.00942953538584847,0.0111479421430925,0.00128585137210717,-0.0471464552642822,-0.451902742483554,-0.401112394398364
"SNAI1",0.183315799548013,0.183243733434374,-0.129456446013215,0.0319066185735442,-0.114480302286462,-0.0169377281064457,0.0850250183348195,0.0258543833130142,-0.100157887258999,0.0447069066858108,0.158615078099408,0.0983188497318332,-0.044868873587338,0.0985074758036161,0.0985074758036161,0.0534047786455823,0.0536856057095832,-0.0258543833130142,0.016769877089538,0.117564011023588,-0.0660942830000173,-0.211187596714577,-0.0732794270288966
"TWIST1",-0.0564426409504145,-0.0562544220588146,0.0645805975806246,0.0714253639199244,-0.0556714506645504,0.0143502724093686,-0.0763046264690865,-0.0320117002219664,0.00674100214969963,-0.0937131467189758,-0.114972537882423,-0.00602504687150486,-0.00557365877417415,-0.00622754771371586,-0.00622754771371586,-0.0305978868493178,-0.0314204382313607,0.0320117002219664,-0.0143934808310828,0.0087694459236119,0.0341157252252757,0.16049762287104,0.152939345017123
