"","miR200b","miR200c","KLF8","miR101","GSC","miR34a","miR141","CLDN7","ZEB1","FOXC2","TWIST1","NP63","miR205","TCF3","OVOL2","TWIST2","SNAI1","GRHL2","SNAI2","ZEB2","TGFbeta","CDH1","miR200a"
"CDH1",0.0386004761315715,0.0587175606693273,0.000295765442294215,0.000214888084719242,0.0341982442512011,0.0571985298462068,0.0949805635913994,0.0949805635913994,0.0948409861740629,0.0192846678997078,-0.0712318180937597,0,0,0.0715558552783546,-0.0968568482391838,0.0051681756111043,0.00190260159025927,-0.0944628731981799,-0.00247002627003387,-0.0215684896909412,-0.0341961982991173,-0.0184229870623633,-0.0587175606693273
"SNAI2",0.0384672266840888,0.0586299084435203,0.000214888084719242,0.000173959917121864,0.0341961982991173,0.0571939150650628,0.0948409861740629,0.0948409861740629,0.0948253892667068,0.0193292238046382,-0.0710323258920912,0,0,0.0712318180937597,-0.0967691395529994,0.00547520731269051,0.00195380669117785,-0.0943387984110323,-0.10262586032147,-0.0215280518201616,-0.0343569222030276,-0.0183197154251075,-0.0586299084435203
"ZEB1",0.228576448641769,0.244669309354558,0.00258864692216271,0.00263273377325937,0.124733955421882,0.251425850252708,0.257672713554659,0.257672713554659,0.15764917330037,-0.0211526640609648,-0.103380975680256,0,0,0.103469313310284,-0.166256497968588,0.130789679525772,0.0375590492367533,-0.247206291635976,-0.00925395054946985,-0.0201648681644761,-0.124745160979839,-0.0638885817526505,-0.244669309354558
"GRHL2",-0.0657847133225089,-0.112198692941951,0.0685883456500538,0.0683709065022039,-0.131152337386103,-0.124691440794756,-0.12039590784695,-0.12039590784695,-0.120488272580654,-0.0715588481314621,0.0495676658408977,0.00853631481530386,-0.00853457921643547,-0.0491427857900277,0.114074570560227,-0.0862119949604117,0.0366453727148928,0.0484312082516891,-0.0763206120824396,-0.00592377870484314,0.130935593205213,0.000677705810159172,0.112198692941951
"TGFbeta",0.103726002816997,0.00542380302654998,-0.0634646556535733,-0.0634404192726882,0.00462013313162461,-0.151339639767102,0.0148632000610905,0.0148632000610905,0.0148668024839773,-0.156499033875672,-0.043892718422102,0,0,0.0439017942735303,-0.0105932056691873,-0.148095228427175,0.231243512170343,-0.0143300008153417,-0.0997902804067992,0.00717140049365369,-0.104644025087855,-0.035607846195292,-0.00542380302654998
"OVOL2",0.0819845217530137,0.0911055169199243,0.0648684065890509,0.0649934298938336,0.0355154911719119,0.0565323555288681,0.094025702392109,0.094025702392109,0.0940937722119074,-0.0991858952363366,0.00177178662873331,-0.00906664885944927,0.00906556846748307,-0.00201817178088063,-0.0982468372259663,-0.0791827701949214,0.120535629173812,-0.0282489748554001,-0.0849231187023905,0.013295810586835,-0.0354142180237638,-0.0790801040496361,-0.0911055169199243
"FOXC2",-0.22856396640331,-0.24462727841979,-0.00236784347146692,-0.00258864692216271,-0.124804514794881,-0.251345742627196,-0.257653583910938,-0.257653583910938,-0.257672713554659,0.0213438712335985,0.103469313310284,0,0,-0.103412981629347,0.166244479411937,-0.130714933978698,-0.0376251480828563,0.247189294404636,0.0092672503816044,0.02016234411661,0.124733955421882,0.0638771588382843,0.24462727841979
"KLF8",-0.0384007926668415,-0.0582398840882178,0.000613190003988008,-0.000295765442294215,-0.0348326470063216,-0.0567111126276638,-0.0945453516541576,-0.0945453516541576,-0.0949805635913994,-0.018048034886983,0.0715558552783546,0,0,-0.0697165522773866,0.096579581760468,-0.00495761974361413,-0.00224350601380222,0.0940765471909728,0.00270572461805034,0.0215840760728966,0.0341982442512011,-0.0819967629826437,0.0582398840882178
"ZEB2",-0.222686890523209,-0.222141268668515,-0.103512502327784,-0.103507530517946,-0.0872124560911524,-0.0752135131158736,-0.0687467105185007,-0.0687467105185007,-0.0687125866069676,-0.0546689435406926,-0.00944971496988213,0,0,0.00932468858444364,0.0512591589188763,0.0569790810964578,0.0610494522873154,0.0685399910333267,0.0705769987077497,0.0836334844294866,0.087240167327751,0.194288922500658,0.222141268668515
"miR200b",-0.222091879375657,-0.229102592206117,0.0135504206064228,0.0133829194357157,-0.0134824332028009,-0.125907119139702,-0.249782023789797,-0.249782023789797,-0.249799209716978,0.113342901954752,0.0629032766375344,0,0,-0.0628544723427565,0.166087114724078,0.0053355531841999,-0.171949581020937,0.244036344842221,0.115298967333244,0.201190693211232,0.0134335740081822,0.107524200117491,0.229102592206117
"miR205",-0.227307325286834,-0.237520696002293,-0.0225429863370097,-0.0227545139670241,-0.111698499885157,-0.257142915669585,-0.26041423274606,-0.26041423274606,-0.260431002724073,0.0281469849128094,0.0994682986524801,0,0,-0.0993900481685627,0.169859397426482,-0.113410712778377,-0.0379288886465988,0.251691211169177,0.0247789331030058,0.205191030957398,0.111609625103376,0.0965487899143006,0.237520696002293
