"","miR200c","CDH1","miR200b","miR200a","TWIST2","CLDN7","GRHL2","miR34a","GSC","SNAI1","NP63","miR205","TWIST1","TCF3","FOXC2","TGFbeta","OVOL2","SNAI2","ZEB2","KLF8","miR101","miR141","ZEB1"
"ZEB1",-0.243525737009267,0.180550914694452,0.225862196440308,0.248352896714694,-0.117909694660935,-0.271601106902766,-0.259336800888111,-0.278974059820403,0.0414446106474086,0.143091811639279,0,0,0.136079286376405,0.135784226673388,-0.155893486156343,-0.0415230495531059,0.174999461018564,-0.0388939219750479,-0.00595426172453732,0.00968050001591898,0.00963935228822877,0.271601106902766,0.171754800223242
"FOXC2",0.243370469791418,-0.180357813046833,-0.225789525873939,-0.24815856545159,0.117885839699103,0.27130055894475,0.259069755497949,0.278681758713572,-0.0413479985828414,-0.142964807427838,0,0,-0.135784226673388,-0.135451869755858,0.155599581138337,0.0414446106474086,-0.174810636139617,0.03885905484756,0.00593078807938311,-0.00958978231912149,-0.00968050001591898,-0.27130055894475,-0.271601106902766
"miR34a",0.188324187397159,-0.162571200503717,-0.0668942071962509,-0.20588542222889,0.0559690717549283,0.263383017547774,0.257366992656594,0.220727265806824,-0.0202316690164017,-0.154111917794109,0,0,-0.121704571735615,-0.12142822207062,0.196049155942761,0.020307696748422,-0.20229184973704,0.115463438415921,0.0212815662787302,-0.00888865315890466,-0.00891938456640312,-0.263383017547774,-0.263587670791409
"TGFbeta",0.0128478679626929,-0.05657153394109,-0.116959554670237,-0.0438743120163407,0.106178752306221,0.049715749148096,0.0476939572389852,0.114357707306907,-0.204722419844773,-0.0748690165223052,0,0,-0.124790876993981,-0.124239519019711,0.170678463684051,0.104894007530424,-0.0350907807796288,-0.0554523162552083,0.0360145236326566,-0.0618639698503346,-0.0615932148524466,-0.049715749148096,-0.0498531558496318
"GRHL2",0.127203017062506,-0.0325788349289237,-0.1755356160477,-0.152897076167311,0.0942465668579672,0.160532481391337,0.122867792787126,0.171169921470153,-0.130055153140939,-0.131593223745934,-0.0255409753580788,-0.0256364332958402,-0.118257183636275,-0.117679115539853,0.148119311830669,0.13021757269337,-0.158900689564962,-0.0704872209007199,0.0380328803719053,-0.103960336753521,-0.103792195550123,-0.160532481391337,-0.16076066377129
"TCF3",0.00625945812252889,0.0420442390284273,-0.0583379851374777,-0.0800405674021311,0.0445995804212896,0.083965324852394,0.0824196419848324,0.0886454115862425,-0.0190172104961867,-0.10251608876132,0,0,-0.158960192225648,-0.159395816620614,0.129726820503577,0.0187453236011351,-0.0649159790020347,-0.0110013799586083,0.0749058349716262,-0.0446407319116902,-0.045668894629616,-0.083965324852394,-0.0844809961393779
"KLF8",0.00625945812252889,0.0420442390284273,-0.0583379851374777,-0.0800405674021311,0.0445995804212896,0.083965324852394,0.0824196419848324,0.0886454115862425,-0.0190172104961867,-0.10251608876132,0,0,-0.158960192225648,-0.159395816620614,0.129726820503577,0.0187453236011351,-0.0649159790020347,-0.0110013799586083,0.0749058349716262,-0.0446407319116902,-0.045668894629616,-0.083965324852394,-0.0844809961393779
"CDH1",0.00652058798686874,-0.0583243450968723,-0.0583808801039753,-0.0803781255194485,0.0444802654297118,0.0844809961393779,0.0828773896068173,0.0890851466855803,-0.0187453236011351,-0.102799491233904,0,0,-0.159719820379698,-0.158960192225648,0.129983705622163,0.0189846999949399,-0.0652445048297567,-0.0109751912532732,0.0749325544835498,-0.045668894629616,-0.0453292097278011,-0.0844809961393779,-0.0847521292833993
"ZEB2",-0.227292856972766,-0.175921811411931,-0.156840295226951,-0.151290317413414,-0.103009461589439,-0.0816119661205736,-0.0800153324579619,-0.0622552524433506,-0.054307861007871,-0.00305454805850135,0,0,0.00193060232000264,0.00193222603929404,0.0184900461429353,0.0543109400341597,0.0600674709407293,0.0731896585616091,0.0789549047294789,0.0809121413601115,0.0810225155385199,0.0816119661205736,0.0817192477705015
"GSC",-0.0135992460557227,-0.0536313783498015,-0.12490407889081,-0.118558488664013,0.0641555357536417,0.104289437100047,0.103706796271977,0.0901351817566582,-0.0317954895501867,-0.0936833164372367,0,0,0.0101824647844746,0.0103198274218373,-0.0640223039555263,0.0318297170776757,-0.102320163389781,-0.0520656284243414,0.137679987827405,-0.0994195108177524,-0.0993912545234193,-0.104289437100047,-0.104333841323275
"miR200c",0.0105335083873838,-0.135396137489052,-0.131951727840307,-0.19887508583612,-0.00911701903577408,0.208297857362085,0.207228065317327,0.119512467460119,0.0663176482624759,0.0142055614661962,0,0,0.0404485129914744,0.0407014079735055,-0.0730697529384869,-0.0662153848318786,-0.139486263609889,0.11877743952675,0.185980765232003,0.0852008932866112,0.0853503835787476,-0.208297857362085,-0.20833111324715
"miR141",0.0105335083873838,-0.135396137489052,-0.131951727840307,-0.19887508583612,-0.00911701903577408,0.208297857362085,0.207228065317327,0.119512467460119,0.0663176482624759,0.0142055614661962,0,0,0.0404485129914744,0.0407014079735055,-0.0730697529384869,-0.0662153848318786,-0.139486263609889,0.11877743952675,0.185980765232003,0.0852008932866112,0.0853503835787476,-0.208297857362085,-0.20833111324715
"miR200a",0.0181028102133493,-0.171543497606206,-0.206781044180812,-0.225983080570066,0.102705083554227,0.238036405017165,0.23380446840389,0.239895678886152,-0.154279661808329,-0.120064105611863,0,0,-0.156808135710756,-0.157013705316033,0.174426693178704,0.154188760981132,-0.157235156583691,-0.0542747450864632,0.209480519237098,-0.0779537316478573,-0.0783355622735553,-0.238036405017165,-0.23822277188984
