"","TWIST2","ZEB2","KLF8","SNAI1","miR34a","OVOL2","miR205","CDH1","miR200b","ZEB1","miR200c","miR200a","TWIST1","GRHL2","GSC","TGFbeta","TCF3","miR141","CLDN7","FOXC2","NP63","miR101","SNAI2"
"miR200c",-0.068467022438706,-0.0113420072581314,-0.088658092223955,0.06755905601919,0.0133001834464415,-0.102906745676123,-0.0691701712936044,0.0899083214441745,-0.00818046625938057,0.0219193491695434,-0.0068636577664577,-0.0068636577664577,0.0712690058810607,0.0286438427841665,0.123382052410787,-0.123358190943647,-0.0710279422432181,-0.0219820666440602,-0.0219820666440602,-0.0494958909816841,0.0692803543396325,0.0886472856968126,0.0998790065956709
"GRHL2",-0.0249661608234983,-0.00955105420389595,-0.000965660156210695,0.0149704306403771,-0.0781390873759038,0.0713950633668724,0.133325148899449,0.0125737253060147,0.092465885446909,-0.0786284722813551,0.0872357144959996,0.0872357144959996,0.00277728105825049,-0.100805441423157,-0.0313719460980797,0.031339240454416,-0.00273970663198307,0.0786321843392108,0.0786321843392108,0.026391538449648,-0.133250518148109,0.000985907526253391,-0.00243020342141841
"miR200b",-0.0158153891283715,-0.00827092040917113,-0.0787821293973481,0.000435562692866086,0.0892292309210725,0.145373838312681,0.103633605725537,-0.0477640561032142,-0.0416308366827347,0.00782742623130902,-0.000759658928658447,-0.000759658928658447,0.0572125503507001,-0.00767102624262444,0.0598530949926507,-0.0598030995376921,-0.0569123299919146,-0.00783613079182915,-0.00783613079182915,-0.0597454210222472,-0.103708245853491,0.0787082847952084,0.118667532719013
"miR200a",-0.0158153891283715,-0.00827092040917113,-0.0787821293973481,0.000435562692866086,0.0892292309210725,0.145373838312681,0.103633605725537,-0.0477640561032142,-0.0416308366827347,0.00782742623130902,-0.000759658928658447,-0.000759658928658447,0.0572125503507001,-0.00767102624262444,0.0598530949926507,-0.0598030995376921,-0.0569123299919146,-0.00783613079182915,-0.00783613079182915,-0.0597454210222472,-0.103708245853491,0.0787082847952084,0.118667532719013
"FOXC2",0.0521366769665367,-0.00246655131844201,0.0102941705290848,-0.104853572214095,-0.0239419053493379,0.117466670972771,0.0781870073073243,-0.136951727596866,0.00157468079139183,-0.0140192066652047,0.0103220155899261,0.0103220155899261,-0.0135751595906283,-0.0285325048530556,-0.048293849325618,0.0483188164883714,0.0136314912715657,0.0140706441516545,0.0140706441516545,-0.0693852801247416,-0.0783632068193871,-0.0103540784420643,0.0201878114734802
"ZEB1",0.0520762443965622,-0.00243802957755572,0.0103540784420643,-0.104765283041086,-0.0239101069025697,0.117430615302817,0.0783632068193871,-0.136909843577524,0.00160392000750726,-0.114054017157069,0.010353167929813,0.010353167929813,-0.013641863515343,-0.0285064424316678,-0.0483188164883714,0.0482531839346247,0.0135751595906283,0.0140192066652047,0.0140192066652047,-0.0693264991211404,-0.0781792776321242,-0.0103768566484642,0.0201852952890223
"miR205",0.0430435791207775,0.0100443228813154,-0.0019709544012337,-0.118259109227634,-0.0290657563448531,0.111914252462833,0.0759248553080241,-0.110676615533195,-0.00432793374894386,-0.0148443683008565,0.00320088515036016,0.00320088515036016,-0.0111169720169916,-0.0247781792316496,-0.0351111844237077,0.0352159297022349,0.0112775914313485,0.0149244915291394,0.0149244915291394,-0.073117518799106,-0.0761825106444625,0.00181700233915222,0.0315756449582738
"TCF3",-0.408926267743841,0.0117143626317241,-0.301813857061987,-0.122066098907403,-0.0334943048604465,0.0376525134270341,0.0309420289855072,-0.367853718903483,-0.291167606577737,0.0215816099328169,-0.0159603446642789,-0.0159603446642789,0.260065958094818,0.0190406712024755,-0.243133295169858,0.24340518206491,-0.25740380901447,-0.021512122312585,-0.021512122312585,-0.137773127693908,-0.0302483873670101,0.303289047048577,0.443093633893403
"KLF8",-0.408926267743841,0.0117143626317241,-0.301813857061987,-0.122066098907403,-0.0334943048604465,0.0376525134270341,0.0309420289855072,-0.367853718903483,-0.291167606577737,0.0215816099328169,-0.0159603446642789,-0.0159603446642789,0.260065958094818,0.0190406712024755,-0.243133295169858,0.24340518206491,-0.25740380901447,-0.021512122312585,-0.021512122312585,-0.137773127693908,-0.0302483873670101,0.303289047048577,0.443093633893403
"SNAI2",-0.410815088327968,0.0117302295253991,-0.30371284440227,-0.122101693402498,-0.0339294251786403,0.0378068735908233,0.0304795121744061,-0.268435047099164,-0.291930207035797,0.0215325411401904,-0.0159535421413243,-0.0159535421413243,0.261829267570011,0.0191217959688687,-0.24406193268381,0.244251957460284,-0.261579902317926,-0.0215447101558199,-0.0215447101558199,-0.139576290674832,-0.0306124439993702,0.304394749296307,0.344389556824296
"miR141",-0.0911511540331503,0.0269168427905808,-0.098373774866218,0.0530212170918405,-0.00258013844883615,-0.118529979584733,-0.0816576690503973,0.0106085339224541,-0.0555756748046491,0.0121606381627954,-0.0189775733045634,-0.0189775733045634,0.0693575245571081,0.0221001435901454,0.0972273631885956,-0.0970796493443996,-0.0689449064285309,-0.0121622005198119,-0.0121622005198119,-0.0423887017298394,0.0815830289224428,0.0982044726076539,0.122048133022853
"GSC",-0.0611892440627267,0.0426187133431457,0.00177474288784685,-0.0324430045023167,-0.00791060590705987,0.090768964082201,0.0726804072177348,-0.0317064346747991,-0.083322540924316,0.0513411224098326,-0.0462695687296414,-0.0462695687296414,0.130558227687154,0.0454567189956725,-0.0650491034637102,0.0650099862894371,-0.130281905172459,-0.0512629323645837,-0.0512629323645837,-0.156799943570801,-0.0726325135799256,-0.0019335627490987,0.113083231829514
"SNAI1",0.115758325886257,0.0613269356045305,0.0218242330731258,-0.0975199928418836,0.0803757351550205,0.109734738478754,0.0954336295116725,0.0563330815627831,-0.00530901234965353,0.0807864419668558,-0.073594880741618,-0.073594880741618,-0.0438268867025906,0.0760654995876652,-0.057673958641715,0.0575921889823569,0.0435545574959219,-0.0807455974347342,-0.0807455974347342,0.0897496614572442,-0.0954556829299524,-0.0216960115462601,-0.130779934895504
