"","TWIST2","ZEB2","KLF8","SNAI2","FOXC2","OVOL2","NP63","miR205","GRHL2","CLDN7","miR200b","TWIST1","GSC","TGFbeta","miR200a","TCF3","miR141","ZEB1","miR200c","SNAI1","CDH1","miR34a","miR101"
"KLF8",-0.00966863976295033,-0.00760002899120927,0.00764089845214464,-0.00428512316819655,-0.00101417212721941,0.0290091231757856,0.0297629220072045,0.0279710144927536,0.0280488585636802,0.0259675711586304,-0.00445286383878053,0.0580371768252246,-0.00111946398783693,0.00137322508988515,0.00994062038290858,-0.0573595388774995,-0.0259675711586304,-0.0265125003909751,-0.0164664810356,0.0243959765792045,-0.0270384075857754,-0.00535032908162374,-0.00747698845363473
"CLDN7",-0.00966863976295033,-0.00760002899120927,0.00764089845214464,-0.00428512316819655,-0.00101417212721941,0.0290091231757856,0.0297629220072045,0.0279710144927536,0.0280488585636802,0.0259675711586304,-0.00445286383878053,0.0580371768252246,-0.00111946398783693,0.00137322508988515,0.00994062038290858,-0.0573595388774995,-0.0259675711586304,-0.0265125003909751,-0.0164664810356,0.0243959765792045,-0.0270384075857754,-0.00535032908162374,-0.00747698845363473
"SNAI2",-0.00964012180940678,-0.00756158347289929,0.00776491184660163,-0.104455219379457,-0.00080458867648191,0.0291928349252337,0.0294119240529108,0.0289154643800858,0.0284286613246964,0.0262750583476901,-0.00456201335230742,0.0580981819884671,-0.00132207628779009,0.00140006831622917,0.0100539209416394,-0.0579893680602843,-0.0262750583476901,-0.0264219435081754,-0.0167098253067174,0.0244342059038759,0.0729559516545831,-0.00557719086694198,-0.00754223486696166
"TGFbeta",0.0632818232508455,0.0028698991803671,0.100229757268983,0.0907108337839803,-0.106609400524366,0.0161432140632183,0.0189752599460574,0.0193650119220727,0.0232722747687024,0.0214017389305208,-0.106406110775186,0.017824341363432,-0.201955136388742,0.101918212456387,0.0133446971779596,-0.0178629137320023,-0.0214017389305208,-0.0213058458641556,-0.0108713639463898,0.112502172593866,-0.0054318264313511,0.0904178982725988,-0.10040356674333
"miR200b",0.0269444559473979,0.0037171452985794,-0.0683228437555662,-0.0677762094787807,0.0770572571458628,0.076349056550131,0.0654916101246224,0.0660709596892216,0.0213832717395669,0.0129663066150864,-0.0157949925303476,-0.00798967870917396,0.0973450267389324,-0.0974427451281697,0.00905545252645369,0.00781664530041581,-0.0129663066150864,-0.0128393093090363,-0.00515540615596539,-0.06886216558293,-0.029231300133455,-0.107318987397162,0.0681895632541433
"miR200a",0.100231741946573,0.0051086673601626,0.130498647816986,0.126384821666765,-0.125598703292223,0.0841373790504071,0.0761572584579877,0.0761465955825656,0.0362103050615208,0.028112642840556,-0.0863840603748175,0.0227259422319655,-0.121953191853929,0.121946374291889,0.0185105087852829,-0.0227717886906962,-0.028112642840556,-0.0281253648905469,-0.0134265067603329,0.138739074241975,-0.0337011486772055,-0.0153755710182527,-0.130597707649124
"CDH1",0.00952826918462354,0.00752209708143215,-0.00747698845363473,0.00459205479472466,0.000793131443785514,-0.0293702685892388,-0.0289154643800858,-0.0297629220072045,-0.0287338567781398,-0.0265125003909751,0.00472946241585095,-0.0579893680602843,0.00137322508988515,-0.00132207628779009,-0.0101592901067054,0.0580371768252246,0.0265125003909751,0.0262750583476901,0.0168804674058949,-0.0243384746282455,-0.0729947555103313,0.00573178603526612,0.00776491184660163
"TCF3",0.00966863976295033,0.00760002899120927,-0.00764089845214464,0.00428512316819655,0.00101417212721941,-0.0290091231757856,-0.0297629220072045,-0.0279710144927536,-0.0280488585636802,-0.0259675711586304,0.00445286383878053,-0.0580371768252246,0.00111946398783693,-0.00137322508988515,-0.00994062038290858,0.0573595388774995,0.0259675711586304,0.0265125003909751,0.0164664810356,-0.0243959765792045,0.0270384075857754,0.00535032908162374,0.00747698845363473
"miR200c",-0.121642645295784,0.0177788438351969,-0.142844411762891,-0.14814312766097,0.116238260751939,-0.0933062862492741,-0.0850563491407011,-0.0860977566402568,-0.0453742377746945,-0.0376496736805071,0.0511054491312761,-0.025670038709443,0.114663856549985,-0.11448546367661,-0.0134180869312373,0.0260708254938315,0.0376496736805071,0.0373432285114266,0.0290170106983821,-0.132484500802879,0.10947814523107,0.0270009363940915,0.143440571843579
"TWIST1",-0.06242545709537,0.017982283867322,0.0187030690310858,-0.0451956349227431,-0.0103077574917023,0.0826615709517941,0.0821931777259303,0.0820635524607878,0.0794271615203076,0.0729318014058542,-0.0223954520358795,-0.0924785401058179,-0.00784055271147851,0.00784086606438596,0.0510719838039198,-0.00756802585854693,-0.0729318014058542,-0.0729761023213653,-0.0162257167447659,0.0132139490690035,0.0275811463925001,-0.00144334230859224,-0.0186741888836974
"FOXC2",-0.149025788763995,0.0192201496147506,-0.0851532030721239,-0.0824457327333123,0.0984505006360975,-0.0912941343596644,-0.0852300280261778,-0.0867751622088831,-0.0473752803839453,-0.0378430154813893,0.0305822659424802,-0.0193478803121364,0.014468156838006,-0.0142043733358729,-0.017971169352659,0.0198942976172288,0.0378430154813893,0.0374302402802092,0.031200894052934,-0.092559177399723,0.138837137634378,0.029069791326893,0.0858464232080293
"ZEB1",-0.148968536855598,0.0192519526178627,-0.0858464232080293,-0.0826320502015035,0.0985741434367758,-0.0909781798592491,-0.0861582956431453,-0.0852300280261778,-0.0468362792923453,-0.0374302402802092,0.0303355279959623,-0.0196237100548756,0.0142043733358729,-0.0143701698566615,-0.0177456857496684,0.0193478803121364,0.0374302402802092,-0.0623257227206915,0.0309462360363986,-0.0926814602650135,0.138877498598472,0.0288221303472562,0.0855921890333719
"miR34a",-0.199465161331754,0.0830057640703994,-0.0595950670997378,-0.0734158011669326,0.0639004596465147,-0.130272762584428,-0.144277686928195,-0.143893559163137,-0.164515548906255,-0.152901066022364,0.0900639771248786,-0.077526327025912,0.0305428756653357,-0.0306333848701218,-0.0984250976484631,0.077402717631598,0.152901066022364,0.153012673430812,0.164501956816082,-0.0402758511280669,0.0294339670979299,0.0612520940270806,0.0595057539466953
