"","miR200b","miR200c","miR200a","SNAI2","CLDN7","GRHL2","SNAI1","TGFbeta","TCF3","ZEB2","FOXC2","TWIST1","GSC","OVOL2","miR205","NP63","miR101","KLF8","miR141","ZEB1","miR34a","TWIST2","CDH1"
"KLF8",-0.0211260195420291,0.0102729894028543,0.0102729894028543,0.0615006472497608,-0.0188437316135396,-0.0174189600974704,0.0711730135583747,0.0090588774779034,-0.0262798229194521,-0.00310956091498181,-0.0552173363856605,0.0317977319223563,-0.00780819776066577,0.0241230419034151,0.0216304347826087,0.021803845187233,-0.00752815501204414,-0.00900334499863332,0.0188437316135396,0.0188839612884107,-0.0108214421579824,-0.0801129071487849,-0.216309455158176
"CLDN7",-0.0211260195420291,0.0102729894028543,0.0102729894028543,0.0615006472497608,-0.0188437316135396,-0.0174189600974704,0.0711730135583747,0.0090588774779034,-0.0262798229194521,-0.00310956091498181,-0.0552173363856605,0.0317977319223563,-0.00780819776066577,0.0241230419034151,0.0216304347826087,0.021803845187233,-0.00752815501204414,-0.00900334499863332,0.0188437316135396,0.0188839612884107,-0.0108214421579824,-0.0801129071487849,-0.216309455158176
"SNAI2",-0.0215341275544515,0.010309259759048,0.010309259759048,-0.0392551747468951,-0.0187700532811591,-0.0173767202565201,0.0703266945318889,0.00867944151222434,-0.0289345181109353,-0.0028401381422369,-0.0572136845955108,0.030512320069586,-0.0083161968714832,0.0240850241723723,0.0214186371749063,0.0214484790131636,-0.00799669249350439,-0.00847603764282283,0.0187700532811591,0.0187976478095583,-0.0113826933687894,-0.0811665693674472,-0.116668385826702
"CDH1",0.0219558152732403,-0.0106020554920631,-0.0106020554920631,-0.0597711451494266,0.0188839612884107,0.0174351922826472,-0.0692015180969216,-0.0083161968714832,0.0317977319223563,0.00256849079852927,0.0592976279203997,-0.0289345181109353,0.0090588774779034,-0.0241626514003745,-0.021803845187233,-0.0214186371749063,0.00847603764282283,0.00752815501204414,-0.0188839612884107,-0.0187700532811591,0.0118545547407639,0.0821131878899415,0.117130952424589
"TGFbeta",0.154504860511994,-0.0868881500330414,-0.0868881500330414,-0.0968261472800298,0.159859347063695,0.147370246792261,0.114443250018501,-0.118864558947986,0.118767382301239,0.00672207618819917,0.0405801621310256,-0.118365775875536,0.0189075644692002,-0.142066835552891,-0.144181478877313,-0.144342285636648,0.1011359159837,0.101115834410967,-0.159859347063695,-0.159916128110147,-0.193238293117138,0.0375180185737828,0.0104794531321617
"GRHL2",-0.134506094944747,0.098154760812318,0.098154760812318,0.0487201225619207,-0.10062734981486,-0.108408989760213,0.0140380792666288,0.107626915943475,0.021020860490195,0.00992552187170743,0.0326906015902631,-0.0200468157477243,-0.107392433108395,-4.62159807201074e-05,-0.099874171515485,-0.0998793783120902,-0.0537239738773251,-0.0540593759636845,0.10062734981486,0.100652460794472,0.0965292383763802,0.00878547027416532,-0.0318307698339877
"TWIST1",-0.0992018885740333,0.0537291388867527,0.0537291388867527,0.0409146228213198,-0.170523110125548,-0.153456374510338,-0.0281792648943643,0.0162327506080819,-0.178927628356423,0.0710573708689417,-0.0729336372552236,0.0789088385813286,-0.0161942082004662,0.143474592411674,0.146744890571479,0.146870587798284,-0.0423160154575003,-0.0423548542764019,0.170523110125548,0.170564696221724,0.134979735807248,-0.0103588603171555,0.112496276000591
"miR101",-0.0160876402786439,-0.0881902802778922,-0.0881902802778922,0.0957444115722924,0.0949271893113879,0.0860456367731435,-0.0152659004355755,-0.0174550124400906,-0.0268781192168358,0.0785161646659197,0.0212912828100563,0.0274597239220506,0.0176059317904666,-0.0946403297444002,-0.0905977727487561,-0.090553158010146,-0.102249777604366,-0.00239067134921584,-0.0949271893113879,-0.094915653765427,-0.0264166804227462,-0.0332033912620061,0.0353412550703155
"GSC",-0.150587592558665,0.0569565609313919,0.0569565609313919,0.0423157337786495,-0.197646781298026,-0.176711146427387,-0.140314852339113,0.0139981561596122,-0.201526725069375,0.0978159183682681,-0.101564807214125,0.202004299820206,-0.013818461640295,0.161968991457494,0.167466538036854,0.167727079426535,-0.124890927277912,-0.125112105857693,0.197646781298026,0.197722316742973,0.17865267465421,0.0636270745338592,0.0438359118607294
"SNAI1",0.0340946250277088,-0.131724610240818,-0.131724610240818,-0.0472308611045688,0.150306022669216,0.138877720696056,-0.062374718045111,-0.0343310862632195,0.00161484388346201,0.104343607209286,-0.0512733691862755,-0.00081011874180484,0.0345100427730797,-0.134939842604643,-0.136604381988674,-0.136612958318005,0.0890032180297893,0.0888001226186224,-0.150306022669216,-0.150310423686855,-0.148889838859398,-0.0547007270811853,-0.0510874495735852
"miR200a",-0.114716721488509,0.0295936864439582,0.0295936864439582,-0.14721256535184,-0.217044391701519,-0.196626812276049,0.054295899164242,0.0943201254163719,0.124329542114699,0.153287891211374,0.0714473890296244,-0.124316231852487,-0.094278083783793,0.141850777909563,0.152740505264034,0.152872014060906,0.115820760181627,0.115793743863771,0.217044391701519,0.217069612607641,0.122624813480275,0.141326963165751,-0.00377454193962994
"miR200b",-0.0370736642667056,-0.181531488535945,-0.181531488535945,0.11842927994308,0.186617430888283,0.172280636683504,-0.0742780367814386,-0.128907209235848,-0.133932401077322,0.174918732258078,-0.0683120495088058,0.134078813961655,0.128968567294206,-0.121807251052086,-0.131234050237114,-0.131152301525545,-0.103332715316141,-0.103366935985426,-0.186617430888283,-0.18660560161373,-0.0940047706785671,-0.110897441022291,0.121431614461107
"miR200c",0.0574588388219444,-0.222650577465386,-0.222650577465386,-0.0807376444840361,0.255246470311732,0.227357760091524,0.134315177392011,0.0441530551063332,0.0974186774620844,0.178911978582637,0.00714204913174492,-0.0973757888394007,-0.044198505519932,-0.166353294579134,-0.179542779421747,-0.179738265471152,0.0986291212004056,0.0987732082289708,-0.255246470311732,-0.255327936070446,-0.247145730671305,-0.0527847529314834,0.127386409711565
