"","miR141","GRHL2","KLF8","SNAI2","ZEB2","OVOL2","miR200b","NP63","miR205","TGFbeta","SNAI1","TCF3","TWIST1","FOXC2","GSC","miR200c","TWIST2","miR200a","CDH1","miR101","miR34a","CLDN7","ZEB1"
"CLDN7",0.0839916548535336,0.0806952867624544,-0.0176013768339987,-0.00256956574118268,-0.0554075045223421,0.0592314154632846,0.0503925707390189,0.0201112088464438,0.0209782608695652,0.0172379297767758,-0.0407413480861551,-0.101092194788603,0.101237402920258,0.0744673268057434,-0.0165672754356484,-0.0172175036396918,0.0379084331305197,-0.0690014708235077,0.148691417912199,0.0195831977250731,-0.0725202410812051,-0.0839916548535336,-0.0845804710039194
"miR141",0.253758406620423,0.243330855713667,0.0355739845532392,-0.112796092230149,-0.0465184644904695,0.0872685545481614,0.139148329488662,0.0530703098531241,0.0527859665085355,0.17278955616921,0.231925851187581,0.146686641772119,-0.147563640160098,-0.114581938687731,-0.17242936164144,-0.111897683899166,0.109835494863674,-0.151118321621324,-0.0481744631386709,-0.0359143901582246,-0.108195330616667,-0.253758406620423,-0.25441705169978
"miR101",0.0952004941605507,0.0929297470262692,-0.149782154153886,0.151026166699849,-0.0334878610576926,0.0558318364273348,0.0367050832241394,0.0284016033543198,0.028367486201265,0.0128769214588696,-0.150574446961075,-0.170732912250671,0.17056596005574,0.178734189919103,-0.0129138128556282,-0.0333378658198595,-0.00314935173226046,-0.0610157266547469,-0.118404981253245,0.049780824967614,-0.117721050167577,-0.0952004941605507,-0.0951576478469816
"NP63",-0.0523792452265318,-0.102758511722963,0.00448948583528959,-0.0213498753989445,-0.0176937554894698,0.0507168554058447,-0.0846869820473161,-0.168128432785168,-0.067945715674248,-0.0144700521828246,0.069967010920434,0.114484741924724,-0.114469034531029,-0.0865116751968181,0.0142800585159469,0.0321444708410859,0.000934677298666871,0.0308712217009106,-0.0890427801692719,-0.00447303756509934,0.0559157634457449,0.0523792452265318,0.052463048184403
"OVOL2",-0.0987560811300673,-0.0312738035890586,-0.0913340224724314,-0.0958375149875487,-0.00423133059608869,-0.0964163329200873,-0.00700512947281894,-0.0117454049143588,-0.0117594500099194,-0.0170015683514147,0.0555784927319468,0.0139580033215571,-0.0138393068249022,0.00979994343679968,0.0169905454237251,0.100073981233748,0.0783669496661123,0.0980115356879741,0.0102281885687451,0.0913844704726069,0.120105215840098,0.0987560811300673,0.0987673581660818
"miR200c",0.192357579510468,0.189036648988138,0.0133029947328858,0.11291122505938,0.00145350739371634,0.0636100965764626,0.0230852654817774,0.0465926967682949,0.0462941362564769,-0.0623897868753486,-0.0854034019632305,-0.0848164923336458,0.0847824772191036,0.0362127680909772,0.0624568262354068,-0.0967076008659199,0.0125337599426456,-0.0946592771036608,-0.088757615520914,-0.0137424601700099,-0.184904415600044,-0.192357579510468,-0.192389049844656
"miR200a",-0.248384064580262,-0.23672259990422,-0.0386571423872628,-0.147241909067648,0.0256743967402063,-0.0889079629010809,-0.0848817299946328,-0.0564179085080491,-0.056019827825625,0.0568457800308223,0.0776763636235399,0.0821553108685624,-0.0820266450005114,-0.0282051904302143,-0.0572071108189324,0.11651162340289,-0.000117388806657779,0.138513357917688,0.19304819645418,0.0390029512558194,0.22841135491892,0.248384064580262,0.248668636751112
"TCF3",-0.0839916548535336,-0.0806952867624544,0.0176013768339987,0.00256956574118268,0.0554075045223421,-0.0592314154632846,-0.0503925707390189,-0.0201112088464438,-0.0209782608695652,-0.0172379297767758,0.0407413480861551,0.101092194788603,-0.101237402920258,-0.0744673268057434,0.0165672754356484,0.0172175036396918,-0.0379084331305197,0.0690014708235077,-0.148691417912199,-0.0195831977250731,0.0725202410812051,0.0839916548535336,0.0845804710039194
"SNAI2",-0.0850248726660137,-0.0816305347185014,0.0190429369764723,-0.0975596284173877,0.0560138763285839,-0.0596828008618297,-0.0507962976012358,-0.0208899474793014,-0.0208302638027869,-0.0179042272934151,0.0402542244012572,0.101072728285464,-0.100934443918398,-0.073974133059126,0.0177228204206369,0.0175743099290923,-0.0380141912036978,0.0698448614468197,-0.0483587016228145,-0.0187952868776204,0.0729424367726804,0.0850248726660137,0.0851501621086214
"GSC",0.0739203639718052,0.0749429961256256,-0.0369957594570152,0.0929471813739293,0.0589199424563713,0.0610437117942438,-0.0181692095139027,0.0126274246155092,0.0125642050136011,0.0274405151862525,-0.0458097770727441,-0.163355963992921,0.163109989037644,-0.00776667798324999,-0.0275743692669683,-0.0670433011741925,-0.00485505738369065,-0.00167099761371804,-0.00380781565600646,0.0367823757170511,-0.0669795118479675,-0.0739203639718052,-0.0738918873503874
"miR34a",0.0699701719562771,0.0680995165163058,-0.0690096895426587,-0.0503131756349759,0.0601223637357034,0.0537632139573215,0.058059003121454,0.0185717511178012,0.0184884918977887,0.0494494593493972,-0.0956479049359039,-0.0284467824002715,0.0283499419193758,0.111539889548172,-0.0494711815585459,-0.105658548377902,0.00323086152920044,-0.0582809145526898,-0.0511731783235443,0.0689895220564879,-0.0812998886436523,-0.0699701719562771,-0.0699739794584843
"FOXC2",-0.294674919590184,-0.269370167753783,-0.0786283787427218,-0.0342622437755483,0.0872838185704089,-0.100696766045145,-0.256197282408971,-0.0586403641597553,-0.0579897813459846,-0.0961601447813341,-0.193891141096272,-0.063991856775305,0.0649494953512401,0.145169005927384,0.0954708339835789,0.229854478849009,-0.109327488385267,0.290623599273572,0.239853069484302,0.0792805191668699,0.235176055871795,0.294674919590184,0.295573162638684
"ZEB1",-0.295573162638684,-0.270095760673869,-0.0792805191668699,-0.0342357639295867,0.0875188074267376,-0.10096090721244,-0.256680327938363,-0.0588990145793438,-0.0586403641597553,-0.0965280987150566,-0.194427013884321,-0.0649494953512401,0.0656123280445763,0.145808840529801,0.0961601447813341,0.230178858769101,-0.109487316629542,0.291344058943654,0.240221540064858,0.0796596660863012,0.235533788397937,0.295573162638684,0.196078959994359
