"","CDH1","SNAI2","miR141","CLDN7","KLF8","miR34a","miR200c","OVOL2","GSC","miR205","NP63","SNAI1","TCF3","TWIST1","FOXC2","ZEB2","miR200b","TGFbeta","miR101","ZEB1","GRHL2","TWIST2","miR200a"
"TWIST2",0.205451734514229,0.255196062370727,0.179459749534679,0.179459749534679,0.121955290743932,0.0600397157517347,-0.0417580388970071,0.100465787674259,0.0507518551024477,0.0294168208159141,0.0292593485875109,-0.0460639221903639,0.0432189838771952,0.0431562906323923,0.0259549779075494,-0.086079615185666,0.115248135036051,-0.0506724451917634,-0.121574662794717,-0.179658950363768,-0.184033967656245,-0.222436622821641,-0.134572906189011
"TGFbeta",0.0027358662633015,-0.121236610511055,0.10010821207732,0.10010821207732,-0.0765836445378139,-0.0113969798828777,-0.0287215059996808,0.0779773365514336,-0.189190283006644,0.0112273417045058,0.0116007404507582,-0.0401782050221686,0.0229738641164641,0.0229852089307495,-0.0523925354197202,-0.049792313084617,-0.0879684233428742,0.0893992290238545,0.0765206299475126,-0.100092944666038,-0.0994555933858531,0.12481716501131,-0.0718628126136931
"FOXC2",-0.0661170107385552,-0.101293084440108,-0.193281219544129,-0.193281219544129,-0.0628160941628402,-0.194162019126758,0.202359196211266,-0.0625943485720127,-0.00949500900374789,-0.0526708367551595,-0.0525488524775775,0.0624180432864332,-0.0995324157518533,-0.0995605815923219,-0.071206569995294,-0.0147182023722791,-0.223105165604031,0.00941142328496498,0.0626637568984067,0.193417677669339,0.203106225811316,0.197399524744434,0.190219659769882
"ZEB1",-0.0662259091888465,-0.101430516038832,-0.193417677669339,-0.193417677669339,-0.0626637568984067,-0.194228673563253,0.202285518455025,-0.0625956839671962,-0.00941142328496498,-0.0525488524775775,-0.052474131245252,0.0624378729402641,-0.0995605815923219,-0.0996092574292759,-0.07121265078877,-0.0146465194128834,-0.223060195347666,0.00952416491910123,0.0626387743494519,0.0935088393490771,0.203213874943135,0.197417018383111,0.19045206611507
"miR34a",-0.00302351258787515,0.108268182597757,0.0921841533242465,0.0921841533242465,0.0477718287883133,0.035323976777164,-0.10753584819516,0.0610331027901715,0.0255738481370451,0.0193171597598011,0.0195026007498289,0.0122077210267199,0.0599292638493047,0.0599804397131926,0.00348477986941485,0.0283378079853077,0.108522255645104,-0.0255913465833037,-0.0480138386223637,-0.0923438304480593,-0.0975992943150687,-0.209067788498605,-0.0840693278179943
"ZEB2",-0.237240823393001,-0.209121012263614,-0.186948367798972,-0.186948367798972,-0.183986824669724,-0.170355588031567,-0.097204573163843,-0.0868358595353018,-0.0827162918676993,-0.0376643893508527,-0.0373777454091112,-0.0366951680344483,-0.0146173595632136,-0.0145053229321063,-0.0033095676513172,0.0550593535192094,0.0782540540144835,0.0824915229486222,0.183019310475207,0.187083635966272,0.192039880223558,0.228959815974721,0.260184294142758
"OVOL2",-0.0852806390630211,0.0999945549648555,-0.123607703306861,-0.123607703306861,0.120033403823032,-0.0827379772663166,0.0934052559812748,-0.083919860174273,0.0207690408141596,-0.0654558333541771,-0.0653856078763738,0.103384195178589,-0.0343926315815243,-0.0343566629461743,0.000448622872954304,0.0556460822207168,0.0115242755546598,-0.020716681907634,-0.120107979127639,0.123508927340806,0.0975239313829886,-0.0844368724860051,0.135795066435869
"GRHL2",-0.00555284959300101,0.151653583269308,0.0753757576281437,0.0753757576281437,0.15431414969089,0.0920100102209387,-0.111308989781399,0.0948597121091848,0.111636968553547,-0.217268559343781,-0.217499393993277,0.0361458136039183,0.027534490934489,0.0275402716154532,0.00780467986220903,0.0734921380864415,0.175622852552768,-0.111602045578109,-0.153957619914051,-0.0755746802579402,0.0570132319274788,-0.140432933369836,-0.0586724044102857
"SNAI1",-0.111894476163223,-0.0952160690680165,-0.0505115703443285,-0.0505115703443285,0.000871613797190259,0.0272078609457697,-0.0417407889368541,-0.0516743413791138,-0.0273815224405714,-0.00583486294571528,-0.00564495851052782,-0.101030940192748,-0.00278337287742696,-0.00266330277692573,-0.0216043645848821,0.130282162622401,-0.00389562797514092,0.0273610312371523,-0.000923089592647286,0.0504866312443752,0.0496982730687368,0.0146426925098586,0.0816936239080036
"SNAI2",0.00232624959603702,0.0672332667010057,-0.111154878612461,-0.111154878612461,0.225104704791616,-0.0193328460348398,-0.0373079685837083,-0.0555834783459648,0.169248827037001,-0.0166201835445023,-0.0165170935577955,0.121756991666921,0.0371518695235213,0.0373490947683526,-0.0860917650450393,0.18966560166773,0.21472089927994,-0.169487973864535,-0.225543815471093,0.11090035765176,0.11088461570037,-0.181988083650144,0.15131437504402
"CDH1",0.00197208742055737,0.166739075986363,-0.111785383497671,-0.111785383497671,0.225172641771979,-0.0197251024320802,-0.0371634356581754,-0.0557871238012435,0.16886623399733,-0.0162863366004859,-0.0166201835445023,0.121682632955153,0.0370721882486209,0.0371518695235213,-0.0861948801393068,0.18969081586951,0.214382452136092,-0.169248827037001,-0.225104704791616,0.111154878612461,0.111408011641556,-0.181292195172466,0.151902763921512
"miR200b",-0.108005557951767,0.0218999152689556,-0.246572880373769,-0.246572880373769,0.0335508615001486,-0.145398560755945,0.0265537244682671,-0.0863404472266746,0.0764362080317661,-0.0612667273172484,-0.0609397324709715,0.0588539214474262,-0.0889081368974714,-0.0887084829642889,0.0569337249938318,0.200106732215183,-0.00460402502732782,-0.0764827947057048,-0.0339795204101302,0.246520876204508,0.246708461249445,0.0722976905476722,0.226427658887405
"miR200c",-0.0417191065896241,0.123726422077538,0.145992846820789,0.145992846820789,0.0907898341370917,0.146481897046259,-0.175362243222504,0.0426721957830434,0.0874314123876803,0.0418901176486268,0.0420891579898389,0.026147677813846,-0.00999816990848067,-0.0097689376148267,0.0691506657009963,0.214600164451831,0.185313244817683,-0.0873905070154414,-0.0910581962277945,-0.146188141447843,-0.1567334751922,-0.125326002321234,0.0369538580197503
