"","OVOL2","FOXC2","SNAI1","KLF8","miR205","TWIST1","ZEB2","TCF3","miR200b","TWIST2","SNAI2","CLDN7","miR34a","GRHL2","GSC","miR200c","miR200a","TGFbeta","CDH1","miR141","ZEB1","NP63","miR101"
"SNAI1",0.217001970368105,0.271634632626907,0.135146468302155,0.282272617577912,0.196040204476484,0.278056046127038,-0.0264558841977472,0.278216991155369,0.0119521026874639,0.164898734717962,0.208867220997906,0.181305944932308,-0.0651720286370925,0.164789703919883,-0.0370807812160839,-0.0782680862434536,-0.0782680862434536,0.0370591190867552,-0.178059323417364,-0.181305944932308,-0.181278226242267,-0.195238930278983,-0.282315358086867
"FOXC2",0.111447450909283,-0.12473336962535,-0.0999053718102531,-0.107256347553599,0.0716257295228065,-0.119786131717671,-0.0135155392242694,-0.119977659432858,0.0194460425389751,-0.157152385070623,-0.110441097720668,-0.0199970736488257,-0.00360585890687861,-0.0328340298316333,-0.0196400330464026,0.0184353440084639,0.0184353440084639,0.0199146718366893,0.0824482228402867,0.0199970736488257,0.0200655152630276,-0.072208543293476,0.107038967412217
"OVOL2",0.0253387732376537,-0.157788359874031,-0.13635209939801,-0.0861488184595845,0.0898681431859376,-0.0979461517620308,-0.00958704382929729,-0.0975576905002511,-0.0361775450736197,-0.0414937378376884,-0.0450909052584044,-0.129573540798519,-0.0785292818343281,-0.140711512043632,-0.174186263332523,0.121841269468516,0.121841269468516,0.174371586304305,-0.141796856193556,0.129573540798519,0.129703838118253,-0.0899146000404845,0.0863286765471667
"TGFbeta",-0.177407965871984,-0.241749322970325,-0.232530189108651,-0.0619587411377834,-0.15926519322231,-0.163188435731123,0.0123145150413858,-0.163326842465405,-0.15580577751252,0.0741031868109618,0.102624431651784,-0.145185356427905,0.0829710189951185,-0.132638314442008,-0.179866239488246,0.0701251892020782,0.0701251892020782,0.0799066386142345,0.0156204789687549,0.145185356427905,0.145146759039833,0.158567455419094,0.0620397598967422
"ZEB1",-0.111649095581991,0.124450274906857,0.0999540016756003,0.107038967412217,-0.072208543293476,0.119541550660384,0.0135819216831464,0.119786131717671,-0.0194000463452029,0.15735594741159,0.110491780864748,0.0200655152630276,0.00372388006507588,0.0329598093435484,0.0199146718366893,-0.0183977634079654,-0.0183977634079654,-0.0199455442922844,-0.082418088104292,-0.0200655152630276,-0.119989804715449,0.0728666649166511,-0.107031619603701
"GRHL2",0.152995427139367,-0.13116823734655,-0.116384496956733,-0.0169138871567597,0.178475712945976,-0.0710828215260179,0.0214112506314831,-0.0709151817780556,0.0294618987028783,-0.00702195790093416,0.0106440542472378,-0.0287455304565241,-0.00440915521152145,-0.123957323047521,-0.127432533987915,0.0129368769586652,0.0129368769586652,0.127681429479525,-0.0418349849759921,0.0287455304565241,0.0288741423434068,-0.178782913945681,0.0169358951676756
"miR205",-0.143752461369654,0.0823344895281112,0.0690770653502212,0.0651445694029669,-0.0988296694810804,0.090735343113615,0.0261722038971487,0.0902246557448905,-0.030817932065028,0.13889836800041,0.071930984209835,0.00230739829895381,-0.00378174448012568,0.0181682488927608,0.00202518126364088,-0.0137636508300241,-0.0137636508300241,-0.00257112635172213,-0.00417128059343373,-0.00230739829895381,-0.0026005623590276,0.0987801203779192,-0.0650531994799429
"miR141",-0.174848401273355,-0.185518112972178,-0.164836201561525,0.0105821493583155,-0.129680052004408,-0.0955367482383839,0.0327114649330416,-0.0958990831541596,-0.107265834457865,0.115987967812051,0.149669207002054,-0.0346033033936175,-0.0128564616956938,-0.0127047145138485,-0.104252548032443,0.0049059074481346,0.0049059074481346,0.10399688945595,0.00171343337769073,0.0346033033936175,0.0344298817647933,0.129399262951626,-0.0105299178104606
"TWIST1",0.064916234039635,-0.171570133476142,-0.239632236272523,-0.215906678632552,0.0463067563529345,-0.266365628732399,0.0711908889748141,-0.166696492163412,0.0446991664425763,-0.211504983087543,-0.212466979776385,0.0185369378591851,0.0741054326365388,0.0202025559474479,-0.00916783244744511,-0.0398682589094107,-0.0398682589094107,0.00930226084473899,-0.00722106270258985,-0.0185369378591851,-0.0185943192678555,-0.047300550052361,0.21585987287644
"GSC",0.173611524154499,0.197533326034366,0.071197441162874,0.075792787685373,0.151956202655414,0.167979542235813,0.0976869098815036,0.167270367689429,0.0233553577202311,-0.0247725394490375,-0.0216307028199065,0.135218291291557,0.0300086967041815,0.122590504115816,-0.0606283684768599,-0.118008555967629,-0.118008555967629,0.0603991662838533,0.000355120509963325,-0.135218291291557,-0.135457205318706,-0.15233360452135,-0.0760032483604061
"TWIST2",0.0648478196005373,-0.191286536564039,-0.279795775537349,-0.0827509817206135,0.0461664404791592,-0.108709059310074,0.154840079638995,-0.109214879807916,-0.0705960021478154,0.0412674002748673,0.0661984088928411,0.0160943417876755,0.104718617811945,0.0183423257459413,-0.0620470863026528,-0.0801219692480537,-0.0801219692480537,0.0620304402389011,-0.0604647155047921,-0.0160943417876755,-0.0162334917995673,-0.0468630839243777,0.0826319268597861
"SNAI2",0.0307105432444341,-0.0496749899325046,-0.0976713750912182,0.278950243568582,0.0271365384756877,0.101162602235256,0.158486701634641,0.101547984897571,-0.309636375287093,0.34662951644683,0.284670745856089,0.0181629858920117,0.0389984711109353,0.0189035234183778,-0.272928924037764,-0.0834137968981758,-0.0834137968981758,0.272979338774379,-0.208597429858892,-0.0181629858920117,-0.0180640912156989,-0.0259510036285593,-0.278941225497755
"TCF3",0.0327219071832357,-0.0472468292839852,-0.0971005995312329,0.279849493731955,0.0356521739130435,0.101595793662511,0.158507350585249,0.106097245743827,-0.308542425246253,0.346022895547337,0.384291783703497,0.0195300714391423,0.0394838598428316,0.019162813866008,-0.272659532558984,-0.0838374416814941,-0.0838374416814941,0.273475193244139,-0.308766486942328,-0.0195300714391423,-0.0180635169279328,-0.0290625785373209,-0.278940538285673
