"","TWIST2","ZEB2","miR101","miR34a","OVOL2","GRHL2","NP63","miR205","miR200a","miR200b","GSC","TGFbeta","FOXC2","CDH1","SNAI1","TCF3","TWIST1","miR200c","SNAI2","miR141","CLDN7","ZEB1","KLF8"
"TWIST1",-0.148239525613387,0.00270711106127068,0.0245182824834571,-0.180187064282759,-0.188866595616183,-0.202624631160972,-0.192169589106493,-0.189608508110343,-0.137818747444441,-0.0837095742664033,0.0266448612371068,0.0272110899408598,-0.0804770330593484,0.107698600771796,0.037623111122925,0.230842777969557,0.131750405801299,0.137818747444441,0.057127395301044,0.230707796448059,0.230707796448059,0.232241052367908,-0.0248837657279922
"miR34a",0.256319819249254,0.00523744755166897,-0.00488036206815852,0.228382253865576,0.252347826169295,0.293662389529101,0.265351451524502,0.261769412808965,0.235117689862275,0.111057718885397,-0.0536306179198519,-0.0544488211311185,-0.0287202998490926,-0.0873361887916913,-0.0486786960136146,-0.109552873215823,-0.110673230974478,-0.235117689862275,-0.0537398516333563,-0.332158722027798,-0.332158722027798,-0.334336613290294,0.00527602893970124
"SNAI2",-0.00473856734148121,0.0147013356971713,-0.00139330078572063,-0.0428475665302367,-0.0544235915378514,-0.0578188877447413,-0.0550443700093539,-0.0540758667131872,-0.0415300534006226,-0.0253716956564243,0.00584550351141721,0.00604586977232425,-0.0251973370231904,0.0953556468001955,0.00665705930583891,0.066485753213535,0.0665809654006949,0.0415300534006226,-0.0952293112768195,0.0646171745170142,0.0646171745170142,0.0651839764140095,0.00131768773032887
"TCF3",-0.00371376485892609,0.0149432344133904,-0.0012303401841479,-0.0411507883962311,-0.0528900758681257,-0.0562834488676023,-0.0526891178688113,-0.0504347826086956,-0.0402776654794684,-0.0246411999469092,0.00485072541379671,0.0054670023759138,-0.0251172529812465,-0.00496881078005351,0.00659587622329205,0.0654758296936744,0.0659598567991923,0.0402776654794684,0.00447900694472452,0.0624298074242138,0.0624298074242138,0.0638085880993409,0.00109623200354888
"KLF8",-0.00371376485892609,0.0149432344133904,-0.0012303401841479,-0.0411507883962311,-0.0528900758681257,-0.0562834488676023,-0.0526891178688113,-0.0504347826086956,-0.0402776654794684,-0.0246411999469092,0.00485072541379671,0.0054670023759138,-0.0251172529812465,-0.00496881078005351,0.00659587622329205,0.0654758296936744,0.0659598567991923,0.0402776654794684,0.00447900694472452,0.0624298074242138,0.0624298074242138,0.0638085880993409,0.00109623200354888
"CLDN7",-0.00371376485892609,0.0149432344133904,-0.0012303401841479,-0.0411507883962311,-0.0528900758681257,-0.0562834488676023,-0.0526891178688113,-0.0504347826086956,-0.0402776654794684,-0.0246411999469092,0.00485072541379671,0.0054670023759138,-0.0251172529812465,-0.00496881078005351,0.00659587622329205,0.0654758296936744,0.0659598567991923,0.0402776654794684,0.00447900694472452,0.0624298074242138,0.0624298074242138,0.0638085880993409,0.00109623200354888
"OVOL2",0.220292847777882,0.0168159205600148,0.173815710228943,0.246074878078952,0.3793931625357,0.131646876688257,0.409123838601998,0.40504319814564,0.28146620067064,0.03217255146017,-0.302838230715552,-0.303791713960702,0.103023672487752,0.011826742138437,0.0678215212401629,-0.00958995665978949,-0.0106672172885212,-0.28146620067064,-0.184126794572986,-0.346535626443655,-0.346535626443655,-0.348972689033923,-0.17332439057506
"miR200b",0.0761459962078654,0.0190989580126417,-0.0682628836249054,0.287711390909389,0.218972402861885,0.281706924131911,0.230878839555314,0.227157496033011,0.162648166787145,0.130062535084446,0.0638666332747285,0.0630087567180519,-0.0376693974584944,-0.0702373383121367,-0.0796512946040997,-0.102322417493989,-0.102888843097018,-0.162648166787145,0.0603681820997477,-0.322697460102223,-0.322697460102223,-0.324864895671735,0.0687401719070278
"GRHL2",0.0335238775686446,0.0239085996321276,-0.033465388288096,0.168257089621639,-0.062334939143022,0.0853057234067639,0.0535095648115158,0.051848596694467,0.140374420661214,0.134050498017848,0.0935359912125003,0.0931285564990628,-0.0806593807517071,-0.0965945347494357,-0.0877556241842856,-0.0599959892021114,-0.0606665481939607,-0.140374420661214,0.0205158141002961,-0.173282309058979,-0.173282309058979,-0.174306181958118,0.0337638169161166
"miR205",0.220745248053639,0.030927521655238,0.0310876184103757,0.360056369829149,0.262339322515353,0.329278842707593,0.274269863919712,0.268522167953009,0.200007841786286,0.156735904321995,-0.0492128438440332,-0.0505221598256234,-0.0818920266614612,-0.04981163254735,-0.106395406083754,-0.12855918485231,-0.130054180939785,-0.200007841786286,-0.0701600487578583,-0.392722731200568,-0.392722731200568,-0.396096602332604,-0.0302727989598469
"miR200c",0.161934343592597,0.0353702034654126,0.0940525463702654,0.21842678449353,0.232702151995291,0.294429215711043,0.244031080479357,0.24028841120621,0.165454866479918,0.108313225258284,-0.148246923231746,-0.149092300924683,0.0266235772411511,-0.0616585231584226,0.00905740827295521,-0.00608899578780528,-0.00734459718981957,-0.165454866479918,-0.134691583973674,-0.339413787421093,-0.339413787421093,-0.341668714983525,-0.0934509830260054
"miR200a",0.161934343592597,0.0353702034654126,0.0940525463702654,0.21842678449353,0.232702151995291,0.294429215711043,0.244031080479357,0.24028841120621,0.165454866479918,0.108313225258284,-0.148246923231746,-0.149092300924683,0.0266235772411511,-0.0616585231584226,0.00905740827295521,-0.00608899578780528,-0.00734459718981957,-0.165454866479918,-0.134691583973674,-0.339413787421093,-0.339413787421093,-0.341668714983525,-0.0934509830260054
"miR101",0.121806119160654,0.111435150606707,-0.0730645449459899,0.236614138594951,0.238028603083628,0.286528403303479,0.251246711288908,0.247601424704822,0.119554746061881,0.0934244135193387,-0.0504153120860319,-0.0512344687822397,-0.0389210987387615,-0.038166076153577,-0.0485888910851942,-0.063157050510585,-0.0642122320301773,-0.119554746061881,0.0346453712923416,-0.326734683600253,-0.326734683600253,-0.328945223793392,-0.0264822025352021
