"","miR200c","miR200a","CDH1","miR101","GSC","TWIST2","miR34a","ZEB1","miR141","CLDN7","NP63","GRHL2","SNAI1","FOXC2","TWIST1","TCF3","miR205","OVOL2","TGFbeta","SNAI2","KLF8","ZEB2","miR200b"
"FOXC2",0.0631655022222468,0.0631655022222468,-0.0130874596457391,0.0385246873016307,0.0477735620108293,-0.113218124315329,0.0850668573018834,0.0475384138777775,0.0514463875383836,0.0514463875383836,0.0803708603679175,0.0237721238263783,0.174016983625172,0.11806323691721,-0.01436507515091,-0.0127877880846639,-0.0868766885056242,-0.110028985493081,-0.0447677327210908,0.00789181332915108,-0.0405975010907206,-0.0831727227799587,-0.0596256570660744
"TWIST2",0.0730258163167676,0.0730258163167676,-0.0936092526619517,-0.0337093202040192,0.0457907670109089,0.122455500956338,-0.062435698117099,0.0692029794918297,0.0700963161110979,0.0700963161110979,0.0745505508192751,0.0636433497397749,-0.222603019071256,-0.145301041098559,0.0454125136191485,0.0456932083742886,-0.0761030215927718,-0.0833111479600071,-0.0450384195065905,-0.111347532449441,0.0331931261359059,-0.0765675689796601,-0.0884600352593838
"SNAI2",0.0341070214474627,0.0341070214474627,0.0980512116603849,0.0162837234185955,0.0015472342274039,-0.0510281204308853,0.0431115778015628,0.00138494343039461,0.00194934580318126,0.00194934580318126,-0.00762582146376112,0.00226729266707674,0.106803938226224,0.0827734919625843,0.00536200248826858,0.00549121902798566,0.00674955657675317,0.0126053581856866,-0.0011331439548627,-0.0569642055932287,-0.0165230491443768,-0.0657576249042617,-0.00597705629294906
"TCF3",0.0341065027418238,0.0341065027418238,-0.00216270358123895,0.016034549904624,0.00133844847007553,-0.0508069014953587,0.0431809411405494,0.000895295651571306,0.00213510108623466,0.00213510108623466,-0.00862423557007623,0.00239883737532588,0.106537191180135,0.0829785991748498,0.00516718184339071,0.00632884689663369,0.00648550724637681,0.0124384637197354,-0.000559039370927439,0.042947501305792,-0.016436874446421,-0.0654448009061615,-0.00590796888247425
"KLF8",0.0341065027418238,0.0341065027418238,-0.00216270358123895,0.016034549904624,0.00133844847007553,-0.0508069014953587,0.0431809411405494,0.000895295651571306,0.00213510108623466,0.00213510108623466,-0.00862423557007623,0.00239883737532588,0.106537191180135,0.0829785991748498,0.00516718184339071,0.00632884689663369,0.00648550724637681,0.0124384637197354,-0.000559039370927439,0.042947501305792,-0.016436874446421,-0.0654448009061615,-0.00590796888247425
"miR34a",0.11894495533901,0.11894495533901,-0.0355531574227981,0.105403011863323,0.0645794322096513,-0.112357699809866,0.170301262345074,0.114671604257747,0.11612987760309,0.11612987760309,0.107499559464363,0.100609782028497,0.254447330553757,0.157065717291421,-0.0845051395502461,-0.0838587490232922,-0.109870554979718,-0.114693720855909,-0.0635132337772707,-0.0115099655280137,-0.106097349601492,-0.0234331890804803,-0.0808642039729111
"OVOL2",-0.0513059157584667,-0.0513059157584667,-0.0668623611356958,0.0267050499659736,-0.0448176917420392,0.0822579174761413,-0.10884937954722,-0.041535102068368,-0.0435835824537981,-0.0435835824537981,-0.0255272423249527,0.00585352927391136,-0.134682392098726,-0.0270850609892628,0.000368575105680957,-0.000289650921223582,0.0289293966265333,-0.0280595343372781,0.0431794091141733,-0.0478476515132623,-0.0255699699620255,0.0625860036559524,0.0594514764925633
"CLDN7",-0.0341065027418238,-0.0341065027418238,0.00216270358123895,-0.016034549904624,-0.00133844847007553,0.0508069014953587,-0.0431809411405494,-0.000895295651571306,-0.00213510108623466,-0.00213510108623466,0.00862423557007623,-0.00239883737532588,-0.106537191180135,-0.0829785991748498,-0.00516718184339071,-0.00632884689663369,-0.00648550724637681,-0.0124384637197354,0.000559039370927439,-0.042947501305792,0.016436874446421,0.0654448009061615,0.00590796888247425
"CDH1",-0.0332976370644784,-0.0332976370644784,-0.0982854719747167,-0.0165230491443768,-0.000559039370927439,0.0509613091315182,-0.042312066968364,-0.00194934580318126,-0.000895295651571306,-0.000895295651571306,0.00674955657675317,-0.00153853156095715,-0.106685053339744,-0.0824946993003053,-0.00549121902798566,-0.00516718184339071,-0.00862423557007623,-0.0133261824457075,0.0015472342274039,-0.0433843289107825,0.016034549904624,0.0659146189908178,0.00555149691951184
"TGFbeta",-0.113827340222768,-0.113827340222768,0.0769845018023373,-0.0648511136991124,-0.239462574814916,-0.000745813059780352,-0.157458095946089,-0.109567219324102,-0.108469166519444,-0.108469166519444,-0.103440672967246,-0.100750055703267,-0.111606119154048,0.000332434779719696,0.00285831710799219,0.0030738685794146,0.101600934618923,0.103831496347622,0.140480372150311,0.0227448939305513,0.0640056102402346,0.121677179027821,0.150154091791082
"ZEB2",-0.296138688609527,-0.296138688609527,-0.209235271316093,-0.134730560683164,-0.106861664250751,-0.0962119660040021,-0.0672868180150308,-0.0596637989494465,-0.0585868090221378,-0.0585868090221378,-0.0512265577971807,-0.0501461661622309,-0.0451744780730392,0.00749997059575282,0.00899032597908305,0.00926148710074834,0.049289774407035,0.0507934976413283,0.10798427723562,0.128547719701978,0.1339519752625,0.230421192039788,0.297811598350918
"miR101",-0.215814482656319,-0.215814482656319,0.01346409879972,-0.136296321379133,-0.0850615152629668,0.121253160882289,-0.203924536557686,-0.160274552436177,-0.161731656684554,-0.161731656684554,-0.139926200591008,-0.139106193481015,-0.284765081706561,-0.125263883631933,0.188815841351439,0.188035639917615,0.142275035359011,0.144288283531561,0.0841174308822812,-0.0864949445252004,0.0368891384565182,0.271396132921312,0.172819001859458
"miR205",-0.171766729729739,-0.171766729729739,-0.0930928695575752,-0.0576229401908199,-0.0626677187692411,0.0909619198308836,-0.0803806070299564,-0.0482873659137203,-0.0514034762725978,-0.0514034762725978,-0.0843757990521141,-0.0286879100432363,-0.166167647861508,-0.11105659770596,0.0134449102227643,0.0121228888892113,0.0895189959602501,0.112077662282488,0.0603776060887142,0.0266102257900281,0.0592187847367864,0.301406937116047,0.170224806245553
