"","SNAI2","ZEB2","TWIST2","miR101","OVOL2","SNAI1","NP63","ZEB1","miR141","CLDN7","miR34a","GSC","TGFbeta","miR200b","miR200c","miR200a","FOXC2","GRHL2","TCF3","TWIST1","CDH1","miR205","KLF8"
"miR141",-0.078111028069512,-0.0480901101238562,-0.00536561796676305,0.0415412130727785,-0.186051032767261,-0.178766320517212,-0.154105257029948,-0.037901391742517,-0.0378850985907741,-0.0378850985907741,-0.0103702316153915,0.121971137235019,0.122015451388278,-0.00454271438673121,-0.000134269851849832,-0.000134269851849832,0.0924227353775511,0.0524213391634609,0.150865196642968,0.151230489394791,0.00434645303256087,0.153717839222946,-0.0412512379277909
"miR200c",-0.0921492421206809,-0.00652100772682538,-0.100049389114705,0.039289365637094,0.134318138378575,-0.202239041109232,0.104412944413928,-0.00842034481460727,-0.00840048056111261,-0.00840048056111261,0.115529341859994,0.066943604025835,0.0668856547484966,0.0603334653874378,0.00311597044556017,0.00311597044556017,0.109858533016956,-0.00597965656954588,0.114786210556325,0.114731490589452,-0.00422792391300468,-0.104359630036817,-0.0394298504899451
"NP63",-0.203185790076337,0.0076317581233715,-0.199875917042324,-0.219698518207994,0.16959747297201,0.0595400489026974,0.26798514534359,0.0102075514032602,0.0101603910342557,0.0101603910342557,-0.00679185031227308,-0.11968381766426,-0.119719762412048,0.126902232472149,0.00382155530138356,0.00382155530138356,-0.0700202329627482,-0.165727230113382,-0.178432612606107,-0.178847736582321,0.163040600405145,-0.367490734337571,0.219506621722441
"miR205",-0.0557841327286773,0.0136254986454518,-0.127655441622911,-0.0293215302545256,0.149128001142882,-0.0834413045006472,0.120455956626458,0.00702146719852302,0.00705438604425164,0.00705438604425164,0.0104875748102302,-0.0244400926395456,-0.0245321415206755,0.00863829614348084,0.00194630628779585,0.00194630628779585,0.0891964873342681,-0.0240366259419597,-0.0177322856482393,-0.0178681943834644,-0.0391489650352198,-0.120208211110652,0.0291325321945719
"miR200a",0.122492173253386,0.0139443303000359,0.120765441203289,-0.0230999017373808,-0.120154489208935,0.213219234405672,-0.0921701467677662,0.0167094923073064,0.0166677550555817,0.0166677550555817,-0.111126932064195,-0.0731065791919182,-0.0730338585301602,-0.0341061696032971,-0.00379621719082258,-0.00379621719082258,-0.113601701676096,-0.00234003726773652,-0.12031190729983,-0.12036958510275,0.0591578584053939,0.0921594838923441,0.0231611387245211
"FOXC2",-0.0432310483269171,0.0335085719324316,-0.113721698148517,-0.0177180235589616,0.164269849461973,-0.0643444074758954,0.135398692716066,0.0150762490857064,0.015100479967753,0.015100479967753,0.0162553960862353,-0.0402619428858164,-0.0403737523537988,0.00589474041025025,0.001321851872577,0.001321851872577,0.0813899591691814,-0.0370545035780487,-0.0301382182234432,-0.0304311429643175,-0.0627608354390854,-0.1350191860747,0.0173842509009331
"ZEB1",-0.0432433896125916,0.0335916131072244,-0.113807576011112,-0.0178164841930775,0.16435184272624,-0.0642995546874684,0.135660217029205,-0.0849013013281567,0.0150762490857064,0.0150762490857064,0.0162119789762249,-0.0403737523537988,-0.0404430438652456,0.00588089025524821,0.00138712344186376,0.00138712344186376,0.0812757753805768,-0.0370752779719085,-0.0304311429643175,-0.0305579405149013,-0.0627248260614166,-0.135398692716066,0.0177180235589616
"miR200b",0.0477680969368072,0.0406667875506457,-0.0153504341218215,-0.0577306769724916,0.171887383597621,0.167786127220772,0.141862459383786,0.0296122442498178,0.0296178240963051,0.0296178240963051,0.00596782181959186,-0.115808162068936,-0.115867247606614,-0.0216845813974094,0.000814516597112238,0.000814516597112238,-0.0886795667184116,-0.0441016453261785,-0.145339499899463,-0.145592394881494,-0.0592763875249502,-0.141517693078472,0.0575199496932149
"miR101",-0.112025459379843,0.0506563543378206,-0.0345124558086536,-0.223685701657109,0.183483084589614,0.247524882844793,0.165721320536985,0.113871034156511,0.113846315129452,0.113846315129452,-0.0346337444015793,-0.0326187943787736,-0.0326431091630009,0.0737395367291896,-0.0371275443943257,-0.0371275443943257,-0.253756691065555,-0.129976888247071,-0.245154362368008,-0.24538678601193,0.0571311152068464,-0.165495622447546,0.123482336157468
"KLF8",-0.111999323568813,0.0917487358939986,-0.120509917805866,-0.166738227903175,-0.0385304873775326,0.0563228083963391,-0.0325293205998157,-0.0199140126343167,-0.0197713801506829,-0.0197713801506829,-0.0312357546024916,-0.175035910598982,-0.175217168529016,0.132044911115758,0.0568321593668571,0.0568321593668571,-0.0745877290960296,0.0227083166127626,-0.148932465757495,-0.149222882020805,0.0731640970290183,0.0326449275362319,0.167319363352437
"CLDN7",-0.111999323568813,0.0917487358939986,-0.120509917805866,-0.166738227903175,-0.0385304873775326,0.0563228083963391,-0.0325293205998157,-0.0199140126343167,-0.0197713801506829,-0.0197713801506829,-0.0312357546024916,-0.175035910598982,-0.175217168529016,0.132044911115758,0.0568321593668571,0.0568321593668571,-0.0745877290960296,0.0227083166127626,-0.148932465757495,-0.149222882020805,0.0731640970290183,0.0326449275362319,0.167319363352437
"OVOL2",-0.137105381957672,0.0928784511223687,-0.139890913198922,-0.172993596133678,0.328441950082981,0.188379620606548,0.41559047829861,0.13043935426419,0.130394110252228,0.130394110252228,0.0632758622639533,-0.275540893817552,-0.275639411233777,0.109371975955412,-0.0836852965677792,-0.0836852965677792,-0.0851712446451239,-0.191274411254368,-0.17888052667745,-0.179371498549977,0.173575533000007,-0.415025433300285,0.172670070915161
"SNAI1",-0.138142127659276,0.172862993466558,-0.018982771344553,-0.252451708753657,0.135586267555024,0.171125126433923,0.125297010809627,0.102884172649845,0.102880234897221,0.102880234897221,-0.123769173180859,-0.014587638764512,-0.0146069590420215,0.0263306795163326,0.0279232505827955,0.0279232505827955,-0.288564900225952,-0.111721930845823,-0.254210571600763,-0.254274438675497,0.122586546332846,-0.12522594979517,0.252364043914121
