"","SNAI2","miR101","NP63","ZEB1","miR34a","TGFbeta","FOXC2","GSC","SNAI1","TCF3","TWIST1","OVOL2","miR141","CLDN7","miR205","GRHL2","KLF8","TWIST2","miR200c","miR200a","ZEB2","CDH1","miR200b"
"ZEB1",-0.0614334143082742,-0.0319448402237255,0.0679517418542778,-0.083224315912218,0.01865938462782,-0.018023453765973,0.0549451124224317,0.0181124121750582,-0.0576444688999901,-0.077797525441722,-0.0778570181313324,-0.0752183668076275,-0.0168048594608587,-0.0168048594608587,-0.0681529144028466,-0.0278292852956395,0.0319668836492738,-0.0355444524580599,-0.00549542749269808,-0.00549542749269808,-0.0491514990069784,-0.0729736620756647,-0.00666819849683423
"miR34a",-0.108168410299668,-0.0125403526657965,0.0716294772990851,0.0602449426407507,-0.0190479615813051,-0.0201975532367023,0.0473069680760931,0.0202271195769325,-0.0826769416597892,-0.0530624126652627,-0.0530269832210326,-0.0736232834707154,-0.0602463704540784,-0.0602463704540784,-0.071635154064086,-0.0672622005620752,0.0125038591193921,0.0156763978801407,0.0785309692987919,0.0785309692987919,0.00557676816816336,0.0375821533509363,0.0170036340763394
"FOXC2",0.0614479123234839,0.0319668836492738,-0.0681529144028466,-0.0168048594608587,-0.0185603202359653,0.0181124121750582,-0.0547066101894292,-0.0179767210731379,0.0576798789961167,0.0780622843421276,0.077797525441722,0.0750872310006082,0.0165961337927028,0.0165961337927028,0.0676649772925186,0.0275894354756213,-0.0318111230755272,0.0356184028397393,0.00556119354357034,0.00556119354357034,0.0491042993118834,0.0729372175393535,0.00656406584996701
"OVOL2",0.239895509983588,0.175465131954208,-0.330831576385702,-0.121362924318976,-0.0707644254988347,-0.205897192345104,-0.153276098140264,0.205946106586726,0.144499087044278,-0.0570377232638323,-0.0569406079483874,0.204012416250478,0.121237246507971,0.121237246507971,0.330553915650387,0.17347000128403,-0.175559447780623,-0.200891780593774,-0.0841349038680549,-0.0841349038680549,0.074652028540167,-0.168613973122996,-0.0430976898435577
"NP63",-0.265883057880883,-0.242451919376092,-0.0204529136421491,-0.00315030903140292,-0.00637304308703723,-0.00266375857476344,0.052041057745874,0.00273051310636914,-0.0156629598323522,0.143707482153899,0.143498798209099,0.154109448326514,0.00314318408356771,0.00314318408356771,-0.0797298034687709,-0.113969294016413,0.242575281402519,0.249023831203311,0.0275621439301276,0.0275621439301276,0.0905189406921215,0.112690203974856,0.170574721071568
"SNAI1",-0.142571788159497,-0.22656906458348,-0.0528433553260367,-0.0448745769254514,0.132047694727873,0.0175655034330165,-0.0770280555567345,-0.017477098526837,0.10198690896304,0.210020826309438,0.20991914992646,0.0575598524493296,0.0448345045016875,0.0448345045016875,0.0527686187418662,0.0463111180049223,0.226575616048356,0.0189088379325673,0.0309966211483714,0.0309966211483714,0.094357140911424,-0.0315211557263075,0.089911624993806
"SNAI2",0.231558428338305,0.258641640167099,-0.0552487301770123,-0.0597086068224679,-0.0172987310466011,-0.205629073033189,-0.0983316393299235,0.20575618711269,0.0591431855979997,-0.14692603204525,-0.146819485073904,0.0497205342002371,0.059658388208673,0.059658388208673,0.0547631220817355,0.0632479244035314,-0.258721415409026,-0.315821563151055,0.0230889800905299,0.0230889800905299,0.114269608175119,-0.106836010164522,-0.186522428616926
"miR101",0.135709792895865,0.220226285934241,-0.0751246532810783,-0.0466479984971363,-0.10183107293347,-0.000873553196324362,0.0777035847356476,0.0010353722775609,-0.189408106424837,-0.183140789777336,-0.183198622890613,0.083681844112357,0.0464640889358167,0.0464640889358167,0.0747861061469192,0.0503375419608932,-0.320223627561696,0.0109943404185361,0.0438049186119258,0.0438049186119258,0.150836186919189,0.0277492248732886,0.0659311674400244
"GSC",-0.0330933037480007,0.0731251035147904,0.0845265096063451,0.0776167019744468,-0.0136764395573658,-0.0446545085386938,-0.147566850362831,0.0446893472720308,-0.0855741194680883,-0.189983428373642,-0.189871621575789,-0.083155345192602,-0.0776195979020486,-0.0776195979020486,-0.0844153963666278,-0.0863974798155273,-0.0732001288480198,0.026978091805706,0.112231715001931,0.112231715001931,0.161361739563247,0.00627399328379423,0.038597393569699
"ZEB2",-0.187234181193517,-0.172721169855327,-0.116835005722156,-0.115727635352165,-0.0992140396167417,-0.0336924770202484,-0.0268662078591631,0.0336672290046809,0.0477017683176508,0.0543466767231151,0.0544749505471365,0.108833338191011,0.115839826917421,0.115839826917421,0.116850499989277,0.127076195280294,0.172851431273088,0.195262469763619,0.217484860786365,0.217484860786365,0.231313334542012,0.306084930279025,0.334757698731167
"miR200b",0.154865043764262,0.127825967720343,-0.0931106916286433,-0.0491571309267139,-0.135462613482925,0.0906274637511986,0.0887931370957912,-0.0903956666418449,-0.0732953915431135,0.0131897680173927,0.0130285659528231,0.0983505440541662,0.0490113853364666,0.0490113853364666,0.092431821893438,0.0564910927055274,-0.127752123118203,-0.0291581002070527,0.0903577656724817,0.0903577656724817,0.243132584817053,0.11396698802405,0.0876593049379822
"miR141",0.154865043764262,0.127825967720343,-0.0931106916286433,-0.0491571309267139,-0.135462613482925,0.0906274637511986,0.0887931370957912,-0.0903956666418449,-0.0732953915431135,0.0131897680173927,0.0130285659528231,0.0983505440541662,0.0490113853364666,0.0490113853364666,0.092431821893438,0.0564910927055274,-0.127752123118203,-0.0291581002070527,0.0903577656724817,0.0903577656724817,0.243132584817053,0.11396698802405,0.0876593049379822
"miR200a",-0.150602905379633,-0.140074914852447,-0.0779419619487659,-0.0267415505942272,-0.0225139414157306,-0.0944421651544004,-0.0973866844228027,0.094494433130039,0.121214771414456,0.0654094836615001,0.0653695528748636,0.0872580477737974,0.0266158924513341,0.0266158924513341,0.0780805793292529,0.0345561302844462,0.140128947488159,0.119482109989989,0.118041695210612,0.118041695210612,0.276146664925036,0.13379049999711,0.184206725066501
