"","miR200a","CDH1","SNAI2","miR141","ZEB1","GRHL2","GSC","TGFbeta","miR205","NP63","TWIST2","OVOL2","TCF3","SNAI1","TWIST1","FOXC2","KLF8","miR101","CLDN7","miR34a","ZEB2","miR200b","miR200c"
"CDH1",0.0237525017732561,-0.0966392136731941,-0.00106084553366992,0.0231449399637649,0.0231657963594589,0.0216063899127548,0.0037935821518406,0.00410252091649474,0.0177741476082768,0.0189297716452568,-0.019433490672953,0.0173988183544619,0.0625217503002285,-0.0135963905155247,-0.0623570756654344,-0.0352896781805106,0.00568921409340868,0.00570538956492367,-0.0231449399637649,-0.0221763522945649,-0.0245653979971874,-0.00152610756317756,-0.0237525017732561
"OVOL2",-0.00336293289542068,-0.0769190893757653,0.0721630954678177,-0.0183404848630204,-0.0185118142896986,-0.0111711664527653,0.0255204606117014,0.0253909412113487,0.00679052452680791,0.00652366771115519,0.0810104668742832,-0.0636230748617978,0.032352985610233,-0.0776985308474508,-0.0318440294200308,-0.0887588920054116,-0.0660912714161227,-0.0661888773295057,0.0183404848630204,0.0194869289728129,-0.0227523377115526,-0.0677194283492022,0.00336293289542068
"GRHL2",-0.00987557541600337,0.0656584682134898,-0.00838455984227524,-0.0204253745032675,-0.0205666510581284,-0.0121032532328052,-0.0821628100286827,-0.0824416394992393,0.00495743369474313,0.00421980417567757,0.0131599447605639,-0.0667583447329284,-0.0062485341403265,-0.00325205966049146,0.00666185282926806,0.0311429654880855,0.008216799405798,0.00807506781549914,0.0204253745032675,0.0185328580795227,-0.0186107252508035,-0.0608585249779232,0.00987557541600337
"ZEB1",0.0146102503621529,-0.0752309994315697,0.0345256403890471,0.020126349230981,-0.0798470202882979,0.0100692851211348,-0.0140802796728128,-0.0142282387748131,0.0213290577673832,0.0208979737347358,-0.0535128578526624,0.0352579276013375,0.00853001828706657,0.0865272692794072,-0.00863277838730274,0.0885446567237511,-0.046792533821593,-0.0468424989195025,-0.020126349230981,-0.0124889118964433,-0.00294124833334486,0.00283582070557587,-0.0146102503621529
"FOXC2",0.0145192657504199,-0.0752363301249406,0.0343980338915399,0.0200341018379264,0.020126349230981,0.0101172550851384,-0.0145068924972502,-0.0140802796728128,0.0201634302260441,0.0213290577673832,-0.0534277751554613,0.0350397240283541,0.00833285740378581,0.0867978024138145,-0.00853001828706657,0.088185889908668,-0.0469654109419052,-0.046792533821593,-0.0200341018379264,-0.0125574008587133,-0.00292837568922804,0.00277238357587515,-0.0145192657504199
"miR34a",-0.0864432548463296,0.0593495395393761,-0.117062080226524,-0.0771795936587076,-0.0771467539521708,-0.070539331133298,-0.0270487825726363,-0.027148342697901,-0.0608606706178432,-0.0611691081828895,-0.0106250797462675,-0.0573785009998918,-0.041426466507417,-0.100545823335593,0.0413437978042134,-0.0880403568726725,0.110606782202133,0.11056164544737,0.0771795936587076,-0.0130133176607764,0.000613648227528451,0.0160369690903629,0.0864432548463296
"CLDN7",-0.0239669254829986,-0.00333520336695216,0.000900570657018719,-0.0234631201195635,-0.0231449399637649,-0.0216550864682851,-0.00442798490696114,-0.0037935821518406,-0.0198550724637681,-0.0177741476082768,0.0195036759621164,-0.0180209204537653,-0.0627637638529875,0.0140522988409857,0.0625217503002285,0.0347460375807138,-0.0057935204560968,-0.00568921409340868,0.0234631201195635,0.0222134383872801,0.0245720778751683,0.00131754927779291,0.0239669254829986
"ZEB2",-0.320577611037265,-0.179133362120035,-0.138000525116815,-0.123772169391096,-0.123729207631971,-0.111504978417794,-0.0922189478394557,-0.0920028001939871,-0.0823520260835039,-0.0815618184603244,-0.0811440671775381,-0.0694238449814273,-0.0308182466407725,0.00918251497774751,0.0307419318340763,0.0358617792691183,0.119748756231305,0.119946634262866,0.123772169391096,0.124049508741286,0.22212594803854,0.226903727667179,0.320577611037265
"miR200a",-0.126723010686012,-0.101463292960718,-0.081325590989823,-0.0100449481440098,-0.00991839722567869,-0.0135562216894797,-0.147061819971311,-0.146923196209835,0.00195966772021002,0.00231865119275311,-0.0602992739220551,0.0171893628919197,-0.0513966272321973,0.0754900646204755,0.0510845755292232,0.0959826385672933,-0.00469474692272429,-0.00458668165130035,0.0100449481440098,0.00176935582917267,0.248843317658111,0.142664021350841,0.126723010686012
"miR200c",-0.142289270881673,-0.026091026486084,-0.115762948569661,-0.0356915393964511,-0.0356618546131389,-0.0243438626205568,-0.127362729024076,-0.127670655576208,-0.0273514312178832,-0.028215124127071,-0.00666893545501876,-0.0356436524393334,-0.0597565497042082,0.0179382816933989,0.0596515465245345,0.0665719902901462,0.0367035144364303,0.0366296698342906,0.0356915393964511,0.115249010434764,0.251708655344326,0.106186066926268,0.142289270881673
"miR200b",-0.142289270881673,-0.026091026486084,-0.115762948569661,-0.0356915393964511,-0.0356618546131389,-0.0243438626205568,-0.127362729024076,-0.127670655576208,-0.0273514312178832,-0.028215124127071,-0.00666893545501876,-0.0356436524393334,-0.0597565497042082,0.0179382816933989,0.0596515465245345,0.0665719902901462,0.0367035144364303,0.0366296698342906,0.0356915393964511,0.115249010434764,0.251708655344326,0.106186066926268,0.142289270881673
