"","miR200b","CDH1","TWIST2","miR200c","KLF8","TWIST1","TGFbeta","GSC","OVOL2","GRHL2","CLDN7","ZEB2","NP63","miR205","FOXC2","miR141","ZEB1","miR34a","SNAI1","TCF3","miR101","miR200a","SNAI2"
"GRHL2",-0.027236670010317,0.11361569594965,0.0628512469109501,0.0684679316705763,0.109503723073352,0.0390300154485357,-0.0405517134809562,-0.0422130493124833,0.0235200710090098,-0.0453314488208592,-0.0662785934102555,0.0187219164638995,0.00853631481530386,-0.00853457921643547,0.00976322929566639,0.0662785934102555,0.065501899893037,0.0582046107515418,-0.0318205375162159,-0.0398537624859367,-0.109083810225075,-0.0684679316705763,-0.123753936280763
"ZEB1",0.0159675697541339,0.0765643219875453,-0.0283008282037439,-0.0124203041772153,-0.00944012417854822,0.0690533576099009,0.0161480871441359,0.0160870282875145,-0.0545565511926466,0.00317124587184191,0.00492716654892218,0.0249203804975648,0,0,-0.135779279023533,-0.00492716654892218,-0.104758749208389,-0.0420597681063313,-0.16344172290062,-0.0698267625748362,0.00922115948476814,0.0124203041772153,-0.0461716140999882
"miR101",-0.00448349358023272,-0.0323373995702088,0.00512701161857552,-0.0187285078529852,0.106526186860292,-0.217986488584389,-0.0167058724579422,-0.0158011947965213,0.0416197924646854,-0.00557472199100472,-0.00629063345987863,0.0331006206079018,0,0,0.105024067214529,0.00629063345987863,0.00671711907340488,0.111956000750141,0.223497989581918,0.218323666546699,-0.206781390624548,0.0187285078529852,-0.098639041493482
"TCF3",-0.230063813954315,-0.3384070467762,-0.254701475729041,-0.0271151589217839,-0.242481523718199,-0.139648379194459,0.192965541794071,0.194524359992367,0.0221357948230219,0.0171851953656078,0.0167584774578739,0.0370231520300595,0,0,-0.0570259840467178,-0.0167584774578739,-0.0163232655206322,-0.00894742498187851,0.000844672630897795,0.142068514722049,0.24270503735253,0.0271151589217839,0.270086437572214
"KLF8",-0.230063813954315,-0.3384070467762,-0.254701475729041,-0.0271151589217839,-0.242481523718199,-0.139648379194459,0.192965541794071,0.194524359992367,0.0221357948230219,0.0171851953656078,0.0167584774578739,0.0370231520300595,0,0,-0.0570259840467178,-0.0167584774578739,-0.0163232655206322,-0.00894742498187851,0.000844672630897795,0.142068514722049,0.24270503735253,0.0271151589217839,0.270086437572214
"CLDN7",-0.230063813954315,-0.3384070467762,-0.254701475729041,-0.0271151589217839,-0.242481523718199,-0.139648379194459,0.192965541794071,0.194524359992367,0.0221357948230219,0.0171851953656078,0.0167584774578739,0.0370231520300595,0,0,-0.0570259840467178,-0.0167584774578739,-0.0163232655206322,-0.00894742498187851,0.000844672630897795,0.142068514722049,0.24270503735253,0.0271151589217839,0.270086437572214
"SNAI2",-0.230302414023258,-0.238457674823172,-0.255554071854599,-0.0270727604470703,-0.243128834706223,-0.140108098532559,0.194004043145432,0.193679579071318,0.0221297195694049,0.017182502895673,0.0167548324776841,0.0370918301356378,0,0,-0.0557274056521593,-0.0167548324776841,-0.0168160203450041,-0.00883400594706763,0.00107019989124779,0.139536825409599,0.243150339336656,0.0270727604470703,0.170131018521487
"TGFbeta",0.0895838020811284,0.15114892432121,0.157018003613888,-0.0316672496142763,-0.0508524751252425,0.222204093417627,-0.113238081177797,-0.0129465993117913,0.00894568914572188,0.0120396450844514,0.0121831418809495,0.0571681028593607,0,0,-0.0687201150663742,-0.0121831418809495,-0.0121181267250418,-0.163009991373555,-0.208837485248551,-0.221593742409073,0.0508462429130149,0.0316672496142763,-0.107138402935478
"NP63",0.126837311528318,0.0826853845579452,0.196206324317746,-0.0617931216878342,0.190568228261188,0.106327297008768,-0.0523977237406554,-0.0530430175461772,-0.0286951712489793,-0.0549898266371341,0.0508478362998743,0.0788171702047762,-0.00418403674447556,-0.0958159632555245,0.0659304774254725,-0.0508478362998743,-0.0507694618736871,-0.0528811999514422,0.0324991250912683,-0.108209940338735,-0.190754641990011,0.0617931216878342,-0.173520771441708
"miR34a",0.0571892676478313,0.0164374040650012,0.0401335256948306,-0.122666785803952,-0.0225762079591871,0.0820446350496253,-0.085665648840962,-0.085071908457565,0.0724202147109137,0.0582159380908309,0.0573873862858302,0.119938153829723,0,0,-0.0928178586720595,-0.0573873862858302,-0.0571265723846397,-0.101741086018144,-0.159160783004693,-0.0816375901014704,0.0224811326672387,0.122666785803952,-0.106955366751419
"miR200b",-0.119139664631806,-0.0733326501875812,-0.101581436800009,-0.0797967103313187,0.00444452581358652,-0.144868336534361,-0.0918885629512435,-0.0930373221549523,-0.0623832292075414,-0.00201521819963867,-0.00128824780278623,0.155301853349595,0,0,0.059239823659618,0.00128824780278623,0.000815300014525776,0.0992328040782805,0.120119745272828,0.14398246463824,-0.00418156698645493,0.0797967103313187,0.102757231957174
"miR200c",-0.0426185246084577,-0.0540761830693547,0.0619288439650687,-0.0844410197757207,-0.0323708297269959,0.121922085636582,0.0652194463729547,0.0664443350194414,0.0540971100492579,-0.00688053345535839,-0.00902465892656172,0.17440181111676,0,0,-0.0521839693375871,0.00902465892656172,0.00965250325330861,-0.086694219530956,-0.107762013754628,-0.12146214213125,0.0320034078041545,0.0844410197757207,-0.0539465083007865
"TWIST1",0.0239728077886216,0.137265000179195,0.157005139874621,-0.140584772578133,0.0159376584094918,0.178666023680443,-0.0912301943207731,-0.0907228759636197,0.101100263233685,0.110092942980289,0.108095424343585,0.189078442582218,0,0,0.0686992597761949,-0.108095424343585,-0.107783837124461,-0.114723207792238,-0.142264656564492,-0.2786652067337,-0.0161059599580653,0.140584772578133,-0.1283788955018
