"","SNAI2","miR101","ZEB2","TWIST1","OVOL2","CDH1","miR34a","miR205","miR200a","miR200c","TGFbeta","miR200b","CLDN7","ZEB1","miR141","GRHL2","GSC","FOXC2","NP63","SNAI1","TCF3","TWIST2","KLF8"
"miR200c",0.149972596897269,0.130639736813691,0.00586428148674416,0.147864403211484,-0.136013159908848,-0.00290631208148187,-0.0016557383329768,-0.111632458427445,0.00475947957508399,-0.00849128240927479,0.147364691166767,0.0478357794880423,0.010555038958411,0.0108641624538054,-0.010555038958411,0.0249172476700724,-0.147513541271303,-0.0332183405270175,0.111685772804555,-0.0910782201945129,-0.148238569471448,-0.111448313241187,-0.13096573371582
"miR205",-0.0268010938099668,-0.0111038950746946,0.0103745709926289,-0.0339769518187,0.130418857501717,-0.0113352840132554,-0.00257292210819611,0.108247988137346,-0.0121540831183069,0.00249851261829868,-0.0357271476018346,-0.00466430269385203,-0.0114702595168074,-0.0118634223346606,0.0114702595168074,-0.0262263549585756,0.035987423748478,-0.0861430675254759,-0.108129070289759,-0.0586959378766035,0.0343558488987214,0.0966546009857757,0.01149065269407
"TWIST2",-0.110260349152764,-0.00177922654450123,0.0134296985619066,-0.0468948984814908,0.125793305549538,-0.0474074935985478,0.0870117148941111,0.10942667303498,-0.0422596283642908,0.0306342139504212,-0.0467564452723846,-0.0540291988375148,-0.0721403676869565,-0.072261437882918,0.0721403676869565,-0.0807525780342658,0.0470094108641522,-0.0403300432236027,-0.109325685410243,-0.115092224913055,0.0470188601246238,0.137794193522697,0.00185222368544654
"ZEB1",-0.0107231453203906,-0.0211944901341537,0.0168116756895927,0.0297226476022052,-0.137880804189713,-0.0603249177644867,-0.00382648309453581,-0.116099580038804,0.0045409729348735,-0.0157615977487548,0.0486079772654557,0.0108068138657763,0.0153807373703675,-0.084752960367314,-0.0153807373703675,0.0348052709482517,-0.0488003012295705,0.0866422106197902,0.115987498190316,0.05561199461488,-0.0294552309670877,-0.0657525929155862,0.0214127200470822
"SNAI1",-0.0821206560201127,-0.109005536091046,0.0270774551443035,-0.0238415541914856,-0.0704387441180334,-0.0683373564798244,-0.0861510793192275,-0.0606982570727285,-0.00454979645994505,-0.0387747970205042,0.000539652127501911,-0.000253067476015401,0.0455876998959285,0.0456286988497217,-0.0455876998959285,0.0475018574895316,-0.000531260491815992,0.123125563838916,0.0603846084571931,-0.059773862244061,0.024002499219817,-0.00824723292230996,0.108887297748754
"miR101",0.0625786294333988,0.0837457144909745,0.0417484154793295,0.0222329027215192,-0.11375483538703,-0.0431160320686548,0.0242909434086724,-0.0877410670127518,-0.00572698112425344,-0.0298280554545597,0.0207196537067327,0.0542417083329452,0.0205131973492555,0.0205777964066366,-0.0205131973492555,0.0281287240206523,-0.0207355840826058,-0.103549815333406,0.0872529292844293,-0.0266044221513216,-0.0219699257347336,0.000937885318172671,-0.183914521147539
"miR200b",0.103628409359855,0.0961163630618701,0.0463605854734754,0.129819370894119,-0.146307565869584,-0.0803782301165425,-0.0104364405132013,-0.120239486447656,-0.0116015477107296,-0.0297370914630952,0.135932799515845,0.0907176205173556,0.0152417419237796,0.0154388221017097,-0.0152417419237796,0.0296818395862341,-0.135862351374767,-0.0271854312153583,0.120122194818013,-0.080717289435413,-0.12988592220518,-0.0801343377205036,-0.0964063382068577
"TGFbeta",0.19094869051273,0.145285101315327,0.0487929321989004,0.148609088135109,-0.0297079759284162,-0.0404952120057377,0.0845643001087027,-0.029478189021152,-0.00643172608166823,-0.0358977553062181,0.117019416425399,0.155722733280041,0.0260512424084312,0.0260730284896985,-0.0260512424084312,0.0288900078279664,-0.217072847527513,-0.0607315554853402,0.02939097179575,-0.103518131941292,-0.148568246803682,-0.132127398600175,-0.145346730969578
"CDH1",0.249803258167747,0.22960439154347,0.0664326812007193,0.171056400743431,-0.143362267297885,-0.148146338987208,-0.0557832327261017,-0.127686395241686,0.0145422576209873,-0.0784325896072503,0.237838519634327,0.270059648942142,0.0923858759134193,0.0921500382082645,-0.0923858759134193,0.103180688094809,-0.23811472316564,-0.0332200123054747,0.127789117378306,0.0013779054346139,-0.170413638459235,-0.262613830574433,-0.229271176830261
"KLF8",0.249617842133974,0.229271176830261,0.0666286242881589,0.170413638459235,-0.142772784784313,-0.0479502029616631,-0.0554070737857043,-0.126992753623188,0.0141325172647467,-0.0778360246326202,0.23811472316564,0.269632178413942,0.091519109282106,0.0923858759134193,-0.091519109282106,0.102333368028582,-0.238223477923661,-0.0333096233933533,0.127686395241686,0.00134093989471165,-0.171042873696408,-0.262571719400935,-0.230388745001919
"SNAI2",0.149715728736824,0.229714689486656,0.0666667451115847,0.171035998131897,-0.143473163337889,-0.148098912052405,-0.0556240227766336,-0.127789117378306,0.014487241862236,-0.0782134590427326,0.238136268206986,0.269965116041144,0.0921500382082645,0.0921039330645416,-0.0921500382082645,0.102982453664769,-0.237838519634327,-0.0333664102788175,0.12848633123577,0.00151192922049643,-0.171056400743431,-0.262853300287895,-0.22960439154347
"TWIST1",-0.214051023052157,-0.167796862620293,0.0836039916249876,-0.149480140378075,0.100576983845184,-0.0619954208148506,-0.0314112116431062,0.0792907928239218,-0.0534920140609937,-0.0326658473513412,-0.0522538841857623,-0.0573172610539806,-0.0350948344538068,-0.0352124354913614,0.0350948344538068,-0.0391273263444342,0.0525274412739618,0.019911555083452,-0.078890132913481,0.025767130211198,0.0493747542481969,0.163938983788416,0.167959188965958
