"","SNAI2","TWIST2","FOXC2","ZEB2","miR141","GRHL2","OVOL2","CDH1","GSC","TGFbeta","NP63","miR205","miR200b","miR200c","miR200a","miR34a","CLDN7","ZEB1","SNAI1","TCF3","TWIST1","KLF8","miR101"
"SNAI2",0.268792787487674,0.340561359025167,-0.00253770113926295,-0.0199922808171603,-0.0629043030192865,-0.061269620861736,-0.052645873048485,0.131165133399455,0.203903881833674,0.20388535334073,0,0,-0.27103393388663,0.0428675079652217,0.0428675079652217,0.0215139007417911,0.0629043030192865,0.0629689187783332,0.0523619713670098,-0.133268448931888,-0.133234444579331,-0.284740167079643,-0.284749185150469
"miR101",0.0895725901160649,0.0382788392200637,0.178350355475405,-0.0149417792109535,0.207014376795651,0.206287441563945,0.154961159982531,-0.0469708160360884,0.0305754142975246,0.0305385229007661,0,0,0.0703688914849758,-0.0979571515915194,-0.0979571515915194,-0.0483309551627808,-0.207014376795651,-0.207041073344875,-0.16274496181439,-0.185525590293552,-0.185572511498663,-0.0807728066928517,-0.180780781810485
"TGFbeta",-0.262283517944067,-0.195080460369836,-0.0988015549334967,-0.000732144327354871,-0.0769917403800896,-0.0780793146583662,-0.0840113957779814,-0.0751841572305979,-0.0253768278941592,-0.12537899989018,0,0,0.12833658309383,0.037144249933444,0.037144249933444,-0.0419458706201887,0.0769917403800896,0.0769510844646539,0.0329096092198887,0.113110537898408,0.112981207015555,0.156547107481493,0.156520101228506
"KLF8",-0.368703543592941,-0.340422752154458,0.0019397198501086,0.0201734913879886,0.062254109772584,0.060692191159382,0.052233515030129,-0.231025103301321,-0.203568026394352,-0.203676781152372,0,0,0.270611934687487,-0.0425642001780164,-0.0425642001780164,-0.021227370630879,-0.062254109772584,-0.0626893217098257,-0.0521806234647711,0.13362673440889,0.133433123566683,0.284304805625632,0.28473693198534
"CLDN7",-0.368703543592941,-0.340422752154458,0.0019397198501086,0.0201734913879886,0.062254109772584,0.060692191159382,0.052233515030129,-0.231025103301321,-0.203568026394352,-0.203676781152372,0,0,0.270611934687487,-0.0425642001780164,-0.0425642001780164,-0.021227370630879,-0.062254109772584,-0.0626893217098257,-0.0521806234647711,0.13362673440889,0.133433123566683,0.284304805625632,0.28473693198534
"miR200a",0.202462984828296,0.0513491492979823,0.108876228332953,0.0209058366813067,-0.21734703949554,-0.215800765084316,-0.141960534467047,0.138175386819334,-0.112345574738031,-0.112313759448512,0,0,-0.137851875763223,0.101608932345533,0.101608932345533,0.195710399512248,0.21734703949554,0.217436540233196,-0.036103255305027,-0.0865931566226415,-0.086494069115062,-0.145937717373659,-0.145874679298662
"miR141",0.202462984828296,0.0513491492979823,0.108876228332953,0.0209058366813067,-0.21734703949554,-0.215800765084316,-0.141960534467047,0.138175386819334,-0.112345574738031,-0.112313759448512,0,0,-0.137851875763223,0.101608932345533,0.101608932345533,0.195710399512248,0.21734703949554,0.217436540233196,-0.036103255305027,-0.0865931566226415,-0.086494069115062,-0.145937717373659,-0.145874679298662
"OVOL2",-0.249070457909142,-0.253864541922393,-0.170597558418033,0.0601148996394856,-0.270388565734085,-0.274529427501077,0.0735577803898865,-0.151100356696104,0.16928608405967,0.169228213689299,0.300276143134155,-0.300216721576014,0.00200725737089589,0.220057367715875,0.220057367715875,0.177660406973683,0.270388565734085,0.270459352911959,0.125720010671547,0.174763895317701,0.175109194217061,0.234637496519185,0.23491496052015
"FOXC2",0.0371223623628652,-0.106017718904011,-0.128759783029402,0.0822498526690382,-0.266013132379749,-0.254403448601938,-0.171604670968487,0.144860991509947,-0.0234858555137777,-0.023534704310469,0,0,-0.259070152059274,0.214168030810634,0.214168030810634,0.230713573505423,0.266013132379749,0.266095177296152,0.133794203979265,0.112398604963326,0.112663363863732,0.00734080728558737,0.00748629793139467
"ZEB1",0.0370795872270811,-0.106136993713172,-0.128888830979836,0.0822884706013887,-0.266095177296152,-0.254476347838574,-0.17165621722257,0.144862188196214,-0.023534704310469,-0.0235212119039497,0,0,-0.259100075233661,0.214177920442344,0.214177920442344,0.230751487038108,0.266095177296152,0.166143984695972,0.133816394306171,0.112663363863732,0.112810593247111,0.00748629793139467,0.00757447163358799
"SNAI1",-0.175445692299036,-0.058074808770547,-0.142583853487884,0.099966241615224,-0.0750580883681734,-0.0769126338430021,-0.0834394309101721,-0.125097085529362,0.00667632527301367,0.00667964289642438,0,0,0.00140726525616339,-0.0144795151881126,-0.0144795151881126,-0.0870179533663371,0.0750580883681734,0.0750283621964025,0.00991448380182901,0.164257174670393,0.164190241976071,0.206894778998803,0.206865141419601
"NP63",0.273369534757138,0.203143130915269,-0.0436993780618429,0.100453871155077,-0.234550449613951,-0.338171035367383,0.0173099487448631,0.130868782715014,0.11771733551112,0.11798093032823,0.257988251503474,-0.357896892948014,-0.279455792025655,0.112780922156157,0.112780922156157,0.180284623004395,0.234550449613951,0.234910429121244,0.0858329687412908,-0.0783664474473581,-0.0777224443058793,-0.22775023944662,-0.227256791340912
"miR34a",-0.268441806732159,-0.321988979476638,-0.206275753214994,0.128776393399796,-0.21958361787757,-0.217810261566889,-0.173982467440233,-0.00544086439239309,-0.0346913909496544,-0.0346992350807359,0,0,-0.0200324419085868,0.11960917994392,0.11960917994392,0.0424759967703208,0.21958361787757,0.219565294273198,0.16990455337972,0.221003664837741,0.221057989985561,0.232948872173499,0.233035304257089
