"","miR200c","miR200a","miR200b","CDH1","miR101","SNAI2","TGFbeta","GSC","FOXC2","SNAI1","ZEB1","miR141","CLDN7","NP63","miR34a","OVOL2","TCF3","TWIST1","miR205","GRHL2","TWIST2","KLF8","ZEB2"
"GRHL2",0.105393227247782,0.105393227247782,0.102032378590075,-0.0457345677654598,-0.00157031952036796,-0.00359896949075008,-0.0757198893461733,-0.0756894010342834,-0.0166591998409683,0.0084765239298174,-0.0755795447744686,-0.075547883104523,-0.075547883104523,-0.0263998338462125,-0.0802693390506604,0.035901140406866,-0.0289553687719456,-0.0290276272839984,0.0265126477726578,0.00709292202061071,-0.0244614454833126,0.00159584881303049,-0.0746290967182774
"FOXC2",0.0167681113510106,0.0167681113510106,0.00771566174401614,0.00351943891120098,0.00735898915058407,-0.02051009197272,-0.0134641416883809,-0.013371871739075,0.109390921035318,0.0949329032085909,0.00353567355944743,0.00358796125228487,0.00358796125228487,-0.00891412814315188,-0.00266306164835438,-0.0249159300976319,-0.0850926615123864,-0.0851996917061674,0.00941561906210011,-0.00586681735617474,-0.0587656177471896,-0.00729908123760459,-0.0560833581176369
"SNAI1",-0.0163410133017974,-0.0163410133017974,-0.0198130959534611,0.133004025542798,0.0568466442887492,-0.0259535517835722,-0.00403563389202636,-0.00402919379952322,0.11692850164123,-0.0718208795888371,0.0942047452512856,0.0941927775717415,0.0941927775717415,0.0824109678620613,-0.0182740790564155,0.0767262372232051,-0.030813064727666,-0.0307491976529313,-0.0825040822947984,-0.0896839986313643,-0.0300054232438143,-0.0568787776640951,-0.0505887365309023
"TGFbeta",0.00811444255252229,0.00811444255252229,-0.1255868653559,0.125633563447362,-0.047389110329461,-0.192996040929883,-0.109150439919859,-0.00915869350473808,0.0810780573639701,0.0944713609467821,-0.00770030044831626,-0.00770012890436928,-0.00770012890436928,-0.00543951234562277,-0.103215555493832,-0.00412751361914707,0.0403073193330141,0.0402937055558716,0.00549947418808666,0.00724440611683276,0.127423490294848,0.0474105768382449,-0.00894064643561713
"OVOL2",-0.00637089232635858,-0.00637089232635858,0.0836494866982288,-0.142525766363053,0.113578297745964,0.126103264741201,0.00214722485440115,0.00222025175034471,-0.0551301423707227,-0.0677439857487376,0.000207746088033645,0.000230436027966444,0.000230436027966444,0.0168328273205654,-0.00781112168627282,-0.0554716940279909,-0.0519225000774151,-0.0519440812586251,-0.0166027038317637,-0.00134532873222213,-0.123894216463149,-0.113580491137276,0.0147653078213192
"ZEB1",-0.016801736098825,-0.016801736098825,-0.00774455898099571,-0.00353282003945855,-0.00737294998676468,0.0205085343347222,0.0134250365779604,0.0134641416883809,-0.109438891739406,-0.094913545689375,-0.103559032035711,-0.00353567355944743,-0.00353567355944743,0.00896873212062056,0.00270219819822291,0.0249284828123568,0.0851996917061674,0.0851486121241787,-0.00891412814315188,0.00576445625188351,0.058794243701388,0.00735898915058407,0.0560997644287662
"GSC",0.000636742414904549,0.000636742414904549,-0.0232701212414598,-0.0301751822914461,0.0138596861421379,-0.105516606868682,-0.0108660796804012,-0.0108330745646082,0.0870597970062907,0.0525416191562693,-0.0917010454119965,-0.0916776366638818,-0.0916776366638818,-0.075506709458143,-0.0709991893263547,-0.0690151743267742,0.0706494087915596,0.0705679495531236,0.0756503903715705,0.0862867217631823,0.0135550938233469,-0.0138548143672529,0.0882325844462933
"KLF8",-0.0684987156903078,-0.0684987156903078,0.163112455423792,-0.124039545618308,0.226788701917087,0.224719157091359,0.190561169500545,0.190923685360614,0.0793145169569263,0.0325780579387939,0.0387071145907648,0.0387180863202751,0.0387180863202751,0.0289716846778923,0.00931142419034646,0.0243194998097825,-0.148168137385982,-0.148022929254327,-0.0292028985507246,-0.0368555162696676,-0.223208059915851,-0.227131422823062,0.105107626552844
"CDH1",-0.0689424241589829,-0.0689424241589829,0.162758941734381,-0.224192095860399,0.226610771730422,0.224630115493219,0.19032179310674,0.190561169500545,0.0789381503878362,0.0325164487056235,0.0386493584180738,0.0387071145907648,0.0387071145907648,0.0287405598704963,0.00936970233604183,0.024396388833292,-0.148022929254327,-0.14799636882936,-0.0289716846778923,-0.0368717484548444,-0.223144893155604,-0.226788701917087,0.105646470043303
"SNAI2",-0.0691345130793685,-0.0691345130793685,0.16259859070436,-0.224294956874842,0.226530996488495,0.124596867879923,0.190203296930935,0.19032179310674,0.0788426734486996,0.0324643530812107,0.0386207355221566,0.0386493584180738,0.0386493584180738,0.0287921048638497,0.00934547473503581,0.0243409408132903,-0.14799636882936,-0.147987301002011,-0.0287405598704963,-0.0368460778092277,-0.223064569458612,-0.226610771730422,0.105895757623168
"NP63",-0.0782745528557458,-0.0782745528557458,0.0730051526156935,-0.185022212071925,0.210774750918161,0.210209041296992,-0.00116786041150939,-0.00104290962158077,0.0499097640733362,0.0115008458314046,0.00290652165978306,0.00292178940514421,0.00292178940514421,-0.00259996053215335,-9.99538365176617e-05,0.0693218581945253,-0.142299727022676,-0.142221190054203,-0.0975236422193514,0.0783067911753411,-0.207183765880497,-0.210906337079683,0.20679337192209
"miR101",-0.123469951370345,-0.123469951370345,-0.112275796145726,-0.124979311054754,-0.0575297552458418,0.040662407871417,-0.022793081154019,-0.0228324878732838,-0.145347312477141,-0.053626766238202,-0.0084816676182342,-0.00851264879881493,-0.00851264879881493,0.00459389482829358,0.00453060353347562,0.0169311874692143,0.0489503450194518,0.0490801967266198,-0.00500854945772881,0.00846705453951036,0.0555933818199463,-0.0425446791853994,0.268709017388149
"ZEB2",-0.328943856640459,-0.328943856640459,-0.323903267742195,-0.281180930327081,-0.14356552121444,-0.143079195140289,-0.105344150395781,-0.105111991813611,-0.0544736175655336,-0.0437318247519465,-0.0429700730684153,-0.0429158185040352,-0.0429158185040352,-0.0282373353361554,-0.0261726971916321,-0.0236847786105569,0.0152659420750737,0.0153357620046043,0.0280978869320649,0.0386134013503813,0.11841719921861,0.143347755943526,0.385943771412252
