"","TWIST2","ZEB2","SNAI2","CDH1","miR141","CLDN7","OVOL2","miR205","GRHL2","TWIST1","TCF3","miR200b","miR200c","GSC","TGFbeta","miR200a","SNAI1","NP63","FOXC2","ZEB1","miR34a","miR101","KLF8"
"miR200c",0.086494524202116,-0.0255250907809338,0.0787677040533801,0.0820702820498308,0.227221739585401,0.227221739585401,0.147881943478076,0.159668335956371,0.204943095720501,-0.0627165993929471,-0.0658681737011832,0.115555506439815,0.126112846554956,0.118402048969186,-0.118096394937735,-0.105355705758633,0.10063108365005,-0.159515501408655,0.143183818745272,-0.227080904260062,-0.113736147683035,-0.0856484276984353,-0.0876980656797761
"FOXC2",0.16944683265214,-0.00401704265987792,0.0412862400558714,0.254210375595521,0.252443556184762,0.252443556184762,0.159581901863663,0.169132876631907,0.211821952665468,0.101329221828401,0.100411015429122,0.235087889971372,0.2355266092893,0.0392567331105167,-0.0392295948901326,-0.232369856023571,-0.0780499594815508,-0.169254860909489,-0.0931713116018511,-0.252477139337072,-0.246275078805256,-0.0117134503206753,-0.0122081185164202
"ZEB1",-0.169744224509647,0.00396782372649006,-0.0412108743404423,-0.254271406595135,-0.252477139337072,-0.252477139337072,-0.159586976365361,-0.169254860909489,-0.211838194464304,-0.100839458777567,-0.101329221828401,-0.235190996680831,-0.235593858784928,-0.0392295948901326,0.0392938553347417,0.232341670573197,0.0784748806350701,0.169487646287119,0.092924701644214,0.152563029454073,0.246098964330848,0.0120756972805196,0.0117134503206753
"miR34a",-0.237001188179823,0.00765631821421614,-0.0806325511434778,-0.151385494505225,-0.172133911109833,-0.172133911109833,-0.145200048092576,-0.148392049162098,-0.154551207374393,-0.105910755589744,-0.104495939783488,-0.122275388025977,-0.145848907123767,-0.010803956743335,0.0107333595636018,0.139690309370437,0.0390459506695208,0.148242561017076,0.13281353553229,0.172052287781267,0.11944052519628,0.0132432386125188,0.0140557001982595
"miR205",-0.175142561876553,0.0120675736561686,-0.0490746251161205,-0.204714142041259,-0.250402361115008,-0.250402361115008,-0.162112826156723,-0.173175233437872,-0.217762264795269,-0.111351453831864,-0.111853904307545,-0.135618482209484,-0.134851790235474,-0.023516299330146,0.0236765913472861,0.124002198380997,0.0924546491013185,0.173333790567988,0.10597667875113,0.250495527659523,0.247476487965699,0.0219268638465033,0.0214349682335113
"miR200a",0.0850320423604934,0.0215142097335235,-0.0366621797280953,0.174215272366678,0.231683438983189,0.231683438983189,0.152892809807721,0.163910872271942,0.207937212221254,0.144758475794,0.146945795550866,0.0869798895143321,0.109315417070829,-0.0700262305352499,0.0697489830122974,-0.126816193786264,-0.149241815536091,-0.164191661324723,-0.176687289590096,-0.231859538938327,-0.237060516043812,0.0737200446395297,0.0752491682301784
"miR200b",-0.086494524202116,0.0255250907809338,-0.0787677040533801,-0.0820702820498308,-0.227221739585401,-0.227221739585401,-0.147881943478076,-0.159668335956371,-0.204943095720501,0.0627165993929471,0.0658681737011832,-0.115555506439815,-0.126112846554956,-0.118402048969186,0.118096394937735,0.105355705758633,-0.10063108365005,0.159515501408655,-0.143183818745272,0.227080904260062,0.113736147683035,0.0856484276984353,0.0876980656797761
"OVOL2",-0.051775328873039,0.044850543860748,-0.070169434519657,0.101246794020351,0.101826098329038,0.101826098329038,-0.0238225781837986,0.0407415009732199,0.0260546043480466,0.0537061350850222,0.0524652171654481,0.0082698753449919,0.0851109537461781,0.0204749258417173,-0.0203109597923346,-0.117477240864051,-0.122204784123171,-0.0406194166810387,-0.11590338460291,-0.101761832810546,-0.140175882151621,0.0994240019011386,0.0985389685067559
"GRHL2",-0.0951457746292412,0.0481956952150454,-0.0875264493776153,-0.0961252858755139,-0.135708795819569,-0.135708795819569,-0.0197756867259602,0.0780148984727641,-0.133600498664117,-0.0225315148831211,-0.02080309127482,-0.170835637708541,-0.139300568660149,-0.0904991559992657,0.0903433884421556,0.107655487167172,-0.0246184449451995,-0.0780756444331578,-0.0409907000575128,0.135648311112155,0.12143911450503,0.0959899222979395,0.097117612777274
"KLF8",-0.0300375674827642,0.0538617597901091,-0.0188743154130631,-0.238739782351233,-0.0733246834867091,-0.0733246834867091,-0.056928638955492,-0.0603623188405797,-0.0675346361919336,-0.059439228345428,-0.0454024422854087,-0.0449238410050044,-0.0625478315906459,-0.00150231750780197,-2.12331148387573e-06,0.011710332609688,-0.0370093954833314,0.0594952668174583,0.000280038243975179,0.0725676341504987,0.039408552674476,0.0208967203293622,0.0304184011518924
"miR101",-0.0249122953258744,0.111285389606175,0.0644777899544622,-0.114800942045548,-0.239229069720596,-0.239229069720596,-0.172909238316033,-0.185872541488575,-0.215701205474103,0.0232284037712826,0.0202287202166193,-0.14877200498665,-0.177857579554417,-0.0173228510569377,0.0176615811544484,0.0681006744236539,-0.0327924553871577,0.186426289126618,-0.124742806787169,0.239514492086372,0.123674680085505,0.0359055942266528,0.13385864736752
"TWIST1",-0.0174358642400111,0.114562587288992,-0.00718989164348968,0.140507199498584,0.0551898696956214,0.0551898696956214,0.0719190888173176,0.063817385593109,0.0512189402461376,0.0670752714227567,0.162721762228021,-0.0194463345710781,-0.0328933003927762,0.0188273448110777,-0.0183820703295984,-0.0795706085005746,-0.0482160710307565,-0.0632242518041232,-0.236955192313999,-0.0548723592343119,-0.0513225078295263,0.0223624475358032,0.0194614865240022
"TGFbeta",-0.00632599299055701,0.135166256915529,-0.00800727725568578,0.00574629377955583,-0.0259342047760115,-0.0259342047760115,-0.0175984313659118,-0.0193541405435234,-0.0226228089518401,0.121921944278116,0.118019328163942,-0.124070593348742,-0.0803383424461175,0.00123638520482595,-0.100827615553692,-0.0507006202512349,-0.136414708087811,0.0199946420425695,-0.188270458187265,0.0262537911492466,-0.100569869568518,0.0745390778031046,0.0719070068389813
