"","ZEB2","KLF8","FOXC2","SNAI2","OVOL2","miR34a","TGFbeta","miR200c","GRHL2","miR141","CDH1","ZEB1","CLDN7","miR200a","GSC","NP63","miR205","miR200b","TCF3","TWIST1","SNAI1","TWIST2","miR101"
"miR200b",-0.00135956925456989,-0.01020070566738,-0.0851917414825267,0.0519238419809206,-0.0767472946956753,0.01639065383306,-0.112641093377309,0.00741032883179911,-0.0209316701126334,-0.0119054813395485,0.0100588125922812,0.0118641904755428,0.0119054813395485,-0.00741032883179911,0.112526331082972,0.0655966963966914,0.0654083189309015,0.0639691534772543,0.0561211542619085,0.0557026204612371,0.0275200562225001,0.0180699120383168,0.00960814776240541
"miR141",-0.00135956925456989,-0.01020070566738,-0.0851917414825267,0.0519238419809206,-0.0767472946956753,0.01639065383306,-0.112641093377309,0.00741032883179911,-0.0209316701126334,-0.0119054813395485,0.0100588125922812,0.0118641904755428,0.0119054813395485,-0.00741032883179911,0.112526331082972,0.0655966963966914,0.0654083189309015,0.0639691534772543,0.0561211542619085,0.0557026204612371,0.0275200562225001,0.0180699120383168,0.00960814776240541
"FOXC2",-0.000154661465011377,0.0351329167841186,0.081052847405406,0.0849085434388675,0.0871711560246465,-0.0354854937334176,-0.0108545668516546,-0.0152894992745455,0.0343020057220982,0.023398073426606,-0.0263776987576596,-0.0232701173652721,-0.023398073426606,0.0152894992745455,0.0110467054519737,-0.0779498718705618,-0.0782616094688269,2.58690723346114e-05,0.124098780810777,0.123462232816185,0.112117637089128,-0.152351717093987,-0.0356515481450552
"ZEB1",0.000235683401511381,-0.0356515481450552,-0.0815399865272043,-0.0850426201249806,-0.0871185414544167,0.0355839466166806,0.0109160830779886,0.0152553800451457,-0.0341535632350634,-0.0232701173652721,0.0263173204960096,-0.0766439925177264,0.0232701173652721,-0.0152553800451457,-0.0108545668516546,0.0782085222901503,0.0779498718705618,-5.78441215368596e-05,-0.123462232816185,-0.12401088762037,-0.111809805320134,0.152238008442587,0.0353208967618303
"TCF3",0.00343434983257945,0.00385890662831009,-0.0284941694968817,0.0169312675314239,-0.0280630702922099,0.00406335440716457,-0.00088445037411221,0.00999079312934669,-0.0258232432099108,-0.0236081481226421,-0.1113945642103,0.0233265403985446,0.0236081481226421,-0.00999079312934669,0.00112008568315698,0.027036734522912,0.0272101449275362,0.0147266651046574,0.0869553139020115,0.0906339199039476,0.0171434098121845,-0.018827616716064,-0.0016088693760377
"CLDN7",0.00343434983257945,0.00385890662831009,-0.0284941694968817,0.0169312675314239,-0.0280630702922099,0.00406335440716457,-0.00088445037411221,0.00999079312934669,-0.0258232432099108,-0.0236081481226421,-0.1113945642103,0.0233265403985446,0.0236081481226421,-0.00999079312934669,0.00112008568315698,0.027036734522912,0.0272101449275362,0.0147266651046574,0.0869553139020115,0.0906339199039476,0.0171434098121845,-0.018827616716064,-0.0016088693760377
"SNAI2",0.00369847679066299,0.00293202294596426,-0.0298176103396428,-0.0832521142609872,-0.0279541204276879,0.00437784025101779,-0.000998646916485807,0.0100782012653695,-0.0257263527204001,-0.0234725351684023,-0.0114475943339967,0.0234151179819815,0.0234725351684023,-0.0100782012653695,0.00113610248041988,0.0271913465123418,0.0274219425352386,0.0145831251898334,0.0886950088813712,0.0895881898752051,0.0178235154649643,-0.0190894488722498,-0.0021876852538967
"miR34a",0.00778436494738403,0.0262623867958649,-0.0719132687243969,-0.097604630791128,-0.128038065492332,0.148774663075147,0.0351052025839833,0.122663444102803,-0.155381384575107,-0.143469071047526,0.0618480580668413,0.143467881203086,0.143469071047526,-0.122663444102803,-0.0350653785338774,0.138972134635697,0.13886427610068,0.0216391640592048,-0.200436381803412,-0.200696985048749,-0.171164033781272,0.256095668952341,-0.0263440170970327
"miR101",0.0148357606985706,-0.112649540945365,0.0688298681811628,0.1339193008773,0.111607894038384,-0.101716685605602,-0.0322546182534453,-0.0648496692137416,0.125985121319542,0.1149180746967,-0.073927532897868,-0.114843588028495,-0.1149180746967,0.0648496692137416,0.0321414287406633,-0.11777625885823,-0.118078064442945,-0.0110561355152573,0.120724794833051,0.120909206081045,0.10564181291576,-0.127937382151874,0.0125192806906933
"miR200c",0.0189159866592457,-0.00609298417412283,0.0718684562539695,-0.0650534352227304,0.0705646729924874,-0.0179648555377808,0.0864747936909404,-0.0126660165841613,0.0160906096690723,0.00678663253931059,0.0602854847370486,-0.00667525880342481,-0.00678663253931059,0.0126660165841613,-0.0866475052626157,-0.0594694010053308,-0.0599492303993241,-0.0192574870228418,-0.0344857435935716,-0.0347593434279328,-0.0118867532050793,-0.00638446298547678,0.00572015898771023
"OVOL2",0.0221186508995558,0.0696084399863484,0.0157966820955313,0.0496836981154987,-0.0832979974115043,0.0787190041668526,0.0156925075574658,0.00511887686355206,0.0202658815840775,-0.019574823881899,0.0900738091225977,0.0196091984615576,0.019574823881899,-0.00511887686355206,-0.0159274337038502,-0.0179725974122695,-0.0179304621255875,0.0456120202490907,-0.0486720119771044,-0.0485712997981245,-0.0831790427524798,-0.0432427918487082,-0.0694077446813025
"GRHL2",0.0321500380163533,0.0885747984775409,0.0260249233597214,0.0930296722793685,0.119614297583598,-0.0358616753355656,0.0696253780724168,-0.0350157440255143,0.106051581382674,0.0340508326173075,0.012936590650067,-0.0339479867790702,-0.0340508326173075,0.0350157440255143,-0.0693864605737888,-0.267293582122895,-0.267809054986807,-0.0130210597952987,0.0427697737632345,0.042437384607792,0.0160511498391803,-0.085811788248836,-0.0891461264409196
"TGFbeta",0.0801961141335992,-0.0263085329837503,0.0659975517625046,-0.1018991631456,-0.0797101158252493,0.109179925845147,0.0803373225429664,-0.00566470521658085,-0.0781697744936159,-0.0745034107979034,0.125532228652102,0.0745066701328962,0.0745034107979034,0.00566470521658085,-0.180034546297652,0.0788278112787369,0.0788087325106802,-0.0493276881075004,-0.119920790071962,-0.120848795880507,-0.0573682225568348,0.135733235066205,0.0257289372465834
