"","miR200a","SNAI2","TWIST2","GSC","miR34a","GRHL2","ZEB1","CLDN7","TCF3","NP63","miR205","FOXC2","TWIST1","SNAI1","OVOL2","miR141","TGFbeta","ZEB2","KLF8","miR101","miR200b","CDH1","miR200c"
"KLF8",0.0180682406420075,0.151460164670677,0.181053952974758,-0.190648963738543,-0.0786466176029194,-0.0505744629097302,-0.0490730258590877,-0.0490254816978765,0.0573940042190332,0,0,-0.089713505128449,-0.0576360177717922,0.125237000783514,0.0415583119419984,0.0490254816978765,0.190558334773526,-0.0844909244362383,-0.120088072268102,-0.120848018624829,0.170427406032639,0.109534273013619,-0.0180682406420075
"CLDN7",0.0180682406420075,0.151460164670677,0.181053952974758,-0.190648963738543,-0.0786466176029194,-0.0505744629097302,-0.0490730258590877,-0.0490254816978765,0.0573940042190332,0,0,-0.089713505128449,-0.0576360177717922,0.125237000783514,0.0415583119419984,0.0490254816978765,0.190558334773526,-0.0844909244362383,-0.120088072268102,-0.120848018624829,0.170427406032639,0.109534273013619,-0.0180682406420075
"SNAI2",0.0176320230769901,0.0512990447911813,0.180767125485719,-0.190691321658973,-0.0786988814357641,-0.0507550028481244,-0.0493025177244357,-0.0492286466577273,0.0576838265367324,0,0,-0.0897640351059046,-0.0575954152200839,0.125270304302952,0.0416863917016868,0.0492286466577273,0.190745183557066,-0.084324290199672,-0.120948306548222,-0.120858819537713,0.17068231055117,0.209653174348606,-0.0176320230769901
"miR101",0.117532178705754,-0.0747582472982036,-0.0901362416842185,0.032025767192298,0.137645475396873,0.189631968799135,0.188383197649256,0.188355182751923,-0.0122809379281989,0,0,0.0459042758975764,0.0123344062782092,-0.0488214693108857,-0.142028297913917,-0.188355182751923,-0.0320987115449798,-0.0379602277992872,0.0670123765671972,-0.0329384435407327,-0.129824593644809,-0.117893184137391,-0.117532178705754
"OVOL2",-0.0844696068280115,0.113745318172514,0.126919646885996,-0.0163434439642674,-0.0830682434522192,-0.0659908787748308,-0.0975958374842343,-0.097557386867462,0.0237990127265287,0.00906664885944927,-0.00906556846748307,-0.037397594468862,-0.0237738346817838,-0.0301113025088403,-0.0050244114644697,0.097557386867462,0.016368245551569,-0.03586995015779,-0.108699734913891,-0.108684381174707,0.101883248621067,0.00248075770976177,0.0844696068280115
"GRHL2",-0.0767862828225422,-0.098393334358625,-0.0366225147149047,-0.0843706230120197,-0.0863689228211988,-0.0491135642280219,-0.0753885120037006,-0.075356850333755,-0.0217957739657297,0.00853631481530386,-0.00853457921643547,-0.0145793417401918,0.0219142779254962,0.0714330720628399,-0.0176309772616533,0.075356850333755,0.0843833726697191,-0.0224395751228562,0.109685805300404,0.109845143299436,0.0358700155209647,0.0471483298382101,0.0767862828225422
"TGFbeta",0.0136422993430364,-0.0815399805509143,-0.0622073025292362,0.00118515450362687,-0.0735041091050856,0.0280683783229022,0.0282990642164347,0.0282755626956976,-0.00919780203407567,0,0,0.0139034821501128,0.00920460892264691,0.0787005545292322,-0.0211638310041746,-0.0282755626956976,-0.101190801693281,0.00557938355077574,0.0801349531362046,0.0801411853484322,-0.103969244821941,-0.0154704943110266,-0.0136422993430364
"ZEB2",-0.214899315837277,-0.153268453037429,-0.113253474749135,-0.0625467546871688,-0.0612201703015869,-0.0608821570968563,-0.0602669848012678,-0.0602466086526545,-0.013910803310744,0,0,0.00917091501396902,0.0138864475213728,0.030422426123691,0.0461337086814792,0.0602466086526545,0.0625880136394378,0.0780501496963258,0.144550838922745,0.14456575435226,0.185909758308788,0.189233006151521,0.214899315837277
"CDH1",-0.0177858807073961,-0.151341791722562,-0.180871471222933,0.190558334773526,0.078577743430734,0.0506166665911898,0.0492286466577273,0.0490730258590877,-0.0576360177717922,0,0,0.0897194792009742,0.0576838265367324,-0.125269859041205,-0.0415886015573203,-0.0490730258590877,-0.190691321658973,0.0843395138686714,0.120848018624829,0.120948306548222,-0.170612298129612,-0.209605336790991,0.0177858807073961
"TCF3",-0.0180682406420075,-0.151460164670677,-0.181053952974758,0.190648963738543,0.0786466176029194,0.0505744629097302,0.0490730258590877,0.0490254816978765,-0.0573940042190332,0,0,0.089713505128449,0.0576360177717922,-0.125237000783514,-0.0415583119419984,-0.0490254816978765,-0.190558334773526,0.0844909244362383,0.120088072268102,0.120848018624829,-0.170427406032639,-0.109534273013619,0.0180682406420075
"miR34a",-0.17116360663298,-0.110785827574338,-0.195932392206749,-0.0121193054269247,-0.0281043816868777,-0.146210302117724,-0.147524520426406,-0.14752975574194,-0.0272408617976133,0,0,0.112588007231514,0.0272888883775697,-0.104928234255515,0.129777959709351,0.14752975574194,0.0120686202722445,0.107048173148854,0.00374422035777473,0.00374806178371204,0.0397158848555854,-0.0338624304409139,0.17116360663298
"ZEB1",0.150485460321236,-0.0403058114643167,-0.157993349407667,0.0273449758200928,0.210311111783335,0.188716720223914,0.0867363089479038,0.186714950029919,-0.00626397614446598,0,0,0.111394534879362,0.00625496210058561,-0.130974408012195,-0.125833535820335,-0.186714950029919,-0.0273749335362629,0.119868957009696,-0.00438414043752128,-0.0043856099992245,-0.175338514532697,-0.132846218402508,-0.150485460321236
"NP63",0.00755698778657892,-0.145804818496962,-0.202712014834272,0.0965834267336059,0.149524755960246,0.00276920365278269,0.119688953657734,0.119590222237732,-0.0548892303290458,-0.00418403674447556,-0.0958159632555245,0.10634243012805,0.0550216212187574,-0.145879024276695,-0.00671012422519662,-0.119590222237732,-0.0967083775235345,0.193285656544502,0.119838546815865,0.119915305410087,-0.114254315792973,-0.157683869336777,-0.00755698778657892
