"","TWIST2","SNAI2","miR200c","KLF8","miR101","miR34a","ZEB1","miR200a","NP63","miR205","GSC","ZEB2","TWIST1","TCF3","TGFbeta","OVOL2","FOXC2","SNAI1","miR141","CLDN7","GRHL2","miR200b","CDH1"
"ZEB2",-0.196760734560874,-0.180502773932086,-0.176008442082706,-0.174968120130609,-0.174867689571877,-0.121723758138413,-0.101404582016158,-0.0902917458054909,-0.0763746168050091,-0.0730433493739586,-0.0432797920140072,-0.0207532340268474,-0.00474758698407191,-0.0042166307757812,0.0438210848355653,0.0563919819271179,0.0568835573247926,0.0660575884682968,0.100485200370894,0.100485200370894,0.1089479038447,0.218803981219775,0.257814051844317
"GRHL2",0.0806042736218082,0.136808036218942,-0.0301532181323091,0.156032329075397,0.155711012116024,0.00653968018432359,-0.0115381649413261,-0.00673839511406206,-0.0251084974523217,-0.0337049186474551,0.0761526938355752,0.0536846608335734,0.0305660147348664,0.0292942649227386,-0.0776444037864059,-0.0625725826606266,-0.120997995948405,-0.134362639373789,0.0138957583923827,0.0138957583923827,0.0210760846183887,0.00778722956282872,-0.0386515217132446
"TCF3",0.295894511781435,0.286473732001315,-0.0164601310176381,0.312561829077217,0.312636333621994,0.0836953227581698,0.0422020144633043,-0.0579028459421614,0.0334541760911452,0.0326449275362319,-0.215076314639386,0.0755505024977612,-0.0821688448245944,-0.0817332204296283,0.214895056709351,-0.025086843289939,-0.0576607933495979,-0.152629448603712,-0.0418545763621449,-0.0418545763621449,-0.0448405529389647,-0.218143635790354,-0.352550912529027
"KLF8",0.295894511781435,0.286473732001315,-0.0164601310176381,0.312561829077217,0.312636333621994,0.0836953227581698,0.0422020144633043,-0.0579028459421614,0.0334541760911452,0.0326449275362319,-0.215076314639386,0.0755505024977612,-0.0821688448245944,-0.0817332204296283,0.214895056709351,-0.025086843289939,-0.0576607933495979,-0.152629448603712,-0.0418545763621449,-0.0418545763621449,-0.0448405529389647,-0.218143635790354,-0.352550912529027
"SNAI2",0.295990862272426,0.186553857293505,-0.016463970868667,0.312756032111205,0.31279557288329,0.0838280189257163,0.0421157784201251,-0.0580713446835982,0.0331219844725174,0.0326580795323368,-0.215023951690631,0.0755853291066343,-0.0822085666048654,-0.0822697744394683,0.214958886517734,-0.0252956712099472,-0.0575346472030067,-0.152665532435011,-0.0419966591826253,-0.0419966591826253,-0.0449688967683587,-0.218198654743901,-0.252563152173393
"miR141",-0.186040754139531,-0.185085961862394,-0.0911103915187465,-0.190950894435812,-0.191289498952941,-0.172143473058774,-0.0487546717199846,-0.0348248213883329,-0.0424986882762126,-0.0490847909952458,-0.0899421381466535,0.112829711789134,-0.0946267793239537,-0.0956930792189506,0.0887911064222648,0.0431906684930575,0.204116908334882,0.199691994045124,0.0505502663195859,0.0505502663195859,0.0530648483470681,0.150239776968208,0.208737798963381
"TWIST1",-0.0359518957906519,-0.0614921492812932,-0.0659364243280268,0.0566783712989188,0.0567909042870182,0.096200316864746,0.055341954795403,-0.113595128287494,0.0504106072575791,0.0526967255700938,-0.0113173977093814,0.199518927188961,0.177683050609918,0.278066198632498,0.0117225630187077,-0.0470164879732206,-0.319691992954154,-0.209469570322953,-0.0559531593484018,-0.0559531593484018,-0.0612100629690938,0.0612063090582627,-0.130806044686898
"miR200c",0.12976609492245,0.127375923511787,-0.102983557077339,0.144914681775981,0.145127210143115,0.126323101994323,0.00167082550409194,-0.105329608215796,0.0127442843470567,0.0171693776472166,0.0548959276009083,0.209960614759586,0.0924797350597463,0.0931792632848967,-0.0541528133385685,-0.0215660049143945,-0.182329045882029,-0.176458572188791,-0.00285263699009434,-0.00285263699009434,-0.00774310143330534,0.0286996710715132,-0.0537285370845751
"miR200a",0.12976609492245,0.127375923511787,-0.102983557077339,0.144914681775981,0.145127210143115,0.126323101994323,0.00167082550409194,-0.105329608215796,0.0127442843470567,0.0171693776472166,0.0548959276009083,0.209960614759586,0.0924797350597463,0.0931792632848967,-0.0541528133385685,-0.0215660049143945,-0.182329045882029,-0.176458572188791,-0.00285263699009434,-0.00285263699009434,-0.00774310143330534,0.0286996710715132,-0.0537285370845751
"miR101",0.122820849926061,0.115940057255706,-0.0610439400553513,0.327505892354231,0.227624189932454,0.139451484824173,0.088366643669165,-0.147988083429648,0.065926493917266,0.0679367815511102,-0.0283823891401157,0.21089379314862,0.181326302122482,0.18165475055826,0.0287479493443599,-0.0523350405438841,-0.244686303768455,-0.251335259512064,-0.0889051888720258,-0.0889051888720258,-0.0974356601284529,0.0238233787596787,-0.0956004596886851
"GSC",0.0708703557623365,0.0117171734758376,-0.0593080100384973,0.177237964753364,0.177349041220742,0.139722282448407,0.0886764937087097,-0.146464791055495,0.0781529831051685,0.0797449676259447,-0.0179239907277737,0.225143548791538,0.304588861744067,0.304817267059682,0.0182185919465182,-0.0672186124399791,-0.364328934699132,-0.258805040214231,-0.0891082282486795,-0.0891082282486795,-0.096941289027867,0.042395040075782,-0.0775108312868282
