"","ZEB2","KLF8","SNAI2","miR200b","miR200c","miR200a","TCF3","FOXC2","ZEB1","CLDN7","GSC","NP63","miR205","TGFbeta","GRHL2","miR141","TWIST1","CDH1","SNAI1","OVOL2","miR34a","TWIST2","miR101"
"KLF8",-0.0111167595427532,-0.0163760722442036,-0.0026253912392474,0.0177477282736615,0.0211464597709299,0.0211464597709299,0.0369061413673233,-0.0174076451049935,0.0347034808892038,0.0353288694712906,-0.00152088834721376,0,0,0.00126712724516554,-0.0360813478554441,-0.0353288694712906,-0.0424240503702275,0.102771887839834,-0.0294685825046345,-0.0327822573285496,-0.0259754117233209,0.0268844962377011,0.0118014931948816
"CDH1",-0.00986316910833844,-0.0118014931948816,-0.00178630512030877,0.0176249599212719,0.0217812388720487,0.0217812388720487,0.0424240503702275,-0.0183694707815572,0.0349345055799676,0.0347034808892038,-0.00126712724516554,0,0,0.00148195221396477,-0.0355262071223986,-0.0347034808892038,-0.0401876625880229,0.00218347976319908,-0.0278954934176834,-0.0323838323885463,-0.0265370011272944,0.0276565344184984,0.0142763403366757
"miR34a",-0.00980199248401128,-0.0038562436725307,0.0375914353686183,0.0857039555281563,0.111951769100587,0.111951769100587,-0.0516221087900652,-0.101108989663761,0.112806376217973,0.112859443279985,-0.00691691383772455,0,0,0.00693320549458605,-0.114685394852278,-0.112859443279985,0.0519913623310414,0.0113677726940758,-0.0176703994985323,-0.104527577121354,-0.0713882945274879,-0.12535147349205,0.00386776795034263
"miR205",-0.00581885597730038,0.0383493638657008,0.0638680019054038,0.0072866234832258,0.00427258219981874,0.00427258219981874,-0.0904668179303699,-0.0933234377190533,0.00368758640477394,0.0036788908606192,0.00550035731694551,0,0,-0.00551305371434275,-0.00306595746270075,-0.0036788908606192,0.0894454431929208,-0.0538008584804616,-0.0883001926970001,0.0629276644221017,-0.00973868100338842,-0.132737329482078,-0.0390540387514884
"miR141",-0.003467909348939,-0.101142465241867,-0.11268712525171,-0.0284045452485384,0.00597252513183234,0.00597252513183234,0.0509773586694128,0.0159773266761377,0.00792016586795637,0.00793869095829408,0.0836184546816854,0,0,-0.0836286810247451,-0.00686193594604833,-0.00793869095829408,-0.0506416442780615,0.0657981900303298,-0.0755986681599095,-0.072813778840533,-0.103782121142766,0.112139814358656,0.101443246913997
"SNAI2",0.0104706886493448,0.0142763403366757,-0.0979687481776509,-0.0176130223194393,-0.0213905337378662,-0.0213905337378662,-0.0401876625880229,0.0178946321375844,-0.0349171947267483,-0.0349345055799676,0.00148195221396477,0,0,-0.00137035036111548,0.0357315722873325,0.0349345055799676,0.0413370097044539,-0.00244484118313276,0.0287339212875067,0.0325290053863687,0.0262612679539402,-0.027214378740664,-0.0131893159531996
"CLDN7",0.0111167595427532,0.0163760722442036,0.0026253912392474,-0.0177477282736615,-0.0211464597709299,-0.0211464597709299,-0.0369061413673233,0.0174076451049935,-0.0347034808892038,-0.0353288694712906,0.00152088834721376,0,0,-0.00126712724516554,0.0360813478554441,0.0353288694712906,0.0424240503702275,-0.102771887839834,0.0294685825046345,0.0327822573285496,0.0259754117233209,-0.0268844962377011,-0.0118014931948816
"miR200b",0.0125952030594887,-0.0740026892243725,-0.049928293925806,-0.0616676025974821,-0.00123118375768108,-0.00123118375768108,-0.0160842620348131,-0.0174460659475017,0.00873628757321564,0.0086311632653956,0.0903005355165643,0,0,-0.0903323508060834,-0.00765789112986758,-0.0086311632653956,0.0157692524957918,-0.000918313917233106,-0.123620673463015,0.060955046133327,-0.00994581704545528,-0.0104968948976418,0.0739306457100899
"OVOL2",0.0135233358496336,0.111865998593445,0.137971275601796,0.0192926454511292,-0.102111119436136,-0.102111119436136,-0.0407697698898308,0.00138906193315927,-0.0957029974019663,-0.095723241719631,0.247679350423297,0.186889225233431,0.186890305625397,-0.247708285608482,0.128431780748141,0.095723241719631,0.0403813086280511,-0.214789418178368,-0.104823761780742,0.192446264892024,0.0617908282036624,-0.143037096291257,-0.112123722072603
"FOXC2",0.0156764734648743,0.0329135147181499,0.0667382848907226,-6.99550011378192e-05,-0.00432819172326432,-0.00432819172326432,-0.0874690388625165,-0.092965497671745,0.00123551910128945,0.00111776551660676,0.00531606526750369,0,0,-0.00533669031499557,-0.000933711110350029,-0.00111776551660676,0.0868493903722055,-0.0663101531402017,-0.0772150498138941,0.0671746456943306,-0.0048334855580657,-0.125759310347702,-0.0332678272320571
"TGFbeta",0.0175341415781085,0.0595954066902851,0.0157140997828862,0.0370275324008367,-0.0517113158621923,-0.0517113158621923,-0.029878786235103,-0.0025518610058729,-0.0894795424976563,-0.0894062932322933,-0.00143995237766441,0,0,-0.0986143475228582,0.0896143813773054,0.0894062932322933,0.0293160834465477,0.0139841069845155,0.0980756398857227,0.0921751595403108,0.145119138391651,-0.0913190938198999,-0.0600101950374332
"TWIST2",0.0792312805330203,0.044769973253179,0.123577235130309,0.00473132901211642,-0.0529971105851376,-0.0529971105851376,0.0188771722013074,0.0294855952020769,-0.0248869786503941,-0.0249671540246086,0.0107730896681779,0,0,-0.0107542605140981,0.0229755673559426,0.0249671540246086,-0.0183542535457925,-0.101158624299167,-0.0137213029755423,0.0593427664167299,-0.00390052807531863,-0.113457690206096,-0.0445501128167604
"TWIST1",0.106503515899224,-0.0189425588200245,-0.0125345376995659,-0.0355531657470809,-0.0498693245951297,-0.0498693245951297,-0.141597898288646,-0.222304679908444,-0.0123311967399688,-0.0124584230460746,-0.0110248100904109,0,0,0.011089674142252,0.0113096509025476,0.0124584230460746,0.0423535740261448,-0.129416370957984,-0.0332297782764476,0.0496546365806761,-0.04645733723238,0.0607992851658821,0.0195739385939627
