"","CDH1","miR200a","miR101","FOXC2","TWIST1","GSC","TGFbeta","miR141","CLDN7","OVOL2","NP63","ZEB2","miR205","GRHL2","ZEB1","miR34a","TCF3","SNAI1","KLF8","TWIST2","miR200b","SNAI2","miR200c"
"TCF3",-0.0466053396976538,-0.000278632012422262,0.111000026045827,0.292304488084712,0.321472205753383,0.200402680060815,0.199043245585557,0.02478824932664,0.02478824932664,0.00368154264459273,-0.00107397168467789,-0.0248750687914634,0.00159420289855072,-0.0225646654602226,-0.0252380902365621,-0.121417299829234,-0.323069495201593,-0.283447982631619,-0.113101054208545,-0.197172085618794,0.191921333361582,-0.228619714888584,-0.0277896325410058
"CDH1",-0.146363722854591,-0.000565237961087952,0.110492116240256,0.291079803217038,0.319767026470515,0.199043245585557,0.198640193025048,0.0252380902365621,0.0252380902365621,0.00387027024775217,-0.000817166343126787,-0.0246969387119729,0.00107397168467789,-0.0229055413489347,-0.0252461119272137,-0.121502068041154,-0.321472205753383,-0.282236334379267,-0.111000026045827,-0.195992972760849,0.191390323259077,-0.22813260496935,-0.0280252863210198
"OVOL2",-0.123860275371917,0.0225420761012409,0.103766927794672,-0.0782225538212881,-0.00827215318655039,0.0186525731338836,0.0186511952679224,-0.0250736221493615,-0.0250736221493615,-0.0862977567240595,-0.00940100130308373,-0.0179243931012506,0.00952740716312975,-0.0144313834445744,0.025019139119942,0.079703738903507,0.00841782615971779,0.0821081192405224,-0.103852470055839,-0.109165833080611,0.0684064969931329,-0.0943493328977527,0.00940982612204532
"miR34a",-0.112223111991621,0.123354452452821,0.145416339635898,-0.0012978094674195,0.131764477817379,0.0844543402348119,0.0841568666484149,-0.128900773398109,-0.128900773398109,-0.0783617157715827,-0.0234275002744428,-0.0143362581930284,0.0235183285144564,0.127371348728269,0.128825099291742,0.0917513851322854,-0.13207232032169,0.0134162818434649,-0.145762067970256,-0.313464826949368,0.151351643525558,-0.222865197973218,0.111519141911726
"ZEB2",-0.153182674407896,-0.125012172099547,-0.0995398302452842,-0.0914433018664009,-0.0827508887436146,-0.0524514553065153,-0.0523769428703282,-0.0341468306565497,-0.0341468306565497,-0.0190728404611383,-0.00920076148339512,-0.00535775667422921,0.0091620258155922,0.0332887359256715,0.0341431482200533,0.0597889107103414,0.0831324627770957,0.0947780111765447,0.0997158323135571,0.113928677567977,0.138148159334189,0.153848919183266,0.154961070705737
"ZEB1",-0.0236179810857117,0.0121451424215312,0.00943146445309682,-0.0422973920732592,0.0411679709562784,0.00191052441129913,0.00193224947264384,-0.017307054090385,-0.017307054090385,-0.029967962270318,-0.0357296447585386,-0.000749737712460719,0.0357670053747014,0.00767074398613866,-0.0826934003546786,0.00474627826554524,-0.0412599142038582,0.039411316266114,-0.00954609026594814,-0.0777029189806091,0.0161838469138236,-0.0060730549205383,0.0115562969285416
"FOXC2",0.0236800999819318,-0.0122232705120411,-0.00954609026594814,0.0422453675068536,-0.0412599142038582,-0.00217430791343219,-0.00191052441129913,0.0174265080878428,0.0174265080878428,0.0300419431634837,0.0357670053747014,0.000747213664594676,-0.0359974201212452,-0.00775119754781406,-0.017307054090385,-0.00481721326218194,0.0410796528248586,-0.0393499387661613,0.00968473429312921,0.0779072764869705,-0.0162876375815549,0.00614985845565765,-0.0116171181635588
"TGFbeta",0.0578767539720379,-0.0410588930315361,-0.110782037169738,0.333597347570787,0.259135113863831,0.178424514778518,0.0783406757321116,0.0606708525263767,0.0606708525263767,0.0297011224580709,0.0079910734450242,0.0153672906817817,-0.00804285867260665,-0.0581144981331638,-0.0604747777949717,-0.232833026607978,-0.260387581360938,-0.326042550347359,0.111070796336283,-0.0162142799609968,0.0762249659154821,-0.0858989905251652,-0.0279615455025871
"SNAI2",0.146474385702466,0.000644497952509224,-0.110578828459742,-0.289729122784718,-0.318547403692133,-0.198640193025048,-0.198387257551602,-0.0252461119272137,-0.0252461119272137,-0.00378155341574959,0.000784611610482529,0.0246750546877863,-0.000817166343126787,0.0228841491442541,0.0251266499005412,0.121167496408214,0.319767026470515,0.281470929435972,0.110492116240256,0.195619880448652,-0.191288692324557,0.128027433947698,0.0279553510344716
"KLF8",0.0466053396976538,0.000278632012422262,-0.111000026045827,-0.292304488084712,-0.321472205753383,-0.200402680060815,-0.199043245585557,-0.02478824932664,-0.02478824932664,-0.00368154264459273,0.00107397168467789,0.0248750687914634,-0.00159420289855072,0.0225646654602226,0.0252380902365621,0.121417299829234,0.323069495201593,0.283447982631619,0.113101054208545,0.197172085618794,-0.191921333361582,0.228619714888584,0.0277896325410058
"CLDN7",0.0466053396976538,0.000278632012422262,-0.111000026045827,-0.292304488084712,-0.321472205753383,-0.200402680060815,-0.199043245585557,-0.02478824932664,-0.02478824932664,-0.00368154264459273,0.00107397168467789,0.0248750687914634,-0.00159420289855072,0.0225646654602226,0.0252380902365621,0.121417299829234,0.323069495201593,0.283447982631619,0.113101054208545,0.197172085618794,-0.191921333361582,0.228619714888584,0.0277896325410058
"NP63",0.0851605001205435,-0.0773146584036437,-0.130036964445737,-0.225403825000104,-0.271491558731634,-0.12488072068186,-0.124490463420166,0.0460160209009361,0.0460160209009361,0.08723397265891,-0.152897007394869,0.124192006952293,0.0529077554602172,0.0390588668841004,-0.0460584313047171,-0.00748176941769143,0.272449709747005,0.207903485825239,0.130275464363496,0.195733446206842,-0.118356047658018,0.188356267553307,0.00831419385851987
"miR200a",-0.0285925400449099,-0.0986367128960226,-0.0561564443649163,0.197392980867339,0.141746729366869,0.0856936653366598,0.0858504692635755,0.0197728432054145,0.0197728432054145,0.0255687366980845,0.0404415769884864,0.169495509420548,-0.0405482057427071,-0.0145709816427535,-0.0196918238344195,-0.132021794953457,-0.142324986314087,-0.203291726796366,0.0562699128999114,0.032137749193924,0.0716060220795915,-0.0664736657376452,0.0752242941538313
