"","SNAI2","TWIST2","ZEB2","ZEB1","miR34a","NP63","CDH1","miR200b","OVOL2","FOXC2","TCF3","GSC","TGFbeta","SNAI1","miR200a","TWIST1","miR205","miR200c","miR141","CLDN7","GRHL2","miR101","KLF8"
"miR34a",0.0443930163023108,-0.00686485423670366,0.00370944505651389,-0.136808602751341,-0.0693361887844502,-0.102902300644148,0.0320193633252795,-0.0923698311408449,-0.0820240367826433,0.0300947403607607,0.00107830193341425,-0.0448012967009995,-0.04430168589058,0.00276964233448893,0.119237307461157,-0.00191364949626215,0.104588299849401,0.122421641757134,0.136342421699851,0.136342421699851,0.140080946148333,-0.00668826411686011,-0.00772640947641758
"miR200a",0.112523912926135,0.16344955648126,0.0157474902443084,-0.335739271701102,-0.303446051668135,-0.187407421378777,0.124809008138316,-0.161410377351215,-0.119633494682883,0.0780511855042987,0.167725659925707,-0.178126425883549,-0.178762731673931,0.0936241808647071,0.17219121399089,-0.168011091104257,0.185477440927382,0.182302453928831,0.334167763736429,0.334167763736429,0.341767043951917,-0.106552202631408,-0.106314459034275
"GSC",0.0732625269372419,0.0464208372405571,0.0235687081696043,0.0347898916462554,-0.0439236701791637,0.040938770890107,0.00416912985060314,-0.0178145042393379,0.0431321858077926,-0.168258528726179,0.0146860896761376,0.0217510525404386,0.0209473168502955,0.0999425001473738,-0.0294837119589954,-0.0152738739848521,-0.042806622764664,0.00395930207189814,-0.0352496201530427,-0.0352496201530427,-0.0396108724462084,-0.132487178596482,-0.131913283515026
"TGFbeta",-0.0891753129567516,-0.134118328447825,0.0443229246301934,0.135450895996522,0.130988047885583,0.11437234699184,-0.108861068654933,0.127233248613567,0.0945606479760342,-0.088604152841593,-0.0886722433001786,0.0472274062426069,-0.05182256269785,-0.0158208335899365,-0.09557982366183,0.0898158005801459,-0.111897558221058,-0.0440384722832843,-0.134532621248306,-0.134532621248306,-0.140037033347226,0.0523103752531945,0.0525825151871331
"CDH1",0.0419803408986811,0.0879494683156696,0.0453636688962124,-0.137412725860163,-0.0823640333159084,-0.101683155389627,0.014133868359458,-0.0742601511451836,-0.0817466693973052,0.022797267630168,0.0833560768692051,-0.0294604368744883,-0.0290369247931412,-0.00270750144937437,0.0494370999249272,-0.086410525740387,0.103891681326967,0.0929700989924996,0.136166155132916,0.136166155132916,0.141447527184073,-0.0202884839940111,-0.0225045235915654
"SNAI2",-0.0598270174540467,0.0909499712771367,0.0462813706930811,-0.138240390317553,-0.0833262151844333,-0.105131244155531,0.0151150515690912,-0.0753877705615316,-0.0812486453631089,0.0239315336671112,0.086410525740387,-0.0290369247931412,-0.0303403827269988,-0.00276137812077565,0.0506278647372208,-0.0860818169990014,0.101683155389627,0.0932283933174842,0.137412725860163,0.137412725860163,0.142310346106191,-0.0224077306382482,-0.0202884839940111
"KLF8",0.0388995016030525,0.090876194873783,0.0464769818930283,-0.136166155132916,-0.0795666823225309,-0.103891681326967,0.115004636511516,-0.0729895726547906,-0.0788831357641823,0.0243087079790538,0.0847113527646552,-0.0255633913787479,-0.0294604368744883,-0.00294161653542193,0.0493203345384337,-0.0833560768692051,0.0915217391304348,0.0893291419409317,0.132929494927379,0.132929494927379,0.137184955356654,-0.0225045235915654,-0.0198074590706296
"GRHL2",0.0758601151482321,0.100987109592796,0.0470644871770719,-0.208028531269157,-0.190333778724611,-0.119866736998682,0.0965724142374367,-0.199318301242114,0.0145620056770559,-0.0183376505194715,0.0582875969074218,0.0358459706644498,0.0352755620656372,0.0243994958954292,0.15412909812991,-0.0580910537546384,0.117195650340231,0.184809878311219,0.206413786101929,0.206413786101929,0.177552134352894,-0.0838386985129397,-0.0850051230914862
"NP63",-0.06784965711226,-0.0533579610731583,0.0570089862277469,0.0440623402506342,0.0293719315385531,0.0450960381650725,-0.109703694622704,0.102615571463045,-0.064700269856331,-0.0283383094942059,-0.0710434925597781,-0.0798615272585097,-0.0800087295589735,0.0179660082786251,-0.0416495097941275,0.0729351115432853,-0.146590019248477,-0.0106069202397763,-0.0438095742440996,-0.0438095742440996,-0.163834639913697,0.042372053527079,0.0430765877668948
"miR200c",0.0795817893422386,0.142733297292003,0.0609091866368433,-0.358599228460117,-0.319810295955566,-0.201728419459266,0.0425318421511043,-0.217033949649318,-0.129256910155742,0.0709328396897557,0.159029309444699,-0.174542767302085,-0.175473364520519,0.0927164859931688,0.164270632677638,-0.160361814583939,0.199215535151464,0.215705978359189,0.356508571578269,0.356508571578269,0.362941315017576,-0.0830287705345148,-0.0839040992330487
"miR141",0.0795817893422386,0.142733297292003,0.0609091866368433,-0.358599228460117,-0.319810295955566,-0.201728419459266,0.0425318421511043,-0.217033949649318,-0.129256910155742,0.0709328396897557,0.159029309444699,-0.174542767302085,-0.175473364520519,0.0927164859931688,0.164270632677638,-0.160361814583939,0.199215535151464,0.215705978359189,0.356508571578269,0.356508571578269,0.362941315017576,-0.0830287705345148,-0.0839040992330487
"miR101",-0.0881765756375078,-0.121763710445162,0.0783545501741133,0.304429580864041,0.224479462368557,0.198457754191331,-0.0685706040370481,0.10749016650623,0.131736104144995,0.033694937639664,-0.101226265643689,0.0926530715746904,0.0939962537930372,-0.068947431275963,-0.201603120265785,0.101934448483622,-0.194410934959754,-0.118494718543847,-0.302656402656335,-0.302656402656335,-0.312600143128604,0.115219946490751,0.215242542657378
"TWIST2",0.0219120611192392,0.0526343588846253,0.159745408566724,-0.0971377298190759,-0.00340031064180872,-0.0774370706884333,-0.131149932079613,-0.08616312536181,-0.0644415280198854,0.0715289870488405,0.0133847567593847,-0.0115365943933738,-0.0110260241428914,-0.0973736831211784,-0.0271486349068224,-0.0140458855227604,0.0789724249153645,0.128780837085802,0.0969671553652101,0.0969671553652101,0.101271211534565,0.0519145720510789,0.0507274994971349
