"","KLF8","SNAI2","ZEB2","miR205","ZEB1","CLDN7","GRHL2","miR200b","GSC","CDH1","SNAI1","TCF3","FOXC2","TWIST1","miR200c","miR200a","TGFbeta","TWIST2","miR141","NP63","miR34a","OVOL2","miR101"
"miR34a",0.0308512349138699,0.135819762539719,0.00246526248277023,-0.0732739932350726,-0.0679164098377396,-0.0678854738823064,-0.0610208936721768,0.0263136074624428,-0.0596348858452266,0.0345705889076225,-0.0748167380391218,-0.143817359851233,0.0285446245026854,0.144010253492041,0.0796893057581739,0.0796893057581739,0.0596125602413793,-0.254077461805545,0.0678854738823064,0.0731358586200519,0.0736926466972042,0.0814878516607736,-0.0307667235432491
"GSC",0.0962161726796372,-0.0253679731722183,0.00696936083188218,0.0847211662599205,0.0833631804957406,0.0833426676752278,0.0777521991015624,0.0540675265783107,0.0373753719552703,-0.0684256719544206,0.139771900710759,0.253864785216009,-0.09056519594489,-0.253927077574813,-0.0499109770451424,-0.0499109770451424,-0.0373460340745655,0.0656715944497318,-0.0833426676752278,-0.0846215474932775,-0.0957616413646585,-0.0898401703981667,-0.0962434546189933
"TGFbeta",-0.0305251587457265,0.130186549820769,0.0137802975765237,0.000504450236898641,-0.000346168086489623,-0.000329185235738003,0.000444238866925728,0.112961474705081,-0.201524741133804,0.0527275564591992,-0.194787690858186,-0.221672210806914,0.0667289411300252,0.221862803686909,-0.00575416566274527,-0.00575416566274527,0.101482604410998,-0.168372666900416,0.000329185235738003,-0.000643452689883106,0.149617210332465,-0.000682369336855633,0.0305937130802301
"miR200b",-0.0264355699407485,0.123653480581268,0.0164193259054943,-0.10978502737698,-0.152255657855713,-0.152198297033824,-0.144691819581808,-0.0327418792153307,-0.161547086571853,0.0330685533694617,-0.224125599978865,-0.234196854145985,0.121638988122146,0.234621303618751,0.065587462134793,0.065587462134793,0.161352786053718,-0.13816421204728,0.152198297033824,0.109205677812381,0.189824282741235,0.103313600480258,0.0265490384757436
"TCF3",-0.0452946459110958,-0.0115514694543963,0.0204574868089613,0.0526449275362319,0.0608411273398506,0.0607058093425569,0.0568728110084699,0.0231347177002883,0.0230609815399578,-0.0727534121160154,-0.0964374443447063,0.0148939299402799,0.0620925632877708,-0.0157651787302121,-0.040283852546417,-0.040283852546417,-0.0229703525749406,0.0158188005114758,-0.0607058093425569,-0.0520090893859429,0.0029352121436359,-0.0503798399626941,0.0448923213692987
"KLF8",-0.0452946459110958,-0.0115514694543963,0.0204574868089613,0.0526449275362319,0.0608411273398506,0.0607058093425569,0.0568728110084699,0.0231347177002883,0.0230609815399578,-0.0727534121160154,-0.0964374443447063,0.0148939299402799,0.0620925632877708,-0.0157651787302121,-0.040283852546417,-0.040283852546417,-0.0229703525749406,0.0158188005114758,-0.0607058093425569,-0.0520090893859429,0.0029352121436359,-0.0503798399626941,0.0448923213692987
"CLDN7",-0.0452946459110958,-0.0115514694543963,0.0204574868089613,0.0526449275362319,0.0608411273398506,0.0607058093425569,0.0568728110084699,0.0231347177002883,0.0230609815399578,-0.0727534121160154,-0.0964374443447063,0.0148939299402799,0.0620925632877708,-0.0157651787302121,-0.040283852546417,-0.040283852546417,-0.0229703525749406,0.0158188005114758,-0.0607058093425569,-0.0520090893859429,0.0029352121436359,-0.0503798399626941,0.0448923213692987
"TWIST1",0.02310501913351,-0.0860589642547406,0.0257980513270727,-0.166189142086064,-0.19203532379693,-0.192052723320849,-0.177956770433825,-0.07799383635643,-0.0517014670305004,0.0668920708741297,0.158292472941155,0.063225430530611,-0.151916927774836,-0.163041617513382,0.0846676970502334,0.0846676970502334,0.0516980201485185,0.0823393511227286,0.192052723320849,0.166106653280973,0.0560855532376523,0.160074662853405,-0.023071159650365
"OVOL2",-0.134249241823504,-0.0647930229254721,0.0263811624862186,-0.295321466110737,-0.179998883249965,-0.180003095154983,-0.00117775943270505,-0.0951927485827258,-0.286122830370303,0.168671636024809,-0.245845989742723,-0.148095972511375,0.168917131272591,0.148356745117662,0.177901987093332,0.177901987093332,0.28614212049376,0.0324584446951538,0.180003095154983,0.295257722984731,0.226295899486417,0.272587220860835,0.134283239388839
"miR205",-0.0556126445169382,-0.0215402743900664,0.0283026156681019,-0.134623446297397,-0.181011452481077,-0.181046855767993,-0.163086929200775,-0.0825678724955845,-0.0585111144960783,-0.0305042683057886,-0.147910045369839,-0.139097349686489,0.121222481964535,0.139451536087379,0.0766949877514847,0.0766949877514847,0.0585380943405474,-0.103189222244852,0.181046855767993,0.134534257911707,0.209982452019373,0.131979742515414,0.0557215374388983
"GRHL2",-0.0337060523086965,0.0100642315391759,0.058069196964283,-0.118043730727095,-0.182769940731746,-0.182772342651535,-0.0904518847866768,-0.12851987342862,-0.198969622649082,0.0413447138894955,-0.170973698968417,-0.127750261622582,0.130198950498671,0.127972817839704,0.172048591405082,0.172048591405082,0.199050000925883,-0.0636692607527141,0.182772342651535,0.118076707105594,0.221088293697027,0.23789513552885,0.0337298209604858
"TWIST2",-0.120142111507867,-0.0418941675233522,0.0861573326770999,-0.0525158916879504,-0.0395381422166712,-0.0395399717218547,-0.0381090394277243,0.00663548457435538,-0.000803276966637163,-0.0850734035294197,-0.276505565418316,-0.108859623416693,0.162192376413374,0.10923578288551,-0.0238292975974491,-0.0238292975974491,0.000711860059148344,0.0236550671318587,0.0395399717218547,0.052185542339235,0.120099793323392,0.0617246769262763,0.120327211400978
