"","CDH1","miR200b","miR101","TGFbeta","NP63","GRHL2","ZEB1","miR141","CLDN7","miR34a","SNAI1","TCF3","TWIST1","FOXC2","miR205","OVOL2","SNAI2","GSC","KLF8","ZEB2","TWIST2","miR200c","miR200a"
"TCF3",0.0881020596719476,0.00875903795551193,3.70748438125609e-05,0.00115427407574698,0.0235854904917483,0.00653530193139917,0.00687556902695599,0.00519689441188083,0.00519689441188083,0.0128915964750132,-0.0426132538905629,-0.0202541818938111,-0.0254332719228527,-0.0515254236807035,-0.0205797101449275,-0.0300654868136216,0.0244322977272632,-0.000266110218578226,-0.00511828479761974,-0.00599135759304986,0.0163675435906414,0.000670944875659001,-0.00497083980143793
"KLF8",0.0881020596719476,0.00875903795551193,3.70748438125609e-05,0.00115427407574698,0.0235854904917483,0.00653530193139917,0.00687556902695599,0.00519689441188083,0.00519689441188083,0.0128915964750132,-0.0426132538905629,-0.0202541818938111,-0.0254332719228527,-0.0515254236807035,-0.0205797101449275,-0.0300654868136216,0.0244322977272632,-0.000266110218578226,-0.00511828479761974,-0.00599135759304986,0.0163675435906414,0.000670944875659001,-0.00497083980143793
"CDH1",-0.0126701667088215,0.00803574007215665,0.00304894763990457,0.000640740102712625,0.0218135336350457,0.0083630459823033,0.00588890107681881,0.00687556902695599,0.00687556902695599,0.0158531858789867,-0.0390974203176381,-0.0254332719228527,-0.0224956889215247,-0.0564779298041278,-0.0235854904917483,-0.0304918713985373,0.0252273868212387,-0.00115427407574698,-3.70748438125609e-05,-0.0052810639010813,0.0168798962015342,0.00113163740055126,-0.00645906772747237
"FOXC2",0.051856785107354,-0.00733893458972349,0.00610724221258011,-0.0331389440952438,-0.111297585661895,-0.0183898794342259,0.0040337994225909,0.00394835368063704,0.00394835368063704,-0.00149045044563625,0.0768423843897703,-0.0071687988577584,-0.00738285924532036,0.0942629483812128,0.111446677556718,0.137649651013872,-0.0323368261136622,0.0331856218343044,-0.00640335846816438,-0.00382606299028179,0.0525735324116304,0.00113310950531772,-0.00416841938743651
"miR34a",0.0372751992683091,0.095553571577251,-0.00946613523542911,-0.0394742031715698,-0.105824615315403,-0.0767062301879573,-0.066998180317106,-0.0670115065748311,-0.0670115065748311,0.0191390230461973,-0.0987106808978527,0.0286329805502612,0.028619596093552,-0.0862332351427516,0.105841645610405,0.122436252690312,0.114966146991325,0.0394778235397613,0.00940851384636949,-0.00374119371689658,0.00160801050941334,-0.0817593443376972,0.0786419307520695
"ZEB1",-0.0518133780327624,0.00737877515905036,-0.00624244188927653,0.0331711886599765,0.111389550255527,0.0182973389524866,-0.103990990697609,-0.0040337994225909,-0.0040337994225909,0.0013559185554632,-0.0770095200434879,0.00738285924532036,0.00723442798942368,-0.0940501206095534,-0.111297585661895,-0.137630154244193,0.0323110651775458,-0.0331389440952438,0.00610724221258011,0.00379123112973039,-0.0525894357195184,-0.00115882254776402,0.00424209714367686
"SNAI2",0.0122154019443651,-0.00847162385798962,-0.00133482048510591,-0.000941074046480803,-0.0228254432414048,-0.00728915730733646,-0.00644233419608031,-0.00588890107681881,-0.00588890107681881,-0.0141561001132791,0.0411086676293703,0.0224956889215247,0.0241596352399868,0.0537192827760067,0.0218135336350457,0.0302479001105302,-0.124787025575742,0.000640740102712625,0.00304894763990457,0.00568449112956478,-0.0166103989377947,-0.000855626136307772,0.00558814029232569
"CLDN7",-0.0881020596719476,-0.00875903795551193,-3.70748438125609e-05,-0.00115427407574698,-0.0235854904917483,-0.00653530193139917,-0.00687556902695599,-0.00519689441188083,-0.00519689441188083,-0.0128915964750132,0.0426132538905629,0.0202541818938111,0.0254332719228527,0.0515254236807035,0.0205797101449275,0.0300654868136216,-0.0244322977272632,0.000266110218578226,0.00511828479761974,0.00599135759304986,-0.0163675435906414,-0.000670944875659001,0.00497083980143793
"TGFbeta",0.0487893121844114,0.0384169425236213,-0.0176240548507378,-0.081273921095213,0.0867225725165232,0.0746211223100453,0.0706330461964426,0.0699693426655536,0.0699693426655536,-0.0311900185348488,0.0192762036713823,0.0651692247881241,0.0632088408796087,-0.0152831324494294,-0.085545139973596,-0.095231899168458,0.00476767905411945,-0.0183902883199553,0.0155999708128182,0.0267208986947699,0.0528613330871666,0.044927291127821,-0.0211585940660787
"GRHL2",0.109060952879255,0.0869046568111409,-0.00303913247864122,0.101767159336589,0.218045017479116,0.0380467271601609,-0.0975209422341341,-0.0976220412216157,-0.0976220412216157,-0.109946065229589,0.0903769275375605,0.00153839892446878,0.00122335181191892,0.0284346590757778,-0.217855837202461,-0.108580230495626,-0.0158914751429671,-0.101703411048092,0.00271605487839473,0.0306231957835011,0.0234739797051972,-0.088527300031631,0.108259257696351
"TWIST2",-0.11458200327549,-0.0282830830983435,0.0126061665737603,-0.0138810760247326,-0.112337347223167,-0.0812479044799647,-0.0720086404786149,-0.0723126611929183,-0.0723126611929183,-0.0529669112421265,0.0352365759250776,0.0256866700907287,0.0247548204975224,0.0379688899792014,0.1129073282238,0.130411151507595,-0.0871854349732137,0.0140592707727631,-0.0135473082838052,0.0686025931058551,-0.0660595020055229,-0.00236378526419558,0.07085048853797
"ZEB2",-0.181674681054785,-0.175195312302575,-0.0771225565958885,-0.0740700593760494,-0.0511398350385039,-0.0391720799030164,-0.0339712343064208,-0.0337971778080252,-0.0337971778080252,-0.0267500828610038,-0.0117424057127631,-0.00515946125076337,-0.00462850504247266,0.0186147976084683,0.0508299496960806,0.0567611119086121,0.0723216849473413,0.0739807676136763,0.0776485740767719,0.0813413404316488,0.0931475062075884,0.175912032290953,0.204820763495173
"NP63",0.0805557187248603,0.0447563151566815,-0.00831963986720988,0.00491730443180963,0.232056112390026,0.125663586024976,-0.0309376545621911,-0.0312847413067346,-0.0312847413067346,-0.0414921268439672,0.062788267960115,0.0182925780610578,0.0172581339905989,0.0574492292094018,-0.331454220730525,-0.134564962803871,-0.0155721297905788,-0.00475127393012365,0.00727791608849394,0.14689294673948,-0.000607290823743338,0.03340549038384,0.0709710072983481
