"","miR101","ZEB2","OVOL2","NP63","miR205","miR200c","miR141","CLDN7","TGFbeta","GSC","miR200b","ZEB1","GRHL2","miR34a","FOXC2","miR200a","TCF3","TWIST1","SNAI1","CDH1","SNAI2","TWIST2","KLF8"
"NP63",0.221052346985276,0.00303549910571153,-0.216141558197012,-0.0875477305538582,0.0123125445966147,-0.0744622533677035,-0.0997067968481077,-0.0997067968481077,-0.0138579840181098,0.0138442907808573,-0.0848154155844898,0.099697636200891,-0.0394977191324358,0.103293691449854,-0.0365102997793571,0.0744622533677035,-0.145741893704591,-0.145744137617976,-0.0149206469216222,-0.213294670481844,-0.222861789164274,-0.246011840939287,-0.221063312498736
"miR200c",0.0188091509988364,0.0142630516917202,0.065715590999064,0.0544458481397856,0.0545418140185843,-0.0054264579376221,0.00105234164454504,0.00105234164454504,0.112937777688505,-0.112908234919666,-0.0491599687010719,-0.00103828043139714,-0.00993557027673427,-0.10764279376685,-0.0238588415004993,0.0054264579376221,-0.0267583843704894,-0.0267421162722301,0.133828475518809,-0.00489102524187168,-0.14540901883292,-0.0305157951606643,-0.0188343662288353
"miR200a",0.0188091509988364,0.0142630516917202,0.065715590999064,0.0544458481397856,0.0545418140185843,-0.0054264579376221,0.00105234164454504,0.00105234164454504,0.112937777688505,-0.112908234919666,-0.0491599687010719,-0.00103828043139714,-0.00993557027673427,-0.10764279376685,-0.0238588415004993,0.0054264579376221,-0.0267583843704894,-0.0267421162722301,0.133828475518809,-0.00489102524187168,-0.14540901883292,-0.0305157951606643,-0.0188343662288353
"miR34a",0.0866798368697483,0.0247291588822374,0.0743859752094072,0.0727719538600506,0.0727170784650424,0.066873290972995,0.0617170294154575,0.0617170294154575,0.0284959081441679,-0.028508579432838,-0.085633039399275,-0.0617339252065018,-0.0687722695829901,0.0193052485286439,0.0844625785573087,-0.066873290972995,-0.0374889577787093,-0.0374897450996922,-0.0868793208138712,-0.0595594717855249,-0.084434397428347,-0.197641725103166,-0.0866971232864662
"GRHL2",0.00651799288700226,0.0268237086975261,0.239956231493445,0.0982907528786247,0.0984243939914907,0.0982684373664942,0.108833774925087,0.108833774925087,0.153409461625634,-0.153362343325441,-0.125124402644066,-0.108835303419499,-0.0598910472813775,-0.128259426890564,-0.0374991187975808,-0.0982684373664942,-0.00976759132582989,-0.00980805609257941,0.119591107545672,0.124782615218647,-0.0418608490049162,0.00907602799652887,-0.00656993179276396
"OVOL2",0.159376208537927,0.0636198232132308,0.176409750943876,0.298198204145914,0.2981539080753,0.0618283433983738,0.078050159844732,0.078050159844732,0.265279595682442,-0.265245149033412,-0.170926157921851,-0.0780554586929798,-0.134138564757383,-0.131173174057744,-0.0322496640545902,-0.0618283433983738,-0.0725137885835181,-0.0725209823105881,0.150190338970027,0.0999277939919039,-0.219725043561312,-0.175394507889061,-0.159406916016295
"SNAI1",-0.0474570819584828,0.0688100099243507,0.0948168597550446,0.0973474158331779,0.0971526106383727,0.00869015263386865,0.0942625475368377,0.0942625475368377,0.0248282900428782,-0.0248811768631313,-0.0733791105619985,-0.0943012301655578,-0.100671922413563,-0.115393768808527,-0.123846343292928,-0.00869015263386865,-0.0139316276619101,-0.0139137448809843,-0.0517030409931615,0.0963341836169462,-0.0515022980554524,0.0405092028372589,0.0474935829770796
"miR101",-0.0212451298856898,0.107825909365406,-0.053220833205649,-0.0405378985516931,-0.0404355470925287,-0.0575528087852988,-0.00743921528907023,-0.00743921528907023,0.0143814315078158,-0.0143453785518926,-0.0537156295348453,0.00746492307721169,0.0114557816226634,-0.0331691921430671,-0.104285755667696,0.0575528087852988,-0.0184971979611044,-0.0185419367845825,0.0234211481848887,-0.00567705764588483,-0.0798585721636125,-0.0102475201383271,-0.0787987332612917
"TGFbeta",0.0473485628270718,0.118823824762617,-0.00766104946456608,-0.00925841107666941,-0.00926113661496322,-0.064029049069889,-0.0106206763362449,-0.0106206763362449,0.123009997641289,-0.222977417700976,-0.169382795127517,0.010631826692799,0.0114190245398064,-0.0974503909075033,-0.0179427675289091,0.064029049069889,-0.0480830660449731,-0.0480898729335443,0.115413511140561,-0.0132229901305549,-0.204179402860256,-0.137271087292526,-0.0473284812543385
"CLDN7",0.226195041630854,0.132344929239393,-0.0272076174939155,-0.0271506659964815,-0.0266304347826087,-0.076477558463541,-0.0236392662353286,-0.0236392662353286,0.218577499332822,-0.218214983472753,-0.257298108998987,0.0237892132053026,0.0257874238227741,-0.00110388098366083,-0.0600227126824383,0.076477558463541,-0.161245060462905,-0.161487074015664,0.0407031578818968,-0.320039363153548,-0.266776217665819,-0.258095838994555,-0.226209942539809
