"","KLF8","TWIST2","ZEB2","SNAI2","SNAI1","miR200b","miR200a","miR141","CLDN7","GRHL2","CDH1","TGFbeta","GSC","miR34a","ZEB1","miR200c","NP63","miR205","TWIST1","TCF3","FOXC2","OVOL2","miR101"
"miR200c",-0.080708083108494,-0.0358343640408191,0.0022979963024667,-0.0486111955454772,-0.143120530603768,0.0145129125602328,-0.0104770129328026,-0.0156633186395893,-0.0156633186395893,-0.00642982959033666,-0.0178005226159845,0.0843320320713156,-0.0882714466699884,0.00791793646651289,0.0120638712675854,0.0104770129328026,0.0605546418105584,0.0589409933300182,0.0505157458141092,0.0485946313014866,0.122682327610893,0.164407013570383,0.078046075255751
"GRHL2",-0.107106150954203,-0.0566258007846151,0.00530262743331923,-0.0762909996532314,-0.128471787450141,0.0134805509490393,-0.0111135102724613,-0.00977003692685407,-0.00977003692685407,0.0257215083755761,0.0504491107589007,0.1237100528678,-0.128623105745619,-0.00760895570279321,0.0052454751134483,0.0111135102724613,-0.0173678971578742,-0.0191156452183425,0.0593209041399183,0.0569826186898923,0.112490463841918,-0.136378316866589,0.103754771051918
"ZEB1",-0.0175018207960168,-0.0700785852182822,0.00652531412757418,0.0218598367694083,-0.133486249909992,0.0272978089359297,-0.0317482208464158,-0.0455947318650286,-0.0455947318650286,-0.0239662740231473,-0.166149108782394,0.0039645731736955,-0.000728453772758354,0.0267062485223085,-0.0513965691475659,0.0317482208464158,0.0743341656665449,0.075483723086938,0.0988065531092924,0.100259016046549,0.123340419374924,0.207186395868288,0.019800215299856
"OVOL2",0.0955212585652215,0.047497526338173,0.00843075137295215,0.0738712868544969,0.103959230587777,0.104859669964842,-0.139049542728783,-0.157338681665909,-0.157338681665909,0.00230510436030673,-0.257073445385892,-0.157976763696878,0.155420822338854,0.17618704995779,0.154992922306988,0.139049542728783,0.304220852576066,0.30301837631768,-0.00743775172112693,-0.00869845239014354,-0.1020921751334,0.294554580519095,-0.0972189434406917
"miR200b",-0.102934793520046,-0.0566085986173069,0.00849369451708621,-0.0742035816270731,-0.157219984387928,-0.0211319320054419,-0.0168343918375852,-0.0225055340017349,-0.0225055340017349,-0.0116100570503323,-0.0849680132643433,0.0921142602118961,-0.0964047792556194,0.0107176353830124,0.0186101315720466,0.0168343918375852,0.0639070150836772,0.0621511949308427,0.0582160128902205,0.0559991147728831,0.134050418854583,0.176835147987326,0.0999629985558877
"TWIST2",0.0411517822155429,0.0153540981777857,0.0107099883926875,0.0194508053634323,0.0880123263492919,0.0303807189675832,-0.0593182823116103,-0.102323551039914,-0.102323551039914,-0.0958175574952174,-0.135951938788161,0.0260262719123878,-0.0306399604345175,0.103775653947987,0.0981517411319596,0.0593182823116103,0.036764123489777,0.0348025672533633,-0.192543935736565,-0.195008920134496,0.0423764265874736,0.165851156087691,-0.0442367804340651
"CDH1",0.00576403406453991,-0.00934860104344298,0.0164066919862384,-0.00935343357247541,0.0294703849942835,0.00986179827780153,-0.0384347719127205,-0.0548889977784759,-0.0548889977784759,-0.049460422246737,-0.129005095909036,0.00941881462525388,-0.019212787250415,0.0510544918123859,0.0461148725438414,0.0384347719127205,0.0293862746031974,0.0251746670017592,-0.091926832004645,-0.0968936314734365,0.0168207591433554,0.121891056302134,-0.0120692328610848
"SNAI2",0.0120692328610848,-0.0162421758983724,0.0194414352533329,-0.10567832834491,0.031433544037327,0.00593626310220586,-0.0315074486625013,-0.0461148725438414,-0.0461148725438414,-0.0411930482111689,-0.126294369414625,0.0159662669574741,-0.00941881462525388,0.0439200401637554,0.052028499956006,0.0315074486625013,0.0267493412590124,0.0293862746031974,-0.0952071185479892,-0.091926832004645,0.0194317351722785,0.119207372134056,-0.00750539532509925
"CLDN7",0.0145704712572087,-0.0190622450636563,0.0207708789337568,-0.00395960782164523,0.0324070917754065,0.00397631304698224,-0.028399317695367,-0.041733894095632,-0.041733894095632,-0.0371921366901354,-0.0251837597205179,0.019212787250415,-0.00511092029373565,0.0403683990971541,0.0548889977784759,0.028399317695367,0.0251746670017592,0.0304347826086957,-0.0968936314734365,-0.0893912113379089,0.0204470211661763,0.11761556060093,-0.00576403406453991
"miR34a",-0.0166705631224207,-0.00209384528772802,0.0208897927459558,0.0842275395222293,-0.118578630960161,0.0820863553981848,-0.100427007829628,-0.0862529613443307,-0.0862529613443307,-0.0815114680657789,-0.0343857679554801,0.0516486088620905,-0.0535143052700818,-0.0118554066567987,0.0845145986178735,0.100427007829628,0.030703152259992,0.0299348967298767,0.0739458145542964,0.0731750273120456,0.0751793646178248,0.141238191809244,0.0154605139521687
"NP63",-0.0448721497387308,-0.0102034774991473,0.0309078811632285,-0.0362062588149916,-0.0704937565082365,-0.124954925236581,0.0394704812150268,0.0742051186058769,0.0742051186058769,0.180186090385948,0.150336431032763,-0.00267374499316737,0.00799699097505807,-0.0730643860426694,-0.0693598147947084,-0.0394704812150268,-0.0307893776458534,0.0716987994822636,0.123229241789942,0.125960084379418,0.0109696926949286,-0.20795017046007,0.0483701485325243
"TGFbeta",-0.0550254007900809,-0.00176458598760873,0.0630284840734845,-0.011622961063184,-0.09347164197152,-0.109876837202622,-0.00816383746253551,0.0439531260812913,0.0439531260812913,0.0430711247971797,0.0953566653874166,-0.0931793295743632,-0.00299231023919268,-0.127363574868214,-0.0405172723671076,0.00816383746253551,-0.0103023268031373,-0.00860431644609182,0.0078863885478427,0.00995795163635494,0.09325527635961,-0.0497228282119283,0.0575896098877259
"TWIST1",-0.00483247322755363,0.09153621231121,0.0993590642512116,0.0542461162801626,0.00853552956993263,-0.0208832663659247,-0.0471833805443466,0.0203004779198723,0.0203004779198723,0.0164381727386366,-0.133916551786496,0.0188255131656736,-0.0163039623194641,-0.0150841959937186,-0.0180142298372134,0.0471833805443466,-0.023060186424824,-0.0220192562653456,-0.00638092700063295,0.0949041302264864,-0.0830765616495573,-0.0920650781022967,0.00672163321361149
