"","OVOL2","ZEB2","SNAI2","miR34a","CDH1","miR141","CLDN7","miR200a","TGFbeta","GSC","TWIST1","miR200b","miR200c","SNAI1","FOXC2","TCF3","ZEB1","GRHL2","TWIST2","miR101","KLF8","miR205","NP63"
"miR200a",0.193722155059799,-0.0459342947323906,-0.143506542362071,0.0523312637357196,0.112506380709285,0.0454163003737282,0.0454163003737282,0.046142623991436,0.153331381992976,0.152960961122146,0.114765313259218,0.0444616539595535,0.00537375939698643,-0.00859707931792929,-0.0830878381569808,-0.113568868578146,-0.0453531365114924,-0.0597765755542959,0.121346539968976,0.0977520078318395,0.0972873271647166,-0.160219906465264,-0.16076371311179
"FOXC2",0.2089398385952,-0.0350539565206173,-0.10388554105273,0.056934562061437,0.0875623810182728,0.0545972743979989,0.0545972743979989,0.0480828322012039,0.0613945481453145,0.0607551716730661,0.132472767295081,0.0146783692837122,0.0221441793760155,0.0932713925457841,-0.129980255859524,-0.130771550530773,-0.0546130032161695,-0.0748653591693516,0.167603985748212,0.0494592163975695,0.0485982541053216,-0.175356145145673,-0.176575987921493
"miR200b",0.149425311281285,-0.0181646234889324,-0.164033119818757,0.0286106693088725,0.0294782367051469,0.0191569176040004,0.0191569176040004,0.0192082157566283,0.13712873105922,0.13678217165553,0.109732027870225,0.0164886803771715,0.0035098155148066,-0.00614145509933316,-0.0777864837811093,-0.109180391447432,-0.0193888160240111,-0.0334250040073929,0.129357257477133,0.110725561457886,0.110329322129331,-0.122197831384431,-0.122969112706627
"miR141",0.211314317998989,-0.0173606030821799,0.0529368639086098,0.13737260338013,0.0591919095262516,0.0483104642491469,0.0483104642491469,0.0346159996811032,-0.0649953723936222,-0.0653180703301734,0.00568505465715202,-0.0352987166072274,0.0190074012735255,0.0706582178407048,0.00698541034545583,-0.00445015810746777,-0.0480950821747385,-0.0627311124436318,0.0450393521320739,-0.0595093400121194,-0.060019047875669,-0.173034662726,-0.173542926454453
"miR205",0.165598027807435,-0.00457007198177991,-0.095468531366192,0.0294039063525196,0.00434039734807984,0.0281533915474187,0.0281533915474187,0.018396194792477,0.0333591515118625,0.0329084294042605,0.12094587007599,0.0135040062961689,0.0146629111294737,0.0984411901280675,-0.117970045544427,-0.12015100989725,-0.0283701590409902,-0.0441702728705913,0.160049066338992,0.0508057735993624,0.0502237597061276,-0.13634392951553,-0.137394370502548
"miR200c",-0.211314317998989,0.0173606030821799,-0.0529368639086098,-0.13737260338013,-0.0591919095262516,-0.0483104642491469,-0.0483104642491469,-0.0346159996811032,0.0649953723936222,0.0653180703301734,-0.00568505465715202,0.0352987166072274,-0.0190074012735255,-0.0706582178407048,-0.00698541034545583,0.00445015810746777,0.0480950821747385,0.0627311124436318,-0.0450393521320739,0.0595093400121194,0.060019047875669,0.173034662726,0.173542926454453
"ZEB1",-0.209583231994609,0.0355564944507466,0.104404234505978,-0.0569895978346896,-0.0875842477400595,-0.0546130032161695,-0.0546130032161695,-0.0480798653116909,-0.0619385894183574,-0.0613945481453145,-0.133158435566247,-0.0150109439933292,-0.0221654420841922,-0.093533899391736,0.130720085732436,0.132472767295081,-0.0449106474682702,0.0750153125213945,-0.168787987020476,-0.0501528495214903,-0.0494592163975695,0.176575987921493,0.178280206797226
"SNAI1",0.0891900692688657,0.0465678956185772,-0.149029157177992,0.0910148921241987,-0.0778466093355877,0.0634591633978166,0.0634591633978166,-0.00107307133266747,0.0183791367802899,0.0183055636022994,0.0667507657637925,0.0103157657900129,0.0560120631694988,-0.0662096088386645,-0.122924784567315,-0.0665867551158738,-0.0633814120861975,-0.0662030270544187,0.129448657208261,0.0178208110688064,0.0176601441920769,-0.0787714253337449,-0.078864539766482
"CLDN7",-0.180769925244648,0.0535463446119761,0.325493296630319,-0.114835247405706,-0.0121758495177816,-0.131639165212632,-0.131639165212632,-0.0915046476427149,-0.241874081388255,-0.239735237813848,-0.255386409148197,-0.212069324692222,-0.0429564917223109,-0.0914318555853794,0.156013604901511,0.250884957066881,0.133317839827707,0.14382908476242,-0.333289110990319,-0.241579745414977,-0.239419113616437,0.158478260869565,0.164143000753958
"CDH1",-0.182836608997764,0.0540673750944859,0.326996528316558,-0.11618624078319,-0.112667610857192,-0.133317839827707,-0.133317839827707,-0.0929716454984778,-0.242993217178095,-0.241874081388255,-0.257410313530667,-0.212517503135283,-0.0434384143174747,-0.0917275799045973,0.157883489601912,0.255386409148197,0.13370127664085,0.145955501020577,-0.335647336706209,-0.243129355586113,-0.241579745414977,0.164143000753958,0.166890817908555
"SNAI2",-0.183854836274158,0.0545364543955292,0.227838575012491,-0.116545040017136,-0.112831244047834,-0.13370127664085,-0.13370127664085,-0.093412704038975,-0.243703763337741,-0.242993217178095,-0.258602732827004,-0.212977262124781,-0.0434430766699112,-0.0920949208459697,0.158852262277685,0.257410313530667,0.134210147167666,0.146601545601932,-0.337107426338447,-0.244024919388964,-0.243129355586113,0.166890817908555,0.168982459480949
"GRHL2",-0.382306807455178,0.0959207041992687,0.286273597024995,-0.172360555302673,-0.0439963674970101,-0.177661156218225,-0.177661156218225,-0.182151228439774,-0.218547060492643,-0.217268214392098,-0.157030361696403,-0.00102579884220673,-0.118626339309644,-0.0424589441968626,0.112071948082922,0.154296099600329,0.178279323029371,0.244877957462963,-0.260873600715548,-0.224353547858795,-0.222799782288127,0.464441195005444,0.467608662940254
"NP63",-0.246185962571054,0.13570155119266,0.349019723267398,-0.0989803454942463,-0.11853163884607,-0.0993913461054804,-0.0993913461054804,-0.106954196097819,-0.158995738397569,-0.157874604597524,-0.260152971220967,-0.166848518861086,-0.0115057861090102,-0.0919335632520533,0.151970393623486,0.258400474867327,0.0999738954118158,0.251617325130774,-0.332766900319704,-0.276321969145991,-0.274762124856282,0.442564843451799,0.345574301749306
