"","miR200c","miR200a","miR200b","TWIST2","miR101","KLF8","SNAI2","GSC","OVOL2","NP63","miR205","CLDN7","miR34a","FOXC2","SNAI1","TWIST1","TCF3","GRHL2","miR141","ZEB1","TGFbeta","ZEB2","CDH1"
"miR101",-0.0503078004577368,-0.0503078004577368,-0.0531722383507313,0.0605888155655304,-0.0203192596243864,0.0798934101791599,0.0754987251594146,-0.0224214313970402,0.0928288898162872,0.0610185308518956,0.0611130091218935,0.00418174059612936,0.00513054342440274,-0.0353905738585749,-0.0112295606958853,0.0190669495572861,-0.0192164426991518,0.00288595575060123,-0.00418174059612936,-0.00402123171375897,0.0225170136522784,0.106643487311692,-0.00786885505275057
"GSC",-0.044718816555328,-0.044718816555328,-0.0469399865687894,0.0571865586320669,-0.0346503123881197,-0.0343852878343743,0.0625776386003607,-0.0177519859183439,0.10194754910243,0.0821760695345999,0.0823044244839285,0.0604844455846962,0.0478640053942295,0.148218498985261,-0.028588732209354,-0.0891474223414747,0.0890244348638361,-0.0527811006321727,-0.0604844455846962,-0.0603167231110913,0.0178791167347316,0.153747903041207,0.0348659199059075
"TCF3",-0.0987833654909228,-0.0987833654909228,-0.288567789162579,0.252595372477476,0.231107973718028,0.231212280080716,0.269566624104471,-0.225260748865868,-0.0570096328331572,-0.04767613303175,-0.0459420289855072,-0.0383182725014855,-0.0121952794951868,-0.0810679965956996,-0.0298662670379548,0.14740380901447,-0.14740380901447,0.0327206705064746,0.0383182725014855,0.0389217176245517,0.225550761553923,0.157457909233047,-0.289371556719762
"KLF8",-0.0987833654909228,-0.0987833654909228,-0.288567789162579,0.252595372477476,0.231107973718028,0.231212280080716,0.269566624104471,-0.225260748865868,-0.0570096328331572,-0.04767613303175,-0.0459420289855072,-0.0383182725014855,-0.0121952794951868,-0.0810679965956996,-0.0298662670379548,0.14740380901447,-0.14740380901447,0.0327206705064746,0.0383182725014855,0.0389217176245517,0.225550761553923,0.157457909233047,-0.289371556719762
"CLDN7",-0.0987833654909228,-0.0987833654909228,-0.288567789162579,0.252595372477476,0.231107973718028,0.231212280080716,0.269566624104471,-0.225260748865868,-0.0570096328331572,-0.04767613303175,-0.0459420289855072,-0.0383182725014855,-0.0121952794951868,-0.0810679965956996,-0.0298662670379548,0.14740380901447,-0.14740380901447,0.0327206705064746,0.0383182725014855,0.0389217176245517,0.225550761553923,0.157457909233047,-0.289371556719762
"SNAI2",-0.0991154285790391,-0.0991154285790391,-0.289015317772361,0.253137780720981,0.231738992130528,0.231822929558991,0.169756479885435,-0.225454601805984,-0.0574616237205244,-0.0480423737739979,-0.04767613303175,-0.038812622631691,-0.0126825950051759,-0.080831537918082,-0.0300888493930346,0.147803636617369,-0.147780967048998,0.0329645684006346,0.038812622631691,0.0389276283991188,0.225579992304745,0.157642999702238,-0.189389793774499
"miR200c",-0.0978225744000829,-0.0978225744000829,-0.0929265506768929,0.0863767363125139,0.00167051332353224,0.00178218077067031,0.086164113711968,-0.141994394402585,0.119508690012396,0.0825481924111509,0.0825872896210318,-0.0101374548817313,0.0862174373646971,-0.094296392099291,-0.0688552810630877,0.0568612088910223,-0.0570519893160634,0.0202894276357553,0.0101374548817313,0.0102577563719967,0.142026209692104,0.181670418822168,-0.00499888269707145
"miR141",-0.0978225744000829,-0.0978225744000829,-0.0929265506768929,0.0863767363125139,0.00167051332353224,0.00178218077067031,0.086164113711968,-0.141994394402585,0.119508690012396,0.0825481924111509,0.0825872896210318,-0.0101374548817313,0.0862174373646971,-0.094296392099291,-0.0688552810630877,0.0568612088910223,-0.0570519893160634,0.0202894276357553,0.0101374548817313,0.0102577563719967,0.142026209692104,0.181670418822168,-0.00499888269707145
"miR205",-0.0927774938371362,-0.0927774938371362,-0.0782698686415287,0.029846756468232,-0.0685691290068253,-0.0681798681018876,-0.0697579694327619,-0.0338976393361361,0.137557130917064,0.0965042550449398,0.096633082713159,0.00254317575499596,0.00663172241458318,-0.0953179541337977,-0.0838409912137101,-0.00602750942444995,0.00576392884704375,0.0130702330994948,-0.00254317575499596,-0.00235684266596601,0.0340182551114098,0.185538981950776,0.00696883822502012
"miR200a",-0.10491132122256,-0.10491132122256,-0.0687336676644878,-0.116450596165039,-0.027197828722707,-0.0273995505626984,-0.121682757814857,0.101808989921034,-0.139758145480754,-0.0998946956376743,-0.100047530185391,-0.00685465200780011,-0.097743703443167,0.0850790805257619,0.0636074485673149,-0.0605682702262913,0.0607945446838981,-0.00761976890293065,0.00685465200780011,0.00670890641755278,-0.101835123908853,0.201836035618491,0.152243932072422
