"","miR200c","miR200b","miR101","TWIST2","miR141","CLDN7","GRHL2","OVOL2","FOXC2","NP63","miR205","miR34a","SNAI1","TGFbeta","GSC","TCF3","TWIST1","ZEB1","SNAI2","KLF8","ZEB2","CDH1","miR200a"
"CLDN7",-0.0343029452949665,-0.0222998926194765,0.0309390446456382,0.0024112568329093,-0.00437127808842966,-0.00437127808842966,-0.00403515463838813,0.0101819071506416,-0.0272426065511494,0,0,0.0323603025605988,-0.0787144074398729,0.00794483570391011,0.00656727543564838,-0.109100038624952,-0.109196844046055,0.00417012971407425,-0.00165957915494134,-0.0330102709904452,0.0750184751796994,-0.0822542802995157,0.0391827302774157
"miR101",-0.0833773667674918,-0.0691012818950414,0.10894891696619,-0.0397821269771509,0.0781235730225326,0.0781235730225326,0.0803428681495428,0.0848739926624753,-0.108041030913514,0,0,0.0517381144133905,-0.21151764670213,0.0362076370434478,0.0363476566629634,-0.185695524692253,-0.185709710172868,-0.0780972060603363,0.0925566603218633,-0.208693713201935,0.0907027812504944,-0.0525668062604805,0.00906500034805941
"GSC",-0.0134290468717442,-0.00597725829831273,0.166492563545407,-0.0771091278526563,-0.0885477575248564,-0.0885477575248564,-0.0894595361735097,-0.0920860944806668,-0.262435954415406,0,0,0.144700692142108,-0.287619767478535,-0.0205863778128208,-0.0206303846338781,-0.125412620908407,-0.125498871866751,0.0885453442518549,0.0189328819613293,-0.166482819995637,0.114456048955989,-0.0164824965801673,0.0996247837584784
"TWIST1",-0.118053243236768,-0.0988030723526076,0.111850053593752,0.076973862021464,0.118023278668643,0.118023278668643,0.119462943510412,0.110365415103451,-0.215148904073908,0,0,0.0184125484948781,-0.232072009368003,0.0592426596144895,0.0593758346001536,-0.100636407947286,-0.200678072231192,-0.117989096625199,-0.0681750963903776,-0.111580173595743,0.116534154532547,-0.135096222302459,-0.00419713619045476
"TGFbeta",-0.0617415717344843,0.0288847424620961,-0.0620801607696633,-0.00815276305348166,-0.00208216237092736,-0.00208216237092736,-0.00232443744893479,-0.00209603524504762,-0.046099018223465,0,0,-0.104521409403236,0.109699590074015,-0.0770214263787047,0.0227435636518335,0.117496325078709,0.11755758707585,0.00204425115864345,0.0123451814723263,0.0616722971027682,0.130426083122047,0.026184406538813,0.0640513246417783
"ZEB2",-0.227903873442185,-0.202394800899986,-0.13482326680468,-0.133818954635347,-0.0699050688489918,-0.0699050688489918,-0.0695371042859003,-0.0524594416444846,-0.0104659613853913,0,0,0.0441918950816646,0.046348280639155,0.052993649235277,0.0530496875137319,0.0621372364435782,0.0622232935660229,0.0699062963278239,0.128155673566779,0.134826249890583,0.210123740618399,0.250609820170003,0.290729945441499
"SNAI1",-0.142099110230974,-0.12539440769553,-0.136312152705436,0.128435904613887,0.0903931417387786,0.0903931417387786,0.0912298522912126,0.0937426211302938,0.128909695444714,0,0,-0.221272064345421,0.179383133185065,0.0606932585687951,0.0607847859440671,0.213035900843731,0.213014952443218,-0.0903671216871246,-0.0911623081295261,0.136492785951312,0.215906951551044,0.137145493588123,0.0532598933995738
"miR200c",-0.190625354196467,-0.184234504987946,0.0560864393200907,0.0680258790022935,0.165595998664737,0.165595998664737,0.169785507537625,0.109376420125915,0.0534841812876074,0,0,-0.0867588915559397,-0.0436441704543917,-0.0170742644466748,-0.0171799366582919,-0.0863491295887391,-0.086155391327651,-0.16559041881825,-0.0629886207318886,-0.0563728122893642,0.224835677675456,0.0147900822513312,0.0299459472442908
"miR200a",-0.190625354196467,-0.184234504987946,0.0560864393200907,0.0680258790022935,0.165595998664737,0.165595998664737,0.169785507537625,0.109376420125915,0.0534841812876074,0,0,-0.0867588915559397,-0.0436441704543917,-0.0170742644466748,-0.0171799366582919,-0.0863491295887391,-0.086155391327651,-0.16559041881825,-0.0629886207318886,-0.0563728122893642,0.224835677675456,0.0147900822513312,0.0299459472442908
"miR141",-0.190625354196467,-0.184234504987946,0.0560864393200907,0.0680258790022935,0.165595998664737,0.165595998664737,0.169785507537625,0.109376420125915,0.0534841812876074,0,0,-0.0867588915559397,-0.0436441704543917,-0.0170742644466748,-0.0171799366582919,-0.0863491295887391,-0.086155391327651,-0.16559041881825,-0.0629886207318886,-0.0563728122893642,0.224835677675456,0.0147900822513312,0.0299459472442908
"miR205",-0.203394640463038,-0.198110354031135,-0.0426206399489541,0.107594292426285,0.153498933545558,0.153498933545558,0.160350153451156,0.104392905634775,0.0933164833965353,0,0,-0.184621808838519,0.149073782188675,0.0784758872044518,0.0785298468933901,0.0417369273785341,0.0419716788302865,-0.15346974136161,0.0106147287388211,0.0425543028815531,0.274163243151456,0.0308122754785651,0.0578802332708097
