"","miR200c","CDH1","TGFbeta","miR101","TWIST2","SNAI1","CLDN7","GRHL2","TWIST1","TCF3","NP63","FOXC2","miR205","miR34a","ZEB1","miR141","OVOL2","SNAI2","KLF8","miR200b","GSC","miR200a","ZEB2"
"GSC",0.0171138702308349,-0.00418541055645051,-0.000869186145492215,-0.148172352020806,0.0154296063530251,-0.140485542164483,0.0907851715641887,0.0888114677249789,0.0278610140044228,0.0277827492459255,0.0228043655225817,0.0319737544278121,-0.0228560906514155,-0.101490560167998,-0.0908546738266322,-0.0907851715641887,-0.129418408030402,0.0769531425098988,0.14838573576077,0.0615438636010887,0.00118028992213315,-0.0171138702308349,0.0457823909108983
"FOXC2",-0.0354526184800271,-0.0198285376709285,-0.0532833606743278,0.00543378499932196,-0.0996490892074383,0.0957873773288133,-0.00748812527362769,0.00284082688033268,-0.105898604858877,-0.105960569707908,-0.0536239402958201,0.123586135854553,0.0536646017216808,0.0150677929558747,0.00762118257328718,0.00748812527362769,0.137802085821406,0.0237162742555833,-0.00607565549553065,0.0182607383509107,0.0527373396802005,0.0354526184800271,0.087888717097596
"ZEB1",-0.0356904641226554,-0.0198021017833952,-0.0532437981941948,0.00553371519514106,-0.0994343945509498,0.0957859609249682,-0.00762118257328718,0.0027180690984336,-0.106024200536943,-0.105898604858877,-0.0537015354216967,0.123432764730214,0.0536239402958201,0.0151002029112345,-0.0924303514969137,0.00762118257328718,0.137868588501544,0.0239591459649232,-0.00543378499932196,0.0184000948487708,0.0532833606743278,0.0356904641226554,0.0879121907427502
"TGFbeta",-0.0971011019755939,-0.0517413843406891,-0.141828562361897,0.147975358957396,0.029447031108678,0.215260222322098,-0.112971709197606,-0.110401493575885,-0.0718791370985967,-0.071420806601467,-0.0199332805743057,0.0869969829480134,0.0196525501300429,0.212882859370684,0.112936542688474,0.112971709197606,0.142698021832894,-0.0909235543087011,-0.148006520018534,0.0870008548187872,0.04154316208475,0.0971011019755939,0.0930545352662889
"TWIST1",-0.0566006316893286,0.117774880733074,-0.0549610830551284,-0.0771992165514483,0.115796938067319,-0.303108554147699,-0.0108366465356668,-0.00829536327747318,0.251287325342684,0.350726082930077,-0.0191976018519921,-0.394320712775812,0.0193075869254464,-0.119238697273793,0.0107703802637184,0.0108366465356668,0.0774926876587929,-0.0778671651467922,0.0770100017926971,0.0639713353948127,0.0552459208479959,0.0566006316893286,0.12423380991062
"miR101",-0.0659738564115354,0.0506263960750973,-0.0540524750030501,-0.211376318277357,0.00669368782831316,-0.271075377358349,-0.00584143784225759,-0.00216200326620074,0.228802412216568,0.228314649921575,-0.0307238875167452,-0.259232992502513,0.0308104925975766,-0.113575752050728,0.00579529565841394,0.00584143784225759,0.0990761096937001,0.0815382991348256,0.111151685797362,0.0311760105019511,0.0542402857501848,0.0659738564115354,0.13003323967445
"miR34a",-0.0305283665228289,-0.0833081511724691,-0.0130349167982151,0.0767519664819869,-0.243173771189844,0.312077852588574,-0.0122350813931494,-0.0120330816125996,-0.282311122131807,-0.281466326717165,0.0132485300535813,0.32390121289898,-0.0134983077136188,0.142264911280171,0.0123428812993897,0.0122350813931494,-0.0517169033358887,0.103020993827102,-0.0768921785286987,0.000187074636475956,0.012330755184979,0.0305283665228289,0.156938583520469
"SNAI1",-0.181986468444785,-0.200503412043277,-0.0972354594232895,0.192328786836713,-0.104084556650945,0.201093270804404,-0.130702673603218,-0.12592224948836,-0.312245779234134,-0.311732287953267,-0.0247275685857741,0.334981523581969,0.024473954275556,0.256441671283069,0.130758960302493,0.130702673603218,0.161668695892745,-0.0178970266910045,-0.192621106960005,0.0384928926216855,0.0966942964987068,0.181986468444785,0.255887014684578
"miR205",-0.145848001271,-0.119863080263159,-0.066715567709133,-0.0568903169052387,0.0540669197006499,-0.139763485444804,-0.0241662695826945,-0.0265136235438766,0.0919529149135005,0.0920599945230718,0.0429352575312351,-0.114555619994428,-0.043093814661351,0.00322116100220807,0.0241097485456888,0.0241662695826945,-0.100012687193298,0.0358299817348943,0.0567163385586589,0.0981556412950123,0.0666203447286537,0.145848001271,0.277296425858366
"miR141",-0.158563781937481,-0.0949505145308118,0.0199276962648675,0.086454076598785,0.0453353954907453,0.113345671740968,-0.0407054718868839,-0.0389686094723058,0.00337074289009354,0.00358222816746462,0.0395910597716074,0.0214380337349587,-0.0397545571947458,0.0328119696343118,0.0407521194035174,0.0407054718868839,-0.0832297829844327,-0.0727180760176202,-0.0869691877259058,0.131543641186922,-0.0204435584592135,0.158563781937481,0.284782521303621
"miR200b",-0.147151187507678,-0.0880126462191615,-0.202751166619797,-0.153344249745119,-0.106738204261489,-0.166995616422109,-0.00910737661154929,-0.0027074263303722,-0.0207095884460598,-0.0208323386420165,-0.0540436032218936,-0.0179894317270671,0.0540222774710495,-0.00895099763452486,0.00911920588610228,0.00910737661154929,0.14353584584247,0.145879870039024,0.152933601713708,0.050309697691803,0.202559138622342,0.147151187507678,0.298229901970009
"miR200a",-0.147151187507678,-0.0880126462191615,-0.202751166619797,-0.153344249745119,-0.106738204261489,-0.166995616422109,-0.00910737661154929,-0.0027074263303722,-0.0207095884460598,-0.0208323386420165,-0.0540436032218936,-0.0179894317270671,0.0540222774710495,-0.00895099763452486,0.00911920588610228,0.00910737661154929,0.14353584584247,0.145879870039024,0.152933601713708,0.050309697691803,0.202559138622342,0.147151187507678,0.298229901970009
"ZEB2",-0.410406860064469,-0.325011860146249,-0.319842519404185,-0.236698683248817,-0.210835811745148,-0.158317549726517,-0.109369998224056,-0.10411725692854,-0.0455081170246351,-0.0452109763943072,-0.0431319386358972,0.00835017657212645,0.0429615016975644,0.0585349871075473,0.109349622075442,0.109369998224056,0.170568497267203,0.224093480483464,0.236234316209928,0.240446453987916,0.319277825982833,0.410406860064469,0.416760529334273
