"","CDH1","miR101","SNAI2","TWIST1","TCF3","TGFbeta","miR34a","FOXC2","ZEB1","miR141","GRHL2","miR205","NP63","CLDN7","OVOL2","GSC","ZEB2","SNAI1","TWIST2","KLF8","miR200b","miR200c","miR200a"
"NP63",0.111959781672756,0.0146770026065977,0.0243805499201649,-0.0654396786400656,-0.0656483625848654,0.00122909053637721,-0.0029954431969026,0.0193685374189711,-0.000933345426826807,-0.000898399254111286,-0.0573628560119342,-0.0627727099968266,-0.162788832094849,0.000898399254111286,-0.0653674546748004,-0.00128557514004358,-0.0559589258776038,0.0108437671077456,-0.0168045228248244,-0.0147866577411993,-0.0802555104791935,-0.0152236578725026,-0.0152236578725026
"miR34a",-0.0141007801197949,0.153086700272716,0.140461657462662,0.202270087811179,0.201595353728841,-0.0135565629747989,0.0707496069307872,0.0787425765565889,0.0100467697727881,0.0106928553035658,-0.00633191185850611,-0.0338303478879091,-0.0322692375126749,-0.0106928553035658,-0.0493739097308792,0.0133616664871594,-0.0120722837658295,-0.178120838936757,-0.260130224549437,-0.15259499775274,0.0440589392584082,-0.0513250983552549,-0.0513250983552549
"ZEB1",0.0645294129647196,0.110044958778094,0.101721416362965,0.137398291297129,0.137612825541482,0.00439709944850317,0.035882206046741,0.100220802568119,-0.08899509206044,0.0105612786685717,0.00559741520037498,-0.0549952744395602,-0.0560499933727709,-0.0105612786685717,-0.0805898700252826,-0.00431820317309343,-0.00325130053639691,-0.128827047585824,-0.165947747276649,-0.110369731914506,0.00726007945858796,-0.00838855500647622,-0.00838855500647622
"FOXC2",-0.0646687725199875,-0.110369731914506,-0.101556666190127,-0.137612825541482,-0.136565056276047,-0.00431820317309343,-0.0366423112262187,-0.100640377317962,-0.0105612786685717,-0.011490979353413,-0.00502215334858328,0.0572452066705171,0.0549952744395602,0.011490979353413,0.0812861450739577,0.00459067090574939,0.00322858410560252,0.128441785739967,0.16575293175502,0.109382107177673,-0.0069565729755185,0.00897204327737302,0.00897204327737302
"GRHL2",-0.031200648922035,-0.0989186038689205,-0.0994455875582798,-0.0305022840187888,-0.0297739182172973,0.0865123663942065,-0.0229733470468731,0.0387214689791156,-0.0242768304084932,-0.0251469804411374,-0.0758638159769467,0.163953693346389,0.161834527128085,0.0251469804411374,0.0806545176259617,-0.0862934048815427,0.00743998259826381,-0.00800016881398446,0.0888057583759467,0.0981764937408339,0.0163808033798362,0.0231845517703048,0.0231845517703048
"OVOL2",-0.0173878652184481,-0.029901963906188,-0.0554779814423941,0.083471236816313,0.0829137229683884,0.0146419850320637,0.0972688817987826,0.108754371457695,0.0146523406689118,0.0153144249640767,-0.00427424118276408,-0.0207196110211726,-0.0191303544388846,-0.0153144249640767,-0.101902660476786,-0.014830752668748,0.0445990378765463,-0.162124436791251,0.0438924592493064,0.0305281771257574,-0.0446338961742333,0.00612572476244923,0.00612572476244923
"ZEB2",-0.19348527572883,-0.154462284116067,-0.137677697436694,-0.0883973551475599,-0.0881294414644774,-0.0620830308366871,-0.0573295909967718,-0.04526568529221,-0.032547339237084,-0.0325156702832151,0.029042789987629,0.0312925992046431,0.031370070540249,0.0325156702832151,0.0328635710721468,0.062124289788956,0.082730991417705,0.0850765071670355,0.144845010225777,0.1543936731403,0.183682743608132,0.2047610994137,0.2047610994137
"TCF3",-0.0198406546352365,-0.00300067298967875,-0.00796218440396314,-0.0595466961112534,-0.0578526012419408,-0.00871226120477711,0.00214727111694324,0.0308875904356,0.00243814161009215,0.00112519131202683,-0.000398182487528664,-0.00782608695652174,-0.0108896707715506,-0.00112519131202683,-0.0148156154282604,0.00914728023685976,0.0868817937045614,-0.00497901598483623,0.014610867229133,0.00262815026579259,0.0273619308476089,0.0429636164938686,0.0429636164938686
"TWIST2",0.0899214320417695,0.0779955449584096,-0.0114857950910721,0.0356369210235148,0.0350042891895949,-0.0151428141143444,0.0551834310716467,0.099495389464939,-0.00154785818641881,-0.000860717563117156,0.00274314993234214,-0.0259566510173635,-0.0243425606762308,0.000860717563117156,-0.0424514845557497,0.0149340561017207,0.138833670773733,-0.156419794935855,0.0183511690642792,-0.0776375113623445,0.0451783965730667,0.0693954094829971,0.0693954094829971
"TGFbeta",0.00073810919973117,0.228625347479655,0.128773783779203,0.321981059362685,0.321842652628403,-0.121795120131528,0.176080120050304,0.141310873915508,-0.0383735672689248,-0.0383898639438884,0.033999775528156,0.0299517353044935,0.0299435586896121,0.0383898639438884,0.0272231480649841,0.0217356074405549,0.139321909538033,-0.35726517893833,-0.175862167084255,-0.228613575523225,0.169091112307566,0.0887841296561081,0.0887841296561081
"TWIST1",0.0903855692527467,0.142636041717365,0.00998187619987293,0.207123273524135,0.306530987135284,-0.0161686944387537,0.12246985158328,0.0517531233367252,0.0571321101381973,0.0576631041199365,-0.0531141976629785,-0.0676319496124107,-0.0663985455743873,-0.0576631041199365,-0.0760567140066736,0.0159797426355644,0.227575389161647,-0.30739006616606,-0.0139779729880037,-0.142320351830396,0.0564701283806524,0.0765983603610815,0.0765983603610815
"miR200c",-0.0982865722656943,0.0765741096345884,0.0347399018396856,0.119641261125239,0.120195855384079,0.0621795618832467,-0.0128321512155048,0.0840796016885016,-0.0314413782538171,-0.0318982560841943,0.0158286464239696,0.0710890029985853,0.0700262697481855,0.0318982560841943,0.0917159826925974,-0.0620591182872099,0.229981572980629,-0.159164331158467,0.0290989668493625,-0.077083817498138,0.145246061183867,0.13073454750556,0.13073454750556
