"","miR200a","CDH1","miR200c","miR101","KLF8","OVOL2","miR205","TGFbeta","ZEB1","CLDN7","TCF3","TWIST1","FOXC2","miR34a","miR141","GSC","GRHL2","NP63","SNAI1","TWIST2","SNAI2","ZEB2","miR200b"
"TGFbeta",-0.000154030535538911,0.167548519342343,-0.0162579022160858,0.257055324758684,0.256574059481108,0.0129027080948827,0.0117271348504535,0.101799385196957,0.0139704204116745,0.0138326706222447,-0.105994703071291,-0.10639177157128,-0.194917275439467,0.1951434692368,-0.0138326706222447,-0.20196489129375,-0.0134682603677038,-0.0126265624874118,-0.373599924414368,-0.209083926436353,-0.166789826665973,0.018944241314856,0.120011833389021
"OVOL2",-0.215749627852818,-0.0650493523829601,0.19067137146477,0.0330556473588242,0.0330183597065206,0.044591848464059,0.150727805657428,-0.188527951849003,-0.204301544237146,-0.204326408063539,0.0238818018831755,0.0238656159972681,0.00885007581108213,0.1326428913631,0.204326408063539,0.188530018647944,0.0417238914618517,-0.150480395897167,0.114975484234072,-0.077645363033495,-0.0467215327589561,0.0342979163041376,0.0984383941354351
"CDH1",-0.088524890447347,0.158471589185867,-0.0105058713794615,0.127857805978387,0.126366427504704,-0.131276048182669,-0.11714270754796,0.014447081023755,-0.0790356382931508,-0.0793180018040844,-0.0151805235442651,-0.0163863668377578,-0.12501653979248,0.119870324024078,0.0793180018040844,-0.0146619059925543,0.0901464445188833,0.116449333125772,-0.206121570985544,-0.104313543006098,-0.0819495041121088,0.100471621538606,0.0874467747286614
"TCF3",-0.0885312594684285,0.258091634856188,-0.0102787096275561,0.126366427504704,0.124593219339006,-0.131655833359397,-0.118876811594203,0.0146619059925543,-0.0793180018040844,-0.0795191501784398,-0.0136316368066078,-0.0151805235442651,-0.123170551382181,0.11934582071282,0.0795191501784398,-0.0145168996485267,0.090519784777949,0.11714270754796,-0.205217968899045,-0.103267782197564,-0.0817640880783359,0.100565139830338,0.087143551689627
"KLF8",-0.0885312594684285,0.258091634856188,-0.0102787096275561,0.126366427504704,0.124593219339006,-0.131655833359397,-0.118876811594203,0.0146619059925543,-0.0793180018040844,-0.0795191501784398,-0.0136316368066078,-0.0151805235442651,-0.123170551382181,0.11934582071282,0.0795191501784398,-0.0145168996485267,0.090519784777949,0.11714270754796,-0.205217968899045,-0.103267782197564,-0.0817640880783359,0.100565139830338,0.087143551689627
"miR101",-0.0836775236505557,0.124860960836178,-0.0217514682890376,0.265910984968499,0.365685023302231,-0.129983698859073,-0.115211887731419,0.0144238999799937,-0.0674412917868125,-0.0675114938236604,-0.221991848368795,-0.222156618182092,-0.30998416613654,0.141209777030117,0.0675114938236604,-0.0144842677201441,0.0827090375874918,0.114676510868098,-0.326175782787686,-0.13661727752103,-0.136081593689906,0.106596167316051,0.118317711812528
"TWIST1",-0.120172458083578,0.0281362109731207,0.00424930093054583,0.178341887672981,0.177855904503136,-0.169540476007484,-0.157334396016254,0.0228313583978753,-0.119717543188223,-0.119831935802927,-0.0477228633572336,-0.148063530149165,-0.203326767234537,0.176951720398536,0.119831935802927,-0.0229018628020504,0.135730903279621,0.156886599645762,-0.337061790020098,-0.175937239448342,-0.115686311845788,0.119139878261032,0.114963384475933
"SNAI1",-0.177497951554548,-0.160737691778552,0.0306981994352882,-0.265648096343279,-0.265868662327449,-0.23279847829914,-0.221715794936003,0.00343509041487646,-0.190952526346337,-0.190957853894005,0.232330100244608,0.232291779999767,0.309953830832809,-0.0802516537057207,0.190957853894005,-0.00330531279322214,0.207974995710566,0.222174015960262,0.214103223915585,0.117942038577299,0.134887907697067,0.158104778465949,0.0746971004446927
"ZEB2",-0.285838069171139,-0.238151000596134,-0.225033837638902,-0.152800527839164,-0.152558897881027,-0.0811971335432938,-0.0779493008608382,-0.073349666500268,-0.0679678364319995,-0.0679175097998822,0.0048991741721621,0.00508914932925695,0.0245760724781376,0.0323593999010932,0.0679175097998822,0.0734155576628468,0.0759190531274485,0.0785303358778819,0.0846054077468358,0.111766317108509,0.135420936716052,0.201334188472356,0.246395250585776
"miR141",-0.214642319059232,0.00294574721242992,-0.00759851960937419,-0.12121933792548,-0.12138503800833,-0.24576167436152,-0.239439399343576,-0.0858788247668003,-0.206291982226119,-0.206298454848045,0.0303953903490662,0.0303879957589483,0.0394850842424253,0.0929630788252528,0.206298454848045,0.086000404623177,0.232835096680217,0.239905011570339,0.153041318269406,0.00512353558991178,0.104761231105644,0.225804901673164,0.143153581031102
"miR200b",-0.216996401401259,0.109614266465124,-0.0172103959482734,0.189515895341826,0.188728819948288,-0.238592939606173,-0.234150859087489,0.133596491286402,-0.19988168952445,-0.200032345379606,-0.0525585586307558,-0.0531308999058789,-0.12895456169403,0.249071803934321,0.200032345379606,-0.133629442836261,0.226793778376078,0.23357150952289,-0.300297101251845,-0.162849947193599,-0.133479166268313,0.240268031134104,0.223372376567898
"miR200a",-0.216996401401259,0.109614266465124,-0.0172103959482734,0.189515895341826,0.188728819948288,-0.238592939606173,-0.234150859087489,0.133596491286402,-0.19988168952445,-0.200032345379606,-0.0525585586307558,-0.0531308999058789,-0.12895456169403,0.249071803934321,0.200032345379606,-0.133629442836261,0.226793778376078,0.23357150952289,-0.300297101251845,-0.162849947193599,-0.133479166268313,0.240268031134104,0.223372376567898
"miR205",-0.0378012036153736,-0.252922098169277,-0.199745489709658,-0.118511751554976,-0.117459119976028,0.214396733733507,0.210170115080885,-0.0768715027777379,0.167522020434948,0.167718912399023,0.0171554638289599,0.0177567570211678,0.148808815088942,-0.213510781014683,-0.167718912399023,0.0768651545790393,-0.203005860053209,-0.209654804408008,0.207243682732526,0.188905377887007,0.0858952628437937,0.245259511551689,0.00691747662939948
