"","KLF8","SNAI2","TWIST2","ZEB2","miR34a","miR141","miR200b","NP63","miR205","miR200c","CDH1","GSC","TGFbeta","miR200a","OVOL2","TWIST1","TCF3","CLDN7","ZEB1","SNAI1","GRHL2","FOXC2","miR101"
"CLDN7",0.369393971982369,0.322792284131269,0.281711872821893,-0.00255418982251929,0.114353146219754,0.0412809384594558,0.259452717052655,0.0314168132696657,0.0277173913043478,0.021108661586963,-0.144668503279848,0.214015216146843,-0.213181429668685,-0.021108661586963,-0.0252082355300521,-0.323850355017926,-0.325786463439998,-0.0412809384594558,-0.0425061149214388,-0.240668438560481,-0.0421124174705177,-0.267944022060775,-0.366160474739037
"TGFbeta",-0.113452532142329,-0.0978569366333628,-0.0532093740087802,0.000926783121238616,-0.140319429127453,-0.0408656637931623,-0.116137013542346,-0.028411468388579,-0.0281825231718987,-0.0229697720897117,-0.0459639284824966,-0.197242118735303,0.0970557614767098,0.0229697720897117,0.0192900451774656,0.148801045894171,0.149744934442715,0.0408656637931623,0.0411015367202681,0.137769510763576,0.0420891877277497,0.193035194776297,0.112612568427654
"CDH1",-0.366160474739037,-0.321083732995203,-0.279367684163836,0.00246512478277402,-0.115147848206509,-0.0425061149214388,-0.259389114171297,-0.0318277018161475,-0.0314168132696657,-0.0214377276761717,0.0443567701764459,-0.213181429668685,0.212655619983148,0.0214377276761717,0.0258396575109929,0.321932692335323,0.323850355017926,0.0425061149214388,0.0430644245907847,0.239748407345136,0.0436155178178865,0.267161418559968,0.364242063817359
"TCF3",-0.369393971982369,-0.322792284131269,-0.281711872821893,0.00255418982251929,-0.114353146219754,-0.0412809384594558,-0.259452717052655,-0.0314168132696657,-0.0277173913043478,-0.021108661586963,0.144668503279848,-0.214015216146843,0.213181429668685,0.021108661586963,0.0252082355300521,0.323850355017926,0.325786463439998,0.0412809384594558,0.0425061149214388,0.240668438560481,0.0421124174705177,0.267944022060775,0.366160474739037
"KLF8",-0.369393971982369,-0.322792284131269,-0.281711872821893,0.00255418982251929,-0.114353146219754,-0.0412809384594558,-0.259452717052655,-0.0314168132696657,-0.0277173913043478,-0.021108661586963,0.144668503279848,-0.214015216146843,0.213181429668685,0.021108661586963,0.0252082355300521,0.323850355017926,0.325786463439998,0.0412809384594558,0.0425061149214388,0.240668438560481,0.0421124174705177,0.267944022060775,0.366160474739037
"miR200c",0.194065172620787,0.243244600108209,0.213902832302929,0.017450332020609,-0.134471913057387,-0.251727190978922,-0.021530157614466,-0.137079164005891,-0.136762832035036,-0.122517616051547,-0.154414782985417,0.1282021190436,-0.128362331751536,0.122517616051547,0.0853187928289759,-0.178650177450254,-0.177370913359862,0.251727190978922,0.251888560139334,-0.101661838187898,0.263359631217375,-0.166034124746499,-0.194983727427891
"miR200a",0.194065172620787,0.243244600108209,0.213902832302929,0.017450332020609,-0.134471913057387,-0.251727190978922,-0.021530157614466,-0.137079164005891,-0.136762832035036,-0.122517616051547,-0.154414782985417,0.1282021190436,-0.128362331751536,0.122517616051547,0.0853187928289759,-0.178650177450254,-0.177370913359862,0.251727190978922,0.251888560139334,-0.101661838187898,0.263359631217375,-0.166034124746499,-0.194983727427891
"miR101",-0.116375927767855,0.247398935446144,0.230578107107056,0.0235788550643459,-0.184510675681792,-0.157791365110815,-0.0293414649156144,-0.109665977220119,-0.109429781545124,-0.0739859127713883,-0.158268367811153,0.0197703710997637,-0.0200160342645425,0.0739859127713883,0.0793634210285449,0.144823688913541,0.146542314449589,0.157791365110815,0.157989776501342,0.238871063567884,0.163874228550633,0.238490996579352,0.0151557347700081
"miR205",0.139644603621169,0.207069852621301,0.294427377496161,0.0272728755822939,-0.267702149401445,-0.287760727678351,-0.0915471738124557,-0.155606500318135,-0.154476780766059,-0.140481057052184,-0.198371932314069,0.0220912447760463,-0.0224594403005662,0.140481057052184,0.0944915631850381,-0.0760191175046949,-0.0736633660941269,0.287760727678351,0.288202958209648,0.0694510410285013,0.297897583616914,0.0542478407075004,-0.141580895003608
"FOXC2",0.147283967373714,0.238433123932913,0.330060854128052,0.0707474470151812,-0.31403586092405,-0.339284752094354,-0.21438693812395,-0.183825589921235,-0.182239794312669,-0.26426771939303,-0.267265158259182,0.0269895786838658,-0.0276137577526992,0.26426771939303,0.109683241930948,-0.0853195651453814,-0.0816580058844531,0.339284752094354,0.340062265835815,0.0792557101925087,0.346688018186448,0.0597939757822102,-0.150366657410172
"ZEB1",0.150366657410172,0.239204634015024,0.331421382117874,0.0711144435749039,-0.314137371350271,-0.340062265835815,-0.214274255998687,-0.184978021235179,-0.183825589921235,-0.264585176570924,-0.267387981786034,0.0276137577526992,-0.027897555659318,0.264585176570924,0.109743334714206,-0.0872047021888952,-0.0853195651453814,0.340062265835815,0.240494806647254,0.0784578026931225,0.347555632417285,0.0577542073928773,-0.152030936039071
"GRHL2",0.0493476041622027,0.0988529323194206,0.147168046290942,0.0747776462810067,-0.288535956409041,-0.297835802142976,-0.173740963057591,-0.153581017341796,-0.152492796851316,-0.239545115672225,-0.1119097233522,-0.0673513413523248,0.0668973426716372,0.239545115672225,0.000168305957660445,-0.0125865524213028,-0.0100343817756008,0.297835802142976,0.298436937159255,0.0954776836015646,0.244304154260995,0.0872318227943384,-0.0516091473639281
"TWIST2",0.140889938979083,0.149736130059604,0.157106690193192,0.157521193397419,-0.0860869195890296,-0.246377465982579,-0.0840049827258804,-0.178324020768277,-0.177456211857403,-0.04981208550796,0.0871698099991302,0.01457171195355,-0.0147591848354748,0.04981208550796,0.127198287438125,-0.269363369562727,-0.268310408019333,0.246377465982579,0.246706454061739,-0.128623586833433,0.257383929013526,-0.173140764542678,-0.141951873577121
