"","miR205","ZEB1","OVOL2","miR34a","ZEB2","miR200c","SNAI1","miR200a","GSC","CDH1","TWIST1","miR200b","TCF3","TGFbeta","FOXC2","miR141","CLDN7","NP63","SNAI2","GRHL2","miR101","KLF8","TWIST2"
"miR200b",0.150794126544445,0.194033130112031,0.124455755974211,0.0896873691820866,0.00333224309782188,0.095770596905134,0.13224996121243,0.0975901128859017,0.13158022756256,0.013015687154368,0.0895156521269153,-0.0334836238384884,-0.0896502336670606,-0.131513188202501,-0.165492899755509,-0.19409049093392,-0.19409049093392,-0.150683943498417,-0.0901210694264575,-0.213055045617746,-0.104427098024836,-0.104378468652696,-0.0901244742906953
"miR141",0.150794126544445,0.194033130112031,0.124455755974211,0.0896873691820866,0.00333224309782188,0.095770596905134,0.13224996121243,0.0975901128859017,0.13158022756256,0.013015687154368,0.0895156521269153,-0.0334836238384884,-0.0896502336670606,-0.131513188202501,-0.165492899755509,-0.19409049093392,-0.19409049093392,-0.150683943498417,-0.0901210694264575,-0.213055045617746,-0.104427098024836,-0.104378468652696,-0.0901244742906953
"TGFbeta",0.0529394457981016,0.0437351465491117,0.0585372451235768,0.108864348485547,0.00391197618076058,0.0164834746175851,-0.0925611691293503,0.0198342701421906,-0.197872092461953,-0.13103416283905,-0.0665835099968018,-0.118375709901035,0.0667400684339402,0.0977943350044047,0.136357873234578,-0.0438495663617514,-0.0438495663617514,-0.0533455510038797,0.121560023105938,-0.0464672278005072,0.108884662469022,0.10915541746691,0.0799133564977556
"GRHL2",0.0715674998868163,0.0685176057613413,0.218368542288101,0.0577073934928461,0.00964818056780697,0.0753685426832518,0.103155646149913,0.0794342549256934,0.155913555744636,-0.0670840668576307,0.0100295723722552,-0.0317124693156986,-0.00997176556261302,-0.155987282026115,-0.114247731696778,-0.0685828943083327,-0.0685828943083327,-0.0719059416661523,-0.115392209541974,-0.0268362829065264,-0.131184481206091,-0.131129021018583,-0.101325708585107
"miR34a",0.10012361376093,0.0971795335625632,0.0948578052739936,0.0277255536289337,0.0297091753052374,0.0865899978158758,0.0208589053236964,0.11117236001067,-0.0160580957653142,-0.0448727213922648,0.00162670674099271,-0.147927134839125,-0.00139444705103972,0.0159537084824609,-0.0660390449564039,-0.0972366460956707,-0.0972366460956707,-0.10045854289598,0.211831008823726,-0.10918413257446,0.0998620356827747,0.0999974459470648,0.0624357498985973
"SNAI2",-0.141423672921771,-0.150685251777864,-0.127386417011182,-0.0710785119563939,0.0408320645144269,-0.0957492111805788,-0.0532887171953978,-0.0544094730367989,-0.228214460390464,-0.190210789710822,0.112740101339527,-0.18854893603997,-0.112869317879244,0.228168354605696,0.0128325211906288,0.150744040120976,0.150744040120976,0.141448088971254,0.169873982414724,0.163178082929196,0.26213772395919,0.262128705888364,0.279995502568505
"TCF3",-0.14195652173913,-0.150614088732421,-0.127317168628499,-0.0708033060294257,0.0408669651044129,-0.0956734230050543,-0.0532959956805284,-0.0542620187544562,-0.228424617903594,-0.29041136836207,0.112555904864636,-0.188776361805509,-0.112507502154084,0.228388366317587,0.0133521572790575,0.150551915598529,0.150551915598529,0.142014325207339,0.269842591701866,0.163066485481269,0.262578383996481,0.26271249217708,0.280383394271186
"CLDN7",-0.14195652173913,-0.150614088732421,-0.127317168628499,-0.0708033060294257,0.0408669651044129,-0.0956734230050543,-0.0532959956805284,-0.0542620187544562,-0.228424617903594,-0.29041136836207,0.112555904864636,-0.188776361805509,-0.112507502154084,0.228388366317587,0.0133521572790575,0.150551915598529,0.150551915598529,0.142014325207339,0.269842591701866,0.163066485481269,0.262578383996481,0.26271249217708,0.280383394271186
"miR205",0.101357343282662,0.129072015340649,0.0823046097892279,0.137316332214812,0.0426077434408846,0.0398490728979836,0.0806265951480788,0.0773081199873605,0.000370920697521681,-0.102762402758706,0.00696623139208582,-0.105120159496368,-0.00698682362469568,-0.000742290321390908,-0.0891842395114049,-0.129060214245011,-0.129060214245011,-0.102160038753874,0.0772876892780245,-0.15557557899173,0.0449883996494748,0.0450572400024381,-0.0417301922555419
"ZEB1",0.117906799749451,0.0423494901322929,0.0935632327343997,0.145550739469579,0.0551312834332903,0.143610792269375,0.0920709300806333,0.180986084346413,0.0166210242860829,-0.130288216885447,0.0141402600701968,-0.206981996241403,-0.0142033583773594,-0.0166015860733008,-0.104099231767547,-0.142360669480855,-0.142360669480855,-0.117840700197778,0.064700443018754,-0.177475808053283,0.0245863284949752,0.0245819198098655,-0.0624322770797786
"GSC",-0.089367648476278,-0.0837670813280233,-0.0870212773508656,-0.0545607505534663,0.0893676555844189,-0.0850568192280406,0.00311090291029257,0.00466558219855552,-0.0262285934049767,0.0316561370648249,0.128918836548981,-0.020550040828972,-0.128773487711772,0.0261833641722234,-0.144963415666864,0.0838015911319449,0.0838015911319449,0.089310176110907,0.0808290108951732,0.0923958512708144,-0.0137244980339606,-0.0137644465880178,0.0724253861477161
"miR101",-0.112483409802203,-0.110112916921918,-0.105401795345633,-0.0349217769004392,0.0959529130651378,-0.104218358272719,-0.026888526728492,-0.00765946639540735,-0.0193886088397601,0.0157941815302331,-0.0317186557347404,0.028328946970967,0.03172192930719,0.0193869319580892,0.115579078886414,0.110105995594342,0.110105995594342,0.112428297478037,-0.108027845448953,0.121175091488513,0.00351701971077386,0.103580820651838,-0.0304842609635433
"TWIST1",0.131265657037585,0.140170263628082,0.116756588809353,0.106476351835186,0.136500321667691,0.00999265189475501,3.80658579339768e-05,0.140447261309836,-0.00972351148691684,0.0250913019567035,-0.0170761678043631,-0.121809218830255,-0.0829475236511909,0.00958532285473362,-0.0183911892928965,-0.140229866252572,-0.140229866252572,-0.131678101063038,0.101219041205209,-0.156652762116243,0.0729582502381081,0.0731345187238921,0.0670931180071004
