"","miR200c","SNAI2","TWIST2","TGFbeta","ZEB1","miR141","OVOL2","miR34a","TCF3","FOXC2","TWIST1","GRHL2","NP63","miR205","CLDN7","SNAI1","miR101","KLF8","GSC","ZEB2","CDH1","miR200b","miR200a"
"GRHL2",0.074641292175692,-0.011210370582025,-0.0344868680183958,0.0942692485176413,0.0748702584342001,0.0750132818398167,-0.0148760786684015,0.0706026272820356,-0.0207830479353924,0.0143537781811245,0.0208466354259988,-0.0920936361227042,0.115787632206745,0.115206206585835,-0.0750132818398167,-0.0724405201968517,0.0192281915477784,0.0193664018563307,-0.0944261247406384,0.0232027791701504,0.0640801532717419,-0.0795082167009048,-0.074641292175692
"TGFbeta",-0.0224232773146471,-0.0388584627397339,-0.0402213207632438,-0.0974219344707759,-0.0210386290682612,-0.0213685080783154,-0.0176754494494846,-0.0586207023312993,0.0476389034505034,-0.0340605808461643,-0.0461050845591187,0.0207899213523903,0.0191158655322966,0.0181155929784672,0.0213685080783154,0.00228426902297038,0.0170557665687443,0.0167365388090861,-0.00288692336339649,0.0237291119915011,0.0719658906897176,0.0942791850203272,0.0224232773146471
"SNAI1",-0.0380534694912178,-0.0663228233785899,-0.0611501181613667,-0.016715717343145,-0.0318295338775803,-0.0321923475948574,-0.0468027750163482,0.0426238386949282,-0.00233011545358903,-0.0375172044547931,0.00320637171894906,0.0294406454295111,0.039001763366138,0.0387996070319062,0.0321923475948574,-0.0771519301784034,-0.0244622751926248,-0.0247808011754225,0.0166796137942638,0.0483447346401462,-0.0723155135570467,0.0470959287299026,0.0380534694912178
"TWIST2",-0.0598164352643644,0.15369429289566,0.15301536104916,0.00350653144288947,-0.0218506362356368,-0.0219125165580171,-0.0579485902712562,-0.0269722412222097,0.105463237258906,0.0527073330506983,-0.104529962819227,0.0165774221798415,0.0424929649158906,0.041522456725623,0.0219125165580171,-0.0350306106978771,-0.0569987123211735,-0.0570569362312132,-0.0038233524267537,0.0990240328059974,-0.133532943811792,-0.00908826239443451,0.0598164352643644
"TWIST1",-0.0734706896824144,-0.102798439482016,-0.0849286154802964,-0.0279309920456432,-0.0336652885114092,-0.0339689780742863,-0.0645649383570784,-0.0199538314516953,-0.175358754477057,-0.114506382305539,0.0764444766988252,0.0269278781655988,0.0501956786836614,0.0496104009713509,0.0339689780742863,0.0280966899578132,0.0650127208778958,0.0647358698098282,0.0277633482401602,0.132257471975527,0.192606167119408,0.0838105063654904,0.0734706896824144
"NP63",-0.101314101201384,0.0569612549834415,0.0658374412947538,-0.0150119013631504,-0.0651611681901957,-0.0645731903521763,0.01878545710989,-0.0867870418560799,0.0494078352147205,0.0548451986784771,-0.0506442314898243,-0.02864047116052,-0.122834443739075,-0.0225496200073464,0.0645731903521763,-0.0447430128072146,-0.0269633850845381,-0.0264480059519102,0.0150084780538373,0.156504036842905,-0.106827934120958,-0.0186347199951315,0.101314101201384
"ZEB2",-0.27682518387911,-0.0934272657286605,-0.0875634174960872,-0.0873562301697733,-0.0381562200004123,-0.0381279879872734,-0.0360942234611987,-0.0238108732337887,-0.0109862886044316,-0.00264668283913418,0.0105657453079567,0.0336855363627954,0.0348389164172994,0.0353269858316161,0.0381279879872734,0.0441337556989781,0.0800084371768313,0.0800213638824106,0.0874787754160647,0.211585019644268,0.243416308622885,0.272029794883796,0.27682518387911
"miR101",-0.151382121527111,-0.0721503707674457,-0.00840281149991636,-0.0393034109026279,-0.0923061431160756,-0.0922280309905688,-0.0887229554045318,-0.0188504556657431,0.00308740372812859,-0.0286658198910371,-0.00403783092933326,0.0844469474195796,0.0859019907892334,0.0868546466783789,0.0922280309905688,0.0263714009420089,-0.0273627547614128,0.07272497153255,0.039599380517532,0.214438947482811,0.00387515158055597,0.153582776350076,0.151382121527111
"miR200a",-0.134457438582453,-0.0777898788442331,0.0159770963547193,0.0592580386162972,-0.0228436607841712,-0.0229661942130315,-0.0779959940331766,-0.0964561951708852,0.0541281423183773,-0.043243146336233,-0.0546827365772175,0.0109961399837701,0.0594759770417057,0.0604320815378849,0.0229661942130315,-0.000660118144202161,0.0513128820809589,0.0512192255123915,-0.0589569296262053,0.250060243807207,0.0879381950008537,0.155017427310985,0.134457438582453
"miR141",-0.134457438582453,-0.0777898788442331,0.0159770963547193,0.0592580386162972,-0.0228436607841712,-0.0229661942130315,-0.0779959940331766,-0.0964561951708852,0.0541281423183773,-0.043243146336233,-0.0546827365772175,0.0109961399837701,0.0594759770417057,0.0604320815378849,0.0229661942130315,-0.000660118144202161,0.0513128820809589,0.0512192255123915,-0.0589569296262053,0.250060243807207,0.0879381950008537,0.155017427310985,0.134457438582453
"miR205",-0.13594073366678,0.00109464763431737,0.0828619137369505,-0.0327025948240733,-0.0193941497390083,-0.0195171295777681,-0.0751034610028795,-0.00912210566131858,0.0845111070644133,-0.0807575772132581,-0.0843298954174466,0.00757987901319339,0.0562031515894657,0.0562824301545236,0.0195171295777681,0.0932201131579291,-0.0186294691018825,-0.0187308521671556,0.0327248135195185,0.259237851909479,0.0952455242107893,0.125577017776257,0.13594073366678
