"","miR200c","miR200a","GSC","TWIST2","miR200b","SNAI1","miR34a","OVOL2","NP63","CLDN7","GRHL2","miR141","ZEB1","miR205","FOXC2","TWIST1","TCF3","miR101","KLF8","ZEB2","CDH1","TGFbeta","SNAI2"
"ZEB1",0.00856167850926433,0.0129680948365507,0.0140895400820237,0.0489271129274964,0.0176292944819054,0.0847159048078092,0.00587691203670854,-0.0645998650808514,-0.0439597820529889,-0.00321125963994679,-0.00760474798230086,0.00321125963994679,-0.0967648365497131,0.0440316293917634,-0.0869991235386575,-0.0855977139239686,-0.0855237987641496,0.0447506364484466,0.044723449556937,-0.0324309975397501,-0.087356055334634,-0.0139964653455259,0.0321296679237107
"OVOL2",-0.00838630871394607,-0.0108872927552715,-0.0353838054123763,0.119930059297498,-0.0955141416458035,-0.0403489133727554,0.0160047270072363,-0.0574549456722477,-0.00141706785522918,0.00238727313993358,0.0341322155197649,-0.00238727313993358,-0.00237246353842055,0.00159317174572065,0.0588493235692134,-0.00196912878781915,-0.00235579161783138,-0.122750714424727,-0.122694782946271,0.0253114968540538,-0.0128524572274199,0.0354148073965033,-0.127605850689934
"FOXC2",-0.00852310894559488,-0.012945843165203,-0.0140884545532084,-0.0489517630547229,-0.0176068948485071,-0.0846573601155466,-0.00585673225318258,0.0645894489984201,0.0440316293917634,0.0032252880453422,0.00754242480072132,-0.0032252880453422,-0.00321125963994679,-0.0435843537072961,0.0869633144215211,0.0855237987641496,0.0856758943026804,-0.044723449556937,-0.0448757868213705,0.0324521995418249,0.0873250502813543,0.0140895400820237,-0.032102229531289
"miR101",-0.0942930734206238,-0.00426432232697107,-0.0282083482906458,0.0633208369190681,-0.0138176820182743,0.0331550308732911,-0.0532670347716861,-0.0904752100064052,-0.0869851313556275,-0.0914671586057978,0.0835665573280666,0.0914671586057978,0.0914315632068327,0.0867935504192429,-0.00334525664088102,-0.0439239802156983,-0.0439468952228456,-0.0670450490224814,0.033160974849704,0.0981991325975249,-0.00190423174150909,0.0282905154925172,-0.0673963630496756
"TCF3",-0.0652149413657467,-0.0361347299717029,-0.230124074381844,0.20853990891763,-0.223709667128479,0.0577307088129168,0.00644071825170561,-0.0312707373775626,-0.0289069699254419,-0.0284312457854113,0.0253506941073378,0.0284312457854113,0.0280984366569324,0.0293115942028985,0.029272554554671,-0.160385750921955,-0.162418664765131,-0.175026393826483,-0.175488322004102,0.102492815943132,-0.00282863083750257,0.229326539489693,-0.201430352077436
"KLF8",-0.0652149413657467,-0.0361347299717029,-0.230124074381844,0.20853990891763,-0.223709667128479,0.0577307088129168,0.00644071825170561,-0.0312707373775626,-0.0289069699254419,-0.0284312457854113,0.0253506941073378,0.0284312457854113,0.0280984366569324,0.0293115942028985,0.029272554554671,-0.160385750921955,-0.162418664765131,-0.175026393826483,-0.175488322004102,0.102492815943132,-0.00282863083750257,0.229326539489693,-0.201430352077436
"GSC",-0.125617457913095,0.00690723666184626,-0.0247491664973218,0.0275838363968442,0.0159987964161812,-0.0506238261766377,-0.107093613780241,-0.11784977015833,-0.118634426324011,-0.129516161425327,0.120799972496932,0.129516161425327,0.129480203657604,0.11857695395864,-0.0606496560815507,-0.0394942132776568,-0.0396555345145594,-0.0586991853008924,-0.0584877502708823,0.120946333653616,-0.0033618820044354,0.0248163991406037,0.0370206678158063
"SNAI1",-0.0441565265061188,-0.0846184187446116,-0.0378303303193952,-0.0731537739059169,-0.0292010075372668,-0.128458755750566,0.0588367304322401,0.0616067497195109,0.0556136573955615,0.0509699263536429,-0.0474745338859248,-0.0509699263536429,-0.0509967185136546,-0.0555168673931111,-0.00893813689426744,0.048002016711238,0.0477756717983783,0.0757773549528156,0.0758450534232046,0.136614785448005,-0.0650012223151971,0.0378149131282513,0.0820391726072495
"ZEB2",-0.246167683778986,-0.230612976580409,-0.211002034235895,-0.17563934593979,-0.173041765034571,-0.0880979889252761,-0.05606773709189,-0.0261544129877692,-0.0235260202341196,-0.0218860921761036,0.0203275059648494,0.0218860921761036,0.0219118692315783,0.0236964571724525,0.0721344030832573,0.130931226398904,0.131728472570985,0.15699647695855,0.157065087934318,0.162703914992671,0.202073216632893,0.210803129137643,0.242718322163244
"NP63",-0.121156038944477,0.00181887442256366,-0.0312333569604965,0.177051020523214,-0.102355645751419,0.0868966881906305,-0.0722280896827534,-0.125547068143967,-0.218874536806849,-0.0912552618108117,0.108315524437111,0.0912552618108117,0.0912237084703986,0.118922903100916,-0.00370394623247694,-0.181670270372881,-0.182448908317456,-0.133079493352805,-0.13275601070573,0.165428558738757,0.0872677360679964,0.0310793080414064,-0.139708170535071
"miR141",-0.0952069723603517,-0.107603413635199,-0.158837573032027,-0.0932160475795791,-0.0641801519528195,-0.0761836126015913,0.0075794992137665,0.0680297858746035,0.0500117667774261,0.0103087229095051,-0.00139824257629239,-0.0103087229095051,-0.0102219004981633,-0.049951343816701,0.0508447878179948,0.138060477570779,0.138026462456237,0.0225898032692125,0.0227338902977778,0.202544117712969,0.107014961912198,0.158872797102566,0.12329200589032
"TWIST2",-0.152955482787884,-0.0701644025830484,-0.0715196505635775,0.100796585768735,-0.072344069667791,0.0191684457202778,-0.025951603379272,-0.0904035571822016,-0.0834772812540566,-0.0806577281001852,0.0727196665199193,0.0806577281001852,0.0807032504938668,0.083444759815582,0.0864515819222253,-0.169269593057077,-0.169382155928428,-0.0209406594473212,-0.0208546271026357,0.227065618793752,-0.0908010696505245,0.0713911211205112,-0.0907884295875448
"miR200c",-0.132220626621411,-0.107461218010355,0.0231314196239893,0.0431145004993181,-0.0920285692516647,0.0490265719901083,-0.0265365710121802,-0.077027419734162,-0.0588795091854444,-0.0213831564738641,0.00976647886988025,0.0213831564738641,0.0213798085659717,0.0588048690574899,-0.0242349263982803,-0.0861879511268417,-0.0856451882121901,0.0185451844415432,0.0186172279558258,0.246804230598931,0.0268364165580646,-0.0232632258234257,-0.0457190738371163
