"","KLF8","ZEB2","FOXC2","miR141","CLDN7","GRHL2","NP63","miR34a","miR200c","miR200a","OVOL2","GSC","miR200b","TGFbeta","miR205","CDH1","ZEB1","SNAI1","TWIST1","TCF3","SNAI2","TWIST2","miR101"
"miR200a",-0.034217215852442,-0.028016724559917,0.0876869846559378,-0.218829639641575,-0.218829639641575,-0.202568356055512,-0.106354450142974,-0.203982016372384,-0.0984825076499982,-0.0984825076499982,-0.0769901651768425,0.0102629532679754,0.0428684984727239,-0.0103243113263337,0.106379330185625,0.137467519403447,0.218774957146,-0.0802225957373005,-0.0186919763967939,-0.0188354314450806,0.140532940520793,0.156962399528407,0.0345270029638573
"miR101",-0.300840368819329,-0.00890127643971008,-0.14135265909924,0.137909610087506,0.137909610087506,0.123990105342992,0.0898553498492181,0.144292577243196,0.0758871947425944,0.0758871947425944,0.0744640971074348,0.0847265804154999,-0.0827264597049771,-0.0849361906243555,-0.0896191541742233,0.000191084593044653,-0.137934658701593,0.134771180789023,0.139703802410492,0.140169740889154,0.132635823208645,-0.0206890790966368,0.200393762231882
"miR141",0.0991917492792348,0.00834882268844373,0.301845919598345,0.268388087624657,0.268388087624657,0.242729095624449,0.135083830240215,0.110664306207073,0.135750024718874,0.135750024718874,0.0983820481980215,0.235469267900448,-0.115939769733849,-0.235312463973533,-0.135101601699252,-0.171557315923106,-0.268273142787019,-0.275268915974559,-0.238388330156714,-0.23778641052112,0.0386844689230173,-0.0481796282507577,-0.0998383398199214
"miR200c",0.0694467212010573,0.0125618505140329,0.279184459530653,0.250415083429143,0.250415083429143,0.22842930061252,0.124494519326426,0.101531354829716,0.123797492985054,0.123797492985054,0.0901236476171095,0.220324013143388,-0.149614039974746,-0.220166072956132,-0.124611810956069,-0.0914039245942386,-0.250338974323057,-0.257915182891787,-0.216133688483092,-0.215650082289384,0.074264353609194,-0.0182565694698884,-0.0699708377674634
"miR200b",0.034217215852442,0.028016724559917,-0.0876869846559378,0.218829639641575,0.218829639641575,0.202568356055512,0.106354450142974,0.203982016372384,0.0984825076499982,0.0984825076499982,0.0769901651768425,-0.0102629532679754,-0.0428684984727239,0.0103243113263337,-0.106379330185625,-0.137467519403447,-0.218774957146,0.0802225957373005,0.0186919763967939,0.0188354314450806,-0.140532940520793,-0.156962399528407,-0.0345270029638573
"miR205",0.0575503028390049,0.0293444694887517,0.194164037201664,0.235657176302511,0.235657176302511,0.213679148514154,0.113833552620579,0.197516358576067,0.108764696391637,0.108764696391637,0.0824345269533979,0.105421033865649,-0.117321545665426,-0.105267090047207,-0.114002019571328,-0.111361141498565,-0.235593201941944,-0.174565664121899,-0.167956094145141,-0.167601907744252,-0.0214012331495799,-0.134139435902922,-0.0580447017375592
"GRHL2",0.0366255268125698,0.0369146529925485,0.0499724166536906,0.216731754775634,0.216731754775634,0.0963171739223495,0.0806754375518237,0.194491156243257,0.198630467083036,0.198630467083036,-0.00244265279180308,0.053071930547985,-0.15623592711115,-0.0529704876193332,-0.0808021362692162,-0.0800926208135797,-0.216705333657956,-0.0646813577920606,-0.0682943960437568,-0.067953335866868,-0.0235647560362544,-0.0680612244378268,-0.0370366364564802
"SNAI1",-0.268885756818104,0.0378599847709235,-0.24155091041595,-0.089727187104601,-0.089727187104601,-0.0861911994182719,-0.0800293239825954,0.111372312863228,-0.0689374751828142,-0.0689374751828142,-0.0750578417048399,-0.0316430272050011,-0.0541877664295441,0.0314574354483195,0.0801738963913188,0.166331608811682,0.0896458840945365,0.113880638655391,0.237387710416721,0.23778266440688,0.206652845072299,0.0714960599270316,0.268736321024019
"miR34a",0.203600994804545,0.0447603321567133,0.168878477952986,0.125678993293244,0.125678993293244,0.118187853859555,0.0924227110132074,0.0167077726263111,0.0971031167543137,0.0971031167543137,0.0780186533064231,0.0527223767625458,0.0376438309777547,-0.0524110250980815,-0.0927046570082496,-0.0632697002093736,-0.125571431355892,-0.0926602010308881,-0.174537618358529,-0.174968282936171,-0.272294187019846,-0.317288861512015,-0.203417566716038
"TCF3",0.286784297998378,0.0526913209528671,-0.0366612536587004,-0.0710866691061365,-0.0710866691061365,-0.0644385947091637,-0.0480246293038452,-0.0175720517887269,-0.06309028792599,-0.06309028792599,-0.0392360832974733,-0.259571990471442,0.2710922903607,0.261547701908817,0.0465217391304348,-0.179316133087966,0.0718437184423469,0.0895239952088513,-0.112017939735469,-0.115890156579612,-0.387783616621502,-0.354533366664431,-0.28501108983268
"KLF8",0.286784297998378,0.0526913209528671,-0.0366612536587004,-0.0710866691061365,-0.0710866691061365,-0.0644385947091637,-0.0480246293038452,-0.0175720517887269,-0.06309028792599,-0.06309028792599,-0.0392360832974733,-0.259571990471442,0.2710922903607,0.261547701908817,0.0465217391304348,-0.179316133087966,0.0718437184423469,0.0895239952088513,-0.112017939735469,-0.115890156579612,-0.387783616621502,-0.354533366664431,-0.28501108983268
"CLDN7",0.286784297998378,0.0526913209528671,-0.0366612536587004,-0.0710866691061365,-0.0710866691061365,-0.0644385947091637,-0.0480246293038452,-0.0175720517887269,-0.06309028792599,-0.06309028792599,-0.0392360832974733,-0.259571990471442,0.2710922903607,0.261547701908817,0.0465217391304348,-0.179316133087966,0.0718437184423469,0.0895239952088513,-0.112017939735469,-0.115890156579612,-0.387783616621502,-0.354533366664431,-0.28501108983268
"TGFbeta",-0.0849305330653905,0.0692639981919455,-0.252737174068361,-0.128337909702129,-0.128337909702129,-0.120867367142128,-0.106482255175523,0.0926927066558289,-0.102783881528402,-0.102783881528402,-0.0952971729666412,-0.273704476529033,0.109656029773387,0.173495530511822,0.106640336396565,0.0599467273010608,0.128294852171436,0.238866633839759,0.166539987228244,0.166090732582543,-0.0634447383555145,-0.104985304834427,0.0852068278074808
