"","KLF8","SNAI2","ZEB2","TWIST1","TCF3","SNAI1","NP63","miR205","CDH1","ZEB1","GRHL2","miR34a","GSC","TGFbeta","miR141","CLDN7","miR200c","miR200a","miR200b","FOXC2","OVOL2","TWIST2","miR101"
"TWIST1",-0.0343583718772052,0.0874811180655437,0.00495325229384394,-0.118741287398586,-0.0184300306894107,-0.213303986769707,-0.031632862188472,-0.0318292641053547,-0.02709371926378,0.00862164476234706,-0.00943548049840049,-0.110013136666427,0.00801331370832147,0.00785068354935754,-0.00850823935467374,-0.00850823935467374,-0.0228626546112516,0.00693280026683984,-0.0322002513197851,0.203174970406549,0.055129303014565,-0.0624647706932023,0.0347099129816218
"FOXC2",-0.0452050619363814,-0.0301729931882711,0.0145055113706593,-0.0828750190798881,-0.0821201745553275,-0.0917285541477728,0.115390651882193,0.115919250418382,-0.0875680107376196,0.0183769095361515,0.00879183263230173,-0.0306624988112818,-0.0584097699147196,-0.0581199337210178,-0.0186230442853619,-0.0186230442853619,-0.00775500966450023,0.0172512266441898,-0.0159033823822956,0.068548058792494,-0.16447953679861,0.110420018976716,0.0456586504203689
"ZEB1",-0.0456586504203689,-0.0302591425513769,0.0146551874091157,-0.0826797147958135,-0.0828750190798881,-0.0918753880130445,0.115692410705046,0.115390651882193,-0.0875102434278247,-0.0814928465086495,0.00895160660689654,-0.0304344061065793,-0.0581199337210178,-0.0582820712841063,-0.0183769095361515,-0.0183769095361515,-0.00771693458241629,0.0170029968882659,-0.0157414552614693,0.0681757791030198,-0.164437071231775,0.110576666559413,0.0455763549649885
"GRHL2",-0.037597374547126,-0.040437164431259,0.0147124573605607,-0.0391383266291569,-0.0391527783315675,-0.0289365536324231,-0.210679526194787,-0.211101276719806,0.0907792527158568,-0.00819654787001632,-0.101635942376295,0.00266789285730294,0.139895880958382,0.139624812149034,0.00841730613425806,0.00841730613425806,0.0142774153494379,-0.000831772170737199,0.065434175601782,0.0508143172215512,0.190627155826615,0.0142539404827963,0.037777840236637
"miR200c",-0.116817547128065,-0.131041206107355,0.0209260335620062,-0.110271664772716,-0.109992149266261,-0.0903744802099543,-0.08800318001371,-0.0882199918139588,0.00428796130848847,0.00768558217935339,-0.0192578381662467,-0.00496828678495106,0.111840203708916,0.11167999100098,-0.0075768867697815,-0.0075768867697815,0.00402735305630595,0.01320174953601,0.0686438307072439,0.0540199866389237,0.127193363699912,0.0471721558634714,0.117168759260193
"miR141",-0.116817547128065,-0.131041206107355,0.0209260335620062,-0.110271664772716,-0.109992149266261,-0.0903744802099543,-0.08800318001371,-0.0882199918139588,0.00428796130848847,0.00768558217935339,-0.0192578381662467,-0.00496828678495106,0.111840203708916,0.11167999100098,-0.0075768867697815,-0.0075768867697815,0.00402735305630595,0.01320174953601,0.0686438307072439,0.0540199866389237,0.127193363699912,0.0471721558634714,0.117168759260193
"TWIST2",-0.209126429836139,-0.221453099443792,0.0273228184366422,-0.322655407832152,-0.321687937077126,-0.188468906274268,0.166561496065866,0.166426275347998,-0.135874839686367,0.147753956535676,-0.13246449293523,-0.154345915404846,-0.0809657118089864,-0.0811024278407831,-0.147713815039593,-0.147713815039593,-0.0634183950723044,0.0864716658410433,0.0203176925775806,-0.0149050456700903,-0.189930370800448,0.233841372150371,0.21001456171764
"GSC",0.220654810267872,0.0682176275990589,0.0358295146821739,0.17060214602675,0.169485675288186,0.280203723361459,0.09725978481076,0.0974034657241874,-0.0314416362330638,0.0762860248853497,-0.0704403747788733,0.0712103011834961,-0.0221323282312366,-0.0219556897411596,-0.0763287398174764,-0.0763287398174764,-0.012679450483385,0.0591492188120574,-0.0894716929227746,-0.0498783038095119,-0.115582496182597,-0.0692937398465632,-0.221700293158199
"OVOL2",0.0171308402462606,0.0187478759901443,0.0472443762721472,-0.084843849247311,-0.0840957016320315,-0.124033462048023,-0.0819901983081606,-0.0818054512819394,0.127211826518396,0.137593326372597,-0.146011552637395,-0.168459562350428,0.148243526377236,0.148297952082703,-0.13764400510071,-0.13764400510071,-0.105957299374168,0.141625986444335,-0.0915834046427951,0.0958585717068647,0.0157895209616133,-0.00367894964600651,-0.016525464244155
"TCF3",-0.329905430413722,-0.306626140099772,0.07926364062,-0.266211551325497,-0.261274474849214,-0.181074381787423,-0.0131314400603167,-0.0134782608695652,-0.0711124887873706,0.00155972524063037,-0.0024520282723562,-0.0672013951771584,-0.199439329307702,-0.199874348339785,-0.00159264042916125,-0.00159264042916125,0.0375309462304701,0.0394704816958227,0.207800052225208,0.0249888423533575,0.0205075929796869,0.30210730267113,0.334271396737668
"CDH1",-0.334271396737668,-0.307890530793353,0.0798848692722232,-0.268139838178086,-0.266211551325497,-0.182565325230147,-0.0121298992282674,-0.0131314400603167,-0.171185447598805,0.00187898852856093,-0.00238385309461377,-0.0677523885546419,-0.199874348339785,-0.200555650383691,-0.00155972524063037,-0.00155972524063037,0.0377666000104841,0.0396679213493479,0.208289646497991,0.0246961127996207,0.0201650873295087,0.304290065164111,0.33634509218589
"miR101",-0.416987979573379,-0.22924749353919,0.134591181894651,-0.310170793821429,-0.309013040365082,-0.298747733067383,-0.0546773462532424,-0.0552652110443404,0.0800746302469686,0.00655664006815685,-0.0117716310277682,-0.129859987176293,0.0126111462516064,0.0121508422329595,-0.00630450599215408,-0.00630450599215408,0.0604556147202941,0.0678710469123804,0.00574073573766849,0.126408265556203,0.0873246617755761,0.15748667830813,0.31821083094377
"TGFbeta",-0.254422362239167,-0.320855916312346,0.141336500207745,-0.245787845313651,-0.244485460633688,-0.18915798414715,0.127212976886322,0.126924069827177,-0.0245220008300277,0.115223163956659,-0.10549331685407,-0.187268575900422,-0.0506741664544354,-0.150932633980923,-0.115102225474034,-0.115102225474034,0.00898747104215795,0.126206809192445,0.0842518404229518,0.0612227999274882,-0.143573471783605,0.30973422171853,0.255662572472459
