"","miR200a","GSC","TGFbeta","miR101","KLF8","ZEB1","CLDN7","NP63","TWIST2","SNAI2","TWIST1","FOXC2","TCF3","miR34a","GRHL2","miR205","miR141","OVOL2","SNAI1","CDH1","ZEB2","miR200b","miR200c"
"CDH1",-0.0314721851537943,-0.0369850642602088,-0.0363242217371407,-0.0915187429610068,-0.0901632384480503,0.022319989854554,0.0222975291207297,0.0241483663010982,-0.0836506232618707,-0.0961112403766726,-0.1345896361664,-0.00825453110095397,0.133649397122575,-0.0403715471578171,-0.0202801860509471,-0.0241226857669431,-0.0222975291207297,-0.0269958262761263,0.0851981513915936,0.136704079840628,0.087320599315935,0.0675472931554339,0.0314721851537943
"TCF3",-0.0312535154299975,-0.0355168750269299,-0.0369850642602088,-0.0901632384480503,-0.0924430775182336,0.0222975291207297,0.0221036952327145,0.0241226857669431,-0.0827943627340774,-0.0964475033531761,-0.133649397122575,-0.00597840946883736,0.135391894702439,-0.0395768451710621,-0.0201276035102855,-0.0239492753623188,-0.0221036952327145,-0.0268583580219732,0.0860853243492475,0.236831994639896,0.0877726043926422,0.0669837420438626,0.0312535154299975
"KLF8",-0.0312535154299975,-0.0355168750269299,-0.0369850642602088,-0.0901632384480503,-0.0924430775182336,0.0222975291207297,0.0221036952327145,0.0241226857669431,-0.0827943627340774,-0.0964475033531761,-0.133649397122575,-0.00597840946883736,0.135391894702439,-0.0395768451710621,-0.0201276035102855,-0.0239492753623188,-0.0221036952327145,-0.0268583580219732,0.0860853243492475,0.236831994639896,0.0877726043926422,0.0669837420438626,0.0312535154299975
"TWIST1",0.0250744035554223,-0.00610807029474991,-0.00609710294298934,0.00762085088932821,0.00749636749541296,0.133724052182432,0.133737502878228,0.121647328392513,0.135456621890342,0.0855083581302463,0.00573057927101981,-0.133692908801781,-0.105648067649952,-0.103927885910595,-0.122881513691457,-0.121600191932461,-0.133737502878228,-0.122070332788926,0.0147779002731736,-0.108370617324645,0.0883897863232418,0.0495434972232544,-0.0250744035554223
"miR34a",-0.132548769550497,-0.02351869750856,-0.0237262652848695,0.0600481782789245,0.0594777265272343,-0.0959939410703986,-0.0961805086785495,-0.0956462363269308,-0.0532515921961613,0.0698143078898414,-0.0188828298486433,0.0954015581068045,0.0192867255128666,0.0746542367337895,0.0842781490003362,0.096034148601989,0.0961805086785495,0.103319197524712,-0.0443490893895485,0.00777955472901068,0.0883917669657945,-0.0664979882868944,0.132548769550497
"TGFbeta",-0.132148570942582,-0.0523402709126511,-0.152116555322498,0.0343659310505475,0.0352571373990943,-0.11850849649163,-0.118311735584437,-0.111376511593516,-0.107822336378147,-0.0307282419197378,-0.0293880413791767,0.0174055992275546,0.0287981110363364,0.164493237432696,0.109004293014846,0.110861384855985,0.118311735584437,0.112691481872556,-0.102256906311405,0.104117315806468,0.149718718377421,0.0837329578511647,0.132148570942582
"GSC",-0.150749766587344,-0.0714634021462042,-0.0715728079929993,0.103471247509408,0.102976275181089,-0.142457106827673,-0.142721360221338,-0.129378365457704,-0.0603202683027809,0.000197048235592398,-0.00649646256450568,-0.010092110597285,0.00683028571809627,0.13423501945229,0.126614793501601,0.129953089111414,0.142721360221338,0.131771135368522,-0.108841505942548,0.0531420318296724,0.160533540832121,-0.000201730150448527,0.150749766587344
"ZEB2",-0.300735912830368,-0.248415776547914,-0.248365896322037,-0.121772156862162,-0.121458932842354,-0.111771303359769,-0.111587427030716,-0.10648840708424,-0.102501308181346,-0.0541067989296093,-0.0138813233216494,0.00514629317399095,0.0136848532873889,0.0664509976053741,0.0983659621867636,0.106116544673332,0.111587427030716,0.112041583100815,0.135073527568172,0.187806896204176,0.192480717571557,0.198209930636447,0.300735912830368
"miR200b",-0.114303119018418,-0.164090978598854,-0.164060299569675,-0.0176849319771373,-0.0181874354892586,-0.0255534567561307,-0.0258701688427477,-0.0693715646509356,-0.000466560813268472,0.0757360379892623,0.0139024393996767,0.0130758266011675,-0.013557851500184,0.0176776515987341,0.0106579274248818,0.0701570631403616,0.0258701688427477,0.0933916631444826,0.101408988598408,-0.00933216788106616,0.200085676520757,0.0241832253044528,0.114303119018418
"miR205",-0.149714901024957,-0.0908876435207028,-0.0910955470280826,0.00188501019744248,0.000669665056945574,-0.0478459479320418,-0.0484509093610923,-0.088347417888385,-0.0955809646363587,-0.000316577788816518,-0.00644196906251778,0.0982764882461502,0.00726565836691216,0.0384890404339216,0.026305654843868,0.0896951534943705,0.0484509093610923,0.114571385807583,-0.0416414224165107,0.0403134406013175,0.254039623850917,0.0905998160432493,0.149714901024957
"miR141",-0.168579482024351,-0.00523583849105472,-0.00556421772930579,0.0160747110052272,0.0148283582081378,-0.0642023882614892,-0.0647552394514472,-0.0995869876958804,-0.0975090082410535,-0.0761890646153531,-0.0227376745050203,0.0255236538634201,0.0235762210243868,0.149482345496264,0.0405708700405568,0.100735023949657,0.0647552394514472,0.123896825812452,-0.10076456850021,0.0615285098304988,0.276006889923129,0.0899878832592461,0.168579482024351
