"","miR101","TWIST2","ZEB2","SNAI2","miR205","NP63","FOXC2","CDH1","miR34a","TWIST1","GSC","TGFbeta","miR200c","miR141","GRHL2","CLDN7","ZEB1","miR200a","TCF3","miR200b","OVOL2","SNAI1","KLF8"
"KLF8",-0.112308659858784,-0.0401573656228138,-0.00419519485075504,-0.0813843551123399,0.0405797101449275,0.0401172823992628,-0.103647731546596,-0.237966519490202,-0.0768099854489893,-0.0181937413369618,-0.00262376353418401,-0.00238812822513924,0.017899468723818,-0.0298043457534778,0.0327616535187511,0.0298043457534778,0.0301225259092763,-0.017899468723818,0.0145635380455774,0.0168588083981524,-0.0467084360937784,0.167950318848328,0.109194369887096
"CLDN7",-0.112308659858784,-0.0401573656228138,-0.00419519485075504,-0.0813843551123399,0.0405797101449275,0.0401172823992628,-0.103647731546596,-0.237966519490202,-0.0768099854489893,-0.0181937413369618,-0.00262376353418401,-0.00238812822513924,0.017899468723818,-0.0298043457534778,0.0327616535187511,0.0298043457534778,0.0301225259092763,-0.017899468723818,0.0145635380455774,0.0168588083981524,-0.0467084360937784,0.167950318848328,0.109194369887096
"miR200a",0.20167009419356,0.0345141567790214,-0.00384255414807245,0.166723169355501,-0.116797153384014,-0.117397828699458,0.0873179052002386,0.102384478480744,0.146992009532423,0.0903176536861248,0.0942456759836524,0.0942684011904518,-0.00530367059786623,0.0122265145813806,-0.0264700500013433,-0.0122265145813806,-0.0122887856681785,0.00530367059786623,-0.089393329921391,-0.0494738312449762,0.144552745124801,-0.273013266067301,-0.200427343572184
"miR141",0.20167009419356,0.0345141567790214,-0.00384255414807245,0.166723169355501,-0.116797153384014,-0.117397828699458,0.0873179052002386,0.102384478480744,0.146992009532423,0.0903176536861248,0.0942456759836524,0.0942684011904518,-0.00530367059786623,0.0122265145813806,-0.0264700500013433,-0.0122265145813806,-0.0122887856681785,0.00530367059786623,-0.089393329921391,-0.0494738312449762,0.144552745124801,-0.273013266067301,-0.200427343572184
"TGFbeta",0.274327202527415,0.0827918002546552,4.25266240547959e-05,0.181799950136905,-0.0393118467691419,-0.0406691648394608,0.136504923531748,0.17542482836319,0.237353401513785,0.158536899298584,0.200104435542212,0.100137884280934,-0.0218205141275145,0.038005468047805,-0.0407266116707468,-0.038005468047805,-0.0382084045370895,0.0218205141275145,-0.157071149292912,-0.109070999259697,0.0415313305602861,-0.398166650888619,-0.272508089024981
"miR200c",0.117955093886247,0.0493615271038675,0.00311380812125109,0.0794974236443468,0.0965257627054886,0.0962662994035515,0.0455164980156588,0.00753569435055941,0.0337614238284739,0.022646702738335,0.124165282706328,0.12411074221001,-0.00824254561223135,0.0115987722741794,0.00283411448731565,-0.0115987722741794,-0.0117405003749558,0.00824254561223135,-0.02181702972711,-0.0225952262653245,-0.123416745401665,-0.193095968113707,-0.117276083764133
"SNAI2",0.114544388995881,0.0402683867365104,0.00371459504641658,-0.0178880887027912,-0.0416324339144143,-0.0421668741086575,0.104866150608238,0.138956855000608,0.0779949839873872,0.0198373475432574,0.00269706698979337,0.00253720487625249,-0.0185974530434056,0.0301112955423642,-0.0331504528628977,-0.0301112955423642,-0.030356903984576,0.0185974530434056,-0.0189214969810521,-0.0168620641645763,0.0476525642414669,-0.170428151879408,-0.113780627766649
"CDH1",0.113780627766649,0.0402556250276425,0.00383448143978668,0.0816891916424412,-0.0401172823992628,-0.0416324339144143,0.103976305535484,0.138469651033991,0.0775358132635588,0.0189214969810521,0.00238812822513924,0.00269706698979337,-0.0187550405557608,0.0301225259092763,-0.0329921505482612,-0.0301225259092763,-0.0301112955423642,0.0187550405557608,-0.0181937413369618,-0.0166591249334224,0.0474610165360068,-0.169613768143929,-0.112308659858784
"FOXC2",-0.0637063253612208,0.0377854288581747,0.00799479497398512,-0.0569518362544763,0.117035886044336,0.117157870321918,-0.0930877091180337,-0.023528465940935,-0.0105611557960963,-0.0854220141357013,0.0307097145983226,0.0305631682082487,0.00112704237233267,-0.00487339310804978,0.0264398519001584,0.00487339310804978,0.00477859509583232,-0.00112704237233267,0.0855910091785134,0.0226145761291637,-0.142791453906457,0.0892216747381972,0.0634033624870103
"ZEB1",-0.0637540861165755,0.037916631148251,0.00807657412484494,-0.057069857287382,0.117157870321918,0.117376286231792,-0.0933708038365267,-0.0236314897495523,-0.0105825585968056,-0.0855884734793587,0.0305631682082487,0.0306009012095316,0.00105682598719086,-0.00477859509583232,0.0263692189610349,0.00477859509583232,-0.0951484210269697,-0.00105682598719086,0.0854220141357013,0.0226352658668828,-0.142813087308429,0.089393531738065,0.0637063253612208
"miR200b",-0.176438844572849,-0.0131518936628956,0.0105867957923022,-0.139043081677559,0.124830863549697,0.125218281356699,-0.0803548516769099,-0.0325405284637295,-0.145974323749461,-0.0887830060341894,-0.0856610119569187,-0.085759866606496,0.00374250526472773,-0.0162555033807696,0.0306040856373026,0.0162555033807696,0.0162976870202133,-0.00374250526472773,0.0881308031857933,0.0134685344932729,-0.154060732574196,0.253488018355459,0.175441041900035
"OVOL2",0.0757866935867119,0.13336795611127,0.0302343464569365,0.10789224185119,-0.21467748096094,-0.214525145693705,-0.00482286113256984,0.189013561237675,-0.147845901847398,-0.0686412182212123,-0.184791367374067,-0.18478378911128,0.0893992574131408,-0.100772283354251,-0.0339662853803364,0.100772283354251,0.100816983894598,-0.0893992574131408,0.0683966315008325,-0.103401675474033,0.10523413367953,0.15265277519973,-0.0761376361966282
"miR34a",0.167860848770241,-0.00240017158454742,0.0716077700292797,0.141721816665667,0.0318205041940054,0.0314439454489489,0.119016394740591,0.0622406555956822,0.103043750311186,0.1351172332807,0.0237789920275858,0.0237596833972315,0.00515479972357686,0.0114026955120505,-0.00778439323454377,-0.0114026955120505,-0.0114921718139188,-0.00515479972357686,-0.134190556483837,-0.056168533139542,-0.0520094810466807,-0.218410256075582,-0.166867840165447
