"","SNAI2","CDH1","ZEB2","FOXC2","miR34a","OVOL2","TCF3","miR200c","miR200a","miR141","miR205","GRHL2","TGFbeta","GSC","CLDN7","ZEB1","TWIST1","NP63","miR200b","SNAI1","TWIST2","miR101","KLF8"
"KLF8",-0.0539001798704961,-0.137037226888363,-0.0196045605948975,-0.0852457809335523,0.00283145710053395,-0.020225801969881,-0.129632468728645,-0.00398832451411208,-0.00398832451411208,-0.0293895698843986,-0.0211594202898551,-0.0268814612019005,0.00528349794607985,-0.00521099477406607,0.0293895698843986,0.0314559122755042,0.126486292542778,0.0249744491915892,-0.00875105347897467,0.0745082876281055,0.0723373456137679,0.0557864455022679,0.0650399099636001
"CLDN7",-0.0539001798704961,-0.137037226888363,-0.0196045605948975,-0.0852457809335523,0.00283145710053395,-0.020225801969881,-0.129632468728645,-0.00398832451411208,-0.00398832451411208,-0.0293895698843986,-0.0211594202898551,-0.0268814612019005,0.00528349794607985,-0.00521099477406607,0.0293895698843986,0.0314559122755042,0.126486292542778,0.0249744491915892,-0.00875105347897467,0.0745082876281055,0.0723373456137679,0.0557864455022679,0.0650399099636001
"miR141",0.0802342435211339,-0.00438549114439766,-0.0127678263556118,-0.110424944579663,-0.00760905875757158,-0.0206985776396516,-0.0442157496818685,0.00678282949026065,0.00678282949026065,0.00169873029107117,-0.00711658775458528,0.00666337526302874,-0.0921720553691051,0.0920197964835493,-0.00169873029107117,-0.00197303554438504,0.0447023137116243,0.00649458668829774,0.0266873161483112,0.0633218547587355,-0.0605489012881226,0.0025769588997955,0.000730843846303195
"OVOL2",0.0728026505035027,-0.0275762513756211,0.00270266678106536,0.115016808905792,0.0157887361830316,-0.0413487580781558,0.073341066483607,0.011499096091224,0.011499096091224,0.0182422062757474,0.0128869597719284,-0.0246334812550545,0.00965903010136186,-0.00995802701494211,-0.0182422062757474,-0.0165733408135045,-0.0737960697207842,-0.00954746820438771,-0.0102741230863206,-0.0961556381423273,-0.078728043833157,-0.0936810484567056,-0.0885967673955429
"SNAI2",-0.0472235505112044,0.0382133029175439,0.0201304080698661,0.0867416381044228,-0.00310657317679642,0.0208863937512461,0.128255216845567,0.00471134945630731,0.00471134945630731,0.0300505120733576,0.0224063957760781,0.0273230930806023,-0.00521009883873339,0.00538374959818616,-0.0300505120733576,-0.0310780226184095,-0.127482184564102,-0.0243027089526062,0.00885340920936585,-0.0731309183740863,-0.0735872629421137,-0.0581128210593779,-0.0614058043065771
"CDH1",0.0506768740178443,0.0402066713591277,0.0214482069176247,0.0884538578796064,-0.00305927167007038,0.0224742234149287,0.126486292542778,0.00630027916668198,0.00630027916668198,0.0314559122755042,0.0249744491915892,0.0282871684382086,-0.00538374959818616,0.00528349794607985,-0.0314559122755042,-0.0300505120733576,-0.128255216845567,-0.0224063957760781,0.00874661606864734,-0.0710787069816193,-0.0758325730141048,-0.0614058043065771,-0.0557864455022679
"ZEB1",-0.0845268051998964,-0.110821011716289,0.0255080623474338,-0.105785540076336,-0.0168252401792138,-0.0368269714800481,-0.015493066475799,-0.0188483471928787,-0.0188483471928787,-0.0177701409202812,-0.018488570257932,-0.00665785430294945,0.0161433054159529,-0.0172512835445332,0.0177701409202812,-0.0788221573265607,0.0161727253843786,0.025204859486579,0.0196190458804191,0.0956776800821015,-0.0190160660179634,0.0828039034692575,0.090154651108774
"miR205",-0.0792440199950382,-0.1098944627042,0.0256935142195833,-0.122489364964548,-0.0273865668394663,-0.0434891605571472,-0.0230665585435922,-0.031234522438689,-0.031234522438689,-0.0289919514032958,-0.0323151654004762,-0.0163118294350958,0.010069182470099,-0.00782509423013713,0.0289919514032958,0.0227560040237601,0.0212873896461003,0.0199576190720648,0.0301068206603526,0.106451792300485,-0.0131669903266494,0.097114441353639,0.0844715976212403
"TWIST1",0.0868267437449691,-0.0971865772921174,0.0276509600170698,-0.179250023323325,0.00422275070327123,0.0258987909083081,-0.114556364741031,-0.028604399020214,-0.028604399020214,0.00414778326682537,0.0157638878261979,0.00297281458996703,-0.0186444119580113,0.0184849153281218,-0.00414778326682537,-0.00310763725890551,0.0141977251207475,-0.0136859555455789,0.043762728476482,-0.000463580936640001,-0.0810088200111277,-0.0157503906257525,-0.0125098389153506
"miR200b",0.0517337712018045,-0.108881163999139,0.0346366017118403,-0.131884797103788,-0.0327330373196679,-0.0403509378593622,-0.060082258777091,-0.0342967520742788,-0.0342967520742788,-0.0305901655878582,-0.0303585604527329,-0.0169038609289924,-0.103831757443867,0.105162318301971,0.0305901655878582,0.0265104050302306,0.0591431458321215,0.022244112256536,0.0915284312075177,0.0779470744717741,-0.0416396484124388,0.032487150231224,0.0235339424937506
"TGFbeta",-0.115573894300041,-0.0144030902438308,0.0632529557829559,0.0879897485117057,-0.0626566749116902,-0.00532472116571403,0.012643465434316,-0.0398524122695676,-0.0398524122695676,-0.0114352716226281,-0.00690582148425136,-0.0105646457374441,0.0926327102846477,-0.193231746787213,0.0114352716226281,0.0124629914090216,-0.0117676457714839,0.00889001336214725,-0.0780432472583911,-0.00946453012258937,0.0871184251439718,0.0518684774355348,0.0526170353708721
"TWIST2",-0.0415681362644586,0.0021425309524334,0.101426977379396,-0.176729287341385,-0.00179407882280991,-0.073146987533014,-0.238495992395982,-0.106145457807449,-0.106145457807449,-0.107245046407075,-0.0824664541397157,-0.0961167715051048,-0.0152888459487045,0.0161574430129938,0.107245046407075,0.104475283177331,0.238320736279829,0.0770627603889668,0.0703309998499548,0.13692087640301,0.0691957699646361,0.0778271685462384,0.0714016821158855
"miR34a",0.0213938095277287,0.00230637848472473,0.113987565620169,0.0528381523043409,-0.0550687715572518,-0.059450653072451,-0.0306480721427841,-0.134638497948195,-0.134638497948195,-0.0818030151741935,-0.0639743904710412,-0.0742977593300979,-0.0242298262746905,0.0242949929021366,0.0818030151741935,0.0817104452767819,0.0302032357874504,0.0636886599659984,0.0914513982559352,-0.0139560994485559,0.0135395380244772,-0.018858856470001,-0.0187685829604742
