"","TWIST2","miR34a","ZEB2","miR141","miR200c","miR200a","GRHL2","TCF3","NP63","miR205","CDH1","OVOL2","TGFbeta","GSC","miR200b","SNAI1","TWIST1","FOXC2","CLDN7","ZEB1","KLF8","miR101","SNAI2"
"ZEB2",-0.153021115125594,-0.058110576340913,-0.0556471964729205,-0.0538126278292284,-0.0484728669107988,-0.0484728669107988,-0.0474440686836946,-0.0364589011901885,-0.0351974538455527,-0.0341825793491163,-0.0339721427486502,-0.0289043181613899,-0.0244728877511337,-0.0237480849627675,-0.0232346379069112,0.0220478277527926,0.03692166118824,0.0371083778121341,0.0538126278292284,0.0541820989576988,0.139577808861525,0.139739889862251,0.148784161661493
"NP63",-0.151330083395188,7.25289591369254e-05,-0.0430571170324308,-0.0301764757669646,-0.00773414794057153,-0.00773414794057153,-0.104545381939908,-0.187825796828753,-0.019115611573139,0.0807177934139633,0.123733155970087,0.0588251823217575,-0.0960658352462831,-0.0961685345256764,0.100788286936377,-0.092711729277839,0.187935748584615,0.0024113686747642,0.0301764757669646,0.0301394938948676,0.125562439650847,0.125310232841263,0.132512616250914
"TWIST1",-0.115633460980559,0.0350021905298825,-0.00547608645381051,0.156246881844652,0.0754792379384757,0.0754792379384757,0.144134449016456,-0.0496992334488406,0.110503860570956,0.110205329657294,0.0392824860369802,0.0908150747206435,0.00451041880336882,0.00426945041754365,0.104368827075012,0.130682542904506,-0.0502362277584433,0.162625721658883,-0.156246881844652,-0.15641285602672,0.145714369315902,0.145210460537333,0.152112888993457
"miR34a",0.184810887864765,-0.00610692693439363,0.00544663626851616,-0.0877972382114594,-0.0946832425935207,-0.0946832425935207,-0.0793610740361813,0.0510207417268013,-0.0672740588639243,-0.0673629948489376,-0.111610724573072,-0.061909348390974,-0.00573197363780083,-0.00570904463925502,-0.0967047654540681,-0.063874611720821,-0.0509931854924001,-0.085866846924722,0.0877972382114594,0.0878331715135395,-0.0789773596183821,-0.0786412348488676,-0.0892574882045888
"GSC",0.0115103594363969,-0.0303248036574962,0.0140592454898136,0.0462642238763206,0.00638998051885719,0.00638998051885719,0.0436928798457179,0.187524068864829,0.0455469279591497,0.045564169668761,0.049696693430724,0.0479068270579789,0.00663940310691714,0.00661862210808454,-0.00310907433969148,0.0721223640742317,-0.187455387546148,-0.153554384110572,-0.0462642238763206,-0.0462685677677234,0.0689797632754271,0.0689125327820137,-0.032635335758184
"OVOL2",0.0202840664000315,-0.162651528303014,0.0158197249867193,-0.130212489728052,-0.125028589340374,-0.125028589340374,-0.0842172563750739,0.0200010356138663,-0.0364298748221393,-0.036296986610296,0.00694285251295259,-0.0895202041945752,-0.0385493599172789,-0.0383971057285664,-0.0879746656220101,0.129022903799956,-0.019722278689904,0.105215907451291,0.130212489728052,0.130305015770533,-0.0302989718597981,-0.0300500219458887,-0.039500180953737
"miR200b",-0.201994079829899,-0.240613957280312,0.0367835392849528,-0.248473735987601,-0.142523013926173,-0.142523013926173,-0.226805936030312,-0.0544852321571505,-0.123395113851057,-0.122851307204532,-0.0301331785580777,-0.0895750993839467,-0.161447582518126,-0.160996487163159,-0.0416312173902533,0.127244668146824,0.0550871517927451,0.134756838672185,0.248473735987601,0.24872393630409,0.166882334631188,0.167224541324031,0.188085079557022
"TGFbeta",0.206315863443781,0.133787997491079,0.0452491107249522,0.0931410286403087,0.0197946692274858,0.0197946692274858,0.0883553960568095,0.0911964703481112,0.082127008747206,0.0820343404452163,-0.114943678569924,0.0770456093670391,0.11749608303917,0.217457421509998,-0.118341949422538,-0.0659840047342096,-0.0915232009995305,-0.106971141106391,-0.0931410286403087,-0.0931456603268773,-0.133224026102475,-0.133033597395521,-0.195897240512556
"miR101",0.167642801469286,0.222753455513159,0.060419819421092,0.228943741413769,0.0831406187219395,0.0831406187219395,0.211177833830945,-0.145397209523012,0.141896973341793,0.141435079577359,0.0107033809391535,0.106736978460304,0.0386180505374614,0.0382449443656984,0.0290519716052993,-0.209628804191214,0.144793781001467,-0.111151151899747,-0.228943741413769,-0.229139516108078,-0.13678186932977,-0.23697194296669,-0.15065737046687
"TCF3",-0.146251602759786,0.0284113261316729,0.0735071462827659,-0.0272189684623569,-0.0498335344588795,-0.0498335344588795,-0.0249542813461577,-0.195766705291618,-0.0210783697746502,-0.0206159420289855,0.049906166737973,-0.0194767728552134,-0.20614286823147,-0.205435962304335,0.147353845831685,-0.105879642654963,0.198380451661415,0.0088969366500189,0.0272189684623569,0.0274420602957329,0.126273612523842,0.125513666167114,0.146242772641634
"CLDN7",-0.146251602759786,0.0284113261316729,0.0735071462827659,-0.0272189684623569,-0.0498335344588795,-0.0498335344588795,-0.0249542813461577,-0.195766705291618,-0.0210783697746502,-0.0206159420289855,0.049906166737973,-0.0194767728552134,-0.20614286823147,-0.205435962304335,0.147353845831685,-0.105879642654963,0.198380451661415,0.0088969366500189,0.0272189684623569,0.0274420602957329,0.126273612523842,0.125513666167114,0.146242772641634
"SNAI2",-0.145743600855996,0.0284379391161084,0.0736660433279469,-0.027458103677036,-0.0504521621805456,-0.0504521621805456,-0.0251060756006634,-0.199033838115598,-0.0212829174133056,-0.0211554113771156,0.149336025598758,-0.019553640009999,-0.206273087900053,-0.206189925129397,0.146754799995,-0.105492220860513,0.198872884180161,0.0094525834221515,0.027458103677036,0.0275254617494639,0.124863412212212,0.124901565588785,0.0464044632627421
"ZEB1",-0.263133770397901,-0.286052192625362,0.146273359766568,-0.287955854836544,-0.30813697008257,-0.30813697008257,-0.248208245949789,-0.0471812957693466,-0.138711246974872,-0.138170954987287,-0.215334109339491,-0.101510883687428,-0.0978243403886422,-0.097352106160465,-0.239051965097798,0.124943108826124,0.0477383636811532,0.141479436104748,0.287955854836544,0.188234247882444,0.144958584529604,0.1453671226831,0.155332452984947
