"","miR200a","TGFbeta","CLDN7","ZEB1","SNAI2","miR34a","SNAI1","KLF8","TWIST2","TWIST1","FOXC2","TCF3","miR205","NP63","OVOL2","miR101","miR141","GRHL2","GSC","miR200b","ZEB2","CDH1","miR200c"
"SNAI2",0.0173446894561166,-0.00125287228007206,-0.017648293438373,-0.0176930274254053,-0.0827732637082272,-0.0118996555975925,0.00741649184398701,0.00766924733732661,0.0273474362243223,0.0718559840766019,-0.0260611921547591,-0.0717403692779077,0.00574993839640651,0.00580962207292098,0.0148078144476685,-0.00746183170831617,0.017648293438373,0.0185008263940862,0.0013351732603586,-0.017837521130579,-0.0528470814627934,-0.102545501875649,-0.0173446894561166
"TGFbeta",-0.00316244813857073,-0.116577557874292,-0.0232572690225988,-0.0231709824172648,-0.164272152303337,-0.198138686203406,0.296991526330364,-0.226786648461932,-0.0827401737746752,0.105349149194194,0.0925483838279912,-0.105360494008479,0.00328554493670442,0.00334278124087449,0.0106969164653261,0.22672086399953,0.0232572690225988,0.0224986648537595,0.0167395887774515,-0.135752635834408,-0.0241165928644834,0.142434389437679,0.00316244813857073
"miR101",-0.103195056883533,-0.0939259922225837,-0.142445027211642,-0.142304952724974,-0.154442008295972,-0.178628780097733,0.256651106156057,-0.355441438160305,0.0127403782970628,0.260460219875219,0.137864165536653,-0.260694825900774,0.0393989458206455,0.0391496281637066,0.0753017635901183,0.255067936817827,0.142445027211642,0.141901534161853,0.0940978725938453,-0.0666748784375984,0.0477922510470234,0.0768533110874749,0.103195056883533
"OVOL2",-0.00349821888355764,0.00827308054258616,0.0240199078557709,0.0239189580032555,-0.0471101479354588,0.0933429302493462,-0.134614461922843,-0.0283018043688716,-0.0743853556844066,-0.047788700814664,-0.0206499192543584,0.0479307769242964,-0.0588414371396158,-0.0584643803434102,-0.0633942395842291,0.028642876717884,-0.0240199078557709,-0.0295642536107749,-0.00802437573658968,0.0332500019413905,0.0496442277626743,-0.0855975709015788,0.00349821888355764
"CDH1",-0.017330702398807,0.0013351732603586,0.0176948192441519,0.017648293438373,-0.0171907745875951,0.0118765816918725,-0.00734569522619525,-0.00752366809369166,-0.0275058315520355,-0.0717403692779077,0.0260955638528483,0.0717350571929143,-0.00600674373795761,-0.00574993839640651,-0.0147977329894863,0.00766924733732661,-0.0176948192441519,-0.0185707075960428,-0.00127993255409594,0.0178004177735318,0.0528466057231371,0.102587590713894,0.017330702398807
"KLF8",-0.0173243333777255,0.00127993255409594,0.0177789358370641,0.0176948192441519,-0.0174013317784898,0.0119030717580977,-0.00714443839783857,-0.00786638899966692,-0.0272461459821309,-0.0717350571929143,0.0262449156659793,0.0718318626140179,-0.00583333333333333,-0.00600674373795761,-0.0149398611844583,0.00752366809369166,-0.0177789358370641,-0.0186258970256439,-0.00191433530921648,0.0179498105878853,0.052877778487048,0.202518421970586,0.0173243333777255
"ZEB1",-0.0128588001207248,0.0121584466950591,0.0227981858588307,-0.0771168329142949,0.0571097348195401,0.013549603071732,-0.0395171599898186,0.0513476994902533,-0.0327498244964851,-0.0838454732416586,-0.083248079998363,0.0837427131414224,-0.0444774246641535,-0.0446182454481517,-0.0317259836195331,-0.0516717378458137,-0.0227981858588307,-0.0254507406621475,-0.0122442035161567,0.0341946152985278,0.0822607531695231,-0.0659489522809986,0.0128588001207248
"miR34a",-0.0988790673700031,-0.0111139437587936,-0.00261171134860074,-0.00255697850437279,0.161765778691299,0.113245469443828,-0.25121324246222,0.195964537104133,0.0111364530563037,-0.156932072054137,-0.117563744429957,0.156702961648115,0.012820891118714,0.0126127430686828,0.0244254798970915,-0.196332353637631,0.00261171134860074,0.00335588998537357,0.0108816367998425,0.0951740634139314,0.141861134364929,-0.0199625501862969,0.0988790673700031
"ZEB2",-0.303995505977389,-0.137290375955493,-0.121383390811154,-0.121300167746336,-0.0976612987921563,-0.0931531001255642,-0.0740897514163805,-0.0734490589379853,-0.0658169879657274,-0.00478302132968865,-0.00201851409744159,0.00430727157730585,0.0340929475365524,0.0343331086769305,0.0663630376534808,0.0729210527331666,0.121383390811154,0.122342094077338,0.137956061439116,0.18463489044193,0.187697994352058,0.286743838734526,0.303995505977389
"miR200b",-0.123271885815587,0.039061879951504,-0.0483375862010859,-0.0481467554512215,-0.161198784733496,-0.154922103226058,0.195075210302269,-0.173644323288737,-0.0297850492132652,0.072636855883567,0.0649645522323306,-0.0729903172912012,0.0514781791068835,0.0511511842606066,0.0395375421412764,0.172994130572337,0.0483375862010859,0.0469182692310571,-0.0390823326376235,-0.00122464561869543,0.189862054731992,0.162952631720942,0.123271885815587
"miR200c",-0.12085739784423,-0.132895911765537,-0.0347465884099408,-0.0346079850231972,0.0756869293114452,0.00100168466194214,-0.207947090927279,0.119052108897074,0.0542873018815802,-0.0105821408478359,-0.0423368967263582,0.0100778298017972,0.0497856122886685,0.0493590972717856,0.0342055376406065,-0.119765339688472,0.0347465884099408,0.0346259702364039,0.132861823955338,0.0867785161061376,0.203302260981598,0.0717725174786782,0.12085739784423
"miR200a",-0.136060080674486,0.0521128765768456,-0.0201497141307045,-0.0201878802806774,-0.108536082175827,-0.0370350333932969,0.181606292042785,-0.13284162325896,-0.0676626638507591,0.00819178058906509,0.0416756925363879,-0.00801874718030694,-0.0388790932144219,-0.0384810125319979,-0.00979432788006693,0.132992914638954,0.0201497141307045,0.0142463922980981,-0.0520549272995071,0.0687320558272239,0.256811101981553,0.0958809785679343,0.136060080674486
