"","miR101","SNAI2","TWIST2","FOXC2","ZEB2","miR34a","OVOL2","NP63","miR205","miR200c","GRHL2","CLDN7","GSC","TGFbeta","CDH1","miR141","ZEB1","miR200a","miR200b","TCF3","TWIST1","SNAI1","KLF8"
"miR200c",0.153120252005765,0.116770738883212,0.0282940134053522,0.127370005735345,-0.00726871212497667,-0.0443758285084594,0.106535835618263,0.11332680337911,0.11340855209068,-0.0723392800602375,0.149850187958168,0.159483735036708,-0.0866135739830028,-0.0859772681926201,0.054280412296565,-0.159483735036708,-0.159325490590329,-0.0806304871182184,-0.0833216474629798,-0.185616054147608,-0.185641195754009,-0.224277195032874,-0.153008584558626
"miR200b",0.153120252005765,0.116770738883212,0.0282940134053522,0.127370005735345,-0.00726871212497667,-0.0443758285084594,0.106535835618263,0.11332680337911,0.11340855209068,-0.0723392800602375,0.149850187958168,0.159483735036708,-0.0866135739830028,-0.0859772681926201,0.054280412296565,-0.159483735036708,-0.159325490590329,-0.0806304871182184,-0.0833216474629798,-0.185616054147608,-0.185641195754009,-0.224277195032874,-0.153008584558626
"GRHL2",-0.14893040153913,-0.170144729606821,-0.167137425481682,0.00569036611080453,-0.0069400152813256,-0.17149412279011,0.113156526669811,0.211231541760612,0.211656763483368,-0.178158594678826,0.00719271358655461,0.169974239150613,-0.0772701995388589,-0.0772496892199512,0.101338333168467,-0.169974239150613,-0.169938210353779,-0.180770508011738,-0.0610939253627386,0.0458124490617001,0.0460321149383404,-0.0636889153504769,0.148806276357564
"TCF3",0.25100042516122,0.205805637536852,0.22480422539077,0.148624502731341,-0.00327276143606507,0.100455105444536,-0.0655205557833981,-0.0701991706458909,-0.0714130434782609,0.0449492349641958,-0.0816462321831234,-0.0875637504570754,0.188943007158729,0.188199849645588,-0.0246527330963194,0.0875637504570754,0.0878965595855543,0.0423337799123156,-0.17032596735939,-0.206215348961583,-0.206844584198756,-0.113124013944365,-0.250538496983601
"KLF8",0.25100042516122,0.205805637536852,0.22480422539077,0.148624502731341,-0.00327276143606507,0.100455105444536,-0.0655205557833981,-0.0701991706458909,-0.0714130434782609,0.0449492349641958,-0.0816462321831234,-0.0875637504570754,0.188943007158729,0.188199849645588,-0.0246527330963194,0.0875637504570754,0.0878965595855543,0.0423337799123156,-0.17032596735939,-0.206215348961583,-0.206844584198756,-0.113124013944365,-0.250538496983601
"SNAI2",0.250975257561572,0.106005802485675,0.225499031671152,0.148328386985107,-0.00323099293276967,0.100487441980049,-0.0658140649454802,-0.0716845033134156,-0.0713291141487158,0.0451489044066051,-0.0819396720518908,-0.0878821205423816,0.188500604601907,0.188420888992729,0.0752844011226873,0.0878821205423816,0.0878329302961047,0.0425037132800766,-0.170285889698784,-0.206350560294374,-0.206470709006742,-0.112857140527114,-0.250945428558069
"CDH1",-0.250945428558069,-0.205984768281345,-0.225337633588411,-0.148714113819219,0.00303451245474646,-0.100571661735927,0.0658211219662076,0.0713291141487158,0.0701991706458909,-0.045257070983133,0.0820780083088255,0.0878965595855543,-0.188199849645588,-0.188500604601907,-0.0752591478197401,-0.0878965595855543,-0.0878821205423816,-0.0424123311723203,0.170155866630175,0.206844584198756,0.206350560294374,0.112861147882838,0.25100042516122
"CLDN7",-0.25100042516122,-0.205805637536852,-0.22480422539077,-0.148624502731341,0.00327276143606507,-0.100455105444536,0.0655205557833981,0.0701991706458909,0.0714130434782609,-0.0449492349641958,0.0816462321831234,0.0875637504570754,-0.188943007158729,-0.188199849645588,0.0246527330963194,-0.0875637504570754,-0.0878965595855543,-0.0423337799123156,0.17032596735939,0.206215348961583,0.206844584198756,0.113124013944365,0.250538496983601
"OVOL2",-0.106755677606871,-0.122284137103711,-0.127650186510979,0.0022379034251435,0.0044249679032587,-0.057242709613204,-0.0373765408307227,0.0263964480766449,0.0265401402081502,-0.0896149642999947,0.0108840803427366,0.080788468160703,-0.0122727922721734,-0.0121040036919265,0.0770050571750067,-0.080788468160703,-0.0807543653168519,-0.0862491454766706,0.021866107584171,-0.00599173145779174,-0.00593238320946428,-0.0856086605355267,0.10672058334588
"FOXC2",-0.0992747337730552,-0.155086410785487,-0.234928305888377,0.0716270999236513,0.0184841833172887,-0.189045041871337,0.123740101886189,0.129637244260088,0.129583029025607,-0.198096938355804,0.164474228769675,0.188037651181084,0.0261664899943701,0.0261654044655547,0.187010589475618,-0.188037651181084,-0.18794880461358,-0.185659662354959,-0.157943081142093,0.0597169697412744,0.0601394573483046,-0.0663520135086034,0.0989786175174709
"miR141",0.189247311387107,0.215883044513452,0.219532450451258,0.0858796344533065,0.0203138176859241,0.233668844687486,-0.154055336705597,-0.165655434047237,-0.165587902502898,0.110119696004301,-0.210188196643845,-0.234302250796394,-0.0913296435175629,-0.0917523323640314,-0.0611837855501107,0.234302250796394,0.234245336362224,0.129086483949775,0.00923690410913334,-0.190181765196119,-0.190555931456083,-0.138827198468796,-0.189130240676398
"miR200a",-0.248768995379166,-0.278252333844335,-0.267042545841668,-0.117828397996911,0.0205079836653355,-0.244388430507932,0.148530408138659,0.160841705495222,0.160703088114735,-0.126151429480962,0.206133281873339,0.2286303668517,0.121033743765589,0.120396301714867,0.13247561314091,-0.2286303668517,-0.228695316264812,-0.106975132423929,-0.0411127874616788,0.246860180127502,0.247328997140975,0.192439389001489,0.248345739732755
"GSC",-0.216780730756053,-0.201276049855805,-0.19206201390603,-0.038649714827428,0.0330376401287125,-0.171310604092508,0.167781391571985,0.175557826862013,0.175416061694098,-0.130495313214195,0.187549825079335,0.20475550165625,0.0307143994288098,0.0302657743363649,0.0490350867771558,-0.20475550165625,-0.20477167058536,-0.0894271807823101,-0.073671468835469,0.271439615741696,0.271353364783352,0.0979968701570578,0.216685243968306
