"","SNAI2","miR101","KLF8","ZEB2","SNAI1","TCF3","TWIST1","miR200b","CDH1","NP63","GSC","CLDN7","ZEB1","miR200c","miR200a","TGFbeta","miR141","GRHL2","FOXC2","miR205","OVOL2","miR34a","TWIST2"
"miR200c",0.0798051740945287,0.00174911267077441,0.00204268999147611,-0.00178914028505389,0.0559208393295641,0.0688571667095598,0.0698199423429064,0.0320642581403386,0.00776449443611344,0.00919276345529394,0.112728765352046,-0.00373780634874499,-0.00381123712851738,0.00347531212335515,-0.00347531212335515,-0.112786714629385,0.00373780634874499,-0.00185628092450237,-0.0521560367918938,-0.0098716331904992,-0.0154994007905097,-0.0858816615981965,0.0112568636627076
"miR200b",0.0798051740945287,0.00174911267077441,0.00204268999147611,-0.00178914028505389,0.0559208393295641,0.0688571667095598,0.0698199423429064,0.0320642581403386,0.00776449443611344,0.00919276345529394,0.112728765352046,-0.00373780634874499,-0.00381123712851738,0.00347531212335515,-0.00347531212335515,-0.112786714629385,0.00373780634874499,-0.00185628092450237,-0.0521560367918938,-0.0098716331904992,-0.0154994007905097,-0.0858816615981965,0.0112568636627076
"miR101",-0.130365645308371,-0.116682915615128,-0.0168331136638827,0.00165871757120472,-0.0109572441933603,0.0309366072054237,0.0306627183104726,0.0014174080447885,-0.0138575195422766,0.0602018182772946,-0.0156881679560388,0.0798541793072012,0.080083901465337,-0.038873316693272,0.038873316693272,0.016172786758913,-0.0798541793072012,-0.0882493947147622,0.0167796567159212,-0.0583647408051132,-0.045503440808406,-0.0455979331508443,0.107509372326877
"miR200a",-0.0798051740945287,-0.00174911267077441,-0.00204268999147611,0.00178914028505389,-0.0559208393295641,-0.0688571667095598,-0.0698199423429064,-0.0320642581403386,-0.00776449443611344,-0.00919276345529394,-0.112728765352046,0.00373780634874499,0.00381123712851738,-0.00347531212335515,0.00347531212335515,0.112786714629385,-0.00373780634874499,0.00185628092450237,0.0521560367918938,0.0098716331904992,0.0154994007905097,0.0858816615981965,-0.0112568636627076
"miR205",0.0621410420819199,0.0533141644204721,0.0532077747840743,0.00694999311772432,-0.0525025607251913,-0.074311390384588,-0.0751721457076801,0.0133238067354844,0.0425482995707533,-0.00799938201338342,-0.00666339212259782,0.00671729422627042,0.00650176895329244,-0.00693472758301341,0.00693472758301341,0.00646024976424201,-0.00671729422627042,-0.0028700124917145,-0.0879593190211903,0.00721650618343594,0.0152328843177725,-0.0142079500247265,-0.124141773555745
"OVOL2",0.145408148678271,0.118517711892929,0.118352110848874,0.0116391908820578,0.0924992481580351,0.0120489278967384,0.0110094343351241,0.0484333648929807,0.10589017260947,-0.0189919190342744,0.021600187344973,-0.000653246583956669,-0.000812347899293846,-0.0035255089914506,0.0035255089914506,-0.0212812113749554,0.000653246583956669,0.00898080907898364,-0.00397191721725618,0.019384101318007,-0.0731013505165419,0.00176475181395421,-0.137662783848388
"FOXC2",0.0355149539073017,0.040212093480308,0.0399159772247237,0.0150578990294484,-0.0614232876680827,-0.0813734430991859,-0.0829676296697131,0.000890572908351141,-0.0205397979455451,-0.0167712969138713,-0.0196641415374827,-0.00184573071252533,-0.00205700699984408,-0.00341038986545126,0.00341038986545126,0.0202123335892407,0.00184573071252533,0.0071158195278274,-0.0766226458174249,0.0176116330483251,0.0245411645394262,0.00495394479760429,-0.105233076901149
"TGFbeta",-0.174540138130156,-0.0761800310417563,-0.0757846317993164,0.0322883518099924,-0.0413614237017014,-0.0194588818889855,-0.0185240691918694,-0.14066234011021,-0.107880853351025,-0.0091207366503474,-0.220494429767769,-0.0128815959045858,-0.0132677413292515,-0.0132317772991406,0.0132317772991406,0.120151688795671,0.0128815959045858,0.0124672491662838,0.0555647836486743,0.00680948017719395,0.00455981292214729,0.0738912272199654,0.126449306025807
"SNAI2",0.213764274836803,0.210886368027927,0.210914809635918,0.0666727743923804,0.147693567829014,-0.0462624610978541,-0.0462057871769255,0.25956606984675,0.120560213742433,0.101976180457474,0.182344523093926,0.132708349877271,0.132476453001965,-0.0997281401925797,0.0997281401925797,-0.182357880844653,-0.132708349877271,-0.14155303516858,0.106673692857866,-0.102895851654674,-0.0783752697507265,-0.136154591864375,-0.266480178098269
"CDH1",0.313671769572598,0.210914809635918,0.210491012282225,0.0668231081237493,0.147662844768463,-0.045906551403299,-0.0462624610978541,0.259369583373343,0.120309939138427,0.102895851654674,0.181998757191763,0.132121162121579,0.132708349877271,-0.099294541415981,0.099294541415981,-0.182344523093926,-0.132121162121579,-0.140897007558374,0.106448367281504,-0.101688866549384,-0.0776645269488876,-0.13566542506311,-0.266237705629779
"miR34a",0.204114487707033,0.111081780849945,0.111168212933534,0.090069568286736,0.0322231545373805,-0.0747866774224415,-0.0746866876576142,0.0411912344854095,-0.0281485139830454,-0.0393596972324264,0.0128532754968831,-0.0375110145562009,-0.0376885393466098,0.0269117301023166,-0.0269117301023166,-0.013092823192217,0.0375110145562009,0.0434302237859984,0.0139016083844841,0.0381316237372422,0.0374615952015331,0.0100599837721361,-0.278991394188262
"TWIST1",0.214063436134533,0.146865030114579,0.146793327679684,0.105979210945682,0.0372004782648235,-0.0200990987817202,-0.120492050165219,0.026964409456991,0.0740298985984764,-0.0454983892290291,-0.0111125300433765,-0.0470775527522949,-0.0471564059138872,-0.0338446835601922,0.0338446835601922,0.0112388112650768,0.0470775527522949,0.0523066000912431,-0.069180378511756,0.0454551808073149,0.04254979330041,0.0256638744170371,-0.192751878057484
"NP63",0.307161548931299,0.23358329022771,0.233051462824892,0.137173333994164,0.151778137521697,-0.0464470083097924,-0.0479840889784786,0.185101594104253,0.135894663347908,0.0876124030466618,0.0771800121818363,0.121914686413958,0.121988989441382,-0.127626629657552,0.127626629657552,-0.0765073319018096,-0.121914686413958,-0.218029232309027,0.112099836107415,-0.185591766761193,0.0324909105941674,-0.153154551539005,-0.233543911813486
