"","miR101","ZEB2","TWIST2","CDH1","TWIST1","OVOL2","FOXC2","miR200a","miR200c","TGFbeta","CLDN7","ZEB1","NP63","miR205","GRHL2","miR141","GSC","miR200b","miR34a","SNAI1","TCF3","SNAI2","KLF8"
"OVOL2",-0.0364650583221229,0.000253359901872831,-0.0543176884302802,0.0512798126558339,0.0515519331134029,-0.10421553986323,0.0236409925475682,0.0115498630606929,-0.0130206987945944,-0.0204631802169022,0.0195842624857472,0.0195618442816219,0.0240834337367673,0.0241428552949085,-0.022488583744088,-0.0195842624857472,0.0202950805696359,0.0348110045882609,0.0156678100750237,-0.0958295420957848,-0.0516508468606153,0.0462651439006688,0.0357182085803947
"miR101",-0.105059380271095,0.00710150468739167,0.0345690937850839,0.0366047906084419,-0.187027767106356,0.106416113002006,-0.229172993298256,-0.05891746873493,0.052933097733533,0.0329249354431155,-0.110074382806219,-0.110069768587835,0,0,0.109096060679828,0.110074382806219,-0.0330473478050872,-0.0211259956824982,0.0269697649392983,0.207661353482957,0.186969933993079,-0.0962342581500331,0.00499823770257582
"miR200c",0.0812454251682222,0.0185701230630945,-0.0105545064560639,0.0844400710701179,0.0931147086790846,0.0593394905779266,0.0191240394683811,-0.00252543736773557,-0.0136932149614586,0.0988488800315867,0.00982100317240569,0.0098538126697508,0,0,-0.00853237725625337,-0.00982100317240569,-0.0990988573063799,0.0109507107688272,-0.0898439554914591,-0.07731474429029,-0.0930718200564009,-0.0841097453176684,-0.0815317981374957
"CDH1",0.045997668199978,0.0244231711180073,0.0894788980964324,0.101110055111109,0.0847658656244895,-0.0297770684122394,0.0434923570187841,0.00132275866398116,-0.0255905443365402,-0.0194275561704222,0.0264161406950374,0.0263471541554343,0,0,-0.0260631397314389,-0.0264161406950374,0.0196710244683947,0.0400077119176904,0.0149032185305407,-0.00598803515365314,-0.0853130103788055,-0.0730954962430705,-0.0451209576438653
"TCF3",0.0451209576438653,0.0245500887996443,0.0885103411059776,0.200968875073398,0.0853130103788055,-0.029756098678555,0.0434385903660569,0.00134611174127985,-0.0255289771327528,-0.0196710244683947,0.0263832255065065,0.0264161406950374,0,0,-0.0260339217981207,-0.0263832255065065,0.0193085086083258,0.0395772831159391,0.0149032185305407,-0.00601678612913267,-0.0847805805627358,-0.0736328884765481,-0.0471623821707615
"CLDN7",0.0451209576438653,0.0245500887996443,0.0885103411059776,0.200968875073398,0.0853130103788055,-0.029756098678555,0.0434385903660569,0.00134611174127985,-0.0255289771327528,-0.0196710244683947,0.0263832255065065,0.0264161406950374,0,0,-0.0260339217981207,-0.0263832255065065,0.0193085086083258,0.0395772831159391,0.0149032185305407,-0.00601678612913267,-0.0847805805627358,-0.0736328884765481,-0.0471623821707615
"TGFbeta",0.0676173481917488,0.108812951967619,0.0422383006840301,0.0352795449623139,0.115756810852309,-0.105368405452286,0.0605860779949294,-2.48900016157803e-06,-0.107772603689125,-0.140069092062605,0.106875029213922,0.106904363228857,0,0,-0.106919632905264,-0.106875029213922,0.0400903776236095,0.149711709590793,-0.0459936844664112,-0.100523358765383,-0.115647900635169,-0.0349969197804814,-0.0672565723505733
"TWIST1",0.0584100964574671,0.110005881412224,0.0524953463611856,-0.150801802948959,0.171602889578824,-0.1279457155132,0.330891423400749,0.0218867113121845,-0.130151003534176,-0.0608204765489368,0.143621148314053,0.143603008384861,0,0,-0.142785863558649,-0.143621148314053,0.0609367304775989,0.0846030274785066,0.00742662055015246,-0.203746477309629,-0.271709909602189,-0.0104821213999312,-0.0580894272347414
"miR34a",0.132010863314096,0.132231059753734,0.157403560937683,0.0525665695632619,0.191215049600339,0.0248783142702614,0.234623240231273,-0.0807598052281859,-0.0256901410341336,-0.016690102783626,0.0212034996964176,0.0212320559629713,0,0,-0.0192538594214876,-0.0212034996964176,0.01662493615618,0.0714779229823687,-0.0696006207519168,-0.213645391708569,-0.191152851242691,-0.0782917757577439,-0.131851444137698
"TWIST2",0.133435283327695,0.150241844484238,0.0939314455966924,0.0615236530032923,0.296954379226939,-0.136825183318137,0.249766117043751,0.00600657231784907,-0.153774244577176,-0.077960095812281,0.156357253568109,0.156337129011092,0,0,-0.154566834793298,-0.156357253568109,0.0780547873552619,0.132082822158739,-0.0066379769125553,-0.215406210701715,-0.297034170629415,-0.0924370213075295,-0.133351858023758
