"","ZEB2","miR101","SNAI1","miR200a","miR200c","FOXC2","GSC","miR205","miR34a","CLDN7","miR141","ZEB1","GRHL2","CDH1","NP63","TWIST1","TCF3","OVOL2","TGFbeta","miR200b","SNAI2","KLF8","TWIST2"
"SNAI2",-0.0199259086662387,-0.00342078629791607,-0.00111298947698878,0.0305305887191895,-0.010411788482183,-0.021275832863497,-0.0155279256494983,-0.0397797892582695,-0.0230501889043496,-0.0411542486454016,0.0411542486454016,0.0410519260773622,0.0448504276435218,-0.124535630134487,0.0406452025677294,-0.0711294249836782,-0.0715510789553866,0.0383167123093771,0.0162040001943653,0.00488832106264788,-0.0924227541292413,0.00296086468576249,0.00528191433964528
"CDH1",-0.0198997429851461,-0.00296086468576249,-0.00114282201404569,0.0310592994854937,-0.0106812724530153,-0.0207246126682148,-0.0161110219933819,-0.0388039289603753,-0.0232936186096959,-0.0418409053651718,0.0418409053651718,0.0411542486454016,0.0453524313800269,-0.1244549427519,0.0397797892582695,-0.0715510789553866,-0.070833947481283,0.0390697972355808,0.0155279256494983,0.00514868983775314,0.00768105984696976,0.00395403863678316,0.00530068155856864
"miR141",-0.0127564821830488,0.0729469770421069,-0.0521054067051539,0.00222760799801692,0.00927325148697687,-0.01571247583999,-0.0748389212005961,0.0154054143173385,0.0901484413390488,0.00573080931799059,-0.00573080931799059,-0.00606091303617709,-0.0112695819379696,0.0473724632765324,-0.0144777441556182,0.0152471808667337,0.0152959851615116,-0.0180613795363136,0.0749809537430923,-0.0127891490713682,-0.0831342259625392,-0.0728803367913955,0.00773381404784671
"miR34a",-0.00538069095832431,0.0639686654293576,-0.0294656898476523,0.0772291511661078,-0.0727347052390795,0.0372645749465722,-0.0550745105564734,-0.0530858570850473,-0.00494326042403192,-0.0581429620910473,0.0581429620910473,0.0582429090239853,0.0638173771569993,-0.0131489284836122,0.0527055138299902,-0.015713400105145,-0.0155882160688652,0.0469426676837144,0.0551149380012779,0.0761762505957555,-0.0870977511473562,-0.0638092462529593,0.00453461044578294
"miR200b",0.010903204457027,0.0611437528383017,-0.0561336521409865,-0.0055977511993682,-0.00435745452113072,-0.0194573885386621,-0.0868347541492155,0.0117321382275044,0.086387603601277,0.000255800106165583,-0.000255800106165583,-0.00068634106112283,-0.00631277884828686,0.115747473735328,-0.0105059075539661,0.0170631596081245,0.016745192233056,-0.0147408198662757,0.0869801954727315,0.0314794317403733,-0.0637052142044327,-0.0613112540090089,0.0219168090885712
"miR200a",0.010903204457027,0.0611437528383017,-0.0561336521409865,-0.0055977511993682,-0.00435745452113072,-0.0194573885386621,-0.0868347541492155,0.0117321382275044,0.086387603601277,0.000255800106165583,-0.000255800106165583,-0.00068634106112283,-0.00631277884828686,0.115747473735328,-0.0105059075539661,0.0170631596081245,0.016745192233056,-0.0147408198662757,0.0869801954727315,0.0314794317403733,-0.0637052142044327,-0.0613112540090089,0.0219168090885712
"TWIST1",0.0154414796867208,-0.101516990276813,0.0170736309704987,-0.00707878036398395,-0.0258285292763953,0.0692413244960921,0.0125925286298387,0.0132766039478095,-0.0543716266451104,0.00121578083153933,-0.00121578083153933,-0.00144691067764609,-0.00142545066612099,0.0442732376104155,-0.0124713560885903,0.00423349058930184,0.104016999702343,-0.0214467611381723,-0.0124273916476152,-0.0266955635960225,0.127079054097257,0.101310845776489,0.102574199860996
"FOXC2",0.0173258616223973,0.0161045608281983,0.0493937447650628,-0.00811414126165163,-0.00370775966183839,-0.0813728042440873,-0.0389389374101783,-0.0132101007404417,0.0166727994248684,0.00343030123140627,-0.00343030123140627,-0.00266298996659674,0.00196075491610267,-0.0858520928708353,0.0111634756387882,0.0903430917003734,0.0901233981447177,0.018560874693438,0.0386512722741073,0.00771917972482655,-0.0359953669182934,-0.0163116710416416,-0.0938573966005925
"miR205",0.0174118698750083,0.000816299881924331,0.0590525808566341,-0.00703747524425212,-0.00922222905970374,-0.0896005478116057,-0.0289811840950544,-0.0117191884308224,0.0112797753801631,-0.000953926064007736,0.000953926064007736,0.00144460319845327,0.00408488689169134,-0.0144617472036727,0.0104309117486303,0.0946226936931621,0.0942067305944429,0.0159156630111104,0.0287732805876746,0.0126002125810092,-0.0123198465525174,-0.00113046221999305,-0.0826730467315514
"ZEB1",0.0174765472800001,0.0166108248349583,0.0497384030340285,-0.00753312539868237,-0.00401928306070701,-0.080973498805831,-0.0386512722741073,-0.0111634756387882,0.0164220809022732,0.00266298996659674,-0.00266298996659674,-0.102867399356159,0.00241439213475128,-0.0859461959272808,0.0111634756387882,0.090013177694352,0.0903430917003734,0.0190429523546803,0.0382522171999334,0.00800182548060899,-0.0358485894915833,-0.0161045608281983,-0.0939122630128062
"TCF3",0.0202092439982609,0.00395403863678316,0.00203410225391097,-0.0298258324027177,0.00988089880377855,0.0212563051229612,0.0173435759176161,0.0436594202898551,0.0226207709275767,0.0400890858866947,-0.0400890858866947,-0.0418409053651718,-0.0443427894620319,0.0239669714806161,-0.0388039289603753,0.070833947481283,0.0702047122441097,-0.0383078969117149,-0.0161110219933819,-0.0044697660576712,-0.00744117130609967,-0.00361131773080789,-0.00556036712847319
"KLF8",0.0202092439982609,0.00395403863678316,0.00203410225391097,-0.0298258324027177,0.00988089880377855,0.0212563051229612,0.0173435759176161,0.0436594202898551,0.0226207709275767,0.0400890858866947,-0.0400890858866947,-0.0418409053651718,-0.0443427894620319,0.0239669714806161,-0.0388039289603753,0.070833947481283,0.0702047122441097,-0.0383078969117149,-0.0161110219933819,-0.0044697660576712,-0.00744117130609967,-0.00361131773080789,-0.00556036712847319
"TGFbeta",0.0717877960617559,0.0392269871269591,-0.0115075609521028,-0.0786384909013397,0.00347140946824801,-0.0215847131340263,-0.175776323124508,0.0793649431730586,0.095255561520204,0.0842763278850116,-0.0842763278850116,-0.0842240069811808,-0.0891163398283806,0.122465850953812,-0.0796974588449038,0.0739381097585647,0.0742852610756977,-0.072116202332106,0.0757011720621844,0.0889470679609409,-0.0704774333417291,-0.0389590020011722,-0.0472641979063694
